,which,panthers,player,got,a,penalty,",",which,gave,the,broncos,a,new,set,of,downs,?
meanwhile,0.24054381251335144,0.09292732924222946,0.16357405483722687,0.2307729721069336,0.20041249692440033,0.00218747416511178,0.224358931183815,0.24054381251335144,0.18321610987186432,0.2615615129470825,0.18809199333190918,0.20041249692440033,0.14632539451122284,0.15700213611125946,0.1686907261610031,0.18468545377254486,0.16201108694076538
",",0.3658004403114319,0.2494642585515976,0.25826331973075867,0.26594072580337524,0.427140474319458,0.17378456890583038,1.0000001192092896,0.3658004403114319,0.2448001652956009,0.4933079481124878,0.2558487057685852,0.427140474319458,0.36073189973831177,0.24912182986736298,0.4946078956127167,0.26416540145874023,0.31091248989105225
denver,0.12987183034420013,0.3712458908557892,0.14441537857055664,0.16138730943202972,0.179859921336174,0.1543848067522049,0.25173696875572205,0.12987183034420013,0.1103241965174675,0.2052404284477234,0.5774994492530823,0.179859921336174,0.2101706713438034,0.16463486850261688,0.14595118165016174,0.2288353145122528,0.1520889848470688
's,0.03856118768453598,0.06940732896327972,-0.02902853861451149,0.022843634709715843,0.04866964742541313,0.1210242286324501,-0.0016132977325469255,0.03856118768453598,0.0414002351462841,-0.01540423184633255,-0.037254199385643005,0.04866964742541313,-0.008355522528290749,0.05998389050364494,-0.03817026689648628,0.012516668066382408,-0.023395681753754616
offense,0.21856637299060822,0.1977701336145401,0.200119286775589,0.1934705376625061,0.27293452620506287,0.3574445843696594,0.2770269513130188,0.21856637299060822,0.1621553599834442,0.25977253913879395,0.2953772246837616,0.27293452620506287,0.1545589715242386,0.12209559977054596,0.23099714517593384,0.17964375019073486,0.28476977348327637
was,0.2830964922904968,0.2605615258216858,0.1967325210571289,0.4498348534107208,0.4508470594882965,0.18172121047973633,0.45456063747406006,0.2830964922904968,0.42201077938079834,0.48711544275283813,0.23574475944042206,0.4508470594882965,0.2748313844203949,0.22985222935676575,0.4069072902202606,0.18749697506427765,0.18412111699581146
kept,0.25791674852371216,0.18797019124031067,0.09706010669469833,0.2630113661289215,0.21615740656852722,0.1517173945903778,0.2797359526157379,0.25791674852371216,0.24372971057891846,0.3135738670825958,0.1523645520210266,0.21615740656852722,0.15105707943439484,0.2087990939617157,0.25036442279815674,0.11815286427736282,0.15157312154769897
out,0.37864550948143005,0.12961417436599731,0.1815294325351715,0.3254106044769287,0.34264278411865234,0.2528412640094757,0.3161109685897827,0.37864550948143005,0.30636557936668396,0.39404502511024475,0.19642624258995056,0.34264278411865234,0.2098110169172287,0.16735710203647614,0.34176841378211975,0.2156020551919937,0.22020699083805084
of,0.5011631846427917,0.23357392847537994,0.1627044975757599,0.2380109280347824,0.5052502155303955,0.17319345474243164,0.4946078956127167,0.5011631846427917,0.3650403320789337,0.733189046382904,0.19310332834720612,0.5052502155303955,0.343457967042923,0.20671486854553223,1.0,0.21881243586540222,0.1826142966747284
the,0.6521818041801453,0.2602776288986206,0.19900773465633392,0.25685515999794006,0.5829201340675354,0.21881432831287384,0.4933079481124878,0.6521818041801453,0.32555076479911804,1.0,0.25985947251319885,0.5829201340675354,0.3845241069793701,0.2927955985069275,0.733189046382904,0.2521526515483856,0.22068053483963013
end,0.31110426783561707,0.14626342058181763,0.15336467325687408,0.13840846717357635,0.28924596309661865,0.18810054659843445,0.25448864698410034,0.31110426783561707,0.1760980188846588,0.39658910036087036,0.2482822984457016,0.28924596309661865,0.20483514666557312,0.27609559893608093,0.2215006798505783,0.18075712025165558,0.12543344497680664
zone,0.23991791903972626,0.14842917025089264,0.11478936672210693,0.07400207966566086,0.19739283621311188,0.12989188730716705,0.23414842784404755,0.23991791903972626,0.10926615446805954,0.26423242688179016,0.13718454539775848,0.19739283621311188,0.12862597405910492,0.1623491495847702,0.22467142343521118,0.2659461796283722,0.1173049733042717
for,0.44095608592033386,0.25358447432518005,0.2470785230398178,0.293374627828598,0.44038116931915283,0.22955355048179626,0.4464869201183319,0.44095608592033386,0.3676709234714508,0.4739971458911896,0.2739109396934509,0.44038116931915283,0.2700757384300232,0.30194196105003357,0.4185989499092102,0.21536749601364136,0.264628142118454
three,0.40919098258018494,0.2735981047153473,0.18337850272655487,0.2068120241165161,0.3025658130645752,0.20222033560276031,0.3347506821155548,0.40919098258018494,0.21718914806842804,0.43452659249305725,0.23654358088970184,0.3025658130645752,0.22607795894145966,0.29786497354507446,0.3844621181488037,0.17403817176818848,0.20928427577018738
plays,0.20197759568691254,0.22348153591156006,0.5310782194137573,0.09048496186733246,0.2085086703300476,0.23451365530490875,0.24874751269817352,0.20197759568691254,0.09889807552099228,0.1760704517364502,0.22050583362579346,0.2085086703300476,0.09254811704158783,0.14020684361457825,0.14677055180072784,0.11339402943849564,0.14138242602348328
",",0.3658004403114319,0.2494642585515976,0.25826331973075867,0.26594072580337524,0.427140474319458,0.17378456890583038,1.0000001192092896,0.3658004403114319,0.2448001652956009,0.4933079481124878,0.2558487057685852,0.427140474319458,0.36073189973831177,0.24912182986736298,0.4946078956127167,0.26416540145874023,0.31091248989105225
but,0.55336993932724,0.19083257019519806,0.11845224350690842,0.3548664450645447,0.44750767946243286,0.21687179803848267,0.48126736283302307,0.55336993932724,0.2679053843021393,0.4859698414802551,0.15171389281749725,0.44750767946243286,0.2431885451078415,0.2716006338596344,0.39942997694015503,0.19562214612960815,0.27921953797340393
a,0.56894451379776,0.2255268394947052,0.2591003477573395,0.2347145676612854,1.0,0.19940267503261566,0.427140474319458,0.56894451379776,0.26239895820617676,0.5829201340675354,0.19771797955036163,1.0,0.3214259147644043,0.2540091574192047,0.5052502155303955,0.21178016066551208,0.23916715383529663
holding,0.33221250772476196,0.19714322686195374,0.1285940259695053,0.1743798702955246,0.3320668041706085,0.1165095865726471,0.2482093721628189,0.33221250772476196,0.24376744031906128,0.31092849373817444,0.2164420783519745,0.3320668041706085,0.10425861924886703,0.17813703417778015,0.25994744896888733,0.14276576042175293,0.17956523597240448
penalty,0.16349202394485474,0.28355109691619873,0.28742530941963196,0.14592723548412323,0.19940267503261566,1.0,0.17378456890583038,0.16349202394485474,0.1553424894809723,0.21881432831287384,0.2071603685617447,0.19940267503261566,0.12789101898670197,0.20379318296909332,0.17319345474243164,0.039754703640937805,0.1639929711818695
on,0.4245251417160034,0.17721405625343323,0.2081262320280075,0.28486916422843933,0.3848365545272827,0.13016977906227112,0.49057599902153015,0.4245251417160034,0.2442021518945694,0.5107308030128479,0.17311601340770721,0.3848365545272827,0.31106263399124146,0.23748746514320374,0.3966929316520691,0.2255515307188034,0.2714994251728058
cornerback,0.1414770931005478,0.5095157027244568,0.47521623969078064,0.17035837471485138,0.2159237414598465,0.21881747245788574,0.30587682127952576,0.1414770931005478,0.12282504886388779,0.22184298932552338,0.5810118317604065,0.2159237414598465,0.25785136222839355,0.20397399365901947,0.19467827677726746,0.29576176404953003,0.12237537652254105
josh,0.08524084091186523,0.23106279969215393,0.24088077247142792,0.17882153391838074,0.1471080332994461,0.0971856489777565,0.21876341104507446,0.08524084091186523,0.15358798205852509,0.1496332734823227,0.3390878140926361,0.1471080332994461,0.08132773637771606,0.10984542965888977,0.04671921953558922,0.21606922149658203,0.1523149460554123
norman,0.1315736174583435,0.10085906088352203,0.12957245111465454,0.15927894413471222,0.16633400321006775,0.08523261547088623,0.20281735062599182,0.1315736174583435,0.20868611335754395,0.23459704220294952,0.16753602027893066,0.16633400321006775,0.1900518238544464,0.16158083081245422,0.15827171504497528,0.21400634944438934,0.12243545055389404
gave,0.19981732964515686,0.12951630353927612,0.10905837267637253,0.5298672318458557,0.26239895820617676,0.1553424894809723,0.2448001652956009,0.19981732964515686,1.0000001192092896,0.32555076479911804,0.16485929489135742,0.26239895820617676,0.17813219130039215,0.24810642004013062,0.3650403320789337,0.16369664669036865,0.1910865753889084
the,0.6521818041801453,0.2602776288986206,0.19900773465633392,0.25685515999794006,0.5829201340675354,0.21881432831287384,0.4933079481124878,0.6521818041801453,0.32555076479911804,1.0,0.25985947251319885,0.5829201340675354,0.3845241069793701,0.2927955985069275,0.733189046382904,0.2521526515483856,0.22068053483963013
broncos,0.22873279452323914,0.5347585678100586,0.3298080563545227,0.18089963495731354,0.19771797955036163,0.2071603685617447,0.2558487057685852,0.22873279452323914,0.16485929489135742,0.25985947251319885,1.0000001192092896,0.19771797955036163,0.2461613565683365,0.17981673777103424,0.19310332834720612,0.28033480048179626,0.18377114832401276
a,0.56894451379776,0.2255268394947052,0.2591003477573395,0.2347145676612854,1.0,0.19940267503261566,0.427140474319458,0.56894451379776,0.26239895820617676,0.5829201340675354,0.19771797955036163,1.0,0.3214259147644043,0.2540091574192047,0.5052502155303955,0.21178016066551208,0.23916715383529663
new,0.33739399909973145,0.2522614002227783,0.18756353855133057,0.18453137576580048,0.3214259147644043,0.12789101898670197,0.36073189973831177,0.33739399909973145,0.17813219130039215,0.3845241069793701,0.2461613565683365,0.3214259147644043,0.9999999403953552,0.238132506608963,0.343457967042923,0.15638557076454163,0.14782847464084625
