,which,findings,suggested,that,the,region,was,densely,populated,?
however,0.5545716285705566,0.4012700617313385,0.4366224706172943,0.6336373090744019,0.49814513325691223,0.17743949592113495,0.37327632308006287,0.2754100263118744,0.2720817029476166,0.2152075469493866
",",0.3658004403114319,0.25852248072624207,0.3114470839500427,0.4137537479400635,0.4933079481124878,0.2119160145521164,0.45456063747406006,0.29475733637809753,0.3050559461116791,0.31091248989105225
recent,0.2930300831794739,0.3630222976207733,0.3751670718193054,0.3408474624156952,0.31046223640441895,0.1346864253282547,0.2536894679069519,0.19254085421562195,0.24912041425704956,0.2544887959957123
anthropological,0.2564775347709656,0.36783602833747864,0.24972669780254364,0.29494938254356384,0.20837841928005219,0.21783794462680817,0.19425135850906372,0.17101964354515076,0.20887963473796844,0.1656201332807541
findings,0.2716623544692993,1.0,0.4030202031135559,0.36972561478614807,0.2911088168621063,0.21856212615966797,0.18455781042575836,0.14108100533485413,0.21938656270503998,0.16064861416816711
have,0.49652695655822754,0.35239848494529724,0.4176768660545349,0.6182622313499451,0.40389683842658997,0.191070094704628,0.2863433063030243,0.27307432889938354,0.28731292486190796,0.32991164922714233
suggested,0.26930686831474304,0.4030202031135559,0.9999999403953552,0.45882919430732727,0.28443726897239685,0.08586913347244263,0.30712512135505676,0.13552264869213104,0.20187035202980042,0.2549840807914734
that,0.6894589066505432,0.36972561478614807,0.45882919430732727,1.0,0.5473989248275757,0.20183102786540985,0.33670201897621155,0.23052752017974854,0.29109612107276917,0.32716336846351624
the,0.6521818041801453,0.2911088168621063,0.28443726897239685,0.5473989248275757,1.0,0.35020557045936584,0.48711544275283813,0.33806583285331726,0.33048298954963684,0.22068053483963013
region,0.2328231930732727,0.21856212615966797,0.08586913347244263,0.20183102786540985,0.35020557045936584,1.0,0.19296804070472717,0.3503071069717407,0.36461517214775085,0.13441751897335052
was,0.2830964922904968,0.18455781042575836,0.30712512135505676,0.33670201897621155,0.48711544275283813,0.19296804070472717,1.0000001192092896,0.26500773429870605,0.21154066920280457,0.18412111699581146
actually,0.5028455853462219,0.2839556634426117,0.37708956003189087,0.6371707320213318,0.39964747428894043,0.1349051594734192,0.29136961698532104,0.30218949913978577,0.34382131695747375,0.36036357283592224
densely,0.3195354640483856,0.14108100533485413,0.13552264869213104,0.23052752017974854,0.33806583285331726,0.3503071069717407,0.26500773429870605,1.0000001192092896,0.5896255970001221,0.06828517466783524
populated,0.26438772678375244,0.21938656270503998,0.20187035202980042,0.29109612107276917,0.33048298954963684,0.36461517214775085,0.21154066920280457,0.5896255970001221,0.9999998807907104,0.20106194913387299
.,0.45942068099975586,0.28905197978019714,0.2633555829524994,0.4460422694683075,0.5934505462646484,0.2506107687950134,0.40146201848983765,0.25654587149620056,0.23918001353740692,0.4130953550338745
