,when,was,luther,examined,at,augsburg,by,the,papal,legate,?
there,0.34822648763656616,0.24909798800945282,0.17028528451919556,0.2295457422733307,0.37649083137512207,0.218211367726326,0.20383623242378235,0.47025805711746216,0.1888444572687149,0.11102097481489182,0.29405656456947327
",",0.36674630641937256,0.45456063747406006,0.23255878686904907,0.2097187489271164,0.38314947485923767,0.26016417145729065,0.3680937886238098,0.4933079481124878,0.20856137573719025,0.23089487850666046,0.31091248989105225
in,0.4431333839893341,0.45514053106307983,0.20523880422115326,0.2475549727678299,0.4374977946281433,0.26930519938468933,0.370934396982193,0.6662389636039734,0.21801839768886566,0.19136942923069,0.20430970191955566
october,0.273419588804245,0.4627581834793091,0.1806728094816208,0.08561347424983978,0.30687233805656433,0.21357999742031097,0.17728064954280853,0.2621108889579773,0.11436039954423904,0.18581382930278778,0.29706719517707825
1518,-0.060304589569568634,0.0558323860168457,0.003967138938605785,-0.05454476177692413,0.08391451090574265,0.09770417958498001,0.02204611711204052,0.04341644421219826,-0.0009607201209291816,-0.047830235213041306,0.0713193267583847
",",0.36674630641937256,0.45456063747406006,0.23255878686904907,0.2097187489271164,0.38314947485923767,0.26016417145729065,0.3680937886238098,0.4933079481124878,0.20856137573719025,0.23089487850666046,0.31091248989105225
under,0.3172987401485443,0.2672741413116455,0.12438619881868362,0.17028871178627014,0.2700437307357788,0.17874044179916382,0.3161602020263672,0.3348022699356079,0.21387985348701477,0.17335282266139984,0.18233340978622437
questioning,0.3145776391029358,0.21934908628463745,0.18168386816978455,0.3434014916419983,0.22329454123973846,0.13583484292030334,0.21972894668579102,0.2718270719051361,0.19148173928260803,0.17974913120269775,0.3922772705554962
by,0.4376842677593231,0.4752357602119446,0.15382802486419678,0.2787661552429199,0.2368064820766449,0.15550613403320312,1.0000001192092896,0.4408751428127289,0.17000712454319,0.2136414796113968,0.17966607213020325
papal,0.22282350063323975,0.2140740603208542,0.23832891881465912,0.14148303866386414,0.13061636686325073,0.28663545846939087,0.17000712454319,0.24918924272060394,1.0000001192092896,0.4037315845489502,0.18529073894023895
legate,0.18860182166099548,0.22780990600585938,0.2665371894836426,0.26817864179611206,0.2631682753562927,0.28289470076560974,0.2136414796113968,0.2300969660282135,0.4037315845489502,1.0,0.15272599458694458
cardinal,0.1381859928369522,0.21765156090259552,0.1597520262002945,0.11695724725723267,0.0810544341802597,0.20125357806682587,0.12083087116479874,0.16243581473827362,0.41418683528900146,0.3086448311805725,0.1508612185716629
cajetan,0.20866647362709045,0.3394741415977478,0.31061458587646484,0.1506018489599228,0.23195523023605347,0.3259015679359436,0.18976721167564392,0.303215354681015,0.33898741006851196,0.2921559512615204,0.2069098949432373
luther,0.14516782760620117,0.19185513257980347,1.0,0.1204439029097557,0.13834704458713531,0.42479607462882996,0.15382802486419678,0.1759674996137619,0.23832891881465912,0.2665371894836426,0.1732746809720993
stated,0.22441600263118744,0.33307945728302,0.16673965752124786,0.2665163576602936,0.297367125749588,0.07426098734140396,0.26452240347862244,0.2814950942993164,0.1719820350408554,0.25193947553634644,0.24280361831188202
that,0.5860282182693481,0.33670201897621155,0.21746599674224854,0.315603107213974,0.3183255195617676,0.19553878903388977,0.37496164441108704,0.5473989248275757,0.16984260082244873,0.16605748236179352,0.32716336846351624
he,0.39115971326828003,0.5410010814666748,0.2454872578382492,0.21033114194869995,0.3280475437641144,0.27263644337654114,0.2485479861497879,0.4571082592010498,0.2557644546031952,0.24614885449409485,0.2089974731206894
did,0.3228907287120819,0.41399896144866943,0.23667675256729126,0.2601720690727234,0.28390252590179443,0.1348627358675003,0.18574509024620056,0.34736719727516174,0.17935830354690552,0.2088811844587326,0.3023456633090973
not,0.4799930453300476,0.2888734042644501,0.21636232733726501,0.3057997524738312,0.22025953233242035,0.18278983235359192,0.291808545589447,0.4310511648654938,0.18953925371170044,0.15514740347862244,0.41942933201789856
consider,0.2569737136363983,0.22259771823883057,0.0995694026350975,0.19246482849121094,0.2028014361858368,0.19996805489063263,0.2509215474128723,0.33438587188720703,0.22756847739219666,0.17903448641300201,0.37281370162963867
the,0.5091903209686279,0.48711544275283813,0.1759674996137619,0.27524587512016296,0.457212895154953,0.25331857800483704,0.4408751428127289,1.0,0.24918924272060394,0.2300969660282135,0.22068053483963013
papacy,0.24286894500255585,0.2179301381111145,0.2991804778575897,0.10055544972419739,0.10804613679647446,0.24792705476284027,0.1630348414182663,0.2202257215976715,0.7295178174972534,0.4349690079689026,0.18605810403823853
part,0.35435768961906433,0.3407018780708313,0.12887465953826904,0.1899747997522354,0.27486899495124817,0.2534104585647583,0.28271573781967163,0.527681291103363,0.16632363200187683,0.18939752876758575,0.08557961881160736
of,0.3757161796092987,0.4069072902202606,0.1719115972518921,0.2503494322299957,0.42558613419532776,0.2404417097568512,0.3646814823150635,0.733189046382904,0.25997212529182434,0.2249005287885666,0.1826142966747284
