,to,what,type,of,organisms,is,oxygen,toxic,?
oxygen,0.24193501472473145,0.16781960427761078,0.16191279888153076,0.16848602890968323,0.42718103528022766,0.21825239062309265,0.9999999403953552,0.48697811365127563,0.16786395013332367
is,0.42745086550712585,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.1773757040500641,1.0,0.21825239062309265,0.25264105200767517,0.22961433231830597
toxic,0.17271585762500763,0.2119256556034088,0.17716720700263977,0.1954609453678131,0.3557027280330658,0.25264105200767517,0.48697811365127563,1.0,0.2523139715194702
to,1.0,0.455847829580307,0.19930607080459595,0.41548454761505127,0.26437875628471375,0.42745086550712585,0.24193501472473145,0.17271585762500763,0.29463258385658264
obligately,0.3468760848045349,0.2940386235713959,0.13617880642414093,0.10987519472837448,0.27934950590133667,0.19449064135551453,0.28408142924308777,0.2371484488248825,0.20873405039310455
anaerobic,0.2235346883535385,0.20651394128799438,0.2956778407096863,0.21348001062870026,0.6322894096374512,0.2471371442079544,0.5985317826271057,0.4850866496562958,0.17226801812648773
organisms,0.26437875628471375,0.22214920818805695,0.19009453058242798,0.23870134353637695,1.0,0.1773757040500641,0.42718103528022766,0.3557027280330658,0.22621455788612366
",",0.44245919585227966,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.20150232315063477,0.4691906273365021,0.21812842786312103,0.22269773483276367,0.31091248989105225
which,0.5345056653022766,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.3490593135356903,0.4457404911518097,0.3166238069534302,0.247298464179039,0.25814583897590637
were,0.31913647055625916,0.22298263013362885,0.09534358233213425,0.34038281440734863,0.21431204676628113,0.29386836290359497,0.15995736420154572,0.13201627135276794,0.17890112102031708
the,0.535392165184021,0.42745697498321533,0.21819381415843964,0.733189046382904,0.22463196516036987,0.5823672413825989,0.20428593456745148,0.15216471254825592,0.22068053483963013
dominant,0.21260958909988403,0.21783894300460815,0.21512246131896973,0.3018357455730438,0.3021993339061737,0.2622844874858856,0.15664421021938324,0.13690179586410522,0.07625212520360947
form,0.2772196829319,0.15868011116981506,0.3017115294933319,0.29600051045417786,0.2886972725391388,0.3218395411968231,0.22106200456619263,0.11901850253343582,0.1463010311126709
of,0.41548454761505127,0.33290785551071167,0.18112817406654358,1.0,0.23870134353637695,0.4854315221309662,0.16848602890968323,0.1954609453678131,0.1826142966747284
early,0.24557004868984222,0.2454567849636078,0.24463579058647156,0.30937549471855164,0.20902566611766815,0.18880519270896912,0.16186754405498505,0.17533786594867706,0.15272949635982513
life,0.24560359120368958,0.24693015217781067,0.15995503962039948,0.2788603901863098,0.28513103723526,0.2110576033592224,0.27629178762435913,0.21396969258785248,0.21677987277507782
on,0.41031414270401,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.16382019221782684,0.3635730445384979,0.2008662223815918,0.11551705002784729,0.2714994251728058
earth,0.2486501932144165,0.25883176922798157,0.07964067161083221,0.2329314798116684,0.3788684606552124,0.26888176798820496,0.3065866231918335,0.2005942165851593,0.17717236280441284
until,0.354556679725647,0.2693650424480438,0.08382980525493622,0.2787701487541199,0.13822035491466522,0.23065046966075897,0.20481063425540924,0.19093908369541168,0.20304496586322784
o,0.1644444614648819,0.1489914506673813,0.05644886568188667,0.16054381430149078,0.11104374378919601,0.18684464693069458,0.2476140707731247,0.17200994491577148,0.23868927359580994
2,-0.0836251974105835,-0.049862053245306015,-0.05958043411374092,-0.013777675107121468,0.05307488888502121,-0.07940074801445007,0.04063820466399193,0.06869113445281982,0.001977203879505396
began,0.2731419503688812,0.1665823757648468,0.142954483628273,0.2330763041973114,0.1288652867078781,0.20498190820217133,0.12433157116174698,0.03968407213687897,0.1370266228914261
to,1.0,0.455847829580307,0.19930607080459595,0.41548454761505127,0.26437875628471375,0.42745086550712585,0.24193501472473145,0.17271585762500763,0.29463258385658264
accumulate,0.3033982813358307,0.2557430863380432,0.21248583495616913,0.2854112684726715,0.36907827854156494,0.25496381521224976,0.3346421718597412,0.3281461298465729,0.18783392012119293
in,0.45010748505592346,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.21345661580562592,0.5394441485404968,0.1672476977109909,0.19547370076179504,0.20430970191955566
the,0.535392165184021,0.42745697498321533,0.21819381415843964,0.733189046382904,0.22463196516036987,0.5823672413825989,0.20428593456745148,0.15216471254825592,0.22068053483963013
atmosphere,0.24801792204380035,0.2530241310596466,0.08003394305706024,0.1981431096792221,0.3749786615371704,0.1850086748600006,0.48839667439460754,0.30969443917274475,0.15636961162090302
about,0.391953706741333,0.47976887226104736,0.1371919810771942,0.40939709544181824,0.1900499165058136,0.3532065451145172,0.1566355675458908,0.14851373434066772,0.302409827709198
2.5,-0.21053564548492432,-0.1488470584154129,0.053319238126277924,-0.24039185047149658,-0.04617435112595558,-0.1598525047302246,-0.0011454253690317273,0.000926954613532871,0.058774158358573914
billion,0.2046312391757965,0.262668639421463,0.1376577913761139,0.19335569441318512,0.26954299211502075,0.16068704426288605,0.2597910165786743,0.18000087141990662,0.25791820883750916
years,0.23891852796077728,0.1981470286846161,0.13421817123889923,0.2904134690761566,0.23434053361415863,0.19551363587379456,0.19261223077774048,0.12972381711006165,0.1914375126361847
ago,0.2610180675983429,0.30667418241500854,0.17752598226070404,0.20083805918693542,0.2399907112121582,0.2164890468120575,0.2424188107252121,0.14008828997612,0.2202194780111313
during,0.2828781306743622,0.24137552082538605,0.1538453847169876,0.3869180977344513,0.16719947755336761,0.2240111529827118,0.18351154029369354,0.12125145643949509,0.1325719803571701
the,0.535392165184021,0.42745697498321533,0.21819381415843964,0.733189046382904,0.22463196516036987,0.5823672413825989,0.20428593456745148,0.15216471254825592,0.22068053483963013
great,0.1880372017621994,0.2562883198261261,0.1103498712182045,0.3168134391307831,0.12839704751968384,0.1345067322254181,0.1361692100763321,0.12088613957166672,0.13135133683681488
oxygenation,0.28600770235061646,0.2698063850402832,0.2344689965248108,0.24724361300468445,0.4957001209259033,0.27459201216697693,0.8335578441619873,0.4488413333892822,0.20843078196048737
event,0.2585321366786957,0.26981404423713684,0.1950307935476303,0.19878064095973969,0.262152761220932,0.2078172266483307,0.1882515251636505,0.1492028683423996,0.16076280176639557
",",0.44245919585227966,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.20150232315063477,0.4691906273365021,0.21812842786312103,0.22269773483276367,0.31091248989105225
about,0.391953706741333,0.47976887226104736,0.1371919810771942,0.40939709544181824,0.1900499165058136,0.3532065451145172,0.1566355675458908,0.14851373434066772,0.302409827709198
a,0.45503583550453186,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.1930171549320221,0.658733606338501,0.21662019193172455,0.24144628643989563,0.23916715383529663
billion,0.2046312391757965,0.262668639421463,0.1376577913761139,0.19335569441318512,0.26954299211502075,0.16068704426288605,0.2597910165786743,0.18000087141990662,0.25791820883750916
years,0.23891852796077728,0.1981470286846161,0.13421817123889923,0.2904134690761566,0.23434053361415863,0.19551363587379456,0.19261223077774048,0.12972381711006165,0.1914375126361847
after,0.37890323996543884,0.21973377466201782,0.09807434678077698,0.3867455720901489,0.10272549837827682,0.2835143506526947,0.16113509237766266,0.1598101705312729,0.16608688235282898
the,0.535392165184021,0.42745697498321533,0.21819381415843964,0.733189046382904,0.22463196516036987,0.5823672413825989,0.20428593456745148,0.15216471254825592,0.22068053483963013
first,0.3792489171028137,0.28086137771606445,0.20709431171417236,0.3536086082458496,0.15229041874408722,0.30889374017715454,0.17370176315307617,0.1516619622707367,0.18701928853988647
appearance,0.2557435631752014,0.17546585202217102,0.13805514574050903,0.18182265758514404,0.20899875462055206,0.22147345542907715,0.20768560469150543,0.2105255424976349,0.17315366864204407
of,0.41548454761505127,0.33290785551071167,0.18112817406654358,1.0,0.23870134353637695,0.4854315221309662,0.16848602890968323,0.1954609453678131,0.1826142966747284
these,0.46852558851242065,0.4164220690727234,0.26445475220680237,0.42684608697891235,0.3600805401802063,0.2498808652162552,0.26223719120025635,0.24386371672153473,0.2571668326854706
organisms,0.26437875628471375,0.22214920818805695,0.19009453058242798,0.23870134353637695,1.0,0.1773757040500641,0.42718103528022766,0.3557027280330658,0.22621455788612366
.,0.4645031690597534,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2715383470058441,0.4569662809371948,0.2554275095462799,0.27641135454177856,0.4130953550338745
