,what,mechanism,can,be,used,to,make,oxygen,?
the,0.42745697498321533,0.24941077828407288,0.312528520822525,0.4248143136501312,0.3718377649784088,0.535392165184021,0.3146495521068573,0.20428593456745148,0.22068053483963013
other,0.341873437166214,0.21506087481975555,0.454561322927475,0.4629868268966675,0.3574926257133484,0.4193183183670044,0.42062121629714966,0.2354368269443512,0.24682199954986572
major,0.21026742458343506,0.08248288929462433,0.12592005729675293,0.1488431692123413,0.16234950721263885,0.19240309298038483,0.13397029042243958,0.1290738582611084,0.19788557291030884
method,0.25476205348968506,0.3954075574874878,0.2676236629486084,0.22966717183589935,0.40983709692955017,0.2593044936656952,0.23294977843761444,0.2175072282552719,0.2194802314043045
of,0.33290785551071167,0.21395906805992126,0.2603091299533844,0.33904364705085754,0.3075267970561981,0.41548454761505127,0.2912110388278961,0.16848602890968323,0.1826142966747284
producing,0.1989585906267166,0.23536820709705353,0.22551006078720093,0.22751696407794952,0.2849147617816925,0.19771678745746613,0.3879200220108032,0.23167835175991058,0.1406429558992386
o,0.1489914506673813,0.10177234560251236,0.13634033501148224,0.14611780643463135,0.11275003105401993,0.1644444614648819,0.13258835673332214,0.2476140707731247,0.23868927359580994
2,-0.049862053245306015,-0.0006898018182255328,0.01035431306809187,0.02104739472270012,0.04418706148862839,-0.0836251974105835,-0.03357158973813057,0.04063820466399193,0.001977203879505396
gas,0.20887799561023712,0.20221386849880219,0.25436607003211975,0.2750326097011566,0.21790768206119537,0.25276535749435425,0.271226704120636,0.45564013719558716,0.1582372784614563
involves,0.2138185203075409,0.3892035484313965,0.3193756937980652,0.25541558861732483,0.33199435472488403,0.2485104203224182,0.30309414863586426,0.23221907019615173,0.14038428664207458
passing,0.2581939399242401,0.08793891966342926,0.2837670147418976,0.22949162125587463,0.21228539943695068,0.30583032965660095,0.22678326070308685,0.0897073894739151,0.10353918373584747
a,0.3320399522781372,0.2361949384212494,0.3915780484676361,0.39883795380592346,0.3864384889602661,0.45503583550453186,0.34303420782089233,0.21662019193172455,0.23916715383529663
stream,0.15652818977832794,0.17211131751537323,0.2926245331764221,0.269595742225647,0.22907164692878723,0.2466391623020172,0.1689288318157196,0.20111678540706635,0.11238504201173782
of,0.33290785551071167,0.21395906805992126,0.2603091299533844,0.33904364705085754,0.3075267970561981,0.41548454761505127,0.2912110388278961,0.16848602890968323,0.1826142966747284
clean,0.2535739839076996,0.03186763823032379,0.2975345849990845,0.32323315739631653,0.24809987843036652,0.2897804379463196,0.3928092420101166,0.266299843788147,0.2847605347633362
",",0.3087472915649414,0.12176363915205002,0.3139454126358032,0.39254459738731384,0.3120402991771698,0.44245919585227966,0.324553906917572,0.21812842786312103,0.31091248989105225
dry,0.18359600007534027,0.12606243789196014,0.27571597695350647,0.23394794762134552,0.25908878445625305,0.21135932207107544,0.25255313515663147,0.316355437040329,0.13395056128501892
air,0.10361403971910477,0.17625778913497925,0.24445955455303192,0.16170021891593933,0.22700221836566925,0.24103909730911255,0.19375136494636536,0.3506372570991516,0.1491677612066269
through,0.23167094588279724,0.12650121748447418,0.33144164085388184,0.290402352809906,0.20277023315429688,0.4062686562538147,0.2958209216594696,0.2961564362049103,0.16913433372974396
one,0.376489520072937,0.19522151350975037,0.34032124280929565,0.4154875874519348,0.3009188175201416,0.4025384783744812,0.3527044355869293,0.2436513900756836,0.2673267424106598
bed,0.2236354798078537,0.11947052925825119,0.24524952471256256,0.22977600991725922,0.1570218801498413,0.2060098946094513,0.2096647471189499,0.248932883143425,0.21065229177474976
of,0.33290785551071167,0.21395906805992126,0.2603091299533844,0.33904364705085754,0.3075267970561981,0.41548454761505127,0.2912110388278961,0.16848602890968323,0.1826142966747284
a,0.3320399522781372,0.2361949384212494,0.3915780484676361,0.39883795380592346,0.3864384889602661,0.45503583550453186,0.34303420782089233,0.21662019193172455,0.23916715383529663
pair,0.1797199696302414,0.21738724410533905,0.25921449065208435,0.2667699158191681,0.22918204963207245,0.20845884084701538,0.2406724989414215,0.2780035138130188,0.11695868521928787
of,0.33290785551071167,0.21395906805992126,0.2603091299533844,0.33904364705085754,0.3075267970561981,0.41548454761505127,0.2912110388278961,0.16848602890968323,0.1826142966747284
identical,0.23528943955898285,0.2724777162075043,0.24318334460258484,0.28017744421958923,0.24347572028636932,0.2224385291337967,0.2510329782962799,0.17473308742046356,0.17817780375480652
zeolite,0.34414294362068176,0.2684198319911957,0.33345022797584534,0.3585206866264343,0.31308111548423767,0.32286348938941956,0.314071923494339,0.3921942710876465,0.24997054040431976
molecular,0.20577901601791382,0.37540215253829956,0.2140316516160965,0.21985244750976562,0.16108956933021545,0.22402936220169067,0.17466510832309723,0.4132167398929596,0.1327144205570221
sieves,0.22748714685440063,0.18836018443107605,0.2439049929380417,0.2520456314086914,0.22519373893737793,0.30416274070739746,0.2671279013156891,0.24549874663352966,0.13088558614253998
",",0.3087472915649414,0.12176363915205002,0.3139454126358032,0.39254459738731384,0.3120402991771698,0.44245919585227966,0.324553906917572,0.21812842786312103,0.31091248989105225
which,0.5261979103088379,0.37143468856811523,0.41132649779319763,0.476310670375824,0.414506196975708,0.5345056653022766,0.4280063211917877,0.3166238069534302,0.25814583897590637
absorbs,0.25239095091819763,0.2597512900829315,0.40521952509880066,0.3398952782154083,0.33834826946258545,0.2586123049259186,0.3614845275878906,0.5060590505599976,0.17056214809417725
the,0.42745697498321533,0.24941077828407288,0.312528520822525,0.4248143136501312,0.3718377649784088,0.535392165184021,0.3146495521068573,0.20428593456745148,0.22068053483963013
nitrogen,0.1626630574464798,0.24648308753967285,0.29529979825019836,0.2949325740337372,0.2434338480234146,0.22851431369781494,0.2631475329399109,0.680616557598114,0.10228226333856583
and,0.31309178471565247,0.13620422780513763,0.3675691485404968,0.41766801476478577,0.3150506615638733,0.48971283435821533,0.4160483181476593,0.22261030972003937,0.20544172823429108
delivers,0.16364304721355438,0.22005988657474518,0.22595012187957764,0.23302531242370605,0.2152942419052124,0.2624477744102478,0.31154337525367737,0.2047998160123825,0.15122883021831512
