,issues,dealt,with,at,westminster,are,not,ones,who,is,able,to,deal,with,?
the,0.2638932764530182,0.24436350166797638,0.4223487675189972,0.457212895154953,0.3085624873638153,0.40399202704429626,0.4310511648654938,0.333568274974823,0.3733934462070465,0.5823672413825989,0.3435857892036438,0.535392165184021,0.23069973289966583,0.4223487675189972,0.22068053483963013
scottish,0.12836690247058868,0.11284700036048889,0.20394033193588257,0.14378440380096436,0.3040563762187958,0.15686963498592377,0.19732609391212463,0.13731960952281952,0.27621203660964966,0.16398480534553528,0.08147458732128143,0.1268421709537506,0.13291729986667633,0.20394033193588257,0.06442669779062271
parliament,0.186220183968544,0.12583079934120178,0.14422082901000977,0.17480722069740295,0.41925835609436035,0.09480422735214233,0.22406005859375,0.08881993591785431,0.237068772315979,0.19676777720451355,0.16513638198375702,0.20290622115135193,0.16021256148815155,0.14422082901000977,0.1586504578590393
is,0.17773117125034332,0.1399565488100052,0.3250955045223236,0.25906258821487427,0.18797682225704193,0.5330929756164551,0.3776007890701294,0.28782421350479126,0.24293622374534607,1.0,0.1493876874446869,0.42745086550712585,0.17207108438014984,0.3250955045223236,0.22961433231830597
unable,0.273208886384964,0.17027784883975983,0.2665347456932068,0.23449711501598358,0.18406930565834045,0.13948975503444672,0.44146591424942017,0.13432537019252777,0.370140939950943,0.11479603499174118,0.6619425415992737,0.47413626313209534,0.19961458444595337,0.2665347456932068,0.1804998219013214
to,0.27458062767982483,0.25993335247039795,0.4239959120750427,0.36524343490600586,0.23251575231552124,0.3504326641559601,0.5149973034858704,0.29667285084724426,0.42656609416007996,0.42745086550712585,0.529755175113678,1.0,0.29972702264785767,0.4239959120750427,0.29463258385658264
legislate,0.33852410316467285,0.2632497251033783,0.16519159078598022,0.16764822602272034,0.30183908343315125,0.19854818284511566,0.3002892732620239,0.15047580003738403,0.21796464920043945,0.1680021733045578,0.20323151350021362,0.29117169976234436,0.2678990066051483,0.16519159078598022,0.24869191646575928
on,0.2723107933998108,0.25009170174598694,0.40749499201774597,0.4806317389011383,0.19652540981769562,0.268924742937088,0.3516409695148468,0.312541127204895,0.2340552806854248,0.3635730445384979,0.27045732736587524,0.41031414270401,0.24813804030418396,0.40749499201774597,0.2714994251728058
such,0.2208937108516693,0.2446172535419464,0.3346101939678192,0.15276408195495605,0.14779867231845856,0.4654397666454315,0.4058493673801422,0.3967289626598358,0.2594927251338959,0.23545363545417786,0.25456351041793823,0.2871878743171692,0.2479655146598816,0.3346101939678192,0.17851735651493073
issues,1.0,0.4352542757987976,0.251447856426239,0.21672987937927246,0.1456490010023117,0.2136288285255432,0.3357628285884857,0.3098684847354889,0.24231775104999542,0.17773117125034332,0.2254631370306015,0.27458062767982483,0.3791363537311554,0.251447856426239,0.320565789937973
that,0.326042115688324,0.299767404794693,0.4154358208179474,0.3183255195617676,0.16575153172016144,0.45265161991119385,0.6600887179374695,0.4177267253398895,0.45444270968437195,0.3995479643344879,0.4536534547805786,0.5436353087425232,0.3376487195491791,0.4154358208179474,0.32716336846351624
are,0.2136288285255432,0.22751621901988983,0.38996943831443787,0.2074895054101944,0.13211141526699066,1.0,0.46186959743499756,0.557454526424408,0.27294138073921204,0.5330929756164551,0.2283707559108734,0.3504326641559601,0.18414705991744995,0.38996943831443787,0.24591213464736938
reserved,0.13999664783477783,0.23911108076572418,0.16285564005374908,0.11277695000171661,0.20389482378959656,0.22219422459602356,0.32723480463027954,0.15618105232715607,0.20837529003620148,0.2283981740474701,0.20981058478355408,0.18730998039245605,0.16911229491233826,0.16285564005374908,0.1177138090133667
to,0.27458062767982483,0.25993335247039795,0.4239959120750427,0.36524343490600586,0.23251575231552124,0.3504326641559601,0.5149973034858704,0.29667285084724426,0.42656609416007996,0.42745086550712585,0.529755175113678,1.0,0.29972702264785767,0.4239959120750427,0.29463258385658264
",",0.2560703754425049,0.2322544902563095,0.4120737314224243,0.38314947485923767,0.2194681316614151,0.4062570035457611,0.3769696354866028,0.32541337609291077,0.3365725874900818,0.4691906273365021,0.28725793957710266,0.44245919585227966,0.2716866135597229,0.4120737314224243,0.31091248989105225
and,0.2817770540714264,0.24801099300384521,0.5477725267410278,0.3571503460407257,0.2876969575881958,0.48576638102531433,0.39099299907684326,0.42323723435401917,0.41279885172843933,0.3859752118587494,0.3303895890712738,0.48971283435821533,0.2461770474910736,0.5477725267410278,0.20544172823429108
dealt,0.4352542757987976,0.9999998807907104,0.3660266101360321,0.1623031347990036,0.2117144763469696,0.22751621901988983,0.22159256041049957,0.271617591381073,0.3030887544155121,0.1399565488100052,0.23964110016822815,0.25993335247039795,0.6743991374969482,0.3660266101360321,0.3251160979270935
with,0.251447856426239,0.3660266101360321,0.9999999403953552,0.29126521944999695,0.21091656386852264,0.38996943831443787,0.3409014642238617,0.3177386522293091,0.3282766342163086,0.3250955045223236,0.3051167130470276,0.4239959120750427,0.4295210540294647,0.9999999403953552,0.2433311939239502
at,0.21672987937927246,0.1623031347990036,0.29126521944999695,1.0,0.2802744507789612,0.2074895054101944,0.22025953233242035,0.18927998840808868,0.22096660733222961,0.25906258821487427,0.24194130301475525,0.36524343490600586,0.18718039989471436,0.29126521944999695,0.21978627145290375
",",0.2560703754425049,0.2322544902563095,0.4120737314224243,0.38314947485923767,0.2194681316614151,0.4062570035457611,0.3769696354866028,0.32541337609291077,0.3365725874900818,0.4691906273365021,0.28725793957710266,0.44245919585227966,0.2716866135597229,0.4120737314224243,0.31091248989105225
westminster,0.1456490010023117,0.2117144763469696,0.21091656386852264,0.2802744507789612,1.0000001192092896,0.13211141526699066,0.1928878128528595,0.14392969012260437,0.1956794410943985,0.18797682225704193,0.15008416771888733,0.23251575231552124,0.1669619232416153,0.21091656386852264,0.1651161164045334
(,0.24448470771312714,0.18583178520202637,0.29503780603408813,0.23315078020095825,0.16466587781906128,0.23263892531394958,0.2710699737071991,0.24214616417884827,0.2443375140428543,0.35393038392066956,0.20311595499515533,0.30882009863853455,0.165684312582016,0.29503780603408813,0.40561532974243164
and,0.2817770540714264,0.24801099300384521,0.5477725267410278,0.3571503460407257,0.2876969575881958,0.48576638102531433,0.39099299907684326,0.42323723435401917,0.41279885172843933,0.3859752118587494,0.3303895890712738,0.48971283435821533,0.2461770474910736,0.5477725267410278,0.20544172823429108
where,0.19282740354537964,0.2665649652481079,0.4142743945121765,0.4402937591075897,0.24652548134326935,0.32389864325523376,0.3820744752883911,0.26163700222969055,0.41804537177085876,0.3586711287498474,0.3460700213909149,0.47735077142715454,0.24290889501571655,0.4142743945121765,0.24793872237205505
ministerial,0.25173094868659973,0.17493164539337158,0.17064131796360016,0.1638725996017456,0.2611857056617737,0.21534018218517303,0.22256532311439514,0.1383838653564453,0.195247083902359,0.1801333725452423,0.17272500693798065,0.21531525254249573,0.13555000722408295,0.17064131796360016,0.09284795820713043
functions,0.3138304054737091,0.16616930067539215,0.2008940577507019,0.14966589212417603,0.1678655594587326,0.3295574486255646,0.27499905228614807,0.2684115469455719,0.126784086227417,0.1740858554840088,0.26691895723342896,0.24301983416080475,0.1624123752117157,0.2008940577507019,0.13745930790901184
usually,0.20312002301216125,0.21476943790912628,0.3430865705013275,0.21524086594581604,0.2105778455734253,0.5635237097740173,0.43927186727523804,0.37433674931526184,0.35319453477859497,0.4230746626853943,0.27738285064697266,0.3824864327907562,0.1725810021162033,0.3430865705013275,0.19435347616672516
lie,0.10998555272817612,0.14031662046909332,0.11324514448642731,0.1864008903503418,0.04658368229866028,0.3040589988231659,0.2114596664905548,0.18837018311023712,0.12124480307102203,0.2140594869852066,0.16256842017173767,0.1770547330379486,0.10472685098648071,0.11324514448642731,0.13703542947769165
with,0.251447856426239,0.3660266101360321,0.9999999403953552,0.29126521944999695,0.21091656386852264,0.38996943831443787,0.3409014642238617,0.3177386522293091,0.3282766342163086,0.3250955045223236,0.3051167130470276,0.4239959120750427,0.4295210540294647,0.9999999403953552,0.2433311939239502
uk,0.22731941938400269,0.13050386309623718,0.170000359416008,0.2534448504447937,0.3056237995624542,0.14764739573001862,0.1669863909482956,0.12105533480644226,0.10701356083154678,0.17650434374809265,0.13327325880527496,0.18409153819084167,0.24132995307445526,0.170000359416008,0.20222434401512146
government,0.2466317117214203,0.20467521250247955,0.2035938799381256,0.1937524825334549,0.26371049880981445,0.20126859843730927,0.2722996473312378,0.1343931257724762,0.27194860577583313,0.20343491435050964,0.19771192967891693,0.28343796730041504,0.27968505024909973,0.2035938799381256,0.18851417303085327
ministers,0.23343834280967712,0.1946837604045868,0.13540950417518616,0.15668123960494995,0.2732318937778473,0.2511488199234009,0.213723286986351,0.20995713770389557,0.24249345064163208,0.16078178584575653,0.20307423174381256,0.2761210799217224,0.1758316457271576,0.13540950417518616,0.15132683515548706
),0.24080540239810944,0.20856106281280518,0.3069596290588379,0.23338089883327484,0.18696732819080353,0.2373749315738678,0.2718011736869812,0.23756976425647736,0.2457384318113327,0.37732169032096863,0.20211565494537354,0.31236231327056885,0.18195240199565887,0.3069596290588379,0.42300865054130554
.,0.23493336141109467,0.18993447721004486,0.4446153938770294,0.4549728035926819,0.24370329082012177,0.3452940285205841,0.4824007451534271,0.3052959740161896,0.3541337847709656,0.4569662809371948,0.34544092416763306,0.4645031690597534,0.21690496802330017,0.4446153938770294,0.4130953550338745
,issues,dealt,with,at,westminster,are,not,ones,who,is,able,to,deal,with,?
reserved,0.13999664783477783,0.23911108076572418,0.16285564005374908,0.11277695000171661,0.20389482378959656,0.22219422459602356,0.32723480463027954,0.15618105232715607,0.20837529003620148,0.2283981740474701,0.20981058478355408,0.18730998039245605,0.16911229491233826,0.16285564005374908,0.1177138090133667
matters,0.5621806383132935,0.4239964783191681,0.29535746574401855,0.16851180791854858,0.24719826877117157,0.3050505220890045,0.39304685592651367,0.3365747332572937,0.3400571644306183,0.2639962434768677,0.2472182661294937,0.32389286160469055,0.38780567049980164,0.29535746574401855,0.3182642459869385
are,0.2136288285255432,0.22751621901988983,0.38996943831443787,0.2074895054101944,0.13211141526699066,1.0,0.46186959743499756,0.557454526424408,0.27294138073921204,0.5330929756164551,0.2283707559108734,0.3504326641559601,0.18414705991744995,0.38996943831443787,0.24591213464736938
subjects,0.4048773944377899,0.36602285504341125,0.22125563025474548,0.20517119765281677,0.16491444408893585,0.3335327208042145,0.35759761929512024,0.39115917682647705,0.32485824823379517,0.2020462304353714,0.23271209001541138,0.3006519377231598,0.29645317792892456,0.22125563025474548,0.26547127962112427
that,0.326042115688324,0.299767404794693,0.4154358208179474,0.3183255195617676,0.16575153172016144,0.45265161991119385,0.6600887179374695,0.4177267253398895,0.45444270968437195,0.3995479643344879,0.4536534547805786,0.5436353087425232,0.3376487195491791,0.4154358208179474,0.32716336846351624
are,0.2136288285255432,0.22751621901988983,0.38996943831443787,0.2074895054101944,0.13211141526699066,1.0,0.46186959743499756,0.557454526424408,0.27294138073921204,0.5330929756164551,0.2283707559108734,0.3504326641559601,0.18414705991744995,0.38996943831443787,0.24591213464736938
outside,0.17191463708877563,0.2222082018852234,0.27869418263435364,0.29160594940185547,0.23719118535518646,0.30540841817855835,0.3095373511314392,0.21966470777988434,0.2768247425556183,0.2823421061038971,0.23131944239139557,0.3292369544506073,0.21172013878822327,0.27869418263435364,0.14839068055152893
the,0.2638932764530182,0.24436350166797638,0.4223487675189972,0.457212895154953,0.3085624873638153,0.40399202704429626,0.4310511648654938,0.333568274974823,0.3733934462070465,0.5823672413825989,0.3435857892036438,0.535392165184021,0.23069973289966583,0.4223487675189972,0.22068053483963013
legislative,0.2799891233444214,0.19228610396385193,0.15561223030090332,0.15438580513000488,0.3689291179180145,0.16996347904205322,0.19818028807640076,0.12420184165239334,0.17747299373149872,0.19055356085300446,0.13654181361198425,0.2195226103067398,0.1953892707824707,0.15561223030090332,0.1654243916273117
competence,0.3881283700466156,0.28396597504615784,0.18945437669754028,0.1722877472639084,0.12849199771881104,0.2953389585018158,0.41673099994659424,0.24366867542266846,0.3365803360939026,0.27613162994384766,0.3235304653644562,0.33958306908607483,0.3333318531513214,0.18945437669754028,0.2752470076084137
of,0.2288406491279602,0.2109026461839676,0.41827285289764404,0.42558613419532776,0.2946619689464569,0.39081433415412903,0.3307090103626251,0.23451396822929382,0.2827862501144409,0.4854315221309662,0.23883962631225586,0.41548454761505127,0.22831951081752777,0.41827285289764404,0.1826142966747284
the,0.2638932764530182,0.24436350166797638,0.4223487675189972,0.457212895154953,0.3085624873638153,0.40399202704429626,0.4310511648654938,0.333568274974823,0.3733934462070465,0.5823672413825989,0.3435857892036438,0.535392165184021,0.23069973289966583,0.4223487675189972,0.22068053483963013
scotland,0.15474404394626617,0.15044748783111572,0.21539276838302612,0.20754259824752808,0.37480300664901733,0.19172759354114532,0.18398283421993256,0.1347385197877884,0.16836953163146973,0.19796344637870789,0.12299223989248276,0.19875919818878174,0.1933712214231491,0.21539276838302612,0.09160218387842178
parliament,0.186220183968544,0.12583079934120178,0.14422082901000977,0.17480722069740295,0.41925835609436035,0.09480422735214233,0.22406005859375,0.08881993591785431,0.237068772315979,0.19676777720451355,0.16513638198375702,0.20290622115135193,0.16021256148815155,0.14422082901000977,0.1586504578590393
.,0.23493336141109467,0.18993447721004486,0.4446153938770294,0.4549728035926819,0.24370329082012177,0.3452940285205841,0.4824007451534271,0.3052959740161896,0.3541337847709656,0.4569662809371948,0.34544092416763306,0.4645031690597534,0.21690496802330017,0.4446153938770294,0.4130953550338745
