,how,many,rooms,does,the,warsaw,historical,museum,have,?
dating,0.1927265226840973,0.2347424179315567,0.16943198442459106,0.13914524018764496,0.23401090502738953,0.03847414627671242,0.28825467824935913,0.20265792310237885,0.252057284116745,0.1135709211230278
back,0.2557322680950165,0.2512952387332916,0.15878382325172424,0.23855993151664734,0.3612101674079895,0.11803382635116577,0.18953850865364075,0.171985924243927,0.33593064546585083,0.2397768795490265
to,0.44169697165489197,0.40243685245513916,0.2183915078639984,0.4391997456550598,0.535392165184021,0.1953994333744049,0.22193273901939392,0.1640389859676361,0.4544740617275238,0.29463258385658264
1936,0.05748181417584419,0.028888888657093048,-0.034104421734809875,0.015611454844474792,0.05235753208398819,-0.14340440928936005,-0.04489215463399887,-0.08901925384998322,0.03630469739437103,-0.17954853177070618
warsaw,0.13025455176830292,0.1653265357017517,0.22259032726287842,0.16921466588974,0.23137180507183075,1.0,0.14238855242729187,0.24001078307628632,0.14431846141815186,0.09769917279481888
historical,0.18125665187835693,0.2719404697418213,0.1181194856762886,0.12527337670326233,0.30835282802581787,0.14238855242729187,0.9999998807907104,0.24564608931541443,0.1577400267124176,0.1665111482143402
museum,0.08534817397594452,0.16926175355911255,0.25374916195869446,0.1064787358045578,0.24861779808998108,0.24001078307628632,0.24564608931541443,1.0000001192092896,0.11209996789693832,0.14128351211547852
contains,0.2188502848148346,0.24457506835460663,0.22230622172355652,0.30033645033836365,0.2846323549747467,0.08822470903396606,0.22056525945663452,0.12528789043426514,0.35270652174949646,0.15215006470680237
60,0.12259688228368759,0.0015101747121661901,-0.04160294681787491,-0.014436322264373302,0.04635925963521004,-0.0626445934176445,0.07653967291116714,0.028498312458395958,0.01954333484172821,0.06999651342630386
rooms,0.20410694181919098,0.3045656681060791,1.0,0.16470228135585785,0.18837939202785492,0.22259032726287842,0.1181194856762886,0.25374916195869446,0.2540881633758545,0.11765021830797195
which,0.4852597713470459,0.5168171525001526,0.23977339267730713,0.39111801981925964,0.6521818041801453,0.16906329989433289,0.2430531233549118,0.22731433808803558,0.49652695655822754,0.25814583897590637
host,0.15428608655929565,0.2232399731874466,0.1739484965801239,0.1521071195602417,0.26909032464027405,0.09204229712486267,0.042446836829185486,0.09424345940351486,0.1926749348640442,0.1021634042263031
a,0.29312583804130554,0.2872205972671509,0.18207795917987823,0.38201746344566345,0.5829201340675354,0.19591784477233887,0.25390249490737915,0.14725451171398163,0.338716596364975,0.23916715383529663
permanent,0.19431696832180023,0.18397989869117737,0.1437661498785019,0.2067248523235321,0.34165191650390625,0.17904946208000183,0.17536525428295135,0.21576763689517975,0.2854613959789276,0.14813289046287537
exhibition,0.1519046574831009,0.2550511956214905,0.34640613198280334,0.14303478598594666,0.22614671289920807,0.2996799349784851,0.2088179588317871,0.5163875222206116,0.1834062784910202,0.11494685709476471
of,0.2480744868516922,0.37253960967063904,0.1625567078590393,0.3119818866252899,0.733189046382904,0.19253842532634735,0.3218611776828766,0.23314370214939117,0.3802283704280853,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.18837939202785492,0.35928019881248474,1.0,0.23137180507183075,0.30835282802581787,0.24861779808998108,0.40389683842658997,0.22068053483963013
history,0.28613850474357605,0.2746841311454773,0.11371302604675293,0.1386861950159073,0.33215048909187317,0.14789769053459167,0.46176716685295105,0.36523616313934326,0.24434958398342133,0.2501974403858185
of,0.2480744868516922,0.37253960967063904,0.1625567078590393,0.3119818866252899,0.733189046382904,0.19253842532634735,0.3218611776828766,0.23314370214939117,0.3802283704280853,0.1826142966747284
warsaw,0.13025455176830292,0.1653265357017517,0.22259032726287842,0.16921466588974,0.23137180507183075,1.0,0.14238855242729187,0.24001078307628632,0.14431846141815186,0.09769917279481888
from,0.22939439117908478,0.33099696040153503,0.13160809874534607,0.1777622550725937,0.40150508284568787,0.2396499514579773,0.22481153905391693,0.20791949331760406,0.30702701210975647,0.19969791173934937
its,0.22449488937854767,0.3319723308086395,0.11218228936195374,0.33437713980674744,0.559237003326416,0.19152112305164337,0.2611750662326813,0.18129056692123413,0.3852778375148773,0.15103481709957123
origins,0.20690365135669708,0.2610272169113159,0.051652923226356506,0.21230286359786987,0.2890577018260956,0.033725567162036896,0.3608857989311218,0.15981052815914154,0.20823834836483002,0.1275135576725006
until,0.1887991726398468,0.2392696738243103,0.13164681196212769,0.20083993673324585,0.37191009521484375,0.20678816735744476,0.09690830856561661,0.17757731676101685,0.2526663839817047,0.20304496586322784
today,0.2630672752857208,0.4644642174243927,0.19570226967334747,0.23916853964328766,0.35740926861763,0.1391301155090332,0.3315815329551697,0.2814491391181946,0.34369173645973206,0.17338968813419342
.,0.3287222981452942,0.3974229395389557,0.18625514209270477,0.3022993505001068,0.5934505462646484,0.26825499534606934,0.21067677438259125,0.19497929513454437,0.41614407300949097,0.4130953550338745
