,who,",",according,to,the,text,",",caused,cam,newton,to,lose,the,ball,during,a,tackle,?
a,0.36608949303627014,0.427140474319458,0.239227756857872,0.45503583550453186,0.5829201340675354,0.19656427204608917,0.427140474319458,0.22472180426120758,0.18400311470031738,0.1884482353925705,0.45503583550453186,0.29435214400291443,0.5829201340675354,0.23578347265720367,0.30341604351997375,1.0,0.21756082773208618,0.23916715383529663
few,0.3378944993019104,0.32531002163887024,0.09437539428472519,0.36415213346481323,0.34660017490386963,0.1751636266708374,0.32531002163887024,0.19397878646850586,0.09409287571907043,0.11871075630187988,0.36415213346481323,0.27110201120376587,0.34660017490386963,0.14746533334255219,0.24526533484458923,0.2765968441963196,0.16386419534683228,0.2334265559911728
plays,0.24272681772708893,0.24874751269817352,0.06902347505092621,0.1692625880241394,0.1760704517364502,0.1737353652715683,0.24874751269817352,0.11561115831136703,0.08695978671312332,0.14049376547336578,0.1692625880241394,0.08997110277414322,0.1760704517364502,0.24181239306926727,0.16301082074642181,0.2085086703300476,0.1835140734910965,0.14138242602348328
later,0.35185644030570984,0.35016918182373047,0.20853735506534576,0.393297016620636,0.4060266613960266,0.15659868717193604,0.35016918182373047,0.19942477345466614,0.1849190890789032,0.2175983041524887,0.393297016620636,0.23081980645656586,0.4060266613960266,0.11628908663988113,0.4405536353588104,0.34254932403564453,0.05370161309838295,0.1417175978422165
",",0.3365725874900818,1.0000001192092896,0.3107093870639801,0.44245919585227966,0.4933079481124878,0.21162694692611694,1.0000001192092896,0.2600580155849457,0.22727563977241516,0.2648763358592987,0.44245919585227966,0.28248098492622375,0.4933079481124878,0.2170172780752182,0.3225448727607727,0.427140474319458,0.25377723574638367,0.31091248989105225
on,0.2340552806854248,0.49057599902153015,0.2925943434238434,0.41031414270401,0.5107308030128479,0.13196803629398346,0.49057599902153015,0.25160422921180725,0.13481371104717255,0.14340966939926147,0.41031414270401,0.22867318987846375,0.5107308030128479,0.1605052351951599,0.3347817361354828,0.3848365545272827,0.19387972354888916,0.2714994251728058
3rd-and-10,0.29338204860687256,0.2733834981918335,0.21294201910495758,0.281330943107605,0.33422017097473145,0.13911236822605133,0.2733834981918335,0.10409823805093765,0.09452923387289047,0.12724831700325012,0.281330943107605,0.08775736391544342,0.33422017097473145,0.17531351745128632,0.19089891016483307,0.2929282486438751,0.09726150333881378,0.12372670322656631
from,0.27839982509613037,0.39760664105415344,0.24556046724319458,0.4069952368736267,0.40150508284568787,0.22362057864665985,0.39760664105415344,0.29811105132102966,0.14114953577518463,0.12768514454364777,0.4069952368736267,0.24814023077487946,0.40150508284568787,0.21110084652900696,0.3186885714530945,0.322764128446579,0.12361330538988113,0.19969791173934937
the,0.3733934462070465,0.4933079481124878,0.3202974498271942,0.535392165184021,1.0,0.23968088626861572,0.4933079481124878,0.24990202486515045,0.18275147676467896,0.1876603662967682,0.535392165184021,0.29030492901802063,1.0,0.18895584344863892,0.4838213622570038,0.5829201340675354,0.1645001471042633,0.22068053483963013
15-yard,0.28564170002937317,0.28056564927101135,0.21243618428707123,0.22907891869544983,0.3201746642589569,0.275140643119812,0.28056564927101135,0.16369275748729706,0.1506340056657791,0.3043619990348816,0.22907891869544983,0.11428618431091309,0.3201746642589569,0.2848057448863983,0.3200560212135315,0.2976670563220978,0.2571808099746704,0.14087530970573425
line,0.1774713397026062,0.22637072205543518,0.09582274407148361,0.2615616023540497,0.29789501428604126,0.23849964141845703,0.22637072205543518,0.14441627264022827,0.12302176654338837,0.0773603692650795,0.2615616023540497,0.07676611095666885,0.29789501428604126,0.2138069123029709,0.1404837816953659,0.23499317467212677,0.2477816939353943,0.16271452605724335
",",0.3365725874900818,1.0000001192092896,0.3107093870639801,0.44245919585227966,0.4933079481124878,0.21162694692611694,1.0000001192092896,0.2600580155849457,0.22727563977241516,0.2648763358592987,0.44245919585227966,0.28248098492622375,0.4933079481124878,0.2170172780752182,0.3225448727607727,0.427140474319458,0.25377723574638367,0.31091248989105225
linebacker,0.18917565047740936,0.2608627378940582,0.0913529172539711,0.14749088883399963,0.19719967246055603,0.19495268166065216,0.2608627378940582,0.10584113746881485,0.23616430163383484,0.19840943813323975,0.14749088883399963,0.11309143155813217,0.19719967246055603,0.3353641629219055,0.19215194880962372,0.20977157354354858,0.5648395419120789,0.15540370345115662
von,0.1834137886762619,0.1878369003534317,0.19649288058280945,0.17537063360214233,0.21817399561405182,0.13451753556728363,0.1878369003534317,0.08121383935213089,0.010396221652626991,0.10536926984786987,0.17537063360214233,0.09713450074195862,0.21817399561405182,0.029852816835045815,0.17498056590557098,0.18142175674438477,0.03158527612686157,0.13907472789287567
miller,0.2093905359506607,0.32534530758857727,0.16445253789424896,0.21796442568302155,0.21601076424121857,0.0879473015666008,0.32534530758857727,0.10266610234975815,0.24571667611598969,0.2466008961200714,0.21796442568302155,0.1776365041732788,0.21601076424121857,0.1518518477678299,0.19219975173473358,0.21294589340686798,0.2582821249961853,0.1295081228017807
knocked,0.19835633039474487,0.19776447117328644,0.06163559481501579,0.21541744470596313,0.25226226449012756,0.08276689052581787,0.19776447117328644,0.29548096656799316,0.09325455874204636,0.1059303879737854,0.21541744470596313,0.2477075457572937,0.25226226449012756,0.29728958010673523,0.19384567439556122,0.1961788684129715,0.20979700982570648,0.1071818619966507
the,0.3733934462070465,0.4933079481124878,0.3202974498271942,0.535392165184021,1.0,0.23968088626861572,0.4933079481124878,0.24990202486515045,0.18275147676467896,0.1876603662967682,0.535392165184021,0.29030492901802063,1.0,0.18895584344863892,0.4838213622570038,0.5829201340675354,0.1645001471042633,0.22068053483963013
ball,0.18419332802295685,0.2170172780752182,0.06597107648849487,0.2563202381134033,0.18895584344863892,0.12675517797470093,0.2170172780752182,0.12320545315742493,0.06424849480390549,0.18903715908527374,0.2563202381134033,0.12711790204048157,0.18895584344863892,1.0,0.10386396944522858,0.23578347265720367,0.3088444173336029,0.1766241192817688
out,0.3129808306694031,0.3161109685897827,0.18543526530265808,0.42386990785598755,0.39404502511024475,0.11180460453033447,0.3161109685897827,0.255919873714447,0.12965893745422363,0.16739298403263092,0.42386990785598755,0.3525409698486328,0.39404502511024475,0.25823330879211426,0.2754679322242737,0.34264278411865234,0.2569151818752289,0.22020699083805084
of,0.2827862501144409,0.4946078956127167,0.3307822346687317,0.41548454761505127,0.733189046382904,0.18191257119178772,0.4946078956127167,0.29665443301200867,0.18242581188678741,0.18479612469673157,0.41548454761505127,0.2904243767261505,0.733189046382904,0.15122076869010925,0.3869180977344513,0.5052502155303955,0.16594944894313812,0.1826142966747284
newton,0.19243690371513367,0.2648763358592987,0.1898677945137024,0.2176830768585205,0.1876603662967682,0.1564619541168213,0.2648763358592987,0.15507499873638153,0.32548287510871887,1.0000001192092896,0.2176830768585205,0.06420625746250153,0.1876603662967682,0.18903715908527374,0.1617087423801422,0.1884482353925705,0.23936857283115387,0.09645649790763855
's,0.05599616840481758,-0.0016132977325469255,-0.0037221983075141907,0.03782717138528824,-0.01540423184633255,0.010910018347203732,-0.0016132977325469255,-0.0389891043305397,0.07134929299354553,0.027833467349410057,0.03782717138528824,-0.0038217944093048573,-0.01540423184633255,-0.028031641617417336,0.011294117197394371,0.04866964742541313,-0.09428390115499496,-0.023395681753754616
hands,0.315868079662323,0.2761915624141693,0.11032841354608536,0.23782917857170105,0.27627843618392944,0.17460934817790985,0.2761915624141693,0.2489643394947052,0.09057775884866714,0.0427735410630703,0.23782917857170105,0.35312750935554504,0.27627843618392944,0.25547537207603455,0.21894899010658264,0.22827254235744476,0.2580825090408325,0.18784376978874207
while,0.4068111777305603,0.38232675194740295,0.27618512511253357,0.43899232149124146,0.39804592728614807,0.1744874119758606,0.38232675194740295,0.2611788809299469,0.16950686275959015,0.1801067441701889,0.43899232149124146,0.2611275017261505,0.39804592728614807,0.23322966694831848,0.3849048316478729,0.3733035624027252,0.23086920380592346,0.21076419949531555
sacking,0.2615954577922821,0.2849172055721283,0.19725438952445984,0.20424802601337433,0.32415956258773804,0.1329229176044464,0.2849172055721283,0.15596646070480347,0.11735181510448456,0.17373323440551758,0.20424802601337433,0.19963939487934113,0.32415956258773804,0.17175376415252686,0.23386184871196747,0.1876051276922226,0.35507553815841675,0.1311245560646057
him,0.5491244792938232,0.31121695041656494,0.2088497281074524,0.4702378511428833,0.39213326573371887,0.14501936733722687,0.31121695041656494,0.1628057211637497,0.17341922223567963,0.19347794353961945,0.4702378511428833,0.27872785925865173,0.39213326573371887,0.23032034933567047,0.2599809467792511,0.32137390971183777,0.17840240895748138,0.23943768441677094
",",0.3365725874900818,1.0000001192092896,0.3107093870639801,0.44245919585227966,0.4933079481124878,0.21162694692611694,1.0000001192092896,0.2600580155849457,0.22727563977241516,0.2648763358592987,0.44245919585227966,0.28248098492622375,0.4933079481124878,0.2170172780752182,0.3225448727607727,0.427140474319458,0.25377723574638367,0.31091248989105225
and,0.41279885172843933,0.6633074283599854,0.30645591020584106,0.48971283435821533,0.5171257257461548,0.18575285375118256,0.6633074283599854,0.2892237603664398,0.18925651907920837,0.22255054116249084,0.48971283435821533,0.3096105754375458,0.5171257257461548,0.19981779158115387,0.36462149024009705,0.3739250600337982,0.20274214446544647,0.20544172823429108
malik,0.27201947569847107,0.2527488172054291,0.18807938694953918,0.1540418267250061,0.1981748640537262,0.1071450337767601,0.2527488172054291,0.1055922582745552,0.11550915241241455,0.15642529726028442,0.1540418267250061,0.15251785516738892,0.1981748640537262,0.13856033980846405,0.19978630542755127,0.18274646997451782,0.1034487634897232,0.10560610145330429
jackson,0.19310453534126282,0.2623138427734375,0.10351810604333878,0.16838301718235016,0.23021449148654938,0.09106962382793427,0.2623138427734375,0.1677025854587555,0.21300958096981049,0.21489565074443817,0.16838301718235016,0.17108291387557983,0.23021449148654938,0.17303751409053802,0.20752012729644775,0.22431494295597076,0.27143919467926025,0.10996206849813461
recovered,0.19365158677101135,0.2676272988319397,0.18589980900287628,0.2292492538690567,0.2614712417125702,0.1366083174943924,0.2676272988319397,0.35491707921028137,0.08734604716300964,0.14219547808170319,0.2292492538690567,0.2921117842197418,0.2614712417125702,0.12504027783870697,0.32247185707092285,0.2461796998977661,0.2097383737564087,0.08912046253681183
it,0.2868398427963257,0.48329564929008484,0.2640290856361389,0.513711154460907,0.6251175999641418,0.18832172453403473,0.48329564929008484,0.16968581080436707,0.12471789121627808,0.16236042976379395,0.513711154460907,0.25456157326698303,0.6251175999641418,0.1934148073196411,0.26678937673568726,0.5452592968940735,0.17712901532649994,0.25732165575027466
in,0.2792111933231354,0.5201468467712402,0.29259276390075684,0.45010748505592346,0.6662389636039734,0.12410706281661987,0.5201468467712402,0.2494886964559555,0.17906330525875092,0.23639483749866486,0.45010748505592346,0.26334479451179504,0.6662389636039734,0.1472199559211731,0.4627237319946289,0.539380669593811,0.19911520183086395,0.20430970191955566
the,0.3733934462070465,0.4933079481124878,0.3202974498271942,0.535392165184021,1.0,0.23968088626861572,0.4933079481124878,0.24990202486515045,0.18275147676467896,0.1876603662967682,0.535392165184021,0.29030492901802063,1.0,0.18895584344863892,0.4838213622570038,0.5829201340675354,0.1645001471042633,0.22068053483963013
end,0.15423893928527832,0.25448864698410034,0.13835811614990234,0.3229445815086365,0.39658910036087036,0.282318651676178,0.25448864698410034,0.1627996265888214,0.09983456134796143,0.06915309280157089,0.3229445815086365,0.24889707565307617,0.39658910036087036,0.20891526341438293,0.4166269898414612,0.28924596309661865,0.22376148402690887,0.12543344497680664
zone,0.11138155311346054,0.23414842784404755,0.15079420804977417,0.19147507846355438,0.26423242688179016,0.10706640034914017,0.23414842784404755,0.16712833940982819,0.17058256268501282,0.14852260053157806,0.19147507846355438,0.10005538910627365,0.26423242688179016,0.16925781965255737,0.20579880475997925,0.19739283621311188,0.17383159697055817,0.1173049733042717
for,0.37110671401023865,0.4464869201183319,0.1956551969051361,0.4451248347759247,0.4739971458911896,0.20594926178455353,0.4464869201183319,0.1862620860338211,0.22685806453227997,0.18168501555919647,0.4451248347759247,0.26667237281799316,0.4739971458911896,0.1708642989397049,0.3448435664176941,0.44038116931915283,0.311522513628006,0.264628142118454
a,0.36608949303627014,0.427140474319458,0.239227756857872,0.45503583550453186,0.5829201340675354,0.19656427204608917,0.427140474319458,0.22472180426120758,0.18400311470031738,0.1884482353925705,0.45503583550453186,0.29435214400291443,0.5829201340675354,0.23578347265720367,0.30341604351997375,1.0,0.21756082773208618,0.23916715383529663
broncos,0.1763724684715271,0.2558487057685852,0.08252716064453125,0.23674264550209045,0.25985947251319885,0.2086200714111328,0.2558487057685852,0.15698380768299103,0.2862909436225891,0.2398018091917038,0.23674264550209045,0.1484462469816208,0.25985947251319885,0.275786429643631,0.2564375102519989,0.19771797955036163,0.42872071266174316,0.18377114832401276
