,what,was,joseph,haas,arrested,for,?
for,0.3017193675041199,0.3863949179649353,0.09788983315229416,0.17033140361309052,0.25044214725494385,0.9999999403953552,0.264628142118454
example,0.3456268310546875,0.16563157737255096,0.12598663568496704,0.12132536619901657,0.14451095461845398,0.45665353536605835,0.30374911427497864
",",0.3087472915649414,0.45456063747406006,0.24271315336227417,0.3486297130584717,0.274812251329422,0.4464869201183319,0.31091248989105225
joseph,0.20494906604290009,0.29824966192245483,0.9999999403953552,0.1940315067768097,0.21028099954128265,0.09788983315229416,0.08421234786510468
haas,0.11646734178066254,0.22839629650115967,0.1940315067768097,1.0,0.16348795592784882,0.17033140361309052,0.1762949824333191
was,0.22111038863658905,1.0000001192092896,0.29824966192245483,0.22839629650115967,0.3498801589012146,0.3863949179649353,0.18412111699581146
arrested,0.1624409258365631,0.3498801589012146,0.21028099954128265,0.16348795592784882,1.0000001192092896,0.25044214725494385,0.15566205978393555
for,0.3017193675041199,0.3863949179649353,0.09788983315229416,0.17033140361309052,0.25044214725494385,0.9999999403953552,0.264628142118454
allegedly,0.22338786721229553,0.33524635434150696,0.1771899163722992,0.13811765611171722,0.4798097014427185,0.20834000408649445,0.07345700263977051
sending,0.3269664943218231,0.19256187975406647,0.15772747993469238,0.04471009597182274,0.3026178777217865,0.3043045103549957,0.12831254303455353
an,0.2821882665157318,0.3694365322589874,0.20681099593639374,0.17893052101135254,0.1657678335905075,0.3236706852912903,0.19793890416622162
email,0.3289061486721039,0.14822609722614288,0.10730448365211487,0.11356735229492188,0.19328676164150238,0.22893212735652924,0.2902423143386841
to,0.455847829580307,0.3636345863342285,0.1829531341791153,0.13174545764923096,0.19391043484210968,0.4451248347759247,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,0.2251148819923401,0.20135338604450226,0.18817131221294403,0.4739971458911896,0.22068053483963013
lebanon,0.15774080157279968,0.22431282699108124,0.13750587403774261,0.1504548192024231,0.23434022068977356,0.1467439830303192,0.16440971195697784
",",0.3087472915649414,0.45456063747406006,0.24271315336227417,0.3486297130584717,0.274812251329422,0.4464869201183319,0.31091248989105225
new,0.2130378633737564,0.2748313844203949,0.150227889418602,0.18727822601795197,0.14034315943717957,0.2700757384300232,0.14782847464084625
hampshire,0.1944948136806488,0.23263947665691376,0.14771513640880585,0.14965182542800903,0.08001289516687393,0.2241612821817398,0.10993438214063644
city,0.17493832111358643,0.3188765048980713,0.15313880145549774,0.17246833443641663,0.19452320039272308,0.18687109649181366,0.13423943519592285
councilors,0.18455089628696442,0.26817771792411804,0.19641640782356262,0.15098120272159576,0.24661825597286224,0.20304176211357117,0.1258412003517151
stating,0.40046313405036926,0.2489188015460968,0.10328082740306854,0.1171749085187912,0.2473582625389099,0.3645605444908142,0.2760101556777954
",",0.3087472915649414,0.45456063747406006,0.24271315336227417,0.3486297130584717,0.274812251329422,0.4464869201183319,0.31091248989105225
``,0.008517155423760414,-0.012679691426455975,0.05290113389492035,-0.022297328338027,0.04741114750504494,0.01270448137074709,0.0685480609536171
wise,0.252341091632843,0.19989114999771118,0.14259956777095795,0.15619994699954987,0.10313678532838821,0.18804718554019928,0.17447875440120697
up,0.28591108322143555,0.24070115387439728,0.12094677984714508,0.1056986004114151,0.1514904797077179,0.342966228723526,0.1819818764925003
or,0.33867141604423523,0.2330796718597412,0.10075130313634872,0.09962935000658035,0.17283082008361816,0.4111599624156952,0.32389625906944275
die,0.1980936974287033,0.15500055253505707,0.12650848925113678,0.28276628255844116,0.206509068608284,0.12036266177892685,0.16891060769557953
.,0.3567904531955719,0.40146201848983765,0.2262967973947525,0.27309831976890564,0.21003171801567078,0.4726039469242096,0.4130953550338745
'',0.08143015950918198,0.04456103965640068,0.011200549080967903,0.009353791363537312,0.024634812027215958,-0.04479556903243065,0.018684765323996544
