,what,kind,of,weapon,did,tesla,talk,about,?
later,0.2517229914665222,0.14668625593185425,0.3458743393421173,0.1808966100215912,0.38386887311935425,0.1893843412399292,0.16792505979537964,0.2730913460254669,0.1417175978422165
in,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.15527591109275818,0.2593238651752472,0.17097744345664978,0.18162277340888977,0.39797019958496094,0.20430970191955566
life,0.24693015217781067,0.21472838521003723,0.2788603901863098,0.18469730019569397,0.22298283874988556,0.07371766865253448,0.2049243450164795,0.35289958119392395,0.21677987277507782
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.16894511878490448,0.3015086054801941,0.20599327981472015,0.29342958331108093,0.3877100944519043,0.31091248989105225
tesla,0.23221199214458466,0.20704586803913116,0.18837453424930573,0.2157144993543625,0.09757418930530548,0.9999999403953552,0.1718684434890747,0.16756023466587067,0.10250775516033173
made,0.23419176042079926,0.31740838289260864,0.33167365193367004,0.22718271613121033,0.3068731725215912,0.1893712431192398,0.19286857545375824,0.28390374779701233,0.17218779027462006
claims,0.2397100329399109,0.09955444186925888,0.2663089632987976,0.17986313998699188,0.2474527209997177,0.1567503809928894,0.19256553053855896,0.22716867923736572,0.18741291761398315
concerning,0.32910221815109253,0.2594768702983856,0.3457396328449249,0.12090091407299042,0.23080378770828247,0.15055841207504272,0.2968180477619171,0.3774440586566925,0.2719282805919647
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.282960444688797,0.2552328109741211,0.2211925983428955,0.23299653828144073,0.34171196818351746,0.23916715383529663
``,0.008517155423760414,-0.040448643267154694,0.06780257821083069,0.03559838607907295,-0.029888948425650597,0.04274534806609154,0.07602991163730621,0.008102871477603912,0.0685480609536171
teleforce,0.24965590238571167,0.1480419635772705,0.22770991921424866,0.2595576047897339,0.18754354119300842,0.4178301692008972,0.2470197230577469,0.19628176093101501,0.20566901564598083
'',0.08143015950918198,0.01890246570110321,0.13035868108272552,-0.03149373084306717,0.01978493109345436,0.048713020980358124,0.04335198551416397,0.007750829216092825,0.018684765323996544
weapon,0.2293834388256073,0.27624982595443726,0.16065262258052826,1.0,0.26148879528045654,0.2157144993543625,0.1482948362827301,0.1390209197998047,0.1571889966726303
after,0.21973377466201782,0.17255128920078278,0.3867455720901489,0.17133961617946625,0.30330467224121094,0.0752151682972908,0.18291951715946198,0.2603839039802551,0.16608688235282898
studying,0.3393959105014801,0.23218300938606262,0.2883101999759674,0.10707775503396988,0.25819528102874756,0.16565333306789398,0.15356464684009552,0.2940213084220886,0.14438828825950623
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.23810851573944092,0.34736719727516174,0.1324402391910553,0.2565208673477173,0.37995871901512146,0.22068053483963013
van,0.1477201133966446,0.14955420792102814,0.16833904385566711,0.08231157064437866,0.10164612531661987,0.11353795230388641,0.10091914236545563,0.13008660078048706,0.15528257191181183
de,0.10476839542388916,0.07411061972379684,0.26292696595191956,0.054623086005449295,0.09745011478662491,0.12057699263095856,0.13364621996879578,0.15665563941001892,0.11064168810844421
graaff,0.1364559382200241,0.16370345652103424,0.2773892283439636,0.1371120810508728,0.16503292322158813,0.2515382766723633,0.1802290678024292,0.1834036409854889,0.17622381448745728
generator,0.1740121841430664,0.24296912550926208,0.19814532995224,0.22234061360359192,0.06849382072687149,0.39002862572669983,0.2017890363931656,0.12483783811330795,0.16160684823989868
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.1875409632921219,0.35288307070732117,0.17949827015399933,0.2742018699645996,0.42038556933403015,0.4130953550338745
