,what,is,nexus,?
bus,0.17615832388401031,0.15411488711833954,0.2875133752822876,0.10113320499658585
services,0.16048473119735718,0.2128378003835678,0.16959597170352936,0.1328447163105011
in,0.30808621644973755,0.5394441485404968,0.15274834632873535,0.20430970191955566
newcastle,0.16276082396507263,0.1841045320034027,0.163324236869812,0.0902252271771431
upon,0.2878674864768982,0.1675044447183609,0.13809804618358612,0.13780277967453003
tyne,0.14296641945838928,0.19354984164237976,0.09000910818576813,0.07377036660909653
and,0.31309178471565247,0.3859752118587494,0.16369208693504333,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,0.2376292198896408,0.22068053483963013
surrounding,0.2419222742319107,0.30233362317085266,0.1766623854637146,0.05288729816675186
boroughs,0.15505807101726532,0.23686301708221436,0.0875055119395256,0.10785257071256638
part,0.3476244807243347,0.4582172930240631,0.19019518792629242,0.08557961881160736
of,0.33290785551071167,0.4854315221309662,0.13486351072788239,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.2376292198896408,0.22068053483963013
tyne,0.14296641945838928,0.19354984164237976,0.09000910818576813,0.07377036660909653
and,0.31309178471565247,0.3859752118587494,0.16369208693504333,0.20544172823429108
wear,0.21155497431755066,0.1974191516637802,0.12323848158121109,0.1366986185312271
area,0.21965408325195312,0.29283958673477173,0.08034303784370422,0.12640461325645447
are,0.29724663496017456,0.5330929756164551,0.15110720694065094,0.24591213464736938
coordinated,0.15766541659832,0.14148730039596558,0.17005608975887299,0.1664249449968338
by,0.2455483376979828,0.3899846076965332,0.17926758527755737,0.17966607213020325
nexus,0.2273215353488922,0.09814953804016113,1.0,0.1714031994342804
",",0.3087472915649414,0.4691906273365021,0.15329459309577942,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.2376292198896408,0.22068053483963013
tyne,0.14296641945838928,0.19354984164237976,0.09000910818576813,0.07377036660909653
and,0.31309178471565247,0.3859752118587494,0.16369208693504333,0.20544172823429108
wear,0.21155497431755066,0.1974191516637802,0.12323848158121109,0.1366986185312271
passenger,0.1339142620563507,0.19047372043132782,0.15946811437606812,0.13056927919387817
transport,0.1845296025276184,0.22889505326747894,0.09216037392616272,0.16607823967933655
executive,0.13765592873096466,0.18661944568157196,0.18289171159267426,0.12134998291730881
.,0.3567904531955719,0.4569662809371948,0.18616712093353271,0.4130953550338745
