,what,abc,comedy,had,the,record,for,the,longest,running,comedy,until,being,passed,by,the,simpsons,in,2002,?
abc,0.1317344456911087,1.0000001192092896,0.3460328280925751,0.18355661630630493,0.2068762183189392,0.15695388615131378,0.22510288655757904,0.2068762183189392,0.2002073973417282,0.2262323647737503,0.3460328280925751,0.175827294588089,0.10816651582717896,0.1124100461602211,0.17600902915000916,0.2068762183189392,0.36414262652397156,0.1697147786617279,-0.03166643902659416,0.19065172970294952
's,0.02692362666130066,0.06670809537172318,0.09444256871938705,-0.004401352722197771,-0.01540423184633255,0.05960977077484131,-0.07241261005401611,-0.01540423184633255,0.0136581901460886,-0.07519974559545517,0.09444256871938705,0.02445155940949917,-0.055871423333883286,-0.042014893144369125,-0.010884488001465797,-0.01540423184633255,-0.02717069908976555,-0.037580832839012146,0.0019099946366623044,-0.023395681753754616
flagship,0.12794113159179688,0.3940317928791046,0.24399317800998688,0.22010713815689087,0.33778491616249084,0.19501881301403046,0.26178261637687683,0.33778491616249084,0.23753130435943604,0.2591739296913147,0.24399317800998688,0.2074558287858963,0.2101731151342392,0.1196567639708519,0.2531551420688629,0.33778491616249084,0.24434873461723328,0.2960335314273834,-0.18427430093288422,0.0801878422498703
productions,0.18529511988162994,0.34230175614356995,0.296688437461853,0.2306116819381714,0.2695383131504059,0.25191858410835266,0.2502169609069824,0.2695383131504059,0.13585859537124634,0.19349484145641327,0.296688437461853,0.1894497275352478,0.19712573289871216,0.14228036999702454,0.274625301361084,0.2695383131504059,0.3215964138507843,0.23328478634357452,0.011029448360204697,0.22681239247322083
at,0.2838611304759979,0.12953892350196838,0.12592391669750214,0.3288320302963257,0.457212895154953,0.21598400175571442,0.34237727522850037,0.457212895154953,0.1961495280265808,0.22305940091609955,0.12592391669750214,0.3527887761592865,0.2686914801597595,0.2099597454071045,0.2368064820766449,0.457212895154953,0.20743586122989655,0.4374977946281433,-0.07180791348218918,0.21978627145290375
the,0.42745697498321533,0.2068762183189392,0.18746663630008698,0.3875846862792969,1.0,0.23569516837596893,0.4739971458911896,1.0,0.36807993054389954,0.28883472084999084,0.18746663630008698,0.37191009521484375,0.419739305973053,0.3173406720161438,0.4408751428127289,1.0,0.2686445713043213,0.6662389636039734,-0.07970229536294937,0.22068053483963013
time,0.36319252848625183,0.17553414404392242,0.21057124435901642,0.34488338232040405,0.43061500787734985,0.3095698952674866,0.3992156386375427,0.43061500787734985,0.3111763894557953,0.27690696716308594,0.21057124435901642,0.37097078561782837,0.3508506119251251,0.23420241475105286,0.26502725481987,0.43061500787734985,0.16320264339447021,0.3431483507156372,-0.01839001663029194,0.27391523122787476
were,0.22298263013362885,0.09045279771089554,0.14445234835147858,0.6150832772254944,0.3906462490558624,0.2188205122947693,0.33592689037323,0.3906462490558624,0.12054167687892914,0.1841052919626236,0.14445234835147858,0.3025567829608917,0.4775565266609192,0.23061586916446686,0.4406847059726715,0.3906462490558624,0.13412004709243774,0.3815755248069763,-0.11263610422611237,0.17890112102031708
the,0.42745697498321533,0.2068762183189392,0.18746663630008698,0.3875846862792969,1.0,0.23569516837596893,0.4739971458911896,1.0,0.36807993054389954,0.28883472084999084,0.18746663630008698,0.37191009521484375,0.419739305973053,0.3173406720161438,0.4408751428127289,1.0,0.2686445713043213,0.6662389636039734,-0.07970229536294937,0.22068053483963013
lone,0.12413366883993149,0.2725764513015747,0.25122693181037903,0.1568315178155899,0.27320772409439087,0.12655475735664368,0.23337778449058533,0.27320772409439087,0.27304279804229736,0.17531372606754303,0.25122693181037903,0.16832181811332703,0.2315574437379837,0.03083505667746067,0.175531804561615,0.27320772409439087,0.20684121549129486,0.20952627062797546,-0.08989652246236801,0.07851476222276688
