,who,announced,the,game,play-by-play,for,super,bowl,50,?
westwood,0.18958885967731476,0.23684875667095184,0.289829283952713,0.2980734705924988,0.37586426734924316,0.2745876908302307,0.2721847593784332,0.2946203351020813,-0.012989267706871033,0.17119714617729187
one,0.40083858370780945,0.1753031313419342,0.5514441132545471,0.2554377615451813,0.23875470459461212,0.384836345911026,0.21711376309394836,0.19098831713199615,0.023094678297638893,0.2673267424106598
will,0.24651563167572021,0.32643622159957886,0.3635469079017639,0.2308308631181717,0.27736732363700867,0.3647450804710388,0.1544499397277832,0.1507955938577652,0.07188837975263596,0.35046905279159546
carry,0.20254260301589966,0.10101041942834854,0.26752355694770813,0.10995405167341232,0.16973386704921722,0.2858029901981354,0.13824884593486786,0.11297586560249329,0.049357637763023376,0.17171701788902283
the,0.3733934462070465,0.2277132272720337,1.0,0.285271555185318,0.2794552743434906,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
game,0.2523840069770813,0.23265314102172852,0.285271555185318,0.9999998807907104,0.5630475878715515,0.2608485519886017,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.1829071193933487
throughout,0.22343657910823822,0.16861428320407867,0.4158564507961273,0.21184620261192322,0.1791004091501236,0.31491008400917053,0.1474054902791977,0.14524398744106293,0.025604495778679848,0.12665234506130219
north,0.11026738584041595,0.19136729836463928,0.36298373341560364,0.21917438507080078,0.1820400208234787,0.17560088634490967,0.13652047514915466,0.19743962585926056,-0.03675512596964836,0.11829731613397598
america,0.1830417811870575,0.19053713977336884,0.37090015411376953,0.23268957436084747,0.21793006360530853,0.243271604180336,0.17941345274448395,0.1506969928741455,-0.013632474467158318,0.19333907961845398
",",0.3365725874900818,0.23036719858646393,0.4933079481124878,0.2653886377811432,0.2556174397468567,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
with,0.3282766342163086,0.19698800146579742,0.4223487675189972,0.19394829869270325,0.26767468452453613,0.39140474796295166,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.2433311939239502
kevin,0.2511484920978546,0.13872963190078735,0.179534912109375,0.24218951165676117,0.2128893882036209,0.17402775585651398,0.0660184919834137,0.10027378052473068,-0.06674400717020035,0.1176677793264389
harlan,0.2475024312734604,0.21379287540912628,0.22123396396636963,0.18107891082763672,0.232541024684906,0.19328321516513824,0.1475001871585846,0.21491509675979614,-0.12556062638759613,0.1691509187221527
as,0.3923053741455078,0.2025703489780426,0.48381632566452026,0.18194591999053955,0.21848075091838837,0.44774648547172546,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.27043893933296204
play-by-play,0.2488287091255188,0.30863887071609497,0.2794552743434906,0.5630475878715515,1.0,0.318437397480011,0.2638408839702606,0.25221535563468933,0.048839230090379715,0.2925850749015808
announcer,0.1876700222492218,0.6772612929344177,0.2399389147758484,0.3478502333164215,0.43089863657951355,0.2682378590106964,0.22207166254520416,0.27816489338874817,0.0390816256403923,0.18424807488918304
",",0.3365725874900818,0.23036719858646393,0.4933079481124878,0.2653886377811432,0.2556174397468567,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
boomer,0.2918093502521515,0.21178685128688812,0.19121207296848297,0.28211361169815063,0.24995911121368408,0.2562083303928375,0.28085359930992126,0.15165552496910095,-0.028964795172214508,0.1773107945919037
esiason,0.276216596364975,0.1723494827747345,0.3538505434989929,0.25870415568351746,0.3173668086528778,0.2885971963405609,0.2183491736650467,0.24717429280281067,-0.006694031413644552,0.276677668094635
and,0.41279885172843933,0.16773687303066254,0.5171257257461548,0.25192898511886597,0.2701733708381653,0.5064792633056641,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
dan,0.24452054500579834,0.16562648117542267,0.21507468819618225,0.16820552945137024,0.19513475894927979,0.18688315153121948,0.11594721674919128,0.08622924238443375,-0.08093809336423874,0.12045673280954361
fouts,0.27286213636398315,0.1768949180841446,0.28466182947158813,0.3081877529621124,0.2978123724460602,0.24684353172779083,0.2410377562046051,0.29108619689941406,0.07878292351961136,0.22210446000099182
as,0.3923053741455078,0.2025703489780426,0.48381632566452026,0.18194591999053955,0.21848075091838837,0.44774648547172546,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.27043893933296204
color,0.1621498465538025,0.15203548967838287,0.21895472705364227,0.24641147255897522,0.26749542355537415,0.2378578633069992,0.16928184032440186,0.21894660592079163,0.027622278779745102,0.21299609541893005
analysts,0.23764149844646454,0.2206859141588211,0.23779353499412537,0.3419187068939209,0.2908095717430115,0.28698185086250305,0.15391482412815094,0.19882456958293915,-0.04468019679188728,0.18784141540527344
",",0.3365725874900818,0.23036719858646393,0.4933079481124878,0.2653886377811432,0.2556174397468567,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
and,0.41279885172843933,0.16773687303066254,0.5171257257461548,0.25192898511886597,0.2701733708381653,0.5064792633056641,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
james,0.2562035918235779,0.13937142491340637,0.22481533885002136,0.20090049505233765,0.21295170485973358,0.2054290771484375,0.1383729726076126,0.09522265940904617,-0.06515784561634064,0.12139993160963058
lofton,0.2292756289243698,0.21254649758338928,0.23757049441337585,0.22215954959392548,0.2820088565349579,0.22132039070129395,0.16454368829727173,0.1976945400238037,-0.028549594804644585,0.12585721909999847
and,0.41279885172843933,0.16773687303066254,0.5171257257461548,0.25192898511886597,0.2701733708381653,0.5064792633056641,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
mark,0.1636335253715515,0.18337757885456085,0.2235521525144577,0.19011835753917694,0.21031612157821655,0.19964812695980072,0.04788510128855705,0.11411845684051514,-0.032445695251226425,0.11634156107902527
malone,0.2876465618610382,0.19619929790496826,0.23672804236412048,0.21147896349430084,0.3651455342769623,0.2918151617050171,0.08998797833919525,0.1633603870868683,-0.04873355105519295,0.15293700993061066
as,0.3923053741455078,0.2025703489780426,0.48381632566452026,0.18194591999053955,0.21848075091838837,0.44774648547172546,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.27043893933296204
sideline,0.25843048095703125,0.28973090648651123,0.2606579065322876,0.34350115060806274,0.4428194463253021,0.27458781003952026,0.2961301803588867,0.33748066425323486,0.005377794615924358,0.2637002468109131
reporters,0.30018317699432373,0.24323901534080505,0.20859824120998383,0.18068239092826843,0.21308602392673492,0.25040218234062195,0.13268212974071503,0.18018838763237,0.04347098246216774,0.20937705039978027
.,0.3541337847709656,0.20513638854026794,0.5934505462646484,0.2581658959388733,0.315233439207077,0.4726039469242096,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
