,paramount,paid,fo,",",10,cloverfield,lane,and,which,other,film,trailer,to,be,aired,during,the,game,?
fox,0.343461811542511,0.08633742481470108,0.22445829212665558,0.21118731796741486,0.03549358621239662,0.3607848882675171,0.19958002865314484,0.22043024003505707,0.19590693712234497,0.18333250284194946,0.25025081634521484,0.15135587751865387,0.2072722166776657,0.12478672713041306,0.40092992782592773,0.1817074865102768,0.24760441482067108,0.26659080386161804,0.1670110523700714
paid,0.24635596573352814,1.0,0.07607147842645645,0.18092423677444458,0.10452134907245636,0.1732020378112793,0.13584472239017487,0.23595960438251495,0.21827414631843567,0.20844975113868713,0.11198428273200989,0.17094449698925018,0.2345556914806366,0.23184046149253845,0.19972042739391327,0.26965436339378357,0.22871042788028717,0.21526460349559784,0.20964482426643372
for,0.19609104096889496,0.29203978180885315,0.19958746433258057,0.4464869201183319,0.07862305641174316,0.2720806300640106,0.20664037764072418,0.5064792633056641,0.44095608592033386,0.3273986279964447,0.24293163418769836,0.1980103701353073,0.4451248347759247,0.3801851272583008,0.14468124508857727,0.3448435664176941,0.4739971458911896,0.2608485519886017,0.264628142118454
deadpool,0.3440995514392853,0.144717738032341,0.13236168026924133,0.27710187435150146,-0.03661784157156944,0.48877188563346863,0.3294433057308197,0.3149321973323822,0.34856897592544556,0.25995227694511414,0.37047070264816284,0.37386804819107056,0.32163259387016296,0.2635681927204132,0.41177430748939514,0.20141379535198212,0.3412702977657318,0.39047539234161377,0.24113722145557404
",",0.23081281781196594,0.18092423677444458,0.2687247693538666,1.0000001192092896,0.1734008640050888,0.375484824180603,0.22369475662708282,0.6633074283599854,0.3658004403114319,0.4446498453617096,0.2552308440208435,0.20151035487651825,0.44245919585227966,0.39254459738731384,0.2195960283279419,0.3225448727607727,0.4933079481124878,0.2653886377811432,0.31091248989105225
x-men,0.12807747721672058,0.26516199111938477,0.07304365932941437,0.21719399094581604,0.18524953722953796,0.25305432081222534,0.172416552901268,0.27407917380332947,0.21065284311771393,0.2668948769569397,0.19016054272651672,0.20309090614318848,0.19500534236431122,0.16444528102874756,0.20713698863983154,0.3245892822742462,0.27345529198646545,0.15097098052501678,0.14535854756832123
:,-0.0916600450873375,-0.031136125326156616,0.12403183430433273,-0.004729332868009806,-0.05974526330828667,-0.11365748941898346,-0.08210942894220352,-0.04625999182462692,-0.11049769818782806,-0.0941355749964714,-0.0469588078558445,-0.10141312330961227,-0.09243495017290115,-0.09417453408241272,-0.0374361090362072,0.03165488690137863,-0.03403344005346298,0.06087861210107803,-0.07156077772378922
apocalypse,0.37977278232574463,0.08944745361804962,0.1387963443994522,0.23481988906860352,0.07456611841917038,0.3049951493740082,0.1897098869085312,0.19618673622608185,0.25763556361198425,0.19613872468471527,0.28771981596946716,0.2384660392999649,0.2091938704252243,0.153028666973114,0.23365983366966248,0.14079779386520386,0.3059094250202179,0.19734911620616913,0.21990230679512024
",",0.23081281781196594,0.18092423677444458,0.2687247693538666,1.0000001192092896,0.1734008640050888,0.375484824180603,0.22369475662708282,0.6633074283599854,0.3658004403114319,0.4446498453617096,0.2552308440208435,0.20151035487651825,0.44245919585227966,0.39254459738731384,0.2195960283279419,0.3225448727607727,0.4933079481124878,0.2653886377811432,0.31091248989105225
independence,0.1889272779226303,0.15877754986286163,0.1429905891418457,0.26219290494918823,0.18376153707504272,0.20155008137226105,0.15281012654304504,0.19334110617637634,0.21886801719665527,0.1846928894519806,0.10933595895767212,0.09794473648071289,0.1964111477136612,0.15336693823337555,0.2366703748703003,0.26111742854118347,0.2836182415485382,0.14088045060634613,0.12301119416952133
day,0.16675357520580292,0.2413710057735443,0.12860526144504547,0.30821847915649414,0.05773071572184563,0.19716952741146088,0.22627395391464233,0.26673999428749084,0.2760511040687561,0.19560252130031586,0.13518637418746948,0.2224484086036682,0.21753256022930145,0.19850479066371918,0.2665921151638031,0.3424895405769348,0.3062323033809662,0.19963723421096802,0.2141837179660797
:,-0.0916600450873375,-0.031136125326156616,0.12403183430433273,-0.004729332868009806,-0.05974526330828667,-0.11365748941898346,-0.08210942894220352,-0.04625999182462692,-0.11049769818782806,-0.0941355749964714,-0.0469588078558445,-0.10141312330961227,-0.09243495017290115,-0.09417453408241272,-0.0374361090362072,0.03165488690137863,-0.03403344005346298,0.06087861210107803,-0.07156077772378922
resurgence,0.19798429310321808,0.1505478173494339,0.24570190906524658,0.2598235011100769,0.15391144156455994,0.18044723570346832,0.0861220583319664,0.2569514513015747,0.27110764384269714,0.19321021437644958,0.26379188895225525,0.1455051600933075,0.2341705709695816,0.18755635619163513,0.21030625700950623,0.34106916189193726,0.3228895366191864,0.24159294366836548,0.16093435883522034
and,0.20837625861167908,0.23595960438251495,0.20436227321624756,0.6633074283599854,0.2397010177373886,0.3303966224193573,0.28166595101356506,1.0,0.506277859210968,0.5504306554794312,0.23832054436206818,0.1914048194885254,0.48971283435821533,0.41766801476478577,0.2092604786157608,0.36462149024009705,0.5171257257461548,0.25192898511886597,0.20544172823429108
eddie,0.19158558547496796,0.16451476514339447,0.11052986234426498,0.19819743931293488,0.01619218848645687,0.22828321158885956,0.19183915853500366,0.17267507314682007,0.09203522652387619,0.12346703559160233,0.20747919380664825,0.14800359308719635,0.12904797494411469,0.11428956687450409,0.2499512881040573,0.1925758719444275,0.16324487328529358,0.20498771965503693,0.13601547479629517
the,0.21407467126846313,0.22871042788028717,0.12990808486938477,0.4933079481124878,0.2880653440952301,0.26082196831703186,0.17604383826255798,0.5171257257461548,0.6521818041801453,0.44152235984802246,0.2824619710445404,0.25035014748573303,0.535392165184021,0.4248143136501312,0.2525516450405121,0.4838213622570038,1.0,0.285271555185318,0.22068053483963013
eagle,0.17300745844841003,0.13610756397247314,0.14539316296577454,0.2961125373840332,0.053749192506074905,0.2775348126888275,0.11059901118278503,0.16395698487758636,0.21184141933918,0.15986548364162445,0.09874267131090164,0.1344148963689804,0.17609542608261108,0.14753608405590057,0.1663113534450531,0.136617049574852,0.23641538619995117,0.11041499674320221,0.21301716566085815
",",0.23081281781196594,0.18092423677444458,0.2687247693538666,1.0000001192092896,0.1734008640050888,0.375484824180603,0.22369475662708282,0.6633074283599854,0.3658004403114319,0.4446498453617096,0.2552308440208435,0.20151035487651825,0.44245919585227966,0.39254459738731384,0.2195960283279419,0.3225448727607727,0.4933079481124878,0.2653886377811432,0.31091248989105225
