,what,do,scholars,agree,on,about,the,posting,on,the,door,story,?
according,0.2776208221912384,0.16328340768814087,0.27424299716949463,0.30672454833984375,0.2925943434238434,0.31907105445861816,0.3202974498271942,0.13002730906009674,0.2925943434238434,0.3202974498271942,0.10355126112699509,0.22387681901454926,0.21173474192619324
to,0.455847829580307,0.38876664638519287,0.2576902210712433,0.2974206805229187,0.41031414270401,0.391953706741333,0.535392165184021,0.32621148228645325,0.41031414270401,0.535392165184021,0.20256611704826355,0.2319863736629486,0.29463258385658264
scholars,0.2640625238418579,0.22121398150920868,0.9999998807907104,0.32025453448295593,0.12890669703483582,0.22173559665679932,0.2524346709251404,0.11436271667480469,0.12890669703483582,0.2524346709251404,0.05447286367416382,0.1866169422864914,0.11279910802841187
walter,0.11522015184164047,0.09661424160003662,0.07160627096891403,0.17162933945655823,0.14831949770450592,0.0926242470741272,0.16759788990020752,0.1238543689250946,0.14831949770450592,0.16759788990020752,0.11611396074295044,0.16779854893684387,0.1297207623720169
krämer,0.23624484241008759,0.16722241044044495,0.13682962954044342,0.17096900939941406,0.20437733829021454,0.21641838550567627,0.2990726828575134,0.2734934985637665,0.20437733829021454,0.2990726828575134,0.27187925577163696,0.21244323253631592,0.27046433091163635
",",0.3087472915649414,0.3283645510673523,0.23522303998470306,0.26245203614234924,0.49057599902153015,0.3877100944519043,0.4933079481124878,0.25699013471603394,0.49057599902153015,0.4933079481124878,0.1610245406627655,0.20667347311973572,0.31091248989105225
götz,0.1431211531162262,0.1370418220758438,0.11044064909219742,0.1483432948589325,0.20019543170928955,0.17747335135936737,0.21338605880737305,0.1108044758439064,0.20019543170928955,0.21338605880737305,0.1605304479598999,0.195526123046875,0.1385221928358078
trenkler,0.14422251284122467,0.09078871458768845,0.09425263851881027,0.11201931536197662,0.24934174120426178,0.17575769126415253,0.32653969526290894,0.17099334299564362,0.24934174120426178,0.32653969526290894,0.18245238065719604,0.17437906563282013,0.12718325853347778
",",0.3087472915649414,0.3283645510673523,0.23522303998470306,0.26245203614234924,0.49057599902153015,0.3877100944519043,0.4933079481124878,0.25699013471603394,0.49057599902153015,0.4933079481124878,0.1610245406627655,0.20667347311973572,0.31091248989105225
gerhard,0.12389631569385529,0.11452854424715042,0.1175202801823616,0.14372718334197998,0.12202529609203339,0.1327926218509674,0.21128351986408234,0.13552825152873993,0.12202529609203339,0.21128351986408234,0.07992725074291229,0.05802842602133751,0.11956482380628586
ritter,0.17201831936836243,0.12127188593149185,0.1285054236650467,0.12274086475372314,0.2332407832145691,0.19526086747646332,0.27446919679641724,0.16950885951519012,0.2332407832145691,0.27446919679641724,0.25117218494415283,0.25804436206817627,0.14221715927124023
",",0.3087472915649414,0.3283645510673523,0.23522303998470306,0.26245203614234924,0.49057599902153015,0.3877100944519043,0.4933079481124878,0.25699013471603394,0.49057599902153015,0.4933079481124878,0.1610245406627655,0.20667347311973572,0.31091248989105225
and,0.31309178471565247,0.276123583316803,0.24718980491161346,0.24357949197292328,0.4077630043029785,0.3875081241130829,0.5171257257461548,0.21723109483718872,0.4077630043029785,0.5171257257461548,0.1960596889257431,0.22456516325473785,0.20544172823429108
gerhard,0.12389631569385529,0.11452854424715042,0.1175202801823616,0.14372718334197998,0.12202529609203339,0.1327926218509674,0.21128351986408234,0.13552825152873993,0.12202529609203339,0.21128351986408234,0.07992725074291229,0.05802842602133751,0.11956482380628586
prause,0.25875750184059143,0.27060559391975403,0.24740582704544067,0.27160313725471497,0.24171489477157593,0.26510462164878845,0.25704506039619446,0.20823542773723602,0.24171489477157593,0.25704506039619446,0.16074419021606445,0.28827905654907227,0.22702759504318237
",",0.3087472915649414,0.3283645510673523,0.23522303998470306,0.26245203614234924,0.49057599902153015,0.3877100944519043,0.4933079481124878,0.25699013471603394,0.49057599902153015,0.4933079481124878,0.1610245406627655,0.20667347311973572,0.31091248989105225
the,0.42745697498321533,0.30239659547805786,0.2524346709251404,0.23006735742092133,0.5107308030128479,0.37995871901512146,1.0,0.2761021852493286,0.5107308030128479,1.0,0.23557746410369873,0.2915393114089966,0.22068053483963013
story,0.3410749137401581,0.13498832285404205,0.1866169422864914,0.19666968286037445,0.20766423642635345,0.3591892421245575,0.2915393114089966,0.2076362818479538,0.20766423642635345,0.2915393114089966,0.24212124943733215,1.0,0.2304346114397049
of,0.33290785551071167,0.26150479912757874,0.2583930194377899,0.22545385360717773,0.3966929316520691,0.40939709544181824,0.733189046382904,0.21473568677902222,0.3966929316520691,0.733189046382904,0.1459992229938507,0.2687002420425415,0.1826142966747284
the,0.42745697498321533,0.30239659547805786,0.2524346709251404,0.23006735742092133,0.5107308030128479,0.37995871901512146,1.0,0.2761021852493286,0.5107308030128479,1.0,0.23557746410369873,0.2915393114089966,0.22068053483963013
posting,0.40828269720077515,0.3301350772380829,0.11436271667480469,0.32669690251350403,0.3099772334098816,0.3345858156681061,0.2761021852493286,1.0,0.3099772334098816,0.2761021852493286,0.20557740330696106,0.2076362818479538,0.41508209705352783
on,0.34226128458976746,0.3025321364402771,0.12890669703483582,0.23403891921043396,0.9999999403953552,0.322975218296051,0.5107308030128479,0.3099772334098816,0.9999999403953552,0.5107308030128479,0.16448314487934113,0.20766423642635345,0.2714994251728058
the,0.42745697498321533,0.30239659547805786,0.2524346709251404,0.23006735742092133,0.5107308030128479,0.37995871901512146,1.0,0.2761021852493286,0.5107308030128479,1.0,0.23557746410369873,0.2915393114089966,0.22068053483963013
door,0.20838408172130585,0.1677720546722412,0.05447286367416382,0.13332369923591614,0.16448314487934113,0.1939265877008438,0.23557746410369873,0.20557740330696106,0.16448314487934113,0.23557746410369873,0.9999999403953552,0.24212124943733215,0.17460282146930695
",",0.3087472915649414,0.3283645510673523,0.23522303998470306,0.26245203614234924,0.49057599902153015,0.3877100944519043,0.4933079481124878,0.25699013471603394,0.49057599902153015,0.4933079481124878,0.1610245406627655,0.20667347311973572,0.31091248989105225
even,0.40872135758399963,0.4404686391353607,0.1766148805618286,0.3365074098110199,0.297456830739975,0.3887803256511688,0.37996912002563477,0.3428453207015991,0.297456830739975,0.37996912002563477,0.20766866207122803,0.19773699343204498,0.30082517862319946
though,0.4089210331439972,0.3790329694747925,0.2265084981918335,0.3756203055381775,0.3181023597717285,0.3732649087905884,0.38776206970214844,0.2807733416557312,0.3181023597717285,0.38776206970214844,0.13974668085575104,0.20358237624168396,0.3188856542110443
it,0.45803478360176086,0.337066113948822,0.22469548881053925,0.2706529200077057,0.4529881477355957,0.4291239380836487,0.6251175999641418,0.27481287717819214,0.4529881477355957,0.6251175999641418,0.21083283424377441,0.24153392016887665,0.25732165575027466
has,0.20338068902492523,0.22084827721118927,0.16714854538440704,0.20004932582378387,0.34604379534721375,0.35519757866859436,0.4177538752555847,0.24336323142051697,0.34604379534721375,0.4177538752555847,0.12410721927881241,0.1827322095632553,0.15994466841220856
settled,0.23502321541309357,0.14595980942249298,0.23364616930484772,0.1661757379770279,0.17408037185668945,0.2546132504940033,0.29293251037597656,0.13639238476753235,0.17408037185668945,0.29293251037597656,0.045819442719221115,0.19285675883293152,0.09694210439920425
as,0.31749409437179565,0.38329678773880005,0.2219924032688141,0.2655845880508423,0.36047765612602234,0.2989700436592102,0.48381632566452026,0.2641809582710266,0.36047765612602234,0.48381632566452026,0.1758638471364975,0.1728793978691101,0.27043893933296204
one,0.376489520072937,0.26478132605552673,0.2302369922399521,0.3059655427932739,0.3601475656032562,0.35568177700042725,0.5514441132545471,0.2814987897872925,0.3601475656032562,0.5514441132545471,0.22769343852996826,0.26564961671829224,0.2673267424106598
of,0.33290785551071167,0.26150479912757874,0.2583930194377899,0.22545385360717773,0.3966929316520691,0.40939709544181824,0.733189046382904,0.21473568677902222,0.3966929316520691,0.733189046382904,0.1459992229938507,0.2687002420425415,0.1826142966747284
the,0.42745697498321533,0.30239659547805786,0.2524346709251404,0.23006735742092133,0.5107308030128479,0.37995871901512146,1.0,0.2761021852493286,0.5107308030128479,1.0,0.23557746410369873,0.2915393114089966,0.22068053483963013
pillars,0.23194028437137604,0.14004714787006378,0.33636096119880676,0.20037561655044556,0.18490785360336304,0.20773100852966309,0.34816163778305054,0.11522512882947922,0.18490785360336304,0.34816163778305054,0.2452566772699356,0.2655163109302521,0.14480045437812805
of,0.33290785551071167,0.26150479912757874,0.2583930194377899,0.22545385360717773,0.3966929316520691,0.40939709544181824,0.733189046382904,0.21473568677902222,0.3966929316520691,0.733189046382904,0.1459992229938507,0.2687002420425415,0.1826142966747284
history,0.28630873560905457,0.14828267693519592,0.29023468494415283,0.20642195641994476,0.2302350103855133,0.2599410116672516,0.33215048909187317,0.2653806209564209,0.2302350103855133,0.33215048909187317,0.10297781229019165,0.2923066318035126,0.2501974403858185
",",0.3087472915649414,0.3283645510673523,0.23522303998470306,0.26245203614234924,0.49057599902153015,0.3877100944519043,0.4933079481124878,0.25699013471603394,0.49057599902153015,0.4933079481124878,0.1610245406627655,0.20667347311973572,0.31091248989105225
has,0.20338068902492523,0.22084827721118927,0.16714854538440704,0.20004932582378387,0.34604379534721375,0.35519757866859436,0.4177538752555847,0.24336323142051697,0.34604379534721375,0.4177538752555847,0.12410721927881241,0.1827322095632553,0.15994466841220856
little,0.2614184617996216,0.24720549583435059,0.08966583013534546,0.20034056901931763,0.2574410140514374,0.34265804290771484,0.2412613034248352,0.2112712413072586,0.2574410140514374,0.2412613034248352,0.26828905940055847,0.20989905297756195,0.20336517691612244
foundation,0.19225969910621643,0.19784170389175415,0.27132341265678406,0.1709584891796112,0.23007217049598694,0.20233199000358582,0.23942872881889343,0.16636651754379272,0.23007217049598694,0.23942872881889343,0.0746539980173111,0.18287472426891327,0.1791457086801529
in,0.30808621644973755,0.23402775824069977,0.137682244181633,0.15189619362354279,0.46853652596473694,0.39797019958496094,0.6662389636039734,0.21238498389720917,0.46853652596473694,0.6662389636039734,0.20952431857585907,0.22475379705429077,0.20430970191955566
truth,0.41090071201324463,0.2583093047142029,0.26908430457115173,0.2594955861568451,0.16863466799259186,0.29150593280792236,0.225673645734787,0.2873295545578003,0.16863466799259186,0.225673645734787,0.18456071615219116,0.3762318193912506,0.27048787474632263
.,0.3567904531955719,0.3613996207714081,0.15168285369873047,0.21474891901016235,0.49257001280784607,0.42038556933403015,0.5934505462646484,0.30678433179855347,0.49257001280784607,0.5934505462646484,0.21004024147987366,0.24893946945667267,0.4130953550338745
