,when,did,riots,cause,the,expulsion,of,jews,from,several,german,states,?
luther,0.14516782760620117,0.23667675256729126,0.18046879768371582,0.08742541074752808,0.1759674996137619,0.1560841053724289,0.1719115972518921,0.24326977133750916,0.10716932266950607,0.2095126509666443,0.28169330954551697,0.24556468427181244,0.1732746809720993
's,-0.03368149697780609,0.05069678649306297,-0.04247402399778366,-0.04770376905798912,-0.01540423184633255,-0.06932033598423004,-0.03817026689648628,0.017030835151672363,-0.01936490088701248,-0.012985157780349255,0.07066776603460312,-0.004298824816942215,-0.023395681753754616
influence,0.2472303807735443,0.2526049315929413,0.1242767870426178,0.2444261908531189,0.3039984107017517,0.3677559494972229,0.3608979284763336,0.14106887578964233,0.19930168986320496,0.25893139839172363,0.1754651665687561,0.19705571234226227,0.14200882613658905
persisted,0.276733934879303,0.24937736988067627,0.12258004397153854,0.27106940746307373,0.28012093901634216,0.25572386384010315,0.3146182596683502,0.20870527625083923,0.2804606854915619,0.2993604838848114,0.20696356892585754,0.15141606330871582,0.10302967578172684
after,0.5331412553787231,0.30330467224121094,0.24966813623905182,0.30757012963294983,0.4565047025680542,0.16252058744430542,0.3867455720901489,0.21759088337421417,0.4051513373851776,0.264902263879776,0.20262564718723297,0.20801226794719696,0.16608688235282898
his,0.37120407819747925,0.3546801507472992,0.09582661092281342,0.20626290142536163,0.4394008219242096,0.27242565155029297,0.38364991545677185,0.19577133655548096,0.3195365369319916,0.32140597701072693,0.23102504014968872,0.19675077497959137,0.18075084686279297
death,0.21254116296768188,0.2252790331840515,0.15201015770435333,0.2642045021057129,0.21438048779964447,0.185259148478508,0.23778599500656128,0.17430907487869263,0.22335824370384216,0.12782786786556244,0.14277370274066925,0.13581635057926178,0.21149799227714539
.,0.475719153881073,0.35288307070732117,0.19573870301246643,0.267557293176651,0.5934505462646484,0.18592886626720428,0.5352458953857422,0.2115412801504135,0.41536515951156616,0.30276554822921753,0.2407633364200592,0.33941102027893066,0.4130953550338745
,when,did,riots,cause,the,expulsion,of,jews,from,several,german,states,?
throughout,0.30454620718955994,0.194510817527771,0.11629229784011841,0.22742867469787598,0.4158564507961273,0.19989310204982758,0.35374847054481506,0.21151144802570343,0.28920361399650574,0.4331272840499878,0.1661999374628067,0.23569171130657196,0.12665234506130219
the,0.5091903209686279,0.34736719727516174,0.1932310312986374,0.2551237642765045,1.0,0.2770461440086365,0.733189046382904,0.24901628494262695,0.40150508284568787,0.40559855103492737,0.256483793258667,0.3463578522205353,0.22068053483963013
1580s,0.14815032482147217,0.18440234661102295,0.18560411036014557,0.18334639072418213,0.2246278077363968,0.2428637146949768,0.19638027250766754,0.18215644359588623,0.11378032714128494,0.20455241203308105,0.08165525645017624,0.28228500485420227,0.052877213805913925
",",0.36674630641937256,0.3015086054801941,0.28226491808891296,0.2546827793121338,0.4933079481124878,0.18367864191532135,0.4946078956127167,0.27184903621673584,0.39760664105415344,0.3402247726917267,0.2478695809841156,0.3315127193927765,0.31091248989105225
riots,0.15640242397785187,0.1213005930185318,1.0000001192092896,0.19182787835597992,0.1932310312986374,0.2631201148033142,0.18714481592178345,0.3073573708534241,0.16496729850769043,0.13575851917266846,0.10391445457935333,0.18865786492824554,0.1438814401626587
led,0.2072276622056961,0.3213953971862793,0.251874178647995,0.2545212507247925,0.3267505168914795,0.24963204562664032,0.32918456196784973,0.17673414945602417,0.2455430030822754,0.2898695766925812,0.17103691399097443,0.16517026722431183,0.09273858368396759
to,0.5423505902290344,0.4452643394470215,0.10668874531984329,0.3172815442085266,0.535392165184021,0.3245045244693756,0.41548454761505127,0.22399327158927917,0.4069952368736267,0.36196985840797424,0.15143753588199615,0.2828785181045532,0.29463258385658264
the,0.5091903209686279,0.34736719727516174,0.1932310312986374,0.2551237642765045,1.0,0.2770461440086365,0.733189046382904,0.24901628494262695,0.40150508284568787,0.40559855103492737,0.256483793258667,0.3463578522205353,0.22068053483963013
expulsion,0.24520044028759003,0.21837115287780762,0.2631201148033142,0.25286415219306946,0.2770461440086365,1.0000001192092896,0.2570279836654663,0.42412111163139343,0.26798075437545776,0.13002437353134155,0.12221881002187729,0.2052135020494461,0.15620341897010803
of,0.3757161796092987,0.2513895630836487,0.18714481592178345,0.25979894399642944,0.733189046382904,0.2570279836654663,1.0,0.2207300066947937,0.4249346852302551,0.3271615505218506,0.2122138887643814,0.30884552001953125,0.1826142966747284
jews,0.2035551369190216,0.23080717027187347,0.3073573708534241,0.13634321093559265,0.24901628494262695,0.42412111163139343,0.2207300066947937,1.0000001192092896,0.21353460848331451,0.12624116241931915,0.286845862865448,0.16965249180793762,0.16730794310569763
from,0.405669629573822,0.20248863101005554,0.16496729850769043,0.2778934836387634,0.40150508284568787,0.26798075437545776,0.4249346852302551,0.21353460848331451,1.0,0.2822973132133484,0.18661607801914215,0.24283263087272644,0.19969791173934937
several,0.306964635848999,0.24080568552017212,0.13575851917266846,0.19771365821361542,0.40559855103492737,0.13002437353134155,0.3271615505218506,0.12624116241931915,0.2822973132133484,1.0,0.18778099119663239,0.2534501254558563,0.15595775842666626
german,0.16090898215770721,0.2048940509557724,0.10391445457935333,0.05431855097413063,0.256483793258667,0.12221881002187729,0.2122138887643814,0.286845862865448,0.18661607801914215,0.18778099119663239,1.0000001192092896,0.19740509986877441,0.13978645205497742
lutheran,0.1024550050497055,0.22012826800346375,0.16283972561359406,0.09660805761814117,0.20315466821193695,0.2766045033931732,0.2628459632396698,0.30448025465011597,0.2077496498823166,0.19570650160312653,0.28410425782203674,0.22253550589084625,0.1752520203590393
states,0.24639196693897247,0.21754568815231323,0.18865786492824554,0.21784691512584686,0.3463578522205353,0.2052135020494461,0.30884552001953125,0.16965249180793762,0.24283263087272644,0.2534501254558563,0.19740509986877441,1.0,0.16272737085819244
.,0.475719153881073,0.35288307070732117,0.19573870301246643,0.267557293176651,0.5934505462646484,0.18592886626720428,0.5352458953857422,0.2115412801504135,0.41536515951156616,0.30276554822921753,0.2407633364200592,0.33941102027893066,0.4130953550338745
