,when,did,the,bbc,receive,a,favorable,ruling,on,the,trade,mark,claim,?
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.22430340945720673,0.19334688782691956,0.539380669593811,0.16976967453956604,0.20262227952480316,0.46853652596473694,0.6662389636039734,0.23862801492214203,0.2269105464220047,0.16881313920021057,0.20430970191955566
1998,-0.02254817821085453,0.1446981579065323,-0.047468025237321854,-0.010386338457465172,0.05574094131588936,-0.06511568278074265,0.017974624410271645,0.24233312904834747,-0.03349076956510544,-0.047468025237321854,0.13194815814495087,-0.04543224349617958,0.16912616789340973,0.11714459210634232
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.14724469184875488,0.26574233174324036,0.427140474319458,0.19491256773471832,0.2057477980852127,0.49057599902153015,0.4933079481124878,0.1945054978132248,0.2642361521720886,0.2664267122745514,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,1.0,0.2735401690006256,0.2726488411426544,0.5829201340675354,0.2490188628435135,0.31106188893318176,0.5107308030128479,1.0,0.2681608200073242,0.2235521525144577,0.25873351097106934,0.22068053483963013
metropolitan,0.15421445667743683,0.14674709737300873,0.24378018081188202,0.226771742105484,0.08809563517570496,0.1711602658033371,0.10070552676916122,0.1526954025030136,0.12503963708877563,0.24378018081188202,0.1461399495601654,0.022118855267763138,0.13094280660152435,0.1861504763364792
police,0.25831544399261475,0.2271997630596161,0.2206914722919464,0.25881800055503845,0.1644236445426941,0.23870114982128143,0.12439002096652985,0.17436851561069489,0.2206326276063919,0.2206914722919464,0.19029749929904938,0.09165604412555695,0.2024044692516327,0.1765819936990738
authority,0.1910407692193985,0.23189641535282135,0.2645063102245331,0.19115304946899414,0.1781386137008667,0.21713398396968842,0.20738039910793304,0.2523377239704132,0.17171882092952728,0.2645063102245331,0.16770321130752563,0.16855312883853912,0.3516048789024353,0.18404170870780945
filed,0.17985990643501282,0.2150028496980667,0.16002413630485535,0.1552954763174057,0.1547967493534088,0.18640758097171783,0.11921120434999466,0.18764843046665192,0.2799873650074005,0.16002413630485535,0.11515254527330399,0.11892720311880112,0.2400420904159546,0.24084022641181946
an,0.33026179671287537,0.22598257660865784,0.4207492768764496,0.16644445061683655,0.16254110634326935,0.44552403688430786,0.21257176995277405,0.176247239112854,0.3192969560623169,0.4207492768764496,0.1803218424320221,0.15003655850887299,0.1815912276506424,0.19793890416622162
objection,0.20371903479099274,0.2953568398952484,0.22343401610851288,0.14390583336353302,0.23095275461673737,0.30686816573143005,0.3218967616558075,0.24051496386528015,0.2818377614021301,0.22343401610851288,0.235283762216568,0.12092535197734833,0.33323878049850464,0.4113636910915375
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.19421324133872986,0.3372296690940857,0.45503583550453186,0.313375324010849,0.22289033234119415,0.41031414270401,0.535392165184021,0.2781698405742645,0.2008102536201477,0.324158638715744,0.29463258385658264
the,0.5091903209686279,0.34736719727516174,1.0,0.2735401690006256,0.2726488411426544,0.5829201340675354,0.2490188628435135,0.31106188893318176,0.5107308030128479,1.0,0.2681608200073242,0.2235521525144577,0.25873351097106934,0.22068053483963013
trade,0.1979909986257553,0.16199031472206116,0.2681608200073242,0.11430653184652328,0.15878325700759888,0.2032492309808731,0.18780599534511566,0.20139768719673157,0.20021353662014008,0.2681608200073242,0.9999999403953552,0.16419044137001038,0.1992860734462738,0.09336511790752411
mark,0.17833943665027618,0.10116355866193771,0.2235521525144577,0.1265764981508255,0.1416938751935959,0.2278195023536682,0.1075640544295311,0.11077402532100677,0.16977544128894806,0.2235521525144577,0.16419044137001038,0.9999999403953552,0.12892840802669525,0.11634156107902527
claim,0.21635423600673676,0.30867162346839905,0.25873351097106934,0.08219058811664581,0.23466399312019348,0.19074557721614838,0.17965391278266907,0.25508856773376465,0.21378369629383087,0.25873351097106934,0.1992860734462738,0.12892840802669525,1.0,0.2665664851665497
;,0.022927695885300636,0.10727239400148392,0.09152708947658539,-0.07056888192892075,0.04734181985259056,-0.02122584730386734,0.09199532121419907,-0.017054175958037376,-0.017878999933600426,0.09152708947658539,0.06335488706827164,0.03405384719371796,0.12490049749612808,0.10349778085947037
but,0.5599016547203064,0.49033689498901367,0.4859698414802551,0.1432250440120697,0.29841744899749756,0.44750767946243286,0.2995414137840271,0.3017697036266327,0.3584071099758148,0.4859698414802551,0.2066091150045395,0.13857606053352356,0.3453397750854492,0.27921953797340393
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.22430340945720673,0.19334688782691956,0.539380669593811,0.16976967453956604,0.20262227952480316,0.46853652596473694,0.6662389636039734,0.23862801492214203,0.2269105464220047,0.16881313920021057,0.20430970191955566
2002,-0.10007015615701675,-0.009445956908166409,-0.07970229536294937,-0.034548353403806686,-0.039589233696460724,-0.04267120361328125,-0.06621827185153961,-0.12615908682346344,-0.04467131569981575,-0.07970229536294937,-0.15893715620040894,-0.05256872996687889,-0.05790833383798599,0.045828185975551605
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.14724469184875488,0.26574233174324036,0.427140474319458,0.19491256773471832,0.2057477980852127,0.49057599902153015,0.4933079481124878,0.1945054978132248,0.2642361521720886,0.2664267122745514,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,1.0,0.2735401690006256,0.2726488411426544,0.5829201340675354,0.2490188628435135,0.31106188893318176,0.5107308030128479,1.0,0.2681608200073242,0.2235521525144577,0.25873351097106934,0.22068053483963013
patent,0.24865786731243134,0.17086273431777954,0.1728275567293167,0.16301465034484863,0.23818929493427277,0.23810072243213654,0.1351616233587265,0.10252778232097626,0.1608467400074005,0.1728275567293167,0.19305911660194397,0.14818888902664185,0.3060472309589386,0.13298413157463074
office,0.22369864583015442,0.1974928379058838,0.27314993739128113,0.1626627892255783,0.1875525861978531,0.24789826571941376,0.16170892119407654,0.17939451336860657,0.22274257242679596,0.27314993739128113,0.24937058985233307,0.1414027214050293,0.1482558697462082,0.16497313976287842
ruled,0.2296513020992279,0.28686225414276123,0.2668108344078064,0.15467305481433868,0.12435340881347656,0.11997509747743607,0.1690753549337387,0.6562843322753906,0.10685364902019501,0.2668108344078064,0.195932075381279,0.07823377102613449,0.28597134351730347,0.19970785081386566
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.22430340945720673,0.19334688782691956,0.539380669593811,0.16976967453956604,0.20262227952480316,0.46853652596473694,0.6662389636039734,0.23862801492214203,0.2269105464220047,0.16881313920021057,0.20430970191955566
favour,0.22480446100234985,0.2538353204727173,0.2575749158859253,0.16690416634082794,0.19462400674819946,0.20011751353740692,0.47583630681037903,0.3935312032699585,0.22732655704021454,0.2575749158859253,0.14154712855815887,0.10149773955345154,0.3000577688217163,0.19697274267673492
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.1797877550125122,0.25992685556411743,0.5052502155303955,0.2352156788110733,0.32411321997642517,0.3966929316520691,0.733189046382904,0.2310105711221695,0.16461719572544098,0.2833690047264099,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.2735401690006256,0.2726488411426544,0.5829201340675354,0.2490188628435135,0.31106188893318176,0.5107308030128479,1.0,0.2681608200073242,0.2235521525144577,0.25873351097106934,0.22068053483963013
bbc,0.19045519828796387,0.1677953153848648,0.2735401690006256,1.0000001192092896,0.12246976047754288,0.199848011136055,0.1530192494392395,0.14713901281356812,0.2646632492542267,0.2735401690006256,0.11430653184652328,0.1265764981508255,0.08219058811664581,0.20556949079036713
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.20265105366706848,0.24563279747962952,0.50484299659729,0.20873905718326569,0.2250068336725235,0.49257001280784607,0.5934505462646484,0.20157761871814728,0.21911589801311493,0.24773532152175903,0.4130953550338745
