,what,is,the,other,nhl,team,aside,from,the,anaheim,ducks,to,reside,in,southern,california,?
professional,0.20202119648456573,0.2246137410402298,0.1869824379682541,0.144990012049675,0.3297980725765228,0.353275328874588,0.19971448183059692,0.22353965044021606,0.1869824379682541,0.26528066396713257,0.2032412439584732,0.20276802778244019,0.1237059012055397,0.20803587138652802,0.15845218300819397,0.2293522208929062,0.13074518740177155
sports,0.13245077431201935,0.2082153707742691,0.20313861966133118,0.20540708303451538,0.2916644811630249,0.3859803080558777,0.15044528245925903,0.16631367802619934,0.20313861966133118,0.22381313145160675,0.21440894901752472,0.1915440857410431,0.17024458944797516,0.27591386437416077,0.14539456367492676,0.13506782054901123,0.04557104781270027
teams,0.16624371707439423,0.1845376342535019,0.3164927661418915,0.2352588027715683,0.4055106043815613,0.673422634601593,0.20987631380558014,0.20888039469718933,0.3164927661418915,0.30788132548332214,0.2609340250492096,0.2634691894054413,0.12812994420528412,0.2639528214931488,0.16952329874038696,0.14493361115455627,0.11150168627500534
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.39989137649536133,0.16478422284126282,0.18841172754764557,0.2715734839439392,0.4274188280105591,0.6662389636039734,0.23022392392158508,0.18336905539035797,0.45010748505592346,0.31071940064430237,1.0,0.3190481662750244,0.2772824168205261,0.20430970191955566
southern,0.18679563701152802,0.2419366091489792,0.3282862603664398,0.22025135159492493,0.1025899276137352,0.15997721254825592,0.1789049208164215,0.21689370274543762,0.3282862603664398,0.16485898196697235,0.1369331181049347,0.18284058570861816,0.19927151501178741,0.3190481662750244,1.0,0.2983402609825134,0.11225555837154388
california,0.1811584085226059,0.20727038383483887,0.2750805914402008,0.19346874952316284,0.17258168756961823,0.14263421297073364,0.22429971396923065,0.23643477261066437,0.2750805914402008,0.5446116328239441,0.2696678936481476,0.20697450637817383,0.2746458649635315,0.2772824168205261,0.2983402609825134,1.0,0.1409905105829239
include,0.1535889357328415,0.28863582015037537,0.2951717972755432,0.448042094707489,0.12721610069274902,0.09636539965867996,0.23953479528427124,0.2679238021373749,0.2951717972755432,0.1953367292881012,0.18889600038528442,0.1820748895406723,0.2118656486272812,0.28694382309913635,0.09786192327737808,0.16449452936649323,0.14925788342952728
teams,0.16624371707439423,0.1845376342535019,0.3164927661418915,0.2352588027715683,0.4055106043815613,0.673422634601593,0.20987631380558014,0.20888039469718933,0.3164927661418915,0.30788132548332214,0.2609340250492096,0.2634691894054413,0.12812994420528412,0.2639528214931488,0.16952329874038696,0.14493361115455627,0.11150168627500534
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.30141791701316833,0.12239516526460648,0.21108146011829376,0.21665728092193604,1.0,0.40150508284568787,0.17506711184978485,0.13765373826026917,0.4069952368736267,0.2537872791290283,0.4274188280105591,0.21689370274543762,0.23643477261066437,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,1.0,0.44152235984802246,0.2157101184129715,0.22564226388931274,0.3075125813484192,0.40150508284568787,1.0,0.2105565220117569,0.2418965846300125,0.535392165184021,0.303856760263443,0.6662389636039734,0.3282862603664398,0.2750805914402008,0.22068053483963013
nfl,0.12579965591430664,0.12479410320520401,0.15305201709270477,0.08752413839101791,0.5212743282318115,0.352365642786026,0.11814091354608536,0.06200274080038071,0.15305201709270477,0.3149324953556061,0.29514309763908386,0.1526731252670288,0.13879024982452393,0.12599408626556396,0.12034778296947479,0.22801721096038818,0.10610254108905792
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.25035592913627625,0.1058538407087326,0.1808312088251114,0.10584451258182526,0.25806233286857605,0.33289089798927307,0.172007754445076,0.1535220891237259,0.30882009863853455,0.10503560304641724,0.3087427020072937,0.20017468929290771,0.16755922138690948,0.40561532974243164
los,0.12322991341352463,0.17008589208126068,0.2502395510673523,0.18309594690799713,0.19044244289398193,0.22620324790477753,0.23738031089305878,0.22446542978286743,0.2502395510673523,0.5165486335754395,0.22976982593536377,0.19904789328575134,0.24503108859062195,0.2795681953430176,0.18350043892860413,0.641045331954956,0.15495611727237701
angeles,0.10702074319124222,0.1558004766702652,0.24588194489479065,0.1799575239419937,0.22560757398605347,0.2259282022714615,0.23950324952602386,0.21691568195819855,0.24588194489479065,0.5309737920761108,0.24663764238357544,0.20994949340820312,0.2706696093082428,0.23927895724773407,0.19405479729175568,0.6717669367790222,0.16139166057109833
rams,0.14737312495708466,0.15427684783935547,0.2225670963525772,0.15777923166751862,0.4267981946468353,0.309770792722702,0.19366338849067688,0.11417202651500702,0.2225670963525772,0.3915962278842926,0.3427830636501312,0.20293092727661133,0.20865990221500397,0.1878594607114792,0.12379962205886841,0.2687579393386841,0.1534719467163086
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.4446498453617096,0.21358920633792877,0.21287471055984497,0.2501535415649414,0.39760664105415344,0.4933079481124878,0.2627403140068054,0.27755072712898254,0.44245919585227966,0.23836520314216614,0.5201468467712402,0.2795628309249878,0.2704589068889618,0.31091248989105225
san,0.19375550746917725,0.1594623327255249,0.2858080565929413,0.19091297686100006,0.18977876007556915,0.19775059819221497,0.13959859311580658,0.21135306358337402,0.2858080565929413,0.390872985124588,0.24950969219207764,0.21651452779769897,0.22292907536029816,0.2617562413215637,0.2520903944969177,0.5170050263404846,0.10952327400445938
diego,0.16958405077457428,0.1608497053384781,0.20885010063648224,0.1986868679523468,0.1996837854385376,0.1922333687543869,0.14866594970226288,0.17939509451389313,0.20885010063648224,0.42930203676223755,0.22345535457134247,0.17890489101409912,0.17615826427936554,0.2255222201347351,0.17262554168701172,0.5714370608329773,0.11438121646642685
chargers,0.1902298480272293,0.1653708815574646,0.27091357111930847,0.24724599719047546,0.28866082429885864,0.26522940397262573,0.15845881402492523,0.1815619170665741,0.27091357111930847,0.3617558479309082,0.37691372632980347,0.24064524471759796,0.22732941806316376,0.24541155993938446,0.13245759904384613,0.33396127820014954,0.1661611646413803
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.26200005412101746,0.10268763452768326,0.18319997191429138,0.13236497342586517,0.2672361731529236,0.3456730246543884,0.17345556616783142,0.14474555850028992,0.31236231327056885,0.10801912844181061,0.3326910734176636,0.18959444761276245,0.19286775588989258,0.42300865054130554
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.13311924040317535,0.06363902240991592,0.06688904762268066,-0.016681255772709846,0.07524215430021286,0.09152708947658539,0.12681004405021667,-0.004249480087310076,0.0979827418923378,0.0625331848859787,0.092739537358284,0.09648534655570984,0.08404627442359924,0.10349778085947037
nba,0.11413844674825668,0.11861348152160645,0.19036747515201569,0.12362292408943176,0.5664039254188538,0.36929500102996826,0.12215648591518402,0.11511299014091492,0.19036747515201569,0.3350118100643158,0.3324959874153137,0.17971213161945343,0.22657164931297302,0.15801222622394562,0.13786925375461578,0.17184363305568695,0.17903099954128265
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.25035592913627625,0.1058538407087326,0.1808312088251114,0.10584451258182526,0.25806233286857605,0.33289089798927307,0.172007754445076,0.1535220891237259,0.30882009863853455,0.10503560304641724,0.3087427020072937,0.20017468929290771,0.16755922138690948,0.40561532974243164
