,what,year,did,king,sigismund,iii,vasa,move,his,court,to,warsaw,?
due,0.15204688906669617,0.13679523766040802,0.15152592957019806,0.08896048367023468,0.12530739605426788,0.10308036208152771,0.11543681472539902,0.18188558518886566,0.2196607142686844,0.16161353886127472,0.35188060998916626,0.17273680865764618,0.10954997688531876
to,0.455847829580307,0.23523004353046417,0.4452643394470215,0.24476152658462524,0.19115108251571655,0.1442069709300995,0.21479159593582153,0.37858664989471436,0.3715193271636963,0.24824365973472595,1.0,0.1953994333744049,0.29463258385658264
its,0.30393704771995544,0.15338382124900818,0.19922670722007751,0.17796358466148376,0.16463206708431244,0.15000019967556,0.07580944150686264,0.20699678361415863,0.37344956398010254,0.11312483251094818,0.3691340684890747,0.19152112305164337,0.15103481709957123
central,0.17723965644836426,0.10783684998750687,0.14962437748908997,0.1714952439069748,0.14797356724739075,0.15012803673744202,0.1370677798986435,0.18360869586467743,0.12756633758544922,0.1356222778558731,0.21511952579021454,0.19905970990657806,0.14787602424621582
location,0.2507282793521881,0.2126428484916687,0.1365937441587448,0.12000680714845657,0.1334860771894455,0.04340910166501999,0.08469395339488983,0.18424873054027557,0.1553061157464981,0.11979392170906067,0.2590580880641937,0.08546178042888641,0.15759775042533875
between,0.2462156116962433,0.18525539338588715,0.16542956233024597,0.1381278783082962,0.2273690402507782,0.1469389945268631,0.18618641793727875,0.18952152132987976,0.15603972971439362,0.1520005613565445,0.3639189600944519,0.15869276225566864,0.12887074053287506
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.25887003540992737,0.2685311734676361,0.18552400171756744,0.20161715149879456,0.29817628860473633,0.4394008219242096,0.2812081575393677,0.535392165184021,0.23137180507183075,0.22068053483963013
commonwealth,0.1751948744058609,0.14799706637859344,0.14687210321426392,0.21765898168087006,0.28033381700515747,0.18161602318286896,0.18930673599243164,0.154282346367836,0.16365839540958405,0.22739897668361664,0.27652594447135925,0.2659563720226288,0.13252873718738556
's,0.02692362666130066,-0.04087831452488899,0.05069678649306297,-0.002494113054126501,-0.023946065455675125,-0.025885440409183502,-0.04193442314863205,0.03534839302301407,0.047556519508361816,-0.0831713154911995,0.03782717138528824,0.02839025668799877,-0.023395681753754616
capitals,0.16945064067840576,0.1930011361837387,0.13849537074565887,0.14290066063404083,0.22789910435676575,0.14864516258239746,0.10804028064012527,0.19085396826267242,0.12606710195541382,0.2511034607887268,0.2196456789970398,0.18681874871253967,0.11594223231077194
of,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.2938710153102875,0.33887600898742676,0.21691277623176575,0.19801199436187744,0.19058799743652344,0.38364991545677185,0.28835242986679077,0.41548454761505127,0.19253842532634735,0.1826142966747284
kraków,0.15572486817836761,0.15565022826194763,0.13580945134162903,0.14069218933582306,0.4412953555583954,0.13931310176849365,0.3553329110145569,0.12585477530956268,0.18731465935707092,0.1059926226735115,0.15587858855724335,0.6385058164596558,0.17615953087806702
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.24642229080200195,0.2439335137605667,0.21456755697727203,0.21864351630210876,0.2671177089214325,0.4234102666378021,0.22896502912044525,0.48971283435821533,0.2083624005317688,0.20544172823429108
vilnius,0.12297199666500092,0.2042570859193802,0.11726152896881104,0.1409604549407959,0.38078582286834717,0.15965445339679718,0.36605000495910645,0.19489915668964386,0.1900765597820282,0.13153213262557983,0.09829592704772949,0.5511760711669922,0.08407469093799591
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.27879971265792847,0.3376047611236572,0.27640607953071594,0.19540204107761383,0.25767531991004944,0.3378419280052185,0.24410836398601532,0.44245919585227966,0.25300899147987366,0.31091248989105225
warsaw,0.10373849421739578,0.15561209619045258,0.1939365565776825,0.10983172804117203,0.42401063442230225,0.18053355813026428,0.285134881734848,0.16765570640563965,0.2047043889760971,0.1335667222738266,0.1953994333744049,1.0,0.09769917279481888
became,0.1434093862771988,0.28121209144592285,0.3632316589355469,0.19870617985725403,0.24714119732379913,0.17552338540554047,0.10722003877162933,0.14308784902095795,0.3503277599811554,0.16533450782299042,0.20401327311992645,0.1935342699289322,0.11374033987522125
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.25887003540992737,0.2685311734676361,0.18552400171756744,0.20161715149879456,0.29817628860473633,0.4394008219242096,0.2812081575393677,0.535392165184021,0.23137180507183075,0.22068053483963013
capital,0.17967931926250458,0.16104143857955933,0.08427972346544266,0.23407100141048431,0.29017171263694763,0.14765939116477966,0.0736352726817131,0.15974439680576324,0.12485896795988083,0.25674697756767273,0.1844596415758133,0.15139155089855194,0.0907452180981636
of,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.2938710153102875,0.33887600898742676,0.21691277623176575,0.19801199436187744,0.19058799743652344,0.38364991545677185,0.28835242986679077,0.41548454761505127,0.19253842532634735,0.1826142966747284
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.25887003540992737,0.2685311734676361,0.18552400171756744,0.20161715149879456,0.29817628860473633,0.4394008219242096,0.2812081575393677,0.535392165184021,0.23137180507183075,0.22068053483963013
commonwealth,0.1751948744058609,0.14799706637859344,0.14687210321426392,0.21765898168087006,0.28033381700515747,0.18161602318286896,0.18930673599243164,0.154282346367836,0.16365839540958405,0.22739897668361664,0.27652594447135925,0.2659563720226288,0.13252873718738556
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.24642229080200195,0.2439335137605667,0.21456755697727203,0.21864351630210876,0.2671177089214325,0.4234102666378021,0.22896502912044525,0.48971283435821533,0.2083624005317688,0.20544172823429108
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.25887003540992737,0.2685311734676361,0.18552400171756744,0.20161715149879456,0.29817628860473633,0.4394008219242096,0.2812081575393677,0.535392165184021,0.23137180507183075,0.22068053483963013
crown,0.11934377253055573,0.14622542262077332,0.14185261726379395,0.4134964048862457,0.4174448847770691,0.25239360332489014,0.31271466612815857,0.10104822367429733,0.21169161796569824,0.266141802072525,0.21565793454647064,0.11160732060670853,0.09979621320962906
of,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.2938710153102875,0.33887600898742676,0.21691277623176575,0.19801199436187744,0.19058799743652344,0.38364991545677185,0.28835242986679077,0.41548454761505127,0.19253842532634735,0.1826142966747284
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.25887003540992737,0.2685311734676361,0.18552400171756744,0.20161715149879456,0.29817628860473633,0.4394008219242096,0.2812081575393677,0.535392165184021,0.23137180507183075,0.22068053483963013
