,how,much,support,is,there,for,the,us,approach,to,economic,development,?
at,0.2154216170310974,0.23158283531665802,0.17800305783748627,0.25906258821487427,0.37649083137512207,0.34237727522850037,0.457212895154953,0.2341633439064026,0.22436529397964478,0.36524343490600586,0.11987590044736862,0.12591972947120667,0.21978627145290375
the,0.33890387415885925,0.35023224353790283,0.22984638810157776,0.5823672413825989,0.47025805711746216,0.4739971458911896,1.0,0.25727739930152893,0.1999826431274414,0.535392165184021,0.282455176115036,0.3362044394016266,0.22068053483963013
same,0.28913575410842896,0.3313099145889282,0.21015092730522156,0.31152886152267456,0.32608798146247864,0.31941699981689453,0.4583131968975067,0.17336244881153107,0.16089695692062378,0.3205692768096924,0.1281195729970932,0.15991948544979095,0.22649677097797394
time,0.35346719622612,0.3794040381908417,0.2687140107154846,0.25187405943870544,0.3047161102294922,0.3992156386375427,0.43061500787734985,0.19773826003074646,0.1451958864927292,0.3679993152618408,0.18150272965431213,0.27810052037239075,0.27391523122787476
",",0.22659391164779663,0.36182254552841187,0.2733234167098999,0.4691906273365021,0.4587128460407257,0.4464869201183319,0.4933079481124878,0.3120202422142029,0.3155236542224884,0.44245919585227966,0.2340485155582428,0.23776917159557343,0.31091248989105225
the,0.33890387415885925,0.35023224353790283,0.22984638810157776,0.5823672413825989,0.47025805711746216,0.4739971458911896,1.0,0.25727739930152893,0.1999826431274414,0.535392165184021,0.282455176115036,0.3362044394016266,0.22068053483963013
available,0.2581886649131775,0.27636584639549255,0.33210182189941406,0.20822511613368988,0.3503713011741638,0.3672940731048584,0.26723232865333557,0.2466164380311966,0.07364584505558014,0.2394571453332901,0.16459296643733978,0.1838035136461258,0.2501629889011383
evidence,0.283417671918869,0.25930243730545044,0.3613871932029724,0.18936312198638916,0.3399463891983032,0.2610411047935486,0.25031140446662903,0.200251504778862,0.2209552526473999,0.2310626208782196,0.13647836446762085,0.21959789097309113,0.24151235818862915
provides,0.201465904712677,0.24029313027858734,0.37101927399635315,0.3195696473121643,0.31219175457954407,0.39385566115379333,0.29657405614852905,0.22109603881835938,0.20854532718658447,0.2667657732963562,0.19520613551139832,0.28388744592666626,0.1500944346189499
little,0.2789124846458435,0.4950055181980133,0.16010597348213196,0.23436859250068665,0.3158206641674042,0.226386159658432,0.2412613034248352,0.19664347171783447,0.12571938335895538,0.2547711431980133,0.21470870077610016,0.2034500539302826,0.20336517691612244
support,0.28316521644592285,0.2838061451911926,1.0000001192092896,0.17214131355285645,0.2715086340904236,0.3156939148902893,0.22984638810157776,0.20209409296512604,0.15774841606616974,0.2742273211479187,0.2207997441291809,0.24044391512870789,0.22626608610153198
for,0.3308170735836029,0.2994346022605896,0.3156939148902893,0.43268078565597534,0.3728419542312622,0.9999999403953552,0.4739971458911896,0.26768606901168823,0.21104669570922852,0.4451248347759247,0.24368955194950104,0.28623178601264954,0.264628142118454
the,0.33890387415885925,0.35023224353790283,0.22984638810157776,0.5823672413825989,0.47025805711746216,0.4739971458911896,1.0,0.25727739930152893,0.1999826431274414,0.535392165184021,0.282455176115036,0.3362044394016266,0.22068053483963013
view,0.17303749918937683,0.20201213657855988,0.21654343605041504,0.2251286506652832,0.1596839874982834,0.1212775781750679,0.25610461831092834,0.1517554074525833,0.273397296667099,0.229315847158432,0.14606361091136932,0.190761998295784,0.17672975361347198
that,0.557814359664917,0.4869440197944641,0.3622364103794098,0.3995479643344879,0.6006520986557007,0.4137635827064514,0.5473989248275757,0.282404363155365,0.24670064449310303,0.5436353087425232,0.2305225282907486,0.2717459201812744,0.32716336846351624
u.s.-style,0.18719589710235596,0.18924012780189514,0.22332410514354706,0.1314576268196106,0.1353994607925415,0.14189767837524414,0.17715130746364594,0.05922973155975342,0.14425265789031982,0.1940881907939911,0.13905523717403412,0.1286090612411499,0.22848913073539734
labor-market,0.17375022172927856,0.17730790376663208,0.19725123047828674,0.24309957027435303,0.2220306247472763,0.22377707064151764,0.19461672008037567,0.19928361475467682,0.22940343618392944,0.21972019970417023,0.3616602122783661,0.2708626389503479,0.21109826862812042
flexibility,0.35573822259902954,0.32862675189971924,0.362135112285614,0.21917009353637695,0.23342488706111908,0.3131520450115204,0.2562227249145508,0.20736262202262878,0.29976344108581543,0.2562747001647949,0.25518518686294556,0.32124194502830505,0.22000673413276672
dramatically,0.3257824778556824,0.3276442289352417,0.18211668729782104,0.19165514409542084,0.20105494558811188,0.27164581418037415,0.3348296880722046,0.07312740385532379,0.15479712188243866,0.3553515374660492,0.2624237537384033,0.20595042407512665,0.14534473419189453
improves,0.3629557490348816,0.40684622526168823,0.34438031911849976,0.2529003918170929,0.2536831498146057,0.32577216625213623,0.25382199883461,0.1837158203125,0.31112176179885864,0.3182275891304016,0.22138142585754395,0.33464738726615906,0.2543870210647583
labor-market,0.17375022172927856,0.17730790376663208,0.19725123047828674,0.24309957027435303,0.2220306247472763,0.22377707064151764,0.19461672008037567,0.19928361475467682,0.22940343618392944,0.21972019970417023,0.3616602122783661,0.2708626389503479,0.21109826862812042
outcomes,0.35361725091934204,0.3334982097148895,0.22809800505638123,0.32078880071640015,0.29628175497055054,0.3123515546321869,0.2693452537059784,0.1832759827375412,0.28524792194366455,0.2919275462627411,0.3476407527923584,0.270201176404953,0.26170971989631653
.,0.3287222981452942,0.3374604284763336,0.2751289904117584,0.4569662809371948,0.43897318840026855,0.4726039469242096,0.5934505462646484,0.3162994682788849,0.21207883954048157,0.4645031690597534,0.22435031831264496,0.2822875380516052,0.4130953550338745
