,what,do,chloroplasts,in,mesophyll,cells,specialized,use,to,make,atp,?
in,0.30808621644973755,0.23402775824069977,0.21141497790813446,1.0,0.25911617279052734,0.1711641103029251,0.27194300293922424,0.2715643048286438,0.45010748505592346,0.268858402967453,0.17889440059661865,0.20430970191955566
mesophyll,0.30341872572898865,0.2789044678211212,0.5719059109687805,0.25911617279052734,1.0,0.41817760467529297,0.3435616195201874,0.2692895829677582,0.2515886127948761,0.24838297069072723,0.3451439440250397,0.19982145726680756
cells,0.1758001297712326,0.2676107585430145,0.6158713102340698,0.1711641103029251,0.41817760467529297,1.0,0.2915448844432831,0.22631673514842987,0.26320719718933105,0.27159225940704346,0.4079057276248932,0.1898086667060852
",",0.3087472915649414,0.3283645510673523,0.20794041454792023,0.5201468467712402,0.28956174850463867,0.20582014322280884,0.2800164520740509,0.3276674151420593,0.44245919585227966,0.324553906917572,0.1638907492160797,0.31091248989105225
chloroplasts,0.2524593770503998,0.2621478736400604,0.9999999403953552,0.21141497790813446,0.5719059109687805,0.6158713102340698,0.3050636351108551,0.2257048487663269,0.23370109498500824,0.24682173132896423,0.4773290455341339,0.13049766421318054
are,0.29724663496017456,0.41111594438552856,0.3103833794593811,0.3841303884983063,0.2885928153991699,0.2908284366130829,0.39048901200294495,0.4174068570137024,0.3504326641559601,0.4522273540496826,0.20613214373588562,0.24591213464736938
specialized,0.1963823437690735,0.3128805458545685,0.3050636351108551,0.27194300293922424,0.3435616195201874,0.2915448844432831,1.0,0.4053817391395569,0.2341577559709549,0.2525176703929901,0.24803373217582703,0.14791558682918549
for,0.3017193675041199,0.29510271549224854,0.22036349773406982,0.4322226941585541,0.20509585738182068,0.18419811129570007,0.2768101394176483,0.47655582427978516,0.4451248347759247,0.386745423078537,0.1934916079044342,0.264628142118454
the,0.42745697498321533,0.30239659547805786,0.23062430322170258,0.6662389636039734,0.28114423155784607,0.19095487892627716,0.2636861503124237,0.34342584013938904,0.535392165184021,0.3146495521068573,0.22016242146492004,0.22068053483963013
light,0.22953972220420837,0.16024693846702576,0.35485613346099854,0.1819845736026764,0.2857521176338196,0.2544333338737488,0.189223513007164,0.2755521535873413,0.22474321722984314,0.2564484775066376,0.2435513585805893,0.17429810762405396
reactions,0.3074890077114105,0.29080408811569214,0.49385276436805725,0.22656582295894623,0.36160120368003845,0.39122405648231506,0.24701206386089325,0.2530588209629059,0.23190626502037048,0.31612980365753174,0.4377642273902893,0.20989809930324554
",",0.3087472915649414,0.3283645510673523,0.20794041454792023,0.5201468467712402,0.28956174850463867,0.20582014322280884,0.2800164520740509,0.3276674151420593,0.44245919585227966,0.324553906917572,0.1638907492160797,0.31091248989105225
so,0.539469838142395,0.4966239333152771,0.3120802044868469,0.31275880336761475,0.2789875566959381,0.30749693512916565,0.2537239193916321,0.43573081493377686,0.5091881155967712,0.5112468600273132,0.19085516035556793,0.43163934350013733
they,0.4431931674480438,0.4667694866657257,0.37369829416275024,0.4330179989337921,0.331913024187088,0.3539968729019165,0.35896560549736023,0.39895978569984436,0.5452046394348145,0.468421995639801,0.21505050361156464,0.2753053903579712
lack,0.28247135877609253,0.3394893705844879,0.27657729387283325,0.18643079698085785,0.2728453278541565,0.22068817913532257,0.29227641224861145,0.3525133430957794,0.29025790095329285,0.2564648389816284,0.23153479397296906,0.16953514516353607
rubisco,0.18222950398921967,0.1936156153678894,0.4362456798553467,0.2248697280883789,0.3401055932044983,0.320189893245697,0.1913059800863266,0.2795643210411072,0.2258824110031128,0.2957087457180023,0.36705678701400757,0.14757676422595978
",",0.3087472915649414,0.3283645510673523,0.20794041454792023,0.5201468467712402,0.28956174850463867,0.20582014322280884,0.2800164520740509,0.3276674151420593,0.44245919585227966,0.324553906917572,0.1638907492160797,0.31091248989105225
and,0.31309178471565247,0.276123583316803,0.21511349081993103,0.4954058527946472,0.31008413434028625,0.24033623933792114,0.31727203726768494,0.34145063161849976,0.48971283435821533,0.4160483181476593,0.17089176177978516,0.20544172823429108
have,0.39808809757232666,0.49831271171569824,0.29091566801071167,0.36843645572662354,0.328703910112381,0.294906347990036,0.3252946734428406,0.4805850088596344,0.4544740617275238,0.49406614899635315,0.21157966554164886,0.32991164922714233
normal,0.32813265919685364,0.3190809190273285,0.25289034843444824,0.25896620750427246,0.26399853825569153,0.3492223918437958,0.3632334768772125,0.36226513981819153,0.32997602224349976,0.36544984579086304,0.1927611380815506,0.19617988169193268
grana,0.12482953071594238,0.15412117540836334,0.3270449638366699,0.14713047444820404,0.3428284525871277,0.26851826906204224,0.25909423828125,0.12371399998664856,0.15031695365905762,0.15915146470069885,0.17017728090286255,0.1099926009774208
and,0.31309178471565247,0.276123583316803,0.21511349081993103,0.4954058527946472,0.31008413434028625,0.24033623933792114,0.31727203726768494,0.34145063161849976,0.48971283435821533,0.4160483181476593,0.17089176177978516,0.20544172823429108
thylakoids,0.18655724823474884,0.2835867404937744,0.6528801918029785,0.19204016029834747,0.6091500520706177,0.5044277906417847,0.29491281509399414,0.24254640936851501,0.22895026206970215,0.2635643482208252,0.34361621737480164,0.17522360384464264
",",0.3087472915649414,0.3283645510673523,0.20794041454792023,0.5201468467712402,0.28956174850463867,0.20582014322280884,0.2800164520740509,0.3276674151420593,0.44245919585227966,0.324553906917572,0.1638907492160797,0.31091248989105225
which,0.5261979103088379,0.31153854727745056,0.3874085545539856,0.4840516746044159,0.3294721245765686,0.3000165820121765,0.35453733801841736,0.39254313707351685,0.5345056653022766,0.4280063211917877,0.29485806822776794,0.25814583897590637
they,0.4431931674480438,0.4667694866657257,0.37369829416275024,0.4330179989337921,0.331913024187088,0.3539968729019165,0.35896560549736023,0.39895978569984436,0.5452046394348145,0.468421995639801,0.21505050361156464,0.2753053903579712
use,0.3453877568244934,0.4545445144176483,0.2257048487663269,0.2715643048286438,0.2692895829677582,0.22631673514842987,0.4053817391395569,1.0,0.47261837124824524,0.4874562919139862,0.18391874432563782,0.32795652747154236
to,0.455847829580307,0.38876664638519287,0.23370109498500824,0.45010748505592346,0.2515886127948761,0.26320719718933105,0.2341577559709549,0.47261837124824524,1.0,0.497876912355423,0.18189017474651337,0.29463258385658264
make,0.3792211413383484,0.41790449619293213,0.24682173132896423,0.268858402967453,0.24838297069072723,0.27159225940704346,0.2525176703929901,0.4874562919139862,0.497876912355423,1.0000001192092896,0.18725812435150146,0.28314751386642456
atp,0.1845729500055313,0.18263812363147736,0.4773290455341339,0.17889440059661865,0.3451439440250397,0.4079057276248932,0.24803373217582703,0.18391874432563782,0.18189017474651337,0.18725812435150146,1.0,0.17643076181411743
and,0.31309178471565247,0.276123583316803,0.21511349081993103,0.4954058527946472,0.31008413434028625,0.24033623933792114,0.31727203726768494,0.34145063161849976,0.48971283435821533,0.4160483181476593,0.17089176177978516,0.20544172823429108
