,what,did,distributed,adaptive,message,block,switching,do
starting,0.25271084904670715,0.22911779582500458,0.19849315285682678,0.13122139871120453,0.19491492211818695,0.2358735054731369,0.32368144392967224,0.21891550719738007
in,0.30808621644973755,0.2593238651752472,0.2443390041589737,0.22990182042121887,0.17689135670661926,0.1659933477640152,0.2414494752883911,0.23402775824069977
the,0.42745697498321533,0.34736719727516174,0.28740596771240234,0.25968632102012634,0.2559654116630554,0.20056472718715668,0.2702193558216095,0.30239659547805786
late,0.1576872020959854,0.27609187364578247,0.1873903125524521,0.21049772202968597,0.1315179318189621,0.1326412707567215,0.2002711147069931,0.10224553197622299
1950s,0.2998310923576355,0.3492051362991333,0.23958483338356018,0.1657099425792694,0.22539576888084412,0.23137496411800385,0.25649189949035645,0.25623202323913574
",",0.3087472915649414,0.3015086054801941,0.2189924418926239,0.1528570055961609,0.21312302350997925,0.24290941655635834,0.2805156409740448,0.3283645510673523
american,0.1909721940755844,0.21486236155033112,0.18120664358139038,0.10074468702077866,0.09499014914035797,0.06581992655992508,0.1777477264404297,0.15991057455539703
computer,0.26911869645118713,0.1818549484014511,0.286462664604187,0.23738625645637512,0.24228812754154205,0.23188310861587524,0.36596202850341797,0.25283822417259216
scientist,0.19887776672840118,0.15091316401958466,0.08880475908517838,0.20754468441009521,0.12992960214614868,0.130275160074234,0.19700846076011658,0.16902409493923187
paul,0.11217030137777328,0.16905230283737183,0.047164514660835266,0.1189541220664978,0.1556989848613739,0.10435524582862854,0.10246413946151733,0.15490509569644928
baran,0.11883194744586945,0.048253823071718216,0.16691161692142487,0.22060956060886383,0.21445982158184052,0.11995917558670044,0.1476963311433792,0.15044377744197845
developed,0.15555569529533386,0.24445466697216034,0.3228086531162262,0.3314688801765442,0.06032557040452957,0.043709177523851395,0.24278002977371216,0.16904397308826447
the,0.42745697498321533,0.34736719727516174,0.28740596771240234,0.25968632102012634,0.2559654116630554,0.20056472718715668,0.2702193558216095,0.30239659547805786
concept,0.28724339604377747,0.2316831350326538,0.2862297296524048,0.311764121055603,0.19043220579624176,0.1781618744134903,0.22729705274105072,0.20350611209869385
distributed,0.12753748893737793,0.15478676557540894,1.0000001192092896,0.24309587478637695,0.16246818006038666,0.19283229112625122,0.25541412830352783,0.1684240698814392
adaptive,0.22806508839130402,0.16779272258281708,0.24309587478637695,1.0000001192092896,0.25942543148994446,0.1955678015947342,0.23946243524551392,0.26341262459754944
message,0.35757336020469666,0.1851978302001953,0.16246818006038666,0.25942543148994446,1.0000001192092896,0.3381473422050476,0.268845796585083,0.1883912980556488
block,0.33229514956474304,0.17439137399196625,0.19283229112625122,0.1955678015947342,0.3381473422050476,1.0,0.19256357848644257,0.2499636709690094
switching,0.24737738072872162,0.17849217355251312,0.25541412830352783,0.23946243524551392,0.268845796585083,0.19256357848644257,1.0000001192092896,0.22009052336215973
with,0.2464839518070221,0.25472134351730347,0.2546422779560089,0.16834457218647003,0.17789137363433838,0.17197369039058685,0.257494181394577,0.23744353652000427
the,0.42745697498321533,0.34736719727516174,0.28740596771240234,0.25968632102012634,0.2559654116630554,0.20056472718715668,0.2702193558216095,0.30239659547805786
goal,0.2571476101875305,0.23877869546413422,0.09751331806182861,0.18726307153701782,0.17647892236709595,0.10254856944084167,0.14802560210227966,0.20632509887218475
to,0.455847829580307,0.4452643394470215,0.21244101226329803,0.23363445699214935,0.31292784214019775,0.30297139286994934,0.2643260657787323,0.38876664638519287
provide,0.27049049735069275,0.2528877258300781,0.2701277434825897,0.3242676854133606,0.23177121579647064,0.26886531710624695,0.2867222726345062,0.36434707045555115
a,0.3320399522781372,0.2552328109741211,0.19609881937503815,0.24145695567131042,0.25086510181427,0.2515272796154022,0.31424853205680847,0.26237669587135315
fault-tolerant,0.40556225180625916,0.2654038667678833,0.2253739833831787,0.36636409163475037,0.31083738803863525,0.30138999223709106,0.2797940671443939,0.32172691822052
",",0.3087472915649414,0.3015086054801941,0.2189924418926239,0.1528570055961609,0.21312302350997925,0.24290941655635834,0.2805156409740448,0.3283645510673523
efficient,0.22662539780139923,0.22738628089427948,0.2819119095802307,0.39445704221725464,0.19807590544223785,0.23436659574508667,0.34516003727912903,0.3204863667488098
routing,0.29352641105651855,0.18212033808231354,0.17623212933540344,0.2636128067970276,0.25005054473876953,0.2666464149951935,0.4842880368232727,0.23627088963985443
method,0.25476205348968506,0.21537424623966217,0.19124267995357513,0.3236405551433563,0.2166678011417389,0.20056496560573578,0.34754058718681335,0.2103593647480011
for,0.3017193675041199,0.318512886762619,0.1645078957080841,0.22177909314632416,0.2378046065568924,0.2480357587337494,0.29707083106040955,0.29510271549224854
telecommunication,0.2281339168548584,0.14696580171585083,0.2645866572856903,0.2510600686073303,0.32697761058807373,0.23898744583129883,0.3741109073162079,0.1796039491891861
messages,0.31826624274253845,0.18452005088329315,0.19621983170509338,0.291965126991272,0.8629856109619141,0.30152469873428345,0.30600693821907043,0.23778676986694336
as,0.31749409437179565,0.3596470057964325,0.2208874672651291,0.22404366731643677,0.22898942232131958,0.21416059136390686,0.23897112905979156,0.38329678773880005
part,0.3476244807243347,0.23558001220226288,0.16531702876091003,0.17088234424591064,0.136264830827713,0.1615057736635208,0.14742118120193481,0.22510087490081787
of,0.33290785551071167,0.2513895630836487,0.239964559674263,0.18422213196754456,0.12355463951826096,0.1477721929550171,0.17750859260559082,0.26150479912757874
a,0.3320399522781372,0.2552328109741211,0.19609881937503815,0.24145695567131042,0.25086510181427,0.2515272796154022,0.31424853205680847,0.26237669587135315
research,0.237140491604805,0.2046227902173996,0.18023842573165894,0.21892529726028442,0.12487369775772095,0.15561014413833618,0.1878446489572525,0.2000144124031067
program,0.25047802925109863,0.18915289640426636,0.2367885708808899,0.20914189517498016,0.2074943333864212,0.2596672773361206,0.24606138467788696,0.2093285471200943
at,0.2838611304759979,0.28390252590179443,0.1142214685678482,0.15969303250312805,0.16653941571712494,0.14899460971355438,0.2566874027252197,0.1511090099811554
the,0.42745697498321533,0.34736719727516174,0.28740596771240234,0.25968632102012634,0.2559654116630554,0.20056472718715668,0.2702193558216095,0.30239659547805786
rand,0.23037707805633545,0.16993215680122375,0.2282518893480301,0.139037624001503,0.2093663513660431,0.26322194933891296,0.11601178348064423,0.1195550262928009
corporation,0.1715448498725891,0.10538096725940704,0.30974313616752625,0.17092148959636688,0.08677095174789429,0.147132009267807,0.1984838992357254,0.13194261491298676
",",0.3087472915649414,0.3015086054801941,0.2189924418926239,0.1528570055961609,0.21312302350997925,0.24290941655635834,0.2805156409740448,0.3283645510673523
funded,0.12889151275157928,0.20334458351135254,0.31784769892692566,0.2243208885192871,0.19599100947380066,0.1359100192785263,0.14272679388523102,0.15897352993488312
by,0.2455483376979828,0.18574509024620056,0.3274691104888916,0.2714908719062805,0.19516953825950623,0.13997070491313934,0.18029257655143738,0.1481526494026184
the,0.42745697498321533,0.34736719727516174,0.28740596771240234,0.25968632102012634,0.2559654116630554,0.20056472718715668,0.2702193558216095,0.30239659547805786
