,what,is,the,victoria,state,bird,?
the,0.42745697498321533,0.5823672413825989,1.0,0.2204313427209854,0.3097178041934967,0.2014537751674652,0.22068053483963013
state,0.24273863434791565,0.2627358138561249,0.3097178041934967,0.23197819292545319,1.0,0.16215269267559052,0.1160883978009224
symbols,0.2427739053964615,0.2010614275932312,0.22359615564346313,0.05142618343234062,0.2322956919670105,0.2966577112674713,0.16658984124660492
include,0.1535889357328415,0.28863582015037537,0.2951717972755432,0.17870734632015228,0.14152826368808746,0.14682115614414215,0.14925788342952728
the,0.42745697498321533,0.5823672413825989,1.0,0.2204313427209854,0.3097178041934967,0.2014537751674652,0.22068053483963013
pink,0.16326270997524261,0.23884820938110352,0.19972290098667145,0.13861919939517975,0.09795879572629929,0.1838560402393341,0.16735410690307617
heath,0.07489236444234848,0.13453292846679688,0.1733909398317337,0.2792813777923584,0.08010462671518326,0.09522669017314911,0.06458259373903275
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.14948904514312744,0.23423868417739868,0.15890266001224518,0.40561532974243164
state,0.24273863434791565,0.2627358138561249,0.3097178041934967,0.23197819292545319,1.0,0.16215269267559052,0.1160883978009224
flower,0.1672021597623825,0.23760244250297546,0.220725879073143,0.15863171219825745,0.20584285259246826,0.39686787128448486,0.1527496725320816
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.17964273691177368,0.2340407520532608,0.16604454815387726,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2279360294342041,0.29481780529022217,0.19613754749298096,0.31091248989105225
leadbeater,0.12243390083312988,0.2339036762714386,0.23004363477230072,0.4164196252822876,0.20899325609207153,0.44435223937034607,0.1773904711008072
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.06206126511096954,0.038451772183179855,0.0731884241104126,-0.023395681753754616
possum,0.170789897441864,0.21364429593086243,0.21865449845790863,0.2837614417076111,0.13767358660697937,0.4049319922924042,0.12309860438108444
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.14948904514312744,0.23423868417739868,0.15890266001224518,0.40561532974243164
state,0.24273863434791565,0.2627358138561249,0.3097178041934967,0.23197819292545319,1.0,0.16215269267559052,0.1160883978009224
animal,0.2420092225074768,0.22882415354251862,0.2502762973308563,0.11193972080945969,0.20194801688194275,0.39318570494651794,0.13991324603557587
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.17964273691177368,0.2340407520532608,0.16604454815387726,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.24507255852222443,0.2653750479221344,0.20209141075611115,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.2204313427209854,0.3097178041934967,0.2014537751674652,0.22068053483963013
helmeted,0.1761939376592636,0.1650034487247467,0.26051217317581177,0.23134329915046692,0.14787261188030243,0.30068692564964294,0.07968597859144211
honeyeater,0.15412893891334534,0.1590108424425125,0.19371314346790314,0.34134066104888916,0.19679030776023865,0.4775538742542267,0.17156195640563965
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.14948904514312744,0.23423868417739868,0.15890266001224518,0.40561532974243164
state,0.24273863434791565,0.2627358138561249,0.3097178041934967,0.23197819292545319,1.0,0.16215269267559052,0.1160883978009224
bird,0.1698967069387436,0.23662157356739044,0.2014537751674652,0.16467519104480743,0.16215269267559052,1.0000001192092896,0.16571767628192902
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.17964273691177368,0.2340407520532608,0.16604454815387726,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.23069117963314056,0.31380724906921387,0.16732646524906158,0.4130953550338745
