,who,controlled,sicily,before,the,normans,?
from,0.27839982509613037,0.19285579025745392,0.13940343260765076,0.38587698340415955,0.40150508284568787,0.13955055177211761,0.19969791173934937
these,0.34544891119003296,0.2705531120300293,0.1690564751625061,0.29190146923065186,0.49086877703666687,0.23093482851982117,0.2571668326854706
bases,0.09138265252113342,0.22830790281295776,0.19503268599510193,0.08355870097875595,0.24180281162261963,0.2379709780216217,0.06755278259515762
",",0.3365725874900818,0.20886175334453583,0.2537406384944916,0.3156566619873047,0.4933079481124878,0.207779198884964,0.31091248989105225
the,0.3733934462070465,0.3320712745189667,0.19926249980926514,0.45900648832321167,1.0,0.2781367897987366,0.22068053483963013
normans,0.20534200966358185,0.2159317135810852,0.4337136447429657,0.19546471536159515,0.2781367897987366,1.0,0.12354589998722076
eventually,0.3540181517601013,0.24310296773910522,0.24396483600139618,0.49306720495224,0.42022404074668884,0.26291313767433167,0.13642115890979767
captured,0.26148858666419983,0.3629928529262543,0.33207249641418457,0.1908259093761444,0.2944179177284241,0.3266548216342926,0.11851847916841507
sicily,0.18931278586387634,0.22561953961849213,1.0000001192092896,0.18048182129859924,0.19926249980926514,0.4337136447429657,0.18028976023197174
and,0.41279885172843933,0.2891365587711334,0.21142196655273438,0.3518902659416199,0.5171257257461548,0.23779046535491943,0.20544172823429108
malta,0.17785803973674774,0.16422314941883087,0.43074604868888855,0.15875115990638733,0.23261646926403046,0.3570784628391266,0.1617475152015686
from,0.27839982509613037,0.19285579025745392,0.13940343260765076,0.38587698340415955,0.40150508284568787,0.13955055177211761,0.19969791173934937
the,0.3733934462070465,0.3320712745189667,0.19926249980926514,0.45900648832321167,1.0,0.2781367897987366,0.22068053483963013
saracens,0.26188918948173523,0.15622298419475555,0.4167650043964386,0.15929216146469116,0.3275236487388611,0.3826369047164917,0.0723515972495079
",",0.3365725874900818,0.20886175334453583,0.2537406384944916,0.3156566619873047,0.4933079481124878,0.207779198884964,0.31091248989105225
under,0.2962189018726349,0.28105416893959045,0.1405448168516159,0.22195807099342346,0.3348022699356079,0.15350814163684845,0.18233340978622437
the,0.3733934462070465,0.3320712745189667,0.19926249980926514,0.45900648832321167,1.0,0.2781367897987366,0.22068053483963013
leadership,0.24247793853282928,0.2072387933731079,0.15570752322673798,0.18285830318927765,0.2857116758823395,0.283781498670578,0.08979988098144531
of,0.2827862501144409,0.2840180993080139,0.24033278226852417,0.3282964527606964,0.733189046382904,0.2173461765050888,0.1826142966747284
the,0.3733934462070465,0.3320712745189667,0.19926249980926514,0.45900648832321167,1.0,0.2781367897987366,0.22068053483963013
famous,0.31358224153518677,0.1052924171090126,0.12344800680875778,0.19187428057193756,0.28616565465927124,0.19582894444465637,0.10379006713628769
robert,0.2748492956161499,0.09093712270259857,0.13356296718120575,0.16994349658489227,0.2257954627275467,0.3163551390171051,0.11293095350265503
guiscard,0.26064392924308777,0.22520782053470612,0.4775890111923218,0.22800061106681824,0.2827313542366028,0.520825207233429,0.14692836999893188
",",0.3365725874900818,0.20886175334453583,0.2537406384944916,0.3156566619873047,0.4933079481124878,0.207779198884964,0.31091248989105225
a,0.36608949303627014,0.22610771656036377,0.09374294430017471,0.3583870828151703,0.5829201340675354,0.16186057031154633,0.23916715383529663
hauteville,0.16560696065425873,0.13213081657886505,0.37690234184265137,0.10178792476654053,0.2700349688529968,0.4879451394081116,0.14459183812141418
",",0.3365725874900818,0.20886175334453583,0.2537406384944916,0.3156566619873047,0.4933079481124878,0.207779198884964,0.31091248989105225
and,0.41279885172843933,0.2891365587711334,0.21142196655273438,0.3518902659416199,0.5171257257461548,0.23779046535491943,0.20544172823429108
his,0.44966956973075867,0.13335061073303223,0.2127496302127838,0.358011394739151,0.4394008219242096,0.2636716365814209,0.18075084686279297
younger,0.42752861976623535,0.05266885086894035,0.21894307434558868,0.17652049660682678,0.19571860134601593,0.15767265856266022,0.12709127366542816
brother,0.39596912264823914,0.15088069438934326,0.1986902356147766,0.18104881048202515,0.1885300725698471,0.14949342608451843,0.14267398416996002
roger,0.252828449010849,0.15819060802459717,0.2860420346260071,0.12031006067991257,0.1998666524887085,0.2626171410083771,0.0969553217291832
the,0.3733934462070465,0.3320712745189667,0.19926249980926514,0.45900648832321167,1.0,0.2781367897987366,0.22068053483963013
great,0.24061277508735657,0.10481229424476624,0.20668433606624603,0.19272443652153015,0.2822027802467346,0.22355268895626068,0.13135133683681488
count,0.2501727044582367,0.1386188268661499,0.2610318064689636,0.16207093000411987,0.21435627341270447,0.27792027592658997,0.15563273429870605
.,0.3541337847709656,0.21779799461364746,0.2342718243598938,0.36693984270095825,0.5934505462646484,0.2287112921476364,0.4130953550338745
