,what,government,agency,supervised,buddhist,monks,?
the,0.42745697498321533,0.31798112392425537,0.24253644049167633,0.20343755185604095,0.20901480317115784,0.21652711927890778,0.22068053483963013
top-level,0.2527652382850647,0.22405579686164856,0.28651148080825806,0.17623962461948395,0.19513796269893646,0.0933891087770462,0.23824462294578552
department,0.20655807852745056,0.3059452176094055,0.3250413239002228,0.27545154094696045,0.17842353880405426,0.15196944773197174,0.1343645304441452
and,0.31309178471565247,0.2859337627887726,0.23476453125476837,0.2894659638404846,0.18679864704608917,0.24540609121322632,0.20544172823429108
government,0.28074538707733154,1.0000001192092896,0.3666321337223053,0.2517085671424866,0.22179755568504333,0.20493976771831512,0.18851417303085327
agency,0.1771060973405838,0.3666321337223053,1.0000001192092896,0.26424556970596313,0.1304446905851364,0.06877687573432922,0.18185843527317047
known,0.20381177961826324,0.08593051880598068,0.14120158553123474,0.18539829552173615,0.11830248683691025,0.10743431746959686,0.18314571678638458
as,0.31749409437179565,0.1883569210767746,0.22559653222560883,0.25220173597335815,0.15296365320682526,0.13652469217777252,0.27043893933296204
the,0.42745697498321533,0.31798112392425537,0.24253644049167633,0.20343755185604095,0.20901480317115784,0.21652711927890778,0.22068053483963013
bureau,0.183439701795578,0.3826511800289154,0.40009379386901855,0.24905942380428314,0.1586032211780548,0.09082631766796112,0.12716132402420044
of,0.33290785551071167,0.3475167155265808,0.21890796720981598,0.2288321554660797,0.27792954444885254,0.2314586341381073,0.1826142966747284
buddhist,0.16616633534431458,0.22179755568504333,0.1304446905851364,0.1296895295381546,1.0000001192092896,0.4931970536708832,0.15461066365242004
and,0.31309178471565247,0.2859337627887726,0.23476453125476837,0.2894659638404846,0.18679864704608917,0.24540609121322632,0.20544172823429108
tibetan,0.12452398985624313,0.1684221476316452,0.1659955531358719,0.1316232979297638,0.5679287314414978,0.3832421898841858,0.14673879742622375
affairs,0.15737071633338928,0.46800556778907776,0.37178316712379456,0.29777753353118896,0.15534162521362305,0.10578970611095428,0.11928717792034149
(,0.2411840260028839,0.14655277132987976,0.20146732032299042,0.10839272290468216,0.15845145285129547,0.06890369951725006,0.40561532974243164
xuanzheng,0.23771709203720093,0.3125614523887634,0.21186044812202454,0.22077679634094238,0.480912983417511,0.28716036677360535,0.24503181874752045
yuan,0.13503028452396393,0.3044860064983368,0.19372935593128204,0.21827182173728943,0.35980355739593506,0.1823071986436844,0.12871281802654266
),0.26259949803352356,0.15263929963111877,0.21917250752449036,0.115940161049366,0.2058161348104477,0.08828342705965042,0.42300865054130554
was,0.22111038863658905,0.2995857298374176,0.19805613160133362,0.25955551862716675,0.16299016773700714,0.19198544323444366,0.18412111699581146
set,0.28954121470451355,0.20794111490249634,0.11321064084768295,0.2745860815048218,0.0990588590502739,0.12890078127384186,0.1698019951581955
up,0.28591108322143555,0.14314819872379303,0.09867426753044128,0.1932462602853775,0.14933854341506958,0.1922793835401535,0.1819818764925003
in,0.30808621644973755,0.3066793978214264,0.18450471758842468,0.22600647807121277,0.22351108491420746,0.23887430131435394,0.20430970191955566
khanbaliq,0.2327791005373001,0.33541998267173767,0.2501300573348999,0.18447166681289673,0.40831756591796875,0.23692642152309418,0.20082160830497742
(,0.2411840260028839,0.14655277132987976,0.20146732032299042,0.10839272290468216,0.15845145285129547,0.06890369951725006,0.40561532974243164
modern,0.2655639946460724,0.15691961348056793,0.11702059209346771,0.17250704765319824,0.1575864553451538,0.18560738861560822,0.12475407868623734
beijing,0.09482144564390182,0.2157791703939438,0.2048358917236328,0.13263745605945587,0.2919093072414398,0.16553895175457,0.16358482837677002
),0.26259949803352356,0.15263929963111877,0.21917250752449036,0.115940161049366,0.2058161348104477,0.08828342705965042,0.42300865054130554
to,0.455847829580307,0.28343796730041504,0.24151217937469482,0.21479448676109314,0.1974063515663147,0.29168152809143066,0.29463258385658264
supervise,0.2805338203907013,0.30649682879447937,0.28004083037376404,0.9125162959098816,0.10756131261587143,0.19494210183620453,0.20844393968582153
buddhist,0.16616633534431458,0.22179755568504333,0.1304446905851364,0.1296895295381546,1.0000001192092896,0.4931970536708832,0.15461066365242004
monks,0.2028580605983734,0.20493976771831512,0.06877687573432922,0.19401715695858002,0.4931970536708832,1.0,0.12877516448497772
throughout,0.2130906730890274,0.2024364471435547,0.15528906881809235,0.20179301500320435,0.21794447302818298,0.18565119802951813,0.12665234506130219
the,0.42745697498321533,0.31798112392425537,0.24253644049167633,0.20343755185604095,0.20901480317115784,0.21652711927890778,0.22068053483963013
empire,0.21723191440105438,0.2927806079387665,0.16129159927368164,0.11245220899581909,0.20003680884838104,0.20182374119758606,0.14909450709819794
.,0.3567904531955719,0.2521961033344269,0.24682630598545074,0.2221137434244156,0.19625234603881836,0.17902152240276337,0.4130953550338745
