,what,did,mongols,worship,?
mongols,0.171964630484581,0.21908389031887054,0.9999999403953552,0.27766624093055725,0.11517509818077087
are,0.29724663496017456,0.2159031480550766,0.17259451746940613,0.2437843382358551,0.24591213464736938
widely,0.22598060965538025,0.1830587387084961,0.10045330226421356,0.21658088266849518,0.10354958474636078
known,0.20381177961826324,0.25943970680236816,0.14931991696357727,0.20963333547115326,0.18314571678638458
to,0.455847829580307,0.4452643394470215,0.230276957154274,0.2843751609325409,0.29463258385658264
worship,0.2504543364048004,0.2547917664051056,0.27766624093055725,0.9999999403953552,0.17813213169574738
the,0.42745697498321533,0.34736719727516174,0.310281366109848,0.2739982008934021,0.22068053483963013
eternal,0.2438916563987732,0.13750813901424408,0.1880577951669693,0.3331146836280823,0.21455733478069305
heaven,0.31919732689857483,0.2245408147573471,0.2466881275177002,0.40376606583595276,0.261896550655365
",",0.3087472915649414,0.3015086054801941,0.26664721965789795,0.19550569355487823,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.2535054385662079,0.23005808889865875,0.20544172823429108
according,0.2776208221912384,0.19118738174438477,0.16762690246105194,0.25663313269615173,0.21173474192619324
to,0.455847829580307,0.4452643394470215,0.230276957154274,0.2843751609325409,0.29463258385658264
the,0.42745697498321533,0.34736719727516174,0.310281366109848,0.2739982008934021,0.22068053483963013
traditional,0.20066824555397034,0.17380854487419128,0.21840260922908783,0.2943432927131653,0.1327509582042694
mongolian,0.15557456016540527,0.14811597764492035,0.7343730330467224,0.14677481353282928,0.13122369349002838
ideology,0.3075948655605316,0.15715236961841583,0.3026343584060669,0.2939443588256836,0.14344371855258942
yuan,0.13503028452396393,0.1467057168483734,0.4348680377006531,0.17736761271953583,0.12871281802654266
is,0.28837618231773376,0.19247472286224365,0.15584324300289154,0.1940333992242813,0.22961433231830597
considered,0.2834889590740204,0.2623664438724518,0.12410567700862885,0.3217439651489258,0.19909770786762238
to,0.455847829580307,0.4452643394470215,0.230276957154274,0.2843751609325409,0.29463258385658264
be,0.3929833769798279,0.22657383978366852,0.10510176420211792,0.27499961853027344,0.3324260413646698
``,0.008517155423760414,-0.029888948425650597,0.10090413689613342,0.013829963281750679,0.0685480609536171
the,0.42745697498321533,0.34736719727516174,0.310281366109848,0.2739982008934021,0.22068053483963013
beginning,0.3351518511772156,0.28616875410079956,0.2002476304769516,0.2103683203458786,0.19413669407367706
of,0.33290785551071167,0.2513895630836487,0.23517343401908875,0.2610277831554413,0.1826142966747284
an,0.2821882665157318,0.22598257660865784,0.07991112023591995,0.13681058585643768,0.19793890416622162
infinite,0.22463853657245636,0.13756978511810303,0.18740354478359222,0.17447392642498016,0.21672561764717102
number,0.23046229779720306,0.19046731293201447,0.12343443930149078,0.15900792181491852,0.19256845116615295
of,0.33290785551071167,0.2513895630836487,0.23517343401908875,0.2610277831554413,0.1826142966747284
beings,0.2935854196548462,0.20309439301490784,0.2926861643791199,0.4300568401813507,0.21276918053627014
",",0.3087472915649414,0.3015086054801941,0.26664721965789795,0.19550569355487823,0.31091248989105225
the,0.42745697498321533,0.34736719727516174,0.310281366109848,0.2739982008934021,0.22068053483963013
foundation,0.19225969910621643,0.11260227859020233,0.1720503270626068,0.16395968198776245,0.1791457086801529
of,0.33290785551071167,0.2513895630836487,0.23517343401908875,0.2610277831554413,0.1826142966747284
peace,0.18390877544879913,0.22555114328861237,0.22233974933624268,0.25303953886032104,0.1404135823249817
and,0.31309178471565247,0.34479495882987976,0.2535054385662079,0.23005808889865875,0.20544172823429108
happiness,0.24944595992565155,0.15161046385765076,0.2076803743839264,0.356385201215744,0.23955777287483215
",",0.3087472915649414,0.3015086054801941,0.26664721965789795,0.19550569355487823,0.31091248989105225
state,0.24273863434791565,0.152080237865448,0.2132757306098938,0.20024538040161133,0.1160883978009224
power,0.22216427326202393,0.2120266556739807,0.19168581068515778,0.2361881285905838,0.15304024517536163
",",0.3087472915649414,0.3015086054801941,0.26664721965789795,0.19550569355487823,0.31091248989105225
the,0.42745697498321533,0.34736719727516174,0.310281366109848,0.2739982008934021,0.22068053483963013
dream,0.31932932138442993,0.23767703771591187,0.12616503238677979,0.2114502340555191,0.11191447079181671
of,0.33290785551071167,0.2513895630836487,0.23517343401908875,0.2610277831554413,0.1826142966747284
many,0.36131182312965393,0.375588983297348,0.24787884950637817,0.3225330710411072,0.2124512493610382
peoples,0.26138749718666077,0.20245550572872162,0.4200243353843689,0.33500468730926514,0.2085462063550949
",",0.3087472915649414,0.3015086054801941,0.26664721965789795,0.19550569355487823,0.31091248989105225
besides,0.34577304124832153,0.2584301233291626,0.12935732305049896,0.20243166387081146,0.28698742389678955
it,0.45803478360176086,0.2993364930152893,0.20534732937812805,0.21749630570411682,0.25732165575027466
there,0.35085538029670715,0.29736605286598206,0.19050882756710052,0.25194329023361206,0.29405656456947327
is,0.28837618231773376,0.19247472286224365,0.15584324300289154,0.1940333992242813,0.22961433231830597
nothing,0.5522216558456421,0.36513790488243103,0.18475721776485443,0.2768302261829376,0.4541490972042084
great,0.2562883198261261,0.2083706259727478,0.22147636115550995,0.20217543840408325,0.13135133683681488
or,0.33867141604423523,0.28211739659309387,0.21296055614948273,0.22006461024284363,0.32389625906944275
precious,0.21626043319702148,0.18466204404830933,0.22198577225208282,0.3344345688819885,0.20997251570224762
.,0.3567904531955719,0.35288307070732117,0.1921418309211731,0.19617199897766113,0.4130953550338745
'',0.08143015950918198,0.01978493109345436,0.026175666600465775,-0.017535245046019554,0.018684765323996544
