,what,was,the,one,linear,hd,channel,virgin,media,carried,from,november,2006,to,july,2009,?
virgin,0.1343110352754593,0.21603500843048096,0.21732187271118164,0.2302490919828415,0.0905710831284523,0.14707119762897491,0.19586266577243805,1.0000001192092896,0.2961137890815735,0.20998091995716095,0.07930377870798111,0.17321233451366425,-0.0888431966304779,0.17379043996334076,0.13129322230815887,-0.08350510895252228,0.11987020075321198
media,0.18292108178138733,0.17841780185699463,0.19221965968608856,0.1566828191280365,0.22149834036827087,0.2660827338695526,0.2604137361049652,0.2961137890815735,0.9999999403953552,0.11823175847530365,0.14971545338630676,0.18704546988010406,-0.009515904821455479,0.21723589301109314,0.12685146927833557,-0.12236053496599197,0.1571006178855896
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.2922096848487854,0.19256772100925446,0.23751185834407806,0.1557239294052124,0.1730913519859314,0.1559925377368927,0.15161031484603882,0.25806233286857605,0.3794005513191223,-0.14470233023166656,0.30882009863853455,0.36263927817344666,-0.22776968777179718,0.40561532974243164
re-branded,0.18635530769824982,0.34796443581581116,0.285307377576828,0.28713834285736084,0.13444849848747253,0.30746710300445557,0.26211947202682495,0.3506413698196411,0.23846013844013214,0.30943554639816284,0.14156265556812286,0.24485337734222412,0.0609414279460907,0.22937265038490295,0.21812957525253296,-0.17849946022033691,0.16268296539783478
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.4129433035850525,0.18096387386322021,0.16095560789108276,0.210372194647789,0.1495865285396576,0.19773486256599426,0.22688958048820496,0.4274188280105591,0.27148663997650146,-0.04600946605205536,0.45010748505592346,0.26500701904296875,-0.28531888127326965,0.20430970191955566
2007,-0.15549811720848083,-0.29168957471847534,-0.23657195270061493,-0.20855121314525604,0.05433652177453041,0.04166165739297867,-0.099603071808815,-0.17015020549297333,-0.093873031437397,-0.13032673299312592,-0.13366085290908813,-0.24005591869354248,0.23328056931495667,-0.1738293468952179,-0.2346481829881668,0.3334142863750458,-0.1664225310087204
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.32194891571998596,0.12166497856378555,0.08979839086532593,0.1587689369916916,0.07930377870798111,0.14971545338630676,0.2283707559108734,1.0,0.2036365419626236,0.08338478952646255,0.4069952368736267,0.18728196620941162,-0.19722937047481537,0.19969791173934937
ntl,0.28533488512039185,0.2440955638885498,0.25437963008880615,0.15588341653347015,0.18567977845668793,0.38683128356933594,0.2848266065120697,0.2922471761703491,0.2897900640964508,0.12174884974956512,0.1909010112285614,0.27012571692466736,-0.04522877186536789,0.17221695184707642,0.2575499415397644,-0.2529684603214264,0.31824302673339844
:,-0.12022944539785385,0.002802103292196989,-0.03403344005346298,0.05350891128182411,-0.04781636595726013,0.0024142900947481394,-0.0877145528793335,-0.037506211549043655,-0.07696603238582611,-0.11359021067619324,-0.056502215564250946,0.024343665689229965,-0.18631727993488312,-0.09243495017290115,0.02036431059241295,-0.07502364367246628,-0.07156077772378922
telewest,0.32456687092781067,0.29821494221687317,0.4038252830505371,0.41558369994163513,0.1905830204486847,0.3484424650669098,0.3884856402873993,0.22467486560344696,0.23431502282619476,0.2777625024318695,0.20773838460445404,0.16497018933296204,-0.02538192644715309,0.34898877143859863,0.15988165140151978,-0.25287413597106934,0.24607007205486298
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.31658053398132324,0.2063644528388977,0.24050556123256683,0.19096998870372772,0.19151578843593597,0.1801380068063736,0.15070919692516327,0.2672361731529236,0.4127117991447449,-0.15549558401107788,0.31236231327056885,0.38555747270584106,-0.22348248958587646,0.42300865054130554
started,0.21609699726104736,0.44883424043655396,0.3222070634365082,0.1901596486568451,0.0958826094865799,0.07108394801616669,0.1501695066690445,0.15664902329444885,0.12592148780822754,0.2221621572971344,0.24582429230213165,0.2444702386856079,-0.07754932343959808,0.24973157048225403,0.24187131226062775,-0.1902959793806076,0.19447724521160126
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.4025384783744812,0.2262469083070755,0.15188103914260864,0.21299093961715698,0.17379043996334076,0.21723589301109314,0.21867457032203674,0.4069952368736267,0.2179545760154724,0.012056082487106323,1.0,0.228788822889328,-0.3018359839916229,0.29463258385658264
offer,0.20134106278419495,0.1559375524520874,0.21118608117103577,0.25745081901550293,0.16733497381210327,0.23421154916286469,0.15068738162517548,0.20510007441043854,0.21645712852478027,0.2258213758468628,0.16435587406158447,0.12058494240045547,-0.008607280440628529,0.34615713357925415,0.1050996333360672,-0.2287091314792633,0.1774262934923172
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.4910551905632019,0.23775021731853485,0.17419257760047913,0.20914222300052643,0.16995084285736084,0.21000106632709503,0.21944114565849304,0.322764128446579,0.22458937764167786,0.09566660970449448,0.45503583550453186,0.23807190358638763,-0.24348297715187073,0.23916715383529663
high-definition,0.33226120471954346,0.23183470964431763,0.2854382395744324,0.3196295499801636,0.3314264714717865,0.31380072236061096,0.26566410064697266,0.15036837756633759,0.21209220588207245,0.18846839666366577,0.2580447793006897,0.2078619748353958,0.0773036777973175,0.3369903266429901,0.23400110006332397,-0.2672792077064514,0.31584662199020386
television,0.19838058948516846,0.2516675293445587,0.24569597840309143,0.23272545635700226,0.11463001370429993,0.3504669964313507,0.46323826909065247,0.21460454165935516,0.3357820212841034,0.13559076189994812,0.19486135244369507,0.2587933838367462,0.004336733371019363,0.1933557242155075,0.2215806543827057,-0.03899844363331795,0.16825827956199646
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.2922096848487854,0.19256772100925446,0.23751185834407806,0.1557239294052124,0.1730913519859314,0.1559925377368927,0.15161031484603882,0.25806233286857605,0.3794005513191223,-0.14470233023166656,0.30882009863853455,0.36263927817344666,-0.22776968777179718,0.40561532974243164
hdtv,0.2939088046550751,0.14728295803070068,0.21702302992343903,0.21242700517177582,0.2879880666732788,0.675402820110321,0.4048696458339691,0.20036965608596802,0.36345019936561584,0.09622980654239655,0.1092657819390297,0.22048215568065643,0.015087817795574665,0.17382566630840302,0.25458407402038574,-0.26464948058128357,0.31056898832321167
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.31658053398132324,0.2063644528388977,0.24050556123256683,0.19096998870372772,0.19151578843593597,0.1801380068063736,0.15070919692516327,0.2672361731529236,0.4127117991447449,-0.15549558401107788,0.31236231327056885,0.38555747270584106,-0.22348248958587646,0.42300865054130554
capable,0.24030843377113342,0.1653473675251007,0.18860051035881042,0.2837585508823395,0.24879592657089233,0.1522863656282425,0.13056954741477966,0.1504978984594345,0.10103077441453934,0.23109954595565796,0.1404762864112854,0.05439869314432144,0.15200737118721008,0.21250563859939575,0.044409044086933136,-0.1782989799976349,0.18388573825359344
set,0.28954121470451355,0.22985222935676575,0.2927955985069275,0.25091665983200073,0.2674952745437622,0.15824083983898163,0.1273413449525833,0.11193981766700745,0.06924868375062943,0.1912040263414383,0.21245217323303223,0.138518825173378,0.001052578561939299,0.320547491312027,0.13275200128555298,-0.12607112526893616,0.1698019951581955
top,0.21232028305530548,0.1381647288799286,0.31754136085510254,0.34088772535324097,0.1867632120847702,0.13918589055538177,0.14954575896263123,0.13322655856609344,0.15583841502666473,0.1207817941904068,0.17560654878616333,0.10551020503044128,0.017461370676755905,0.20897358655929565,0.13249467313289642,-0.1396978795528412,0.17265194654464722
box,0.20509275794029236,0.1309744417667389,0.25871407985687256,0.20985853672027588,0.20652267336845398,0.20665067434310913,0.20475362241268158,0.09455665946006775,0.1757269948720932,0.11482054740190506,0.14371728897094727,0.12448444217443466,0.013637215830385685,0.2480730414390564,0.17318803071975708,-0.11139966547489166,0.21736569702625275
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.3696635365486145,0.17978614568710327,0.15258826315402985,0.18730267882347107,0.1973685473203659,0.23135341703891754,0.2494087517261505,0.39760664105415344,0.4120670258998871,-0.14199310541152954,0.44245919585227966,0.4269406795501709,-0.3093184232711792,0.31091248989105225
although,0.24844598770141602,0.3711436688899994,0.3265823423862457,0.2869947850704193,0.12235017120838165,0.09213235974311829,0.1105620414018631,0.17437569797039032,0.16582098603248596,0.2178025096654892,0.22925063967704773,0.18039274215698242,0.02057361789047718,0.4176313281059265,0.1963019222021103,-0.19077551364898682,0.15541206300258636
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.32194891571998596,0.12166497856378555,0.08979839086532593,0.1587689369916916,0.07930377870798111,0.14971545338630676,0.2283707559108734,1.0,0.2036365419626236,0.08338478952646255,0.4069952368736267,0.18728196620941162,-0.19722937047481537,0.19969791173934937
30,-0.04443084076046944,0.08394331485033035,0.0730796679854393,-0.005346713587641716,0.034615036100149155,0.05260162428021431,-0.0017313482239842415,0.0566905215382576,-0.047275420278310776,-0.001158710103482008,0.0211875531822443,0.09087476134300232,0.016841772943735123,0.06848903745412827,0.1180410236120224,0.002693688962608576,-0.08261742442846298
