,when,did,obama,finally,visit,kenya,?
later,0.4627884030342102,0.38386887311935425,0.20151598751544952,0.5455083250999451,0.18868564069271088,0.15547238290309906,0.1417175978422165
in,0.4431333839893341,0.2593238651752472,0.21482840180397034,0.36356985569000244,0.2627917230129242,0.23621977865695953,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.21614792943000793,0.4516841769218445,0.28665876388549805,0.21657514572143555,0.22068053483963013
summer,0.267126202583313,0.2209298312664032,0.1611398607492447,0.1964607834815979,0.26707255840301514,0.22583375871181488,0.11625723540782928
",",0.36674630641937256,0.3015086054801941,0.2304023802280426,0.32560861110687256,0.2669648230075836,0.23432263731956482,0.31091248989105225
kenyatta,0.15483929216861725,0.16177290678024292,0.3762531876564026,0.1659824550151825,0.19846861064434052,0.7755836248397827,0.1456252485513687
visited,0.28193753957748413,0.25100022554397583,0.21496877074241638,0.21389198303222656,0.7255557179450989,0.13595350086688995,0.10874007642269135
china,0.20798636972904205,0.16472692787647247,0.2566370368003845,0.18335215747356415,0.1784830391407013,0.27282416820526123,0.18007943034172058
at,0.38876327872276306,0.28390252590179443,0.12675505876541138,0.2990627884864807,0.27514204382896423,0.21434974670410156,0.21978627145290375
the,0.5091903209686279,0.34736719727516174,0.21614792943000793,0.4516841769218445,0.28665876388549805,0.21657514572143555,0.22068053483963013
invitation,0.2355964183807373,0.31482818722724915,0.18434323370456696,0.24110788106918335,0.3552330732345581,0.11422746628522873,0.23756657540798187
of,0.3757161796092987,0.2513895630836487,0.17125636339187622,0.2709518074989319,0.2779003083705902,0.22226637601852417,0.1826142966747284
president,0.17933911085128784,0.1801012009382248,0.48995211720466614,0.16528521478176117,0.22164343297481537,0.2891511619091034,0.14148259162902832
xi,0.18017932772636414,0.12345254421234131,0.12627850472927094,0.14128662645816803,0.18168768286705017,0.09208131581544876,0.16712191700935364
jinping,0.2767764627933502,0.16753552854061127,0.4112193286418915,0.26873114705085754,0.27145686745643616,0.28818637132644653,0.26418060064315796
after,0.5331412553787231,0.30330467224121094,0.16142168641090393,0.5195887088775635,0.20257678627967834,0.2081187516450882,0.16608688235282898
a,0.44397395849227905,0.2552328109741211,0.20816554129123688,0.3044660985469818,0.18409983813762665,0.1701713502407074,0.23916715383529663
stop,0.3669990599155426,0.2599695324897766,0.1558193862438202,0.2875902056694031,0.19521304965019226,0.11886332184076309,0.23117060959339142
in,0.4431333839893341,0.2593238651752472,0.21482840180397034,0.36356985569000244,0.2627917230129242,0.23621977865695953,0.20430970191955566
russia,0.1949830949306488,0.15303444862365723,0.20711877942085266,0.18964999914169312,0.19790546596050262,0.25037306547164917,0.13907001912593842
and,0.4716290831565857,0.34479495882987976,0.22087924182415009,0.42047661542892456,0.25392410159111023,0.20742860436439514,0.20544172823429108
not,0.4799930453300476,0.6481515765190125,0.14359989762306213,0.3135245144367218,0.22017687559127808,0.15024271607398987,0.41942933201789856
having,0.4296937882900238,0.3157401978969574,0.18545517325401306,0.26636290550231934,0.1663745492696762,0.13562823832035065,0.22418256103992462
visited,0.28193753957748413,0.25100022554397583,0.21496877074241638,0.21389198303222656,0.7255557179450989,0.13595350086688995,0.10874007642269135
the,0.5091903209686279,0.34736719727516174,0.21614792943000793,0.4516841769218445,0.28665876388549805,0.21657514572143555,0.22068053483963013
