,up,until,1990,",",saudi,arabia,played,an,important,role,in,restraining,what,groups,?
prior,0.15978984534740448,0.3277417719364166,-0.0769299790263176,0.27105793356895447,0.19061565399169922,0.20238816738128662,0.12991154193878174,0.1465315967798233,0.14990095794200897,0.1559181809425354,0.24521231651306152,0.3052467703819275,0.2537507116794586,0.07665129005908966,0.16978254914283752
to,0.40375280380249023,0.354556679725647,-0.06767388433218002,0.44245919585227966,0.21921516954898834,0.20961588621139526,0.14824016392230988,0.3138085603713989,0.30913278460502625,0.17841029167175293,0.45010748505592346,0.3410342037677765,0.455847829580307,0.24181967973709106,0.29463258385658264
1990,-0.08937065303325653,-0.029522748664021492,0.9999999403953552,0.0030314233154058456,-0.0003996227169409394,0.0007046490209177136,-0.009025609120726585,-0.02035575918853283,0.06769959628582001,-0.0519084706902504,-0.012069408781826496,-0.08009625971317291,0.053733065724372864,0.008514910005033016,0.07789827883243561
saudi,0.10524813830852509,0.12820683419704437,-0.0003996227169409394,0.2657196521759033,0.9999999403953552,0.8742286562919617,0.08233004063367844,0.15232430398464203,0.18534862995147705,0.10911472886800766,0.21112655103206635,0.2743779718875885,0.2167188823223114,0.16778875887393951,0.1627861112356186
arabia,0.13034655153751373,0.1275886595249176,0.0007046490209177136,0.2566268742084503,0.8742286562919617,1.0000001192092896,0.10257919132709503,0.12131208181381226,0.1572808474302292,0.12773801386356354,0.19996756315231323,0.2310071587562561,0.21449115872383118,0.12531036138534546,0.14747555553913116
played,0.15618908405303955,0.24920246005058289,-0.009025609120726585,0.2987361550331116,0.08233004063367844,0.10257919132709503,1.0,0.16061121225357056,0.17778156697750092,0.3676716685295105,0.27605336904525757,0.104157455265522,0.14831039309501648,0.1497974544763565,0.14096300303936005
an,0.2649265229701996,0.2086891084909439,-0.02035575918853283,0.3581022024154663,0.15232430398464203,0.12131208181381226,0.16061121225357056,1.0,0.2662794589996338,0.23719340562820435,0.2605783939361572,0.16532982885837555,0.2821882665157318,0.14402295649051666,0.19793890416622162
important,0.18082638084888458,0.18859556317329407,0.06769959628582001,0.3452564477920532,0.18534862995147705,0.1572808474302292,0.17778156697750092,0.2662794589996338,1.0000001192092896,0.3086093068122864,0.3796374499797821,0.2369413822889328,0.31164905428886414,0.2352634221315384,0.17812499403953552
role,0.15402035415172577,0.26205193996429443,-0.0519084706902504,0.199491485953331,0.10911472886800766,0.12773801386356354,0.3676716685295105,0.23719340562820435,0.3086093068122864,0.9999998807907104,0.243671715259552,0.2229531705379486,0.22614215314388275,0.11233232915401459,0.18676944077014923
in,0.3120773434638977,0.38338494300842285,-0.012069408781826496,0.5201468467712402,0.21112655103206635,0.19996756315231323,0.27605336904525757,0.2605783939361572,0.3796374499797821,0.243671715259552,1.0,0.25056424736976624,0.30808621644973755,0.22620722651481628,0.20430970191955566
restraining,0.21536961197853088,0.18838897347450256,-0.08009625971317291,0.23207375407218933,0.2743779718875885,0.2310071587562561,0.104157455265522,0.16532982885837555,0.2369413822889328,0.2229531705379486,0.25056424736976624,1.0,0.2635352313518524,0.22811096906661987,0.17505596578121185
the,0.38423117995262146,0.37191009521484375,-0.0810435339808464,0.4933079481124878,0.23420350253582,0.20754998922348022,0.2603478729724884,0.4207492768764496,0.39348116517066956,0.26607486605644226,0.6662389636039734,0.271045982837677,0.42745697498321533,0.27790749073028564,0.22068053483963013
many,0.2688518464565277,0.2392696738243103,-0.05639512464404106,0.40610817074775696,0.2070874124765396,0.20637674629688263,0.18853145837783813,0.2465583086013794,0.4643375277519226,0.24574100971221924,0.41474202275276184,0.2921469509601593,0.36131182312965393,0.3662751019001007,0.2124512493610382
islamist,0.10866998881101608,0.16699346899986267,0.2162853479385376,0.18959079682826996,0.4912937581539154,0.43825238943099976,0.1511795073747635,0.18856002390384674,0.14379791915416718,0.09736845642328262,0.19697563350200653,0.27045777440071106,0.17762082815170288,0.25379782915115356,0.14697067439556122
groups,0.23538057506084442,0.11836443841457367,0.008514910005033016,0.2671695053577423,0.16778875887393951,0.12531036138534546,0.1497974544763565,0.14402295649051666,0.2352634221315384,0.11233232915401459,0.22620722651481628,0.22811096906661987,0.23137421905994415,1.0,0.14349548518657684
that,0.35427621006965637,0.324736088514328,-0.04325290396809578,0.4137537479400635,0.23590485751628876,0.17238180339336395,0.16256408393383026,0.365763783454895,0.3865286409854889,0.23023544251918793,0.435920387506485,0.34929782152175903,0.6297725439071655,0.2701875567436218,0.32716336846351624
received,0.0630452111363411,0.1451394259929657,0.025409338995814323,0.2926693558692932,0.19471487402915955,0.17713455855846405,0.25783199071884155,0.1721169799566269,0.1396985501050949,0.2529159486293793,0.2772020101547241,0.23132647573947906,0.1010502278804779,0.07542365044355392,0.11905962228775024
its,0.2559551000595093,0.2613764703273773,-0.20510143041610718,0.33157986402511597,0.20131619274616241,0.14220494031906128,0.07027525454759598,0.28139030933380127,0.31383612751960754,0.2062283307313919,0.3793783485889435,0.24862229824066162,0.30393704771995544,0.16035817563533783,0.15103481709957123
aid,0.12057749181985855,0.1266045719385147,0.03451265022158623,0.1953202486038208,0.21348156034946442,0.1927722990512848,0.1482585072517395,0.16630467772483826,0.18689650297164917,0.11299439519643784,0.1754455417394638,0.3118579387664795,0.1778782606124878,0.17761220037937164,0.08358026295900345
.,0.351434588432312,0.36876651644706726,0.011693721637129784,0.6812511086463928,0.2524958550930023,0.23547381162643433,0.2876244783401489,0.3581749200820923,0.33938494324684143,0.22067026793956757,0.5591574311256409,0.24363642930984497,0.3567904531955719,0.2408272922039032,0.4130953550338745
