,in,2009,",",disney,reached,an,agreement,to,buy,what,percentage,stake,in,hulu,?
the,0.6662389636039734,-0.23935742676258087,0.4933079481124878,0.24980762600898743,0.29860952496528625,0.4207492768764496,0.2490699142217636,0.535392165184021,0.19276557862758636,0.42745697498321533,0.2736506462097168,0.23719215393066406,0.6662389636039734,0.24576015770435333,0.22068053483963013
walt,0.24451637268066406,0.009470361284911633,0.19253113865852356,0.8116229772567749,0.14459753036499023,0.17596006393432617,0.18906338512897491,0.24481339752674103,0.24679109454154968,0.1869807094335556,0.11981772631406784,0.2156444787979126,0.24451637268066406,0.30071619153022766,0.18540392816066742
disney,0.18521910905838013,-0.006112710107117891,0.2132069319486618,1.0,0.11946755647659302,0.15550778806209564,0.14551891386508942,0.23984374105930328,0.23661532998085022,0.19632026553153992,0.16516445577144623,0.1665438711643219,0.18521910905838013,0.35186028480529785,0.22150784730911255
company,0.22141718864440918,-0.14798901975154877,0.2697763442993164,0.29213109612464905,0.1735193431377411,0.13791987299919128,0.25054582953453064,0.24903783202171326,0.37518709897994995,0.2333769053220749,0.17585286498069763,0.3037717342376709,0.22141718864440918,0.26372939348220825,0.12195809185504913
is,0.5394441485404968,-0.22361645102500916,0.4691906273365021,0.18704643845558167,0.18462887406349182,0.4654068350791931,0.20094099640846252,0.42745086550712585,0.19606433808803558,0.28837618231773376,0.23538601398468018,0.17842623591423035,0.5394441485404968,0.17542731761932373,0.22961433231830597
also,0.5073733329772949,-0.22314025461673737,0.4717654287815094,0.2207544445991516,0.21364043653011322,0.36835694313049316,0.24699558317661285,0.5348826050758362,0.2870942950248718,0.42747777700424194,0.2558325529098511,0.17108090221881866,0.5073733329772949,0.22512613236904144,0.21848613023757935
a,0.539380669593811,-0.24348297715187073,0.427140474319458,0.21907898783683777,0.21212449669837952,0.44552403688430786,0.203191339969635,0.45503583550453186,0.2433425337076187,0.3320399522781372,0.25336048007011414,0.21251177787780762,0.539380669593811,0.2038281112909317,0.23916715383529663
part-owner,0.3850095868110657,-0.22088827192783356,0.3751872181892395,0.32289302349090576,0.1880771517753601,0.2581741511821747,0.2652547061443329,0.2791946828365326,0.329800009727478,0.2538136839866638,0.2402547001838684,0.39038509130477905,0.3850095868110657,0.2917715609073639,0.23760047554969788
of,0.5696388483047485,-0.2637706398963928,0.4946078956127167,0.19926400482654572,0.18604008853435516,0.32280945777893066,0.21259461343288422,0.41548454761505127,0.13856850564479828,0.33290785551071167,0.24724560976028442,0.23804813623428345,0.5696388483047485,0.20946349203586578,0.1826142966747284
hulu,0.2071504443883896,-0.11475588381290436,0.19695565104484558,0.35186028480529785,0.18261831998825073,0.20440837740898132,0.1441306620836258,0.19057926535606384,0.20808932185173035,0.20991778373718262,0.18968629837036133,0.1318075805902481,0.2071504443883896,1.0,0.2140095978975296
(,0.3087427020072937,-0.22776968777179718,0.6363511681556702,0.13315561413764954,0.20625555515289307,0.286407470703125,0.18767637014389038,0.30882009863853455,0.10388132929801941,0.2411840260028839,0.15512096881866455,0.11730848997831345,0.3087427020072937,0.19816717505455017,0.40561532974243164
as,0.3887844979763031,-0.22543197870254517,0.48816442489624023,0.2626339793205261,0.18081408739089966,0.37218472361564636,0.22867047786712646,0.42092081904411316,0.18910714983940125,0.31749409437179565,0.19401364028453827,0.16300790011882782,0.3887844979763031,0.22207121551036835,0.27043893933296204
part,0.4499994218349457,-0.21613696217536926,0.3376222252845764,0.1760566532611847,0.17127926647663116,0.3128427565097809,0.18475881218910217,0.2875264883041382,0.14369195699691772,0.3476244807243347,0.21932794153690338,0.17644090950489044,0.4499994218349457,0.17969085276126862,0.08557961881160736
of,0.5696388483047485,-0.2637706398963928,0.4946078956127167,0.19926400482654572,0.18604008853435516,0.32280945777893066,0.21259461343288422,0.41548454761505127,0.13856850564479828,0.33290785551071167,0.24724560976028442,0.23804813623428345,0.5696388483047485,0.20946349203586578,0.1826142966747284
a,0.539380669593811,-0.24348297715187073,0.427140474319458,0.21907898783683777,0.21212449669837952,0.44552403688430786,0.203191339969635,0.45503583550453186,0.2433425337076187,0.3320399522781372,0.25336048007011414,0.21251177787780762,0.539380669593811,0.2038281112909317,0.23916715383529663
consortium,0.16420601308345795,-0.2643369734287262,0.26697972416877747,0.18246787786483765,0.1425805389881134,0.1414344310760498,0.3022230863571167,0.17120765149593353,0.21365731954574585,0.15345516800880432,0.24865499138832092,0.13781879842281342,0.16420601308345795,0.30091843008995056,0.12730471789836884
that,0.435920387506485,-0.29959365725517273,0.4137537479400635,0.20073425769805908,0.22658783197402954,0.365763783454895,0.3057451844215393,0.5436353087425232,0.3081698417663574,0.6297725439071655,0.3343636393547058,0.28028222918510437,0.435920387506485,0.18993628025054932,0.32716336846351624
includes,0.32460328936576843,-0.10481491684913635,0.3228004276752472,0.17959123849868774,0.13778561353683472,0.18626248836517334,0.08340371400117874,0.19327151775360107,0.19559422135353088,0.17138352990150452,0.1644486039876938,0.01988452859222889,0.32460328936576843,0.20060576498508453,0.14011523127555847
",",0.5201468467712402,-0.3093184232711792,1.0000001192092896,0.2132069319486618,0.26771560311317444,0.3581022024154663,0.23435252904891968,0.44245919585227966,0.2410794049501419,0.3087472915649414,0.21945469081401825,0.18645142018795013,0.5201468467712402,0.19695565104484558,0.31091248989105225
among,0.3211768567562103,-0.1536186933517456,0.2640531659126282,0.14953061938285828,0.21073049306869507,0.08896297216415405,0.21589314937591553,0.26594701409339905,0.18454985320568085,0.21154822409152985,0.27185261249542236,0.16961205005645752,0.3211768567562103,0.15428157150745392,0.14343059062957764
