,when,do,juvenile,develop,into,adults,?
in,0.4431333839893341,0.23402775824069977,0.20077736675739288,0.22882415354251862,0.38021373748779297,0.2404707372188568,0.20430970191955566
some,0.386913925409317,0.4725562036037445,0.25311779975891113,0.37740758061408997,0.3148764669895172,0.3382852077484131,0.2562315762042999
groups,0.21922865509986877,0.22382022440433502,0.2191459834575653,0.22143453359603882,0.24694396555423737,0.1875682920217514,0.14349548518657684
",",0.36674630641937256,0.3283645510673523,0.19538520276546478,0.17652153968811035,0.2826121151447296,0.20862317085266113,0.31091248989105225
such,0.27679547667503357,0.337398886680603,0.12638691067695618,0.26004883646965027,0.19910161197185516,0.21571335196495056,0.17851735651493073
as,0.4437963366508484,0.38329678773880005,0.12766706943511963,0.17358502745628357,0.24094121158123016,0.16857901215553284,0.27043893933296204
the,0.5091903209686279,0.30239659547805786,0.223813995718956,0.26276466250419617,0.39493247866630554,0.24781310558319092,0.22068053483963013
flat,0.17482519149780273,0.14341960847377777,0.13312117755413055,0.1716070920228958,0.2019098848104477,0.11705977469682693,0.10332070291042328
",",0.36674630641937256,0.3283645510673523,0.19538520276546478,0.17652153968811035,0.2826121151447296,0.20862317085266113,0.31091248989105225
bottom-dwelling,0.2688697278499603,0.2645184099674225,0.27081573009490967,0.2831893265247345,0.28124353289604187,0.296381413936615,0.27381062507629395
platyctenids,0.21098706126213074,0.2775275409221649,0.38060182332992554,0.253759503364563,0.24674078822135925,0.3896041214466095,0.1917940229177475
",",0.36674630641937256,0.3283645510673523,0.19538520276546478,0.17652153968811035,0.2826121151447296,0.20862317085266113,0.31091248989105225
the,0.5091903209686279,0.30239659547805786,0.223813995718956,0.26276466250419617,0.39493247866630554,0.24781310558319092,0.22068053483963013
juveniles,0.29508668184280396,0.27694761753082275,0.9334461688995361,0.25999972224235535,0.12074478715658188,0.5098185539245605,0.20202435553073883
behave,0.3581169843673706,0.37855109572410583,0.16967841982841492,0.26411399245262146,0.23521609604358673,0.25054261088371277,0.25641992688179016
more,0.359977662563324,0.3514035940170288,0.2015705704689026,0.2813284397125244,0.26544561982154846,0.3532790243625641,0.27894994616508484
like,0.4158523678779602,0.4615015685558319,0.15346072614192963,0.26162585616111755,0.2883094549179077,0.24874667823314667,0.3268813192844391
true,0.23685415089130402,0.304707407951355,0.17468445003032684,0.19027471542358398,0.1099734976887703,0.18506182730197906,0.22515304386615753
larvae,0.216940775513649,0.26230326294898987,0.3381502628326416,0.329098641872406,0.20824170112609863,0.47183746099472046,0.18174287676811218
",",0.36674630641937256,0.3283645510673523,0.19538520276546478,0.17652153968811035,0.2826121151447296,0.20862317085266113,0.31091248989105225
as,0.4437963366508484,0.38329678773880005,0.12766706943511963,0.17358502745628357,0.24094121158123016,0.16857901215553284,0.27043893933296204
they,0.5090266466140747,0.4667694866657257,0.2747831642627716,0.32734113931655884,0.32590940594673157,0.434078186750412,0.2753053903579712
live,0.16599178314208984,0.2297554910182953,0.19079998135566711,0.2437780648469925,0.14913488924503326,0.26287156343460083,0.19481121003627777
among,0.2075822502374649,0.21025244891643524,0.16996629536151886,0.23508675396442413,0.23548991978168488,0.3091011047363281,0.14343059062957764
the,0.5091903209686279,0.30239659547805786,0.223813995718956,0.26276466250419617,0.39493247866630554,0.24781310558319092,0.22068053483963013
plankton,0.19042643904685974,0.23378026485443115,0.29530802369117737,0.23633259534835815,0.1735682189464569,0.41166937351226807,0.19155742228031158
and,0.4716290831565857,0.276123583316803,0.21379156410694122,0.25684353709220886,0.36597734689712524,0.2903856337070465,0.20544172823429108
thus,0.40111956000328064,0.257389098405838,0.16105146706104279,0.2697392702102661,0.3244170546531677,0.1684199720621109,0.18769288063049316
occupy,0.17663456499576569,0.22122454643249512,0.10143567621707916,0.18909910321235657,0.20358547568321228,0.10359872877597809,0.12885627150535583
a,0.44397395849227905,0.26237669587135315,0.2089221328496933,0.27134326100349426,0.3461161255836487,0.19667603075504303,0.23916715383529663
different,0.3098631203174591,0.35756775736808777,0.1620742380619049,0.3460414409637451,0.31681573390960693,0.2674032151699066,0.24476227164268494
ecological,0.12174338102340698,0.21732197701931,0.1961187869310379,0.24560827016830444,0.15121129155158997,0.16338272392749786,0.1687246412038803
niche,0.16988231241703033,0.18547312915325165,0.1521897166967392,0.19847892224788666,0.20727303624153137,0.12310009449720383,0.1657724678516388
from,0.405669629573822,0.20424067974090576,0.13665463030338287,0.2118956446647644,0.3410196900367737,0.1651981770992279,0.19969791173934937
their,0.3682888448238373,0.35424983501434326,0.22702263295650482,0.3692352771759033,0.24211956560611725,0.37667351961135864,0.1898253709077835
parents,0.3047467768192291,0.19929470121860504,0.19239763915538788,0.19646300375461578,0.14478710293769836,0.33517393469810486,0.17306075990200043
and,0.4716290831565857,0.276123583316803,0.21379156410694122,0.25684353709220886,0.36597734689712524,0.2903856337070465,0.20544172823429108
attain,0.19380034506320953,0.20580007135868073,0.11268197000026703,0.3733953535556793,0.18594995141029358,0.20921342074871063,0.16433016955852509
the,0.5091903209686279,0.30239659547805786,0.223813995718956,0.26276466250419617,0.39493247866630554,0.24781310558319092,0.22068053483963013
