,what,percentage,of,scotland,'s,voting,population,failed,to,actually,vote,?
although,0.24844598770141602,0.20601436495780945,0.3024747669696808,0.2455311417579651,0.06846998631954193,0.17009183764457703,0.20650087296962738,0.24069051444530487,0.4176313281059265,0.43681710958480835,0.17959332466125488,0.15541206300258636
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.23846951127052307,-0.01540423184633255,0.26425203680992126,0.32044094800949097,0.32787200808525085,0.535392165184021,0.39964747428894043,0.22779929637908936,0.22068053483963013
vote,0.30723845958709717,0.3713477849960327,0.19845709204673767,0.1799274981021881,0.022564241662621498,0.7671977281570435,0.23420795798301697,0.2998105585575104,0.2892617881298065,0.28672754764556885,1.0,0.2888886630535126
was,0.22111038863658905,0.12115965038537979,0.4069072902202606,0.17744721472263336,0.008974763564765453,0.19725023210048676,0.1935066133737564,0.32486093044281006,0.3636345863342285,0.29136961698532104,0.22398914396762848,0.18412111699581146
51.6,-0.07751870155334473,-0.02829582802951336,0.03544444963335991,-0.005850576795637608,0.03417852520942688,-0.09472763538360596,0.08119034767150879,-0.11982553452253342,-0.049656469374895096,0.04839089512825012,-0.03673906251788139,-0.11259301751852036
%,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.11743631958961487,0.031266406178474426,0.2694058120250702,0.4585210084915161,0.17169475555419922,0.18513022363185883,0.22389252483844757,0.32132625579833984,0.21441808342933655
in,0.30808621644973755,0.18874377012252808,0.5696388483047485,0.24716059863567352,-0.037580832839012146,0.21573682129383087,0.3268454372882843,0.21989236772060394,0.45010748505592346,0.3058476448059082,0.21458156406879425,0.20430970191955566
favour,0.225682333111763,0.2796039581298828,0.29678869247436523,0.225987046957016,0.008451820351183414,0.26806628704071045,0.20942100882530212,0.3061097264289856,0.28403565287590027,0.27116936445236206,0.39030981063842773,0.19697274267673492
of,0.33290785551071167,0.24724560976028442,1.0,0.2208399921655655,-0.03817026689648628,0.19275255501270294,0.3060894012451172,0.2114463746547699,0.41548454761505127,0.3496170938014984,0.19845709204673767,0.1826142966747284
a,0.3320399522781372,0.25336048007011414,0.5052502155303955,0.2106660157442093,0.04866964742541313,0.21578288078308105,0.2345738559961319,0.26673170924186707,0.45503583550453186,0.3909306824207306,0.21813347935676575,0.23916715383529663
scottish,0.13777151703834534,0.1837088167667389,0.1698460429906845,0.667405903339386,0.09608723223209381,0.17025761306285858,0.08882881700992584,0.1568734049797058,0.1268421709537506,0.1487848162651062,0.21137574315071106,0.06442669779062271
assembly,0.21462371945381165,0.13082094490528107,0.2946469783782959,0.129026859998703,-0.0998736247420311,0.29126572608947754,0.29223400354385376,0.17859934270381927,0.19874803721904755,0.23462247848510742,0.30670177936553955,0.1488889455795288
",",0.3087472915649414,0.21945469081401825,0.4946078956127167,0.21124857664108276,-0.0016132977325469255,0.2596084773540497,0.2967977225780487,0.28599733114242554,0.44245919585227966,0.34130755066871643,0.27201512455940247,0.31091248989105225
this,0.5489566326141357,0.3210579752922058,0.45148900151252747,0.2375272810459137,0.02106832154095173,0.35853374004364014,0.20733799040317535,0.32860517501831055,0.5759071707725525,0.5229688882827759,0.31675276160240173,0.3155723512172699
figure,0.2582065463066101,0.14419806003570557,0.21327486634254456,0.09392526745796204,0.03818259760737419,0.09689466655254364,0.23585322499275208,0.11550027877092361,0.24264496564865112,0.2266084998846054,0.12028335779905319,0.21107101440429688
did,0.4259131848812103,0.23947858810424805,0.2513895630836487,0.12742529809474945,0.05069678649306297,0.24836550652980804,0.0652005523443222,0.5037672519683838,0.4452643394470215,0.3678441345691681,0.27747371792793274,0.3023456633090973
not,0.5449194312095642,0.3768462836742401,0.3307090103626251,0.18398283421993256,0.002583299996331334,0.31135764718055725,0.19793428480625153,0.39067506790161133,0.5149973034858704,0.5074813365936279,0.331701397895813,0.41942933201789856
equal,0.2397335022687912,0.32928845286369324,0.2787107825279236,0.10815124958753586,0.016483474522829056,0.26078662276268005,0.1596420854330063,0.18380296230316162,0.28325995802879333,0.2714974880218506,0.21515466272830963,0.15421567857265472
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.23846951127052307,-0.01540423184633255,0.26425203680992126,0.32044094800949097,0.32787200808525085,0.535392165184021,0.39964747428894043,0.22779929637908936,0.22068053483963013
40,-0.05768606811761856,0.03126995638012886,-0.03308193385601044,0.019659988582134247,-0.013244775123894215,0.03791138529777527,-0.059151772409677505,-0.0005398778594098985,-0.027606580406427383,0.031231844797730446,0.1055321916937828,0.010195288807153702
%,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.11743631958961487,0.031266406178474426,0.2694058120250702,0.4585210084915161,0.17169475555419922,0.18513022363185883,0.22389252483844757,0.32132625579833984,0.21441808342933655
of,0.33290785551071167,0.24724560976028442,1.0,0.2208399921655655,-0.03817026689648628,0.19275255501270294,0.3060894012451172,0.2114463746547699,0.41548454761505127,0.3496170938014984,0.19845709204673767,0.1826142966747284
