,what,is,the,name,of,the,bungie,inc.,founder,who,is,also,a,university,graduate,?
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.24897827208042145,0.1839877963066101,0.1495717167854309,0.2792111933231354,0.5394441485404968,0.5073733329772949,0.539380669593811,0.3201795518398285,0.2576194703578949,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.26906588673591614,0.26402559876441956,0.24715600907802582,0.3733934462070465,0.5823672413825989,0.6021018624305725,0.5829201340675354,0.263973206281662,0.1983441710472107,0.22068053483963013
arts,0.15975245833396912,0.1983575075864792,0.23374557495117188,0.09823223948478699,0.29211288690567017,0.23374557495117188,0.24643303453922272,0.16202504932880402,0.25013479590415955,0.16167671978473663,0.1983575075864792,0.2636624872684479,0.21388907730579376,0.37832388281822205,0.4361206889152527,0.09471383690834045
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.28465959429740906,0.3138328492641449,0.22729523479938507,0.41279885172843933,0.3859752118587494,0.5755972862243652,0.3739250600337982,0.2665814459323883,0.27139508724212646,0.20544172823429108
entertainment,0.21648827195167542,0.15301001071929932,0.19077853858470917,0.13760916888713837,0.1392667293548584,0.19077853858470917,0.31534314155578613,0.11541929095983505,0.19191677868366241,0.18041250109672546,0.15301001071929932,0.23835912346839905,0.1972632259130478,0.17231746017932892,0.16484719514846802,0.11855241656303406
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.24665404856204987,0.3023558259010315,0.2440452128648758,0.3365725874900818,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2738925516605377,0.31091248989105225
minimalist,0.22515302896499634,0.13911134004592896,0.15836849808692932,0.1475590467453003,0.22190043330192566,0.15836849808692932,0.24375852942466736,0.2387310117483139,0.21180365979671478,0.1812981814146042,0.13911134004592896,0.2298523634672165,0.2589614689350128,0.15677158534526825,0.15088190138339996,0.16724365949630737
composer,0.18320460617542267,0.14817821979522705,0.16463536024093628,0.13904409110546112,0.1714436560869217,0.16463536024093628,0.1474391520023346,0.19539107382297516,0.2814619839191437,0.21451207995414734,0.14817821979522705,0.13492535054683685,0.1815209537744522,0.18249042332172394,0.1483304500579834,0.17525890469551086
philip,0.11288820952177048,0.16814041137695312,0.21499985456466675,0.12619183957576752,0.24375313520431519,0.21499985456466675,0.11362583935260773,0.23562739789485931,0.16736139357089996,0.25307518243789673,0.16814041137695312,0.20277266204357147,0.20079895853996277,0.2322896122932434,0.2064361721277237,0.11887923628091812
glass,0.13572539389133453,0.24710522592067719,0.20646950602531433,0.1421467661857605,0.24470314383506775,0.20646950602531433,0.22541606426239014,0.17758415639400482,0.12852664291858673,0.19077414274215698,0.24710522592067719,0.3104042410850525,0.2592375874519348,0.10234459489583969,0.13211822509765625,0.1252557635307312
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.24665404856204987,0.3023558259010315,0.2440452128648758,0.3365725874900818,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2738925516605377,0.31091248989105225
dancer,0.19869180023670197,0.18595264852046967,0.1971503496170044,0.1522136926651001,0.1403675079345703,0.1971503496170044,0.11452512443065643,0.12170838564634323,0.2297563999891281,0.2549174129962921,0.18595264852046967,0.1940394788980484,0.21266695857048035,0.1590743511915207,0.20268526673316956,0.18549074232578278
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.24665404856204987,0.3023558259010315,0.2440452128648758,0.3365725874900818,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2738925516605377,0.31091248989105225
choreographer,0.1860901564359665,0.0921512097120285,0.1438303291797638,0.08617483079433441,0.09258580952882767,0.1438303291797638,0.12227632850408554,0.16760601103305817,0.307107150554657,0.298890620470047,0.0921512097120285,0.1847473382949829,0.14659015834331512,0.19481614232063293,0.24181191623210907,0.17453642189502716
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.28465959429740906,0.3138328492641449,0.22729523479938507,0.41279885172843933,0.3859752118587494,0.5755972862243652,0.3739250600337982,0.2665814459323883,0.27139508724212646,0.20544172823429108
leader,0.15734966099262238,0.14341628551483154,0.27799519896507263,0.20258967578411102,0.24122127890586853,0.27799519896507263,0.09734286367893219,0.26004263758659363,0.40250125527381897,0.31168457865715027,0.14341628551483154,0.2305959016084671,0.21384623646736145,0.19484947621822357,0.16934719681739807,0.09527933597564697
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.24897827208042145,0.1839877963066101,0.1495717167854309,0.2792111933231354,0.5394441485404968,0.5073733329772949,0.539380669593811,0.3201795518398285,0.2576194703578949,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.26906588673591614,0.26402559876441956,0.24715600907802582,0.3733934462070465,0.5823672413825989,0.6021018624305725,0.5829201340675354,0.263973206281662,0.1983441710472107,0.22068053483963013
field,0.1825202852487564,0.17269009351730347,0.2105809599161148,0.15073443949222565,0.20410659909248352,0.2105809599161148,0.1594284027814865,0.20842385292053223,0.17118136584758759,0.18098586797714233,0.17269009351730347,0.20099256932735443,0.2030690312385559,0.2145719975233078,0.1754031777381897,0.11279727518558502
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.18856875598430634,0.2896924912929535,0.25088685750961304,0.2827862501144409,0.4854315221309662,0.4924938678741455,0.5052502155303955,0.30646374821662903,0.21445734798908234,0.1826142966747284
dance,0.250553160905838,0.14106163382530212,0.24034176766872406,0.15070706605911255,0.19676263630390167,0.24034176766872406,0.19342291355133057,0.1401902288198471,0.1478412002325058,0.23355861008167267,0.14106163382530212,0.2082154005765915,0.22321026027202606,0.15171025693416595,0.20513586699962616,0.20411482453346252
anthropology,0.27983781695365906,0.13905785977840424,0.17539647221565247,0.15352024137973785,0.28780192136764526,0.17539647221565247,0.2521578371524811,0.1942908763885498,0.2304585576057434,0.2505394220352173,0.13905785977840424,0.22589711844921112,0.19146627187728882,0.4356999397277832,0.3458711504936218,0.15407826006412506
katherine,0.1577751636505127,0.21457603573799133,0.1421496719121933,0.18712890148162842,0.11856558918952942,0.1421496719121933,0.2274095118045807,0.10462459176778793,0.18978086113929749,0.22562624514102936,0.21457603573799133,0.21902549266815186,0.20438510179519653,0.16481728851795197,0.19177702069282532,0.12232516705989838
dunham,0.1954667717218399,0.10161042213439941,0.15677835047245026,0.07192713022232056,0.07020709663629532,0.15677835047245026,0.265088826417923,0.1588744819164276,0.112669438123703,0.268325537443161,0.10161042213439941,0.1837744265794754,0.16933242976665497,0.12194544076919556,0.1462649554014206,0.19936244189739227
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.24665404856204987,0.3023558259010315,0.2440452128648758,0.3365725874900818,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2738925516605377,0.31091248989105225
