,when,did,luther,write,wir,glauben,all,an,einen,gott,?
luther,0.14516782760620117,0.23667675256729126,1.0,0.14316920936107635,0.17971296608448029,0.30892646312713623,0.1917443871498108,0.10983039438724518,0.29502439498901367,0.34552162885665894,0.1732746809720993
's,-0.03368149697780609,0.05069678649306297,-0.009990512393414974,0.041710954159498215,0.08585426956415176,0.023975977674126625,0.03181743621826172,0.025255560874938965,0.04660128057003021,0.035034749656915665,-0.023395681753754616
1524,-0.0363839715719223,0.07726114243268967,0.07155809551477432,0.02843765914440155,-0.020575925707817078,0.12194060534238815,0.0231280829757452,0.02053723856806755,-0.09111402183771133,0.12715929746627808,0.10532363504171371
creedal,0.21160386502742767,0.23961372673511505,0.35867106914520264,0.18944919109344482,0.21638764441013336,0.3453928232192993,0.2868703007698059,0.28138068318367004,0.16825804114341736,0.265073299407959,0.23692907392978668
hymn,0.21939592063426971,0.13866516947746277,0.24335725605487823,0.3005315959453583,0.13019216060638428,0.3081837296485901,0.15431642532348633,0.1355760246515274,0.17763330042362213,0.23587939143180847,0.15131041407585144
``,0.07174111902713776,-0.029888948425650597,-0.013964727520942688,0.12880288064479828,-0.03174123540520668,0.04839048907160759,0.0555710643529892,0.03770720958709717,0.03220757469534874,-0.011794807389378548,0.0685480609536171
wir,0.050849851220846176,0.051847487688064575,0.17971296608448029,0.06320270150899887,0.9999999403953552,0.35989874601364136,0.09330189228057861,0.12584376335144043,0.4084959328174591,0.31165969371795654,0.07741018384695053
glauben,0.21960005164146423,0.18137714266777039,0.30892646312713623,0.2360619753599167,0.35989874601364136,1.0,0.1494618058204651,0.2593030333518982,0.41949036717414856,0.42330995202064514,0.2820551097393036
all,0.35107192397117615,0.33943864703178406,0.1917443871498108,0.2777915894985199,0.09330189228057861,0.1494618058204651,1.0000001192092896,0.1916661262512207,0.13681229948997498,0.1275164633989334,0.29575422406196594
an,0.33026179671287537,0.22598257660865784,0.10983039438724518,0.22847731411457062,0.12584376335144043,0.2593030333518982,0.1916661262512207,1.0,0.05076559633016586,0.08528294414281845,0.19793890416622162
einen,0.044486161321401596,0.09158175438642502,0.29502439498901367,0.20543332397937775,0.4084959328174591,0.41949036717414856,0.13681229948997498,0.05076559633016586,1.0,0.40487954020500183,0.1817529946565628
gott,0.1010318398475647,0.20073828101158142,0.34552162885665894,0.13894392549991608,0.31165969371795654,0.42330995202064514,0.1275164633989334,0.08528294414281845,0.40487954020500183,1.0,0.21327990293502808
'',-0.07688097655773163,0.01978493109345436,-0.04572787508368492,0.05656430125236511,0.02958100289106369,0.0014285483630374074,-0.05933554098010063,0.09471100568771362,0.03405770659446716,-0.04591268301010132,0.018684765323996544
(,0.2459595799446106,0.18979617953300476,0.1677781045436859,0.1890999674797058,0.21743932366371155,0.33656224608421326,0.28167209029197693,0.286407470703125,0.17697949707508087,0.2943607568740845,0.40561532974243164
``,0.07174111902713776,-0.029888948425650597,-0.013964727520942688,0.12880288064479828,-0.03174123540520668,0.04839048907160759,0.0555710643529892,0.03770720958709717,0.03220757469534874,-0.011794807389378548,0.0685480609536171
we,0.30587899684906006,0.3426455855369568,0.16611410677433014,0.39617079496383667,0.11770862340927124,0.26831522583961487,0.42088499665260315,0.21204566955566406,0.13146671652793884,0.11027625948190689,0.535264790058136
all,0.35107192397117615,0.33943864703178406,0.1917443871498108,0.2777915894985199,0.09330189228057861,0.1494618058204651,1.0000001192092896,0.1916661262512207,0.13681229948997498,0.1275164633989334,0.29575422406196594
believe,0.31716910004615784,0.3557283282279968,0.21247079968452454,0.29328036308288574,0.05219146981835365,0.23919075727462769,0.34866389632225037,0.1984095573425293,0.1129804328083992,0.16823618113994598,0.3329349160194397
