,what,vote,on,a,bill,takes,place,in,stage,3,?
this,0.5489566326141357,0.31675276160240173,0.4193967580795288,0.5422310829162598,0.1531486064195633,0.29303789138793945,0.34875795245170593,0.45205554366111755,0.19488343596458435,0.08524961024522781,0.3155723512172699
stage,0.15168409049510956,0.1152254045009613,0.2387886643409729,0.2036506086587906,0.24478907883167267,0.19530260562896729,0.27504783868789673,0.2011467069387436,1.0000001192092896,-0.011818449012935162,0.14916576445102692
comprises,0.12282794713973999,0.07537230849266052,0.2161005139350891,0.24054153263568878,0.09037372469902039,0.21779832243919373,0.14654409885406494,0.2665193974971771,0.138474240899086,0.005124123301357031,0.037654489278793335
two,0.23363454639911652,0.13658133149147034,0.3205535411834717,0.3289857804775238,0.12127139419317245,0.21971891820430756,0.26965609192848206,0.36463531851768494,0.16211222112178802,-0.07663383334875107,0.19645625352859497
parts,0.3415631353855133,0.08710215985774994,0.26594671607017517,0.2777566909790039,0.13646987080574036,0.1653326153755188,0.240615114569664,0.3282690644264221,0.08190245181322098,0.01697590760886669,0.12310896813869476
:,-0.12022944539785385,0.0251502376049757,-0.06502202153205872,-0.0007584693375974894,-0.05502665415406227,-0.05078181251883507,0.052159421145915985,0.020521078258752823,0.0064022475853562355,-0.14544126391410828,-0.07156077772378922
consideration,0.4204122722148895,0.3773130774497986,0.29157233238220215,0.31926587224006653,0.1992005705833435,0.21778002381324768,0.3252418637275696,0.21963979303836823,0.21149440109729767,0.11974569410085678,0.3967568278312683
of,0.33290785551071167,0.19845709204673767,0.3966929316520691,0.5052502155303955,0.17127205431461334,0.3277401030063629,0.2685627043247223,0.5696388483047485,0.1389172226190567,0.046857766807079315,0.1826142966747284
amendments,0.2351139485836029,0.4353187084197998,0.25287505984306335,0.1911919265985489,0.4210346043109894,0.1110890805721283,0.18891087174415588,0.1798926591873169,0.15964826941490173,-0.005278308410197496,0.2547150254249573
to,0.455847829580307,0.2892617881298065,0.41031414270401,0.45503583550453186,0.17981381714344025,0.29472896456718445,0.3346366882324219,0.45010748505592346,0.1484832912683487,0.09797177463769913,0.29463258385658264
the,0.42745697498321533,0.22779929637908936,0.5107308030128479,0.5829201340675354,0.24155211448669434,0.33578023314476013,0.4179787337779999,0.6662389636039734,0.22652170062065125,0.06283142417669296,0.22068053483963013
bill,0.16425743699073792,0.2394048422574997,0.1958429217338562,0.24716360867023468,0.9999999403953552,0.07184352725744247,0.03826909139752388,0.1447519063949585,0.24478907883167267,-0.023616017773747444,0.12855131924152374
as,0.31749409437179565,0.20532511174678802,0.36047765612602234,0.39550232887268066,0.20273667573928833,0.1749710589647293,0.24125029146671295,0.3887844979763031,0.18075832724571228,0.09568799287080765,0.27043893933296204
a,0.3320399522781372,0.21813347935676575,0.3848365545272827,1.0,0.24716360867023468,0.3491862416267395,0.3079278767108917,0.539380669593811,0.2036506086587906,0.08904784172773361,0.23916715383529663
general,0.24928055703639984,0.19901829957962036,0.18019753694534302,0.2157215178012848,0.12092206627130508,0.12664270401000977,0.16754250228405,0.259066641330719,0.07193143665790558,0.06449693441390991,0.1972234547138214
debate,0.2918691337108612,0.34903261065483093,0.24143950641155243,0.22831885516643524,0.20622819662094116,0.1667727530002594,0.2420189529657364,0.1971871554851532,0.17446625232696533,0.07161678373813629,0.227684885263443
",",0.3087472915649414,0.27201512455940247,0.49057599902153015,0.427140474319458,0.2472437173128128,0.2755669057369232,0.34068408608436584,0.5201468467712402,0.2630990147590637,0.02255268208682537,0.31091248989105225
and,0.31309178471565247,0.1828758865594864,0.4077630043029785,0.3739250600337982,0.24696701765060425,0.24057942628860474,0.2813849449157715,0.4954058527946472,0.17654182016849518,0.07610447704792023,0.20544172823429108
a,0.3320399522781372,0.21813347935676575,0.3848365545272827,1.0,0.24716360867023468,0.3491862416267395,0.3079278767108917,0.539380669593811,0.2036506086587906,0.08904784172773361,0.23916715383529663
final,0.20972409844398499,0.20671021938323975,0.20678670704364777,0.24625235795974731,0.18517553806304932,0.27236485481262207,0.27780258655548096,0.25512343645095825,0.26697930693626404,0.011106045916676521,0.17315025627613068
vote,0.30723845958709717,1.0,0.23685438930988312,0.21813347935676575,0.2394048422574997,0.14836646616458893,0.2233535349369049,0.21458156406879425,0.1152254045009613,0.05412464961409569,0.2888886630535126
on,0.34226128458976746,0.23685438930988312,0.9999999403953552,0.3848365545272827,0.1958429217338562,0.20189763605594635,0.32431602478027344,0.46853652596473694,0.2387886643409729,0.08950094133615494,0.2714994251728058
the,0.42745697498321533,0.22779929637908936,0.5107308030128479,0.5829201340675354,0.24155211448669434,0.33578023314476013,0.4179787337779999,0.6662389636039734,0.22652170062065125,0.06283142417669296,0.22068053483963013
bill,0.16425743699073792,0.2394048422574997,0.1958429217338562,0.24716360867023468,0.9999999403953552,0.07184352725744247,0.03826909139752388,0.1447519063949585,0.24478907883167267,-0.023616017773747444,0.12855131924152374
.,0.3567904531955719,0.27672019600868225,0.49257001280784607,0.50484299659729,0.2289014607667923,0.23161891102790833,0.2844318151473999,0.5591574311256409,0.19994208216667175,0.043593376874923706,0.4130953550338745
