,what,do,apicoplasts,synthesize,?
plant,0.23371253907680511,0.19011136889457703,0.5089994072914124,0.3077591061592102,0.16613075137138367
chloroplasts,0.2524593770503998,0.2621478736400604,0.8000515699386597,0.4822883903980255,0.13049766421318054
provide,0.27049049735069275,0.36434707045555115,0.2687472999095917,0.24011027812957764,0.22704634070396423
plant,0.23371253907680511,0.19011136889457703,0.5089994072914124,0.3077591061592102,0.16613075137138367
cells,0.1758001297712326,0.2676107585430145,0.5733479857444763,0.36243006587028503,0.1898086667060852
with,0.2464839518070221,0.23744353652000427,0.2614448666572571,0.18763507902622223,0.2433311939239502
many,0.36131182312965393,0.38738366961479187,0.33409643173217773,0.18260131776332855,0.2124512493610382
important,0.31164905428886414,0.3145715296268463,0.2477792352437973,0.21815218031406403,0.17812499403953552
things,0.5577362775802612,0.46146175265312195,0.35026612877845764,0.23464280366897583,0.36181706190109253
besides,0.34577304124832153,0.3512936532497406,0.2647368311882019,0.16177554428577423,0.28698742389678955
sugar,0.19485929608345032,0.2003861665725708,0.31950172781944275,0.25967347621917725,0.12463535368442535
",",0.3087472915649414,0.3283645510673523,0.2824283540248871,0.20902636647224426,0.31091248989105225
and,0.31309178471565247,0.276123583316803,0.2743526101112366,0.18863065540790558,0.20544172823429108
apicoplasts,0.24510204792022705,0.3295711278915405,0.9999999403953552,0.43388357758522034,0.20021182298660278
are,0.29724663496017456,0.41111594438552856,0.4043741226196289,0.22041600942611694,0.24591213464736938
no,0.339326947927475,0.3198779225349426,0.20394599437713623,0.15921680629253387,0.32165053486824036
different—they,0.4444672465324402,0.41392266750335693,0.4730694591999054,0.3570692241191864,0.31527286767959595
synthesize,0.2505638301372528,0.23457713425159454,0.43388357758522034,1.0000001192092896,0.20040832459926605
fatty,0.17681722342967987,0.22232666611671448,0.3973425626754761,0.35881248116493225,0.1798095852136612
acids,0.16600719094276428,0.2470664530992508,0.4848000109195709,0.476847380399704,0.179454505443573
",",0.3087472915649414,0.3283645510673523,0.2824283540248871,0.20902636647224426,0.31091248989105225
isopentenyl,0.3112272620201111,0.36526304483413696,0.4393073618412018,0.4630107581615448,0.3912103772163391
pyrophosphate,0.19770300388336182,0.2997159957885742,0.5581603050231934,0.4913879334926605,0.13726739585399628
",",0.3087472915649414,0.3283645510673523,0.2824283540248871,0.20902636647224426,0.31091248989105225
iron-sulfur,0.21910995244979858,0.2063218057155609,0.32784131169319153,0.3937000632286072,0.21940094232559204
clusters,0.1337309032678604,0.13497324287891388,0.44266852736473083,0.21532443165779114,0.11466313153505325
",",0.3087472915649414,0.3283645510673523,0.2824283540248871,0.20902636647224426,0.31091248989105225
and,0.31309178471565247,0.276123583316803,0.2743526101112366,0.18863065540790558,0.20544172823429108
carry,0.22239743173122406,0.3395760953426361,0.31114792823791504,0.17117677628993988,0.17171701788902283
out,0.3633197546005249,0.30558764934539795,0.22221322357654572,0.14582028985023499,0.22020699083805084
part,0.3476244807243347,0.22510087490081787,0.27018222212791443,0.1866295337677002,0.08557961881160736
of,0.33290785551071167,0.26150479912757874,0.3031938970088959,0.15991808474063873,0.1826142966747284
the,0.42745697498321533,0.30239659547805786,0.29163286089897156,0.14968471229076385,0.22068053483963013
heme,0.12436074763536453,0.14974020421504974,0.4151076674461365,0.25650832056999207,0.18103154003620148
pathway,0.24952521920204163,0.2262427806854248,0.41328686475753784,0.41688641905784607,0.14858829975128174
.,0.3567904531955719,0.3613996207714081,0.28695741295814514,0.22552771866321564,0.4130953550338745
