,what,lies,between,l,and,p,that,prevents,a,definitive,determination,of,the,relationship,between,l,and,p,?
similarly,0.2804308831691742,0.13923674821853638,0.26334142684936523,0.14890368282794952,0.3685162663459778,0.0860581174492836,0.4188553988933563,0.2919904887676239,0.35854077339172363,0.23850169777870178,0.3177400529384613,0.29464200139045715,0.33859682083129883,0.263460636138916,0.26334142684936523,0.14890368282794952,0.3685162663459778,0.0860581174492836,0.23036029934883118
",",0.3087472915649414,0.26650306582450867,0.27714940905570984,0.2714451849460602,0.6633074283599854,0.291064590215683,0.4137537479400635,0.19073960185050964,0.427140474319458,0.22954121232032776,0.22005055844783783,0.4946078956127167,0.4933079481124878,0.23936419188976288,0.27714940905570984,0.2714451849460602,0.6633074283599854,0.291064590215683,0.31091248989105225
it,0.45803478360176086,0.26676133275032043,0.311247855424881,0.15249915421009064,0.40957894921302795,0.14431746304035187,0.5921133160591125,0.23874956369400024,0.5452592968940735,0.3049378991127014,0.23243558406829834,0.38761502504348755,0.6251175999641418,0.23314040899276733,0.311247855424881,0.15249915421009064,0.40957894921302795,0.14431746304035187,0.25732165575027466
is,0.28837618231773376,0.38107678294181824,0.26809602975845337,0.18223042786121368,0.3859752118587494,0.11757151037454605,0.3995479643344879,0.26185330748558044,0.658733606338501,0.24800565838813782,0.2626546323299408,0.4854315221309662,0.5823672413825989,0.22806847095489502,0.26809602975845337,0.18223042786121368,0.3859752118587494,0.11757151037454605,0.22961433231830597
not,0.5449194312095642,0.18103176355361938,0.18732105195522308,0.0853256806731224,0.39099299907684326,0.18450647592544556,0.6600887179374695,0.37253913283348083,0.3791346549987793,0.2846515476703644,0.3541005551815033,0.3307090103626251,0.4310511648654938,0.2483322024345398,0.18732105195522308,0.0853256806731224,0.39099299907684326,0.18450647592544556,0.41942933201789856
known,0.20381177961826324,0.19975663721561432,0.19939005374908447,0.14100603759288788,0.3468935489654541,0.14122170209884644,0.20813259482383728,0.18303099274635315,0.30882248282432556,0.24804139137268066,0.21307584643363953,0.35814476013183594,0.3624623417854309,0.18717947602272034,0.19939005374908447,0.14100603759288788,0.3468935489654541,0.14122170209884644,0.18314571678638458
if,0.5277165174484253,0.14379246532917023,0.21807901561260223,0.08853445202112198,0.3498523235321045,0.17701710760593414,0.5634250640869141,0.35805845260620117,0.41272827982902527,0.3082600235939026,0.34434500336647034,0.2557544410228729,0.33724796772003174,0.20794260501861572,0.21807901561260223,0.08853445202112198,0.3498523235321045,0.17701710760593414,0.4441644251346588
l,0.053181253373622894,0.14245104789733887,0.14240337908267975,1.0000001192092896,0.2232794463634491,0.30408549308776855,0.11878139525651932,0.10709694027900696,0.21869225800037384,0.12428178638219833,0.14659105241298676,0.1817270964384079,0.18770581483840942,0.10586825758218765,0.14240337908267975,1.0000001192092896,0.2232794463634491,0.30408549308776855,0.10803938657045364
(,0.2411840260028839,0.19018243253231049,0.23924681544303894,0.2328861951828003,0.4862271547317505,0.28021711111068726,0.2264307141304016,0.16128507256507874,0.3206180930137634,0.21599432826042175,0.182867631316185,0.35032153129577637,0.33289089798927307,0.15291789174079895,0.23924681544303894,0.2328861951828003,0.4862271547317505,0.28021711111068726,0.40561532974243164
the,0.42745697498321533,0.3383781313896179,0.39067012071609497,0.18770581483840942,0.5171257257461548,0.16481639444828033,0.5473989248275757,0.3293589949607849,0.5829201340675354,0.24077510833740234,0.34492117166519165,0.733189046382904,1.0,0.21018025279045105,0.39067012071609497,0.18770581483840942,0.5171257257461548,0.16481639444828033,0.22068053483963013
set,0.28954121470451355,0.15584805607795715,0.21248877048492432,0.07017737627029419,0.27649927139282227,0.12864716351032257,0.2916346788406372,0.18485797941684723,0.2540091574192047,0.2449946105480194,0.22404558956623077,0.20671486854553223,0.2927955985069275,0.15669091045856476,0.21248877048492432,0.07017737627029419,0.27649927139282227,0.12864716351032257,0.1698019951581955
of,0.33290785551071167,0.28165045380592346,0.3737983703613281,0.1817270964384079,0.5116966962814331,0.18174134194850922,0.41498205065727234,0.26218757033348083,0.5052502155303955,0.2731965482234955,0.3005902171134949,1.0,0.733189046382904,0.22000651061534882,0.3737983703613281,0.1817270964384079,0.5116966962814331,0.18174134194850922,0.1826142966747284
all,0.41981086134910583,0.15752193331718445,0.22774523496627808,0.16879071295261383,0.4542157053947449,0.1652599275112152,0.53305584192276,0.27720820903778076,0.2696802616119385,0.22833795845508575,0.2840520143508911,0.42798417806625366,0.4860881567001343,0.19351141154766083,0.22774523496627808,0.16879071295261383,0.4542157053947449,0.1652599275112152,0.29575422406196594
problems,0.3306994140148163,0.14054884016513824,0.2324794977903366,0.10165426135063171,0.285793662071228,0.1230422630906105,0.3758413791656494,0.3628878891468048,0.21523453295230865,0.23132669925689697,0.2407541424036026,0.2450421154499054,0.2659202516078949,0.3387733995914459,0.2324794977903366,0.10165426135063171,0.285793662071228,0.1230422630906105,0.2638136148452759
that,0.6297725439071655,0.2117588073015213,0.299440860748291,0.11878139525651932,0.4731321930885315,0.15546166896820068,1.0,0.3700583577156067,0.47537946701049805,0.3322313725948334,0.3448426425457001,0.41498205065727234,0.5473989248275757,0.33911964297294617,0.299440860748291,0.11878139525651932,0.4731321930885315,0.15546166896820068,0.32716336846351624
can,0.34502777457237244,0.1192413941025734,0.23827335238456726,0.13262878358364105,0.3675691485404968,0.15593776106834412,0.4522190988063812,0.3947858214378357,0.3915780484676361,0.23967395722866058,0.2800792455673218,0.2603091299533844,0.312528520822525,0.1539314240217209,0.23827335238456726,0.13262878358364105,0.3675691485404968,0.15593776106834412,0.3226337134838104
be,0.3929833769798279,0.12912322580814362,0.2079806923866272,0.13495628535747528,0.41766801476478577,0.12313798069953918,0.6036020517349243,0.3687707185745239,0.39883795380592346,0.30388200283050537,0.30704906582832336,0.33904364705085754,0.4248143136501312,0.22063963115215302,0.2079806923866272,0.13495628535747528,0.41766801476478577,0.12313798069953918,0.3324260413646698
solved,0.247396320104599,0.17083995044231415,0.22921574115753174,0.1327025443315506,0.20209883153438568,0.18734224140644073,0.32926955819129944,0.19456690549850464,0.18525584042072296,0.18176080286502838,0.28522226214408875,0.17960071563720703,0.21140827238559723,0.30540159344673157,0.22921574115753174,0.1327025443315506,0.20209883153438568,0.18734224140644073,0.2692696750164032
in,0.30808621644973755,0.27506011724472046,0.41100412607192993,0.20132999122142792,0.4954058527946472,0.10853569954633713,0.435920387506485,0.17510715126991272,0.539380669593811,0.1850643754005432,0.24502035975456238,0.5696388483047485,0.6662389636039734,0.20233847200870514,0.41100412607192993,0.20132999122142792,0.4954058527946472,0.10853569954633713,0.20430970191955566
logarithmic,0.23448531329631805,0.13289213180541992,0.23633833229541779,0.15284618735313416,0.17867621779441833,0.18974214792251587,0.27547046542167664,0.23145121335983276,0.2678751051425934,0.2741374373435974,0.33649376034736633,0.24869036674499512,0.19849702715873718,0.2795816659927368,0.23633833229541779,0.15284618735313416,0.17867621779441833,0.18974214792251587,0.2397754192352295
space,0.20525942742824554,0.09264419972896576,0.17911486327648163,0.16587825119495392,0.22901733219623566,0.17297589778900146,0.2368461638689041,0.18845349550247192,0.20296213030815125,0.10742965340614319,0.19995132088661194,0.21300287544727325,0.24495907127857208,0.14220720529556274,0.17911486327648163,0.16587825119495392,0.22901733219623566,0.17297589778900146,0.1885536164045334
),0.26259949803352356,0.19229646027088165,0.2502231299877167,0.24393987655639648,0.4961937665939331,0.26532381772994995,0.23478686809539795,0.16636395454406738,0.3640355169773102,0.2240941971540451,0.17304274439811707,0.3680361211299896,0.3456730246543884,0.16473416984081268,0.2502231299877167,0.24393987655639648,0.4961937665939331,0.26532381772994995,0.42300865054130554
is,0.28837618231773376,0.38107678294181824,0.26809602975845337,0.18223042786121368,0.3859752118587494,0.11757151037454605,0.3995479643344879,0.26185330748558044,0.658733606338501,0.24800565838813782,0.2626546323299408,0.4854315221309662,0.5823672413825989,0.22806847095489502,0.26809602975845337,0.18223042786121368,0.3859752118587494,0.11757151037454605,0.22961433231830597
strictly,0.2703031599521637,0.09996970742940903,0.13501861691474915,0.1264687329530716,0.2713325321674347,0.1115163117647171,0.36408135294914246,0.23591026663780212,0.24242308735847473,0.2032874971628189,0.32487455010414124,0.1883901208639145,0.24418626725673676,0.2334742248058319,0.13501861691474915,0.1264687329530716,0.2713325321674347,0.1115163117647171,0.20292048156261444
contained,0.18997789919376373,0.2650233209133148,0.2030835598707199,0.09740065038204193,0.3102993071079254,0.1349617838859558,0.32780370116233826,0.2735412120819092,0.301316499710083,0.2578773498535156,0.27759069204330444,0.37918418645858765,0.31440216302871704,0.1364859938621521,0.2030835598707199,0.09740065038204193,0.3102993071079254,0.1349617838859558,0.171995609998703
in,0.30808621644973755,0.27506011724472046,0.41100412607192993,0.20132999122142792,0.4954058527946472,0.10853569954633713,0.435920387506485,0.17510715126991272,0.539380669593811,0.1850643754005432,0.24502035975456238,0.5696388483047485,0.6662389636039734,0.20233847200870514,0.41100412607192993,0.20132999122142792,0.4954058527946472,0.10853569954633713,0.20430970191955566
p,0.18586504459381104,0.11728662997484207,0.13939055800437927,0.30408549308776855,0.198231041431427,1.0,0.15546166896820068,0.018792249262332916,0.15866722166538239,0.13271667063236237,0.17662423849105835,0.18174134194850922,0.16481639444828033,0.11486398428678513,0.13939055800437927,0.30408549308776855,0.198231041431427,1.0,0.20840544998645782
or,0.33867141604423523,0.1744021326303482,0.22536349296569824,0.15560133755207062,0.4713204801082611,0.1296345591545105,0.4729836881160736,0.42041465640068054,0.48853766918182373,0.2337007224559784,0.3223434090614319,0.3792596757411957,0.4174870550632477,0.12278161197900772,0.22536349296569824,0.15560133755207062,0.4713204801082611,0.1296345591545105,0.32389625906944275
equal,0.2397335022687912,0.10410461574792862,0.24162505567073822,0.1542811244726181,0.26747193932533264,0.13015535473823547,0.32840782403945923,0.19746960699558258,0.22565314173698425,0.2455996572971344,0.30824369192123413,0.2787107825279236,0.21154357492923737,0.23122231662273407,0.24162505567073822,0.1542811244726181,0.26747193932533264,0.13015535473823547,0.15421567857265472
to,0.455847829580307,0.20252260565757751,0.3639189600944519,0.13000278174877167,0.48971283435821533,0.14269764721393585,0.5436353087425232,0.3236422538757324,0.45503583550453186,0.2443135678768158,0.28815507888793945,0.41548454761505127,0.535392165184021,0.25194117426872253,0.3639189600944519,0.13000278174877167,0.48971283435821533,0.14269764721393585,0.29463258385658264
p.,0.07387562096118927,0.051120758056640625,0.09663451462984085,0.17538222670555115,0.1284850388765335,0.04494840279221535,0.08159788697957993,0.09992009401321411,-0.013926254585385323,0.19948789477348328,0.14671538770198822,0.008003096096217632,0.00706930598244071,0.18476331233978271,0.09663451462984085,0.17538222670555115,0.1284850388765335,0.04494840279221535,0.11662347614765167
again,0.3921525180339813,0.1002591922879219,0.20258280634880066,0.04810541123151779,0.34503087401390076,0.10218457132577896,0.3886644244194031,0.21073362231254578,0.3266791105270386,0.1682412475347519,0.18084943294525146,0.24152639508247375,0.4104243218898773,0.19844824075698853,0.20258280634880066,0.04810541123151779,0.34503087401390076,0.10218457132577896,0.2679590880870819
",",0.3087472915649414,0.26650306582450867,0.27714940905570984,0.2714451849460602,0.6633074283599854,0.291064590215683,0.4137537479400635,0.19073960185050964,0.427140474319458,0.22954121232032776,0.22005055844783783,0.4946078956127167,0.4933079481124878,0.23936419188976288,0.27714940905570984,0.2714451849460602,0.6633074283599854,0.291064590215683,0.31091248989105225
there,0.35085538029670715,0.23665164411067963,0.37209540605545044,0.1321951150894165,0.4242868423461914,0.08984465152025223,0.6006520986557007,0.27329593896865845,0.4214206337928772,0.22645597159862518,0.18198244273662567,0.44397735595703125,0.47025805711746216,0.16667471826076508,0.37209540605545044,0.1321951150894165,0.4242868423461914,0.08984465152025223,0.29405656456947327
are,0.29724663496017456,0.23327898979187012,0.2766000032424927,0.1573498249053955,0.48576638102531433,0.0965256616473198,0.45265161991119385,0.32416895031929016,0.265255331993103,0.2034347802400589,0.23288902640342712,0.39081433415412903,0.40399202704429626,0.13166306912899017,0.2766000032424927,0.1573498249053955,0.48576638102531433,0.0965256616473198,0.24591213464736938
many,0.36131182312965393,0.11288461834192276,0.29423660039901733,0.1558690071105957,0.5296266674995422,0.10583154857158661,0.5391656160354614,0.2837643027305603,0.2872205972671509,0.1965653896331787,0.23252332210540771,0.37253960967063904,0.4335206151008606,0.2436794638633728,0.29423660039901733,0.1558690071105957,0.5296266674995422,0.10583154857158661,0.2124512493610382
complexity,0.33747240900993347,0.08717375993728638,0.17702509462833405,0.14342622458934784,0.2520415782928467,0.2279624342918396,0.3234518766403198,0.2549144923686981,0.27206721901893616,0.38886868953704834,0.363372802734375,0.23338180780410767,0.21171598136425018,0.325389564037323,0.17702509462833405,0.14342622458934784,0.2520415782928467,0.2279624342918396,0.23062916100025177
classes,0.20746955275535583,0.08340571075677872,0.24480338394641876,0.0897289589047432,0.2892279624938965,0.15806759893894196,0.281128466129303,0.15994788706302643,0.25567445158958435,0.18791231513023376,0.22527813911437988,0.19099700450897217,0.21469499170780182,0.20431296527385712,0.24480338394641876,0.0897289589047432,0.2892279624938965,0.15806759893894196,0.14397528767585754
between,0.2462156116962433,0.2643158435821533,0.9999999403953552,0.14240337908267975,0.40645647048950195,0.13939055800437927,0.299440860748291,0.2096945345401764,0.29385313391685486,0.15030083060264587,0.2762230336666107,0.3737983703613281,0.39067012071609497,0.3674123287200928,0.9999999403953552,0.14240337908267975,0.40645647048950195,0.13939055800437927,0.12887074053287506
the,0.42745697498321533,0.3383781313896179,0.39067012071609497,0.18770581483840942,0.5171257257461548,0.16481639444828033,0.5473989248275757,0.3293589949607849,0.5829201340675354,0.24077510833740234,0.34492117166519165,0.733189046382904,1.0,0.21018025279045105,0.39067012071609497,0.18770581483840942,0.5171257257461548,0.16481639444828033,0.22068053483963013
two,0.23363454639911652,0.1447102576494217,0.4709945023059845,0.10488928854465485,0.4671151638031006,0.16460318863391876,0.3858162462711334,0.19016607105731964,0.3289857804775238,0.14196182787418365,0.23858855664730072,0.37726253271102905,0.43858039379119873,0.25299593806266785,0.4709945023059845,0.10488928854465485,0.4671151638031006,0.16460318863391876,0.19645625352859497
",",0.3087472915649414,0.26650306582450867,0.27714940905570984,0.2714451849460602,0.6633074283599854,0.291064590215683,0.4137537479400635,0.19073960185050964,0.427140474319458,0.22954121232032776,0.22005055844783783,0.4946078956127167,0.4933079481124878,0.23936419188976288,0.27714940905570984,0.2714451849460602,0.6633074283599854,0.291064590215683,0.31091248989105225
such,0.23989605903625488,0.05133890360593796,0.17754530906677246,0.1489139199256897,0.44540345668792725,0.12065056711435318,0.4479874074459076,0.34670135378837585,0.2706976532936096,0.2426476776599884,0.28342369198799133,0.3209529519081116,0.3575236201286316,0.16115595400333405,0.17754530906677246,0.1489139199256897,0.44540345668792725,0.12065056711435318,0.17851735651493073
as,0.31749409437179565,0.130440354347229,0.22009976208209991,0.195956751704216,0.49487000703811646,0.1706937700510025,0.4735107421875,0.2843379080295563,0.39550232887268066,0.2611907124519348,0.33247971534729004,0.3886612355709076,0.48381632566452026,0.2814804017543793,0.22009976208209991,0.195956751704216,0.49487000703811646,0.1706937700510025,0.27043893933296204
nl,0.22163839638233185,0.06667812913656235,0.13866038620471954,0.1349189728498459,0.14796419441699982,0.15879639983177185,0.16709959506988525,0.09574230015277863,0.1839810311794281,0.15446239709854126,0.1352086067199707,0.1477060317993164,0.22028346359729767,0.008378815837204456,0.13866038620471954,0.1349189728498459,0.14796419441699982,0.15879639983177185,0.2914738655090332
and,0.31309178471565247,0.2703603208065033,0.40645647048950195,0.2232794463634491,1.0,0.198231041431427,0.4731321930885315,0.2817623019218445,0.3739250600337982,0.17420953512191772,0.2563013732433319,0.5116966962814331,0.5171257257461548,0.3086830675601959,0.40645647048950195,0.2232794463634491,1.0,0.198231041431427,0.20544172823429108
nc,0.15436547994613647,0.20468682050704956,0.07921214401721954,0.17307205498218536,0.11925461143255234,0.1330573409795761,0.1291745901107788,0.16909503936767578,0.12530776858329773,0.22040706872940063,0.17017178237438202,0.1582258641719818,0.17021754384040833,0.11247304081916809,0.07921214401721954,0.17307205498218536,0.11925461143255234,0.1330573409795761,0.1283540427684784
",",0.3087472915649414,0.26650306582450867,0.27714940905570984,0.2714451849460602,0.6633074283599854,0.291064590215683,0.4137537479400635,0.19073960185050964,0.427140474319458,0.22954121232032776,0.22005055844783783,0.4946078956127167,0.4933079481124878,0.23936419188976288,0.27714940905570984,0.2714451849460602,0.6633074283599854,0.291064590215683,0.31091248989105225
and,0.31309178471565247,0.2703603208065033,0.40645647048950195,0.2232794463634491,1.0,0.198231041431427,0.4731321930885315,0.2817623019218445,0.3739250600337982,0.17420953512191772,0.2563013732433319,0.5116966962814331,0.5171257257461548,0.3086830675601959,0.40645647048950195,0.2232794463634491,1.0,0.198231041431427,0.20544172823429108
it,0.45803478360176086,0.26676133275032043,0.311247855424881,0.15249915421009064,0.40957894921302795,0.14431746304035187,0.5921133160591125,0.23874956369400024,0.5452592968940735,0.3049378991127014,0.23243558406829834,0.38761502504348755,0.6251175999641418,0.23314040899276733,0.311247855424881,0.15249915421009064,0.40957894921302795,0.14431746304035187,0.25732165575027466
