,what,is,the,name,of,the,scheme,that,provides,tuition,and,fee,assistance,to,students,due,to,excess,enrollment,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.2092045247554779,0.5473989248275757,0.29657405614852905,0.22994613647460938,0.5171257257461548,0.17181991040706635,0.19771957397460938,0.535392165184021,0.25268980860710144,0.22577603161334991,0.535392165184021,0.21619649231433868,0.25726771354675293,0.22068053483963013
education,0.19940856099128723,0.18778188526630402,0.23982903361320496,0.12445342540740967,0.3015166223049164,0.23982903361320496,0.18441125750541687,0.1599552482366562,0.35245606303215027,0.5783349871635437,0.308173805475235,0.26457762718200684,0.3288648724555969,0.2626708149909973,0.5498206615447998,0.14094328880310059,0.2626708149909973,0.113260917365551,0.5524454712867737,0.18067774176597595
service,0.16857224702835083,0.15705204010009766,0.22661015391349792,0.16454491019248962,0.18425606191158295,0.22661015391349792,0.18748190999031067,0.24765339493751526,0.4105035662651062,0.3207456171512604,0.24532052874565125,0.27243733406066895,0.31688275933265686,0.24411341547966003,0.20469336211681366,0.17099058628082275,0.24411341547966003,0.13596764206886292,0.21462993323802948,0.1676298975944519
contracting,0.2756916880607605,0.20132382214069366,0.2827729284763336,0.1616663783788681,0.23802630603313446,0.2827729284763336,0.34885892271995544,0.32888296246528625,0.2972043454647064,0.3710247576236725,0.23179253935813904,0.3413606286048889,0.30497103929519653,0.31779366731643677,0.15388260781764984,0.2754400372505188,0.31779366731643677,0.4143024682998657,0.22067731618881226,0.1360260248184204
scheme,0.21851381659507751,0.1902938038110733,0.2092045247554779,0.1636268049478531,0.1845000684261322,0.2092045247554779,1.0,0.2747192084789276,0.23307809233665466,0.2618783712387085,0.17072048783302307,0.2017907202243805,0.13265573978424072,0.2549808621406555,0.13376478850841522,0.18359635770320892,0.2549808621406555,0.23740576207637787,0.17803043127059937,0.1909208595752716
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.1845000684261322,0.41498205065727234,0.3119201064109802,0.28940895199775696,0.5116966962814331,0.14403757452964783,0.17943856120109558,0.41548454761505127,0.25513339042663574,0.2533245384693146,0.41548454761505127,0.23833632469177246,0.28188642859458923,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.2092045247554779,0.5473989248275757,0.29657405614852905,0.22994613647460938,0.5171257257461548,0.17181991040706635,0.19771957397460938,0.535392165184021,0.25268980860710144,0.22577603161334991,0.535392165184021,0.21619649231433868,0.25726771354675293,0.22068053483963013
government,0.28074538707733154,0.20343491435050964,0.31798112392425537,0.12998923659324646,0.3475167155265808,0.31798112392425537,0.20600472390651703,0.29558056592941284,0.19197691977024078,0.40669986605644226,0.2859337627887726,0.2837825119495392,0.20966781675815582,0.28343796730041504,0.2784397602081299,0.13459475338459015,0.28343796730041504,0.1706409901380539,0.22702579200267792,0.18851417303085327
provides,0.16175243258476257,0.3195696473121643,0.29657405614852905,0.10845465213060379,0.3119201064109802,0.29657405614852905,0.23307809233665466,0.30973124504089355,1.0000001192092896,0.35416463017463684,0.28077030181884766,0.2714555561542511,0.3251853883266449,0.2667657732963562,0.22149762511253357,0.18771933019161224,0.2667657732963562,0.2871614694595337,0.23871362209320068,0.1500944346189499
financial,0.1900392472743988,0.1937110424041748,0.29952070116996765,0.14115868508815765,0.30178552865982056,0.29952070116996765,0.17887623608112335,0.2712239921092987,0.3292458951473236,0.44269266724586487,0.26681631803512573,0.29111605882644653,0.33121317625045776,0.27715611457824707,0.2152647078037262,0.27337098121643066,0.27715611457824707,0.24508528411388397,0.31935515999794006,0.06444920599460602
assistance,0.21387380361557007,0.09867464005947113,0.19771957397460938,0.10639197379350662,0.17943856120109558,0.19771957397460938,0.13265573978424072,0.18657374382019043,0.3251853883266449,0.3353382647037506,0.2802697718143463,0.23484095931053162,1.0,0.30718302726745605,0.2888839542865753,0.1599866896867752,0.30718302726745605,0.1800803244113922,0.27307844161987305,0.14602699875831604
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.2187429666519165,0.4137635827064514,0.39385566115379333,0.3458143174648285,0.5064792633056641,0.27223673462867737,0.334347665309906,0.4451248347759247,0.2460945099592209,0.2363993525505066,0.4451248347759247,0.2080860137939453,0.2210308313369751,0.264628142118454
tuition,0.2307644784450531,0.20473599433898926,0.22994613647460938,0.09517870098352432,0.28940895199775696,0.22994613647460938,0.2618783712387085,0.29087379574775696,0.35416463017463684,1.0000001192092896,0.28055885434150696,0.46706148982048035,0.3353382647037506,0.28630971908569336,0.5524235367774963,0.21632975339889526,0.28630971908569336,0.2891692817211151,0.6320542097091675,0.2023361474275589
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.17072048783302307,0.4731321930885315,0.28077030181884766,0.28055885434150696,1.0,0.179038405418396,0.2802697718143463,0.48971283435821533,0.28111961483955383,0.3082410395145416,0.48971283435821533,0.20399294793605804,0.2659323513507843,0.20544172823429108
other,0.341873437166214,0.25895947217941284,0.44152235984802246,0.20388714969158173,0.38583824038505554,0.44152235984802246,0.09366074949502945,0.5570666193962097,0.22957876324653625,0.27773067355155945,0.5504306554794312,0.1881384551525116,0.21086163818836212,0.4193183183670044,0.2421206384897232,0.2065928727388382,0.4193183183670044,0.18096379935741425,0.1987684667110443,0.24682199954986572
school,0.18774057924747467,0.19488026201725006,0.22953221201896667,0.15128786861896515,0.2391800880432129,0.22953221201896667,0.17218337953090668,0.2190830111503601,0.16490787267684937,0.4018059968948364,0.2752758264541626,0.20987410843372345,0.19432353973388672,0.24496325850486755,0.6345757842063904,0.14914587140083313,0.24496325850486755,0.0990675836801529,0.5377652049064636,0.15091250836849213
fees,0.19752082228660583,0.12863782048225403,0.22297759354114532,0.1211325153708458,0.15170428156852722,0.22297759354114532,0.23577852547168732,0.24909403920173645,0.3076768219470978,0.6226863265037537,0.23771890997886658,0.7176975011825562,0.2640393376350403,0.27193203568458557,0.43046268820762634,0.16904494166374207,0.27193203568458557,0.26024672389030457,0.40740081667900085,0.18385712802410126
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.1845000684261322,0.41498205065727234,0.3119201064109802,0.28940895199775696,0.5116966962814331,0.14403757452964783,0.17943856120109558,0.41548454761505127,0.25513339042663574,0.2533245384693146,0.41548454761505127,0.23833632469177246,0.28188642859458923,0.1826142966747284
students,0.2380729615688324,0.2124544233083725,0.25268980860710144,0.10358775407075882,0.25513339042663574,0.25268980860710144,0.13376478850841522,0.2510627210140228,0.22149762511253357,0.5524235367774963,0.28111961483955383,0.29114916920661926,0.2888839542865753,0.2905822694301605,1.0,0.13652852177619934,0.2905822694301605,0.08593293279409409,0.5965980887413025,0.18017297983169556
