,how,much,was,the,1994,earthquake,estimated,to,have,cost,?
it,0.36714982986450195,0.48116767406463623,0.4577186405658722,0.6251175999641418,0.02145816758275032,0.23454011976718903,0.22731517255306244,0.513711154460907,0.40974161028862,0.232465922832489,0.25732165575027466
caused,0.29737183451652527,0.2758535146713257,0.25113144516944885,0.24990202486515045,0.036817844957113266,0.3355231285095215,0.35893845558166504,0.2414499819278717,0.3129173517227173,0.2964300811290741,0.20679491758346558
the,0.33890387415885925,0.35023224353790283,0.48711544275283813,1.0,-0.03378653898835182,0.23442360758781433,0.29184040427207947,0.535392165184021,0.40389683842658997,0.23177006840705872,0.22068053483963013
most,0.311336874961853,0.4205867648124695,0.29933857917785645,0.47635307908058167,-0.016082359477877617,0.19002923369407654,0.2743355333805084,0.321603000164032,0.44364631175994873,0.2543320953845978,0.2107497900724411
property,0.21214880049228668,0.187702476978302,0.14319737255573273,0.2061677873134613,-0.016510535031557083,0.14119315147399902,0.23780450224876404,0.26292115449905396,0.21833796799182892,0.3191364109516144,0.16865147650241852
damage,0.24169136583805084,0.31233304738998413,0.18585361540317535,0.2545957863330841,0.047214824706315994,0.4076651632785797,0.34408220648765564,0.23714354634284973,0.3143497705459595,0.3682907819747925,0.2121051400899887
of,0.2480744868516922,0.2671096920967102,0.4069072902202606,0.733189046382904,-0.07057395577430725,0.2380685806274414,0.30473583936691284,0.41548454761505127,0.3802283704280853,0.23332229256629944,0.1826142966747284
any,0.38858675956726074,0.46881723403930664,0.22746296226978302,0.4525727927684784,0.010141977109014988,0.1409754902124405,0.22747769951820374,0.46410247683525085,0.5329707860946655,0.2637203633785248,0.4113408327102661
earthquake,0.1558779627084732,0.15286390483379364,0.23470327258110046,0.23442360758781433,0.0531698539853096,1.0,0.31325438618659973,0.14503325521945953,0.1649673730134964,0.27468839287757874,0.1966235339641571
in,0.2601168751716614,0.2725222110748291,0.45514053106307983,0.6662389636039734,0.007567534223198891,0.254849374294281,0.2508986294269562,0.45010748505592346,0.36843645572662354,0.25200018286705017,0.20430970191955566
u.s.,0.08785518258810043,0.020610811188817024,0.06837434321641922,0.06592652946710587,0.09127376228570938,0.008743653073906898,-0.00517821591347456,0.09732837975025177,0.02077469229698181,0.024254169315099716,0.07886100560426712
history,0.28613850474357605,0.2628108263015747,0.25589004158973694,0.33215048909187317,0.06372920423746109,0.18615040183067322,0.17235012352466583,0.24226762354373932,0.24434958398342133,0.15369285643100739,0.2501974403858185
",",0.22659391164779663,0.36182254552841187,0.45456063747406006,0.4933079481124878,0.14125534892082214,0.25736936926841736,0.2654368579387665,0.44245919585227966,0.3541618287563324,0.20970560610294342,0.31091248989105225
estimated,0.21406520903110504,0.2984779179096222,0.2472851723432541,0.29184040427207947,0.033886633813381195,0.31325438618659973,1.0000001192092896,0.2046545445919037,0.2658007740974426,0.3361802101135254,0.18149758875370026
at,0.2154216170310974,0.23158283531665802,0.36707764863967896,0.457212895154953,0.08572041988372803,0.18158482015132904,0.2611149847507477,0.36524343490600586,0.29004791378974915,0.26695817708969116,0.21978627145290375
over,0.31446483731269836,0.3711091876029968,0.24486446380615234,0.39856547117233276,-0.010401424020528793,0.18471890687942505,0.35031139850616455,0.38635820150375366,0.41283175349235535,0.21850495040416718,0.25742942094802856
$,0.18718640506267548,0.205519899725914,0.23838669061660767,0.23367542028427124,0.12531688809394836,0.2226465344429016,0.4080582559108734,0.22282108664512634,0.18432669341564178,0.5133980512619019,0.2786129117012024
20,-0.010775676928460598,-0.01254331599920988,-0.09198236465454102,-0.06418957561254501,0.05479729548096657,0.0006382277351804078,0.009496212936937809,-0.018198585137724876,0.06679145246744156,-0.007566694635897875,0.11360422521829605
billion,0.2582297921180725,0.2614055871963501,0.18399004638195038,0.2162325382232666,0.03988044336438179,0.21629832684993744,0.54930579662323,0.2046312391757965,0.2750703990459442,0.4303811192512512,0.25791820883750916
.,0.3287222981452942,0.3374604284763336,0.40146201848983765,0.5934505462646484,0.08958379179239273,0.25678902864456177,0.23778799176216125,0.4645031690597534,0.41614407300949097,0.26134178042411804,0.4130953550338745
