,until,1987,",",what,stance,did,the,muslim,brotherhood,in,palestine,take,towards,israel,?
for,0.2802979350090027,0.03048733063042164,0.4464869201183319,0.3017193675041199,0.2737449109554291,0.318512886762619,0.4739971458911896,0.21262682974338531,0.21096177399158478,0.4322226941585541,0.2040020078420639,0.33445194363594055,0.24786117672920227,0.21248173713684082,0.264628142118454
some,0.19509154558181763,0.055916573852300644,0.42400437593460083,0.4491020441055298,0.2505803108215332,0.42553430795669556,0.4566698372364044,0.2397027164697647,0.21373750269412994,0.4010399878025055,0.17256586253643036,0.33165034651756287,0.1879536360502243,0.16546784341335297,0.2562315762042999
decades,0.3482087254524231,0.0678764134645462,0.2549861669540405,0.12673556804656982,0.15039032697677612,0.2064380794763565,0.3027496635913849,0.21313324570655823,0.1849471479654312,0.3152613043785095,0.25119149684906006,0.08028022199869156,0.18141518533229828,0.21627263724803925,0.06808225065469742
prior,0.3277417719364166,0.07924386858940125,0.27105793356895447,0.2537507116794586,0.17474821209907532,0.2797660529613495,0.33782097697257996,0.1893855333328247,0.19852741062641144,0.24521231651306152,0.13904426991939545,0.23087193071842194,0.22843454778194427,0.10076027363538742,0.16978254914283752
to,0.354556679725647,-0.021389862522482872,0.44245919585227966,0.455847829580307,0.2969713509082794,0.4452643394470215,0.535392165184021,0.2551989257335663,0.21977385878562927,0.45010748505592346,0.21640940010547638,0.4075521230697632,0.3675195574760437,0.182975634932518,0.29463258385658264
the,0.37191009521484375,0.14202550053596497,0.4933079481124878,0.42745697498321533,0.2601839601993561,0.34736719727516174,1.0,0.28099653124809265,0.2368839830160141,0.6662389636039734,0.2786056101322174,0.31620436906814575,0.31815874576568604,0.21617624163627625,0.22068053483963013
first,0.3975810110569,0.04999550059437752,0.34503069519996643,0.28086137771606445,0.1947546899318695,0.33691170811653137,0.49448907375335693,0.1902378648519516,0.20623721182346344,0.4127444326877594,0.12236841768026352,0.29357022047042847,0.1580626368522644,0.12160500884056091,0.18701928853988647
palestine,0.17026787996292114,0.17410816252231598,0.18300923705101013,0.20038168132305145,0.2170809507369995,0.15306764841079712,0.2786056101322174,0.4153110682964325,0.31087762117385864,0.2667962610721588,1.0000001192092896,0.1737319976091385,0.13209468126296997,0.6501349806785583,0.19504891335964203
intifada,0.16157306730747223,0.167683944106102,0.2517502009868622,0.27514395117759705,0.20535854995250702,0.15693528950214386,0.25359323620796204,0.4590446949005127,0.42203962802886963,0.24573837220668793,0.46285000443458557,0.17459118366241455,0.10883654654026031,0.39114224910736084,0.22262464463710785
in,0.38338494300842285,0.0910748764872551,0.5201468467712402,0.30808621644973755,0.1819104701280594,0.2593238651752472,0.6662389636039734,0.2092999517917633,0.15295812487602234,1.0,0.2667962610721588,0.21975718438625336,0.23474496603012085,0.2300325185060501,0.20430970191955566
1987,0.01577918604016304,1.0,0.04863252490758896,0.10829561948776245,0.16228926181793213,0.030305849388241768,0.14202550053596497,0.12062890082597733,0.15193495154380798,0.0910748764872551,0.17410816252231598,-0.034399524331092834,0.12321920692920685,0.07052437216043472,0.0361514650285244
",",0.2947838604450226,0.04863252490758896,1.0000001192092896,0.3087472915649414,0.30424433946609497,0.3015086054801941,0.4933079481124878,0.21974200010299683,0.21324464678764343,0.5201468467712402,0.18300923705101013,0.2881867289543152,0.2550581693649292,0.22234781086444855,0.31091248989105225
the,0.37191009521484375,0.14202550053596497,0.4933079481124878,0.42745697498321533,0.2601839601993561,0.34736719727516174,1.0,0.28099653124809265,0.2368839830160141,0.6662389636039734,0.2786056101322174,0.31620436906814575,0.31815874576568604,0.21617624163627625,0.22068053483963013
muslim,0.18582475185394287,0.12062890082597733,0.21974200010299683,0.2631456255912781,0.18816432356834412,0.2098924219608307,0.28099653124809265,1.0,0.41785529255867004,0.2092999517917633,0.4153110682964325,0.16683457791805267,0.1650090366601944,0.28233802318573,0.17456822097301483
brotherhood,0.09122411161661148,0.15193495154380798,0.21324464678764343,0.168807253241539,0.25956735014915466,0.1878286749124527,0.2368839830160141,0.41785529255867004,0.9999998807907104,0.15295812487602234,0.31087762117385864,0.1659104824066162,0.17345935106277466,0.2563752233982086,0.1117945984005928
in,0.38338494300842285,0.0910748764872551,0.5201468467712402,0.30808621644973755,0.1819104701280594,0.2593238651752472,0.6662389636039734,0.2092999517917633,0.15295812487602234,1.0,0.2667962610721588,0.21975718438625336,0.23474496603012085,0.2300325185060501,0.20430970191955566
palestine,0.17026787996292114,0.17410816252231598,0.18300923705101013,0.20038168132305145,0.2170809507369995,0.15306764841079712,0.2786056101322174,0.4153110682964325,0.31087762117385864,0.2667962610721588,1.0000001192092896,0.1737319976091385,0.13209468126296997,0.6501349806785583,0.19504891335964203
took,0.2988736927509308,0.04488817974925041,0.27655306458473206,0.1316593885421753,0.14591199159622192,0.42470768094062805,0.31657639145851135,0.1797049194574356,0.1889432668685913,0.2818296551704407,0.21622535586357117,0.5846115350723267,0.12773753702640533,0.12118475139141083,0.14109265804290771
a,0.2314814180135727,0.07971939444541931,0.427140474319458,0.3320399522781372,0.33063843846321106,0.2552328109741211,0.5829201340675354,0.21089844405651093,0.22638042271137238,0.539380669593811,0.20835833251476288,0.2789212465286255,0.2078181505203247,0.17491912841796875,0.23916715383529663
``,0.05368559807538986,0.01784578152000904,0.09681109338998795,0.008517155423760414,0.14572034776210785,-0.029888948425650597,0.029072100296616554,0.1470780074596405,-0.030100610107183456,0.04765888676047325,0.19270117580890656,0.010215016081929207,0.010755262337625027,0.08239512890577316,0.0685480609536171
quiescent,0.14360077679157257,0.13994348049163818,0.22820991277694702,0.27001798152923584,0.22203290462493896,0.20090197026729584,0.28980791568756104,0.2399691790342331,0.20358657836914062,0.23568005859851837,0.18496005237102509,0.25206223130226135,0.23989322781562805,0.1332782357931137,0.21216191351413727
'',-0.12006485462188721,0.06281611323356628,-0.037358131259679794,0.08143015950918198,-0.07728967070579529,0.01978493109345436,0.041273195296525955,0.042625799775123596,-0.033341601490974426,0.07432962208986282,-0.0659111961722374,-0.0276133231818676,-0.055717963725328445,-0.14608201384544373,0.018684765323996544
stance,0.17413628101348877,0.16228926181793213,0.30424433946609497,0.3050689995288849,0.9999999403953552,0.17852388322353363,0.2601839601993561,0.18816432356834412,0.25956735014915466,0.1819104701280594,0.2170809507369995,0.29778993129730225,0.3630806505680084,0.13404226303100586,0.21868360042572021
towards,0.20310787856578827,0.12321920692920685,0.2550581693649292,0.281793475151062,0.3630806505680084,0.162775456905365,0.31815874576568604,0.1650090366601944,0.17345935106277466,0.23474496603012085,0.13209468126296997,0.20671381056308746,1.0000001192092896,0.1137680783867836,0.13023285567760468
israel,0.15333278477191925,0.07052437216043472,0.22234781086444855,0.1839018315076828,0.13404226303100586,0.16748307645320892,0.21617624163627625,0.28233802318573,0.2563752233982086,0.2300325185060501,0.6501349806785583,0.10605397820472717,0.1137680783867836,0.9999999403953552,0.15015864372253418
",",0.2947838604450226,0.04863252490758896,1.0000001192092896,0.3087472915649414,0.30424433946609497,0.3015086054801941,0.4933079481124878,0.21974200010299683,0.21324464678764343,0.5201468467712402,0.18300923705101013,0.2881867289543152,0.2550581693649292,0.22234781086444855,0.31091248989105225
focusing,0.14339345693588257,0.05721037834882736,0.2629091441631317,0.3420063555240631,0.2946822941303253,0.20722609758377075,0.25200846791267395,0.20764781534671783,0.2634037137031555,0.24134784936904907,0.1515628844499588,0.28822773694992065,0.31527066230773926,0.1645505726337433,0.2562389373779297
