,when,was,tesla,'s,innovative,motor,patented,?
this,0.4959332048892975,0.3638818562030792,0.2066725641489029,0.02106832154095173,0.28295549750328064,0.21545228362083435,0.22309868037700653,0.3155723512172699
innovative,0.20869818329811096,0.22998164594173431,0.29290899634361267,0.002265065908432007,1.0000001192092896,0.2751569151878357,0.33194246888160706,0.20593076944351196
electric,0.25490424036979675,0.17723047733306885,0.3824412524700165,-0.0115516884252429,0.24757252633571625,0.3861134946346283,0.3050592243671417,0.15674720704555511
motor,0.2386704683303833,0.20476558804512024,0.3617369830608368,0.061700910329818726,0.2751569151878357,0.9999999403953552,0.24448056519031525,0.0637441948056221
",",0.36674630641937256,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.21563278138637543,0.16592276096343994,0.21354931592941284,0.31091248989105225
patented,0.23252859711647034,0.20634464919567108,0.35220110416412354,-0.001778545556589961,0.33194246888160706,0.24448056519031525,1.0000001192092896,0.08803384751081467
in,0.4431333839893341,0.45514053106307983,0.17097744345664978,-0.037580832839012146,0.2283012419939041,0.21732762455940247,0.1809646189212799,0.20430970191955566
may,0.3167054355144501,0.3388521671295166,0.13961349427700043,-0.07006479054689407,0.15461261570453644,0.1848425716161728,0.15831218659877777,0.2768254578113556
1888,0.19610907137393951,0.1682576835155487,0.12613868713378906,0.00017254317936021835,0.03133436664938927,0.12562808394432068,0.03586346656084061,0.07625395059585571
",",0.36674630641937256,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.21563278138637543,0.16592276096343994,0.21354931592941284,0.31091248989105225
was,0.37326499819755554,1.0000001192092896,0.16455206274986267,0.008974763564765453,0.22998164594173431,0.20476558804512024,0.20634464919567108,0.18412111699581146
a,0.44397395849227905,0.4508470594882965,0.2211925983428955,0.04866964742541313,0.3301420509815216,0.23198452591896057,0.2284489870071411,0.23916715383529663
simple,0.2846766412258148,0.14933012425899506,0.19350126385688782,0.058021657168865204,0.3395542800426483,0.21533706784248352,0.20001554489135742,0.4614735543727875
self-starting,0.38757994771003723,0.2967544496059418,0.258741557598114,-0.05662205442786217,0.3019205629825592,0.26435932517051697,0.2301815301179886,0.2861192524433136
design,0.1777849793434143,0.2780803442001343,0.27540352940559387,0.04322526603937149,0.4020383954048157,0.3118845522403717,0.37964653968811035,0.16351860761642456
that,0.5860282182693481,0.33670201897621155,0.22102725505828857,0.04397977516055107,0.2620812952518463,0.22301049530506134,0.24960818886756897,0.32716336846351624
did,0.3228907287120819,0.41399896144866943,0.09757418930530548,0.05069678649306297,0.1849694401025772,0.13840025663375854,0.17659124732017517,0.3023456633090973
not,0.4799930453300476,0.2888734042644501,0.12018213421106339,0.002583299996331334,0.26326996088027954,0.16915901005268097,0.19138287007808685,0.41942933201789856
need,0.321651816368103,0.1745726615190506,0.2206076681613922,-0.007236657664179802,0.2901515066623688,0.13038507103919983,0.19524936378002167,0.40413710474967957
a,0.44397395849227905,0.4508470594882965,0.2211925983428955,0.04866964742541313,0.3301420509815216,0.23198452591896057,0.2284489870071411,0.23916715383529663
commutator,0.22633148729801178,0.17025943100452423,0.25577250123023987,0.02183610387146473,0.23154859244823456,0.31020697951316833,0.21110178530216217,0.12010757625102997
",",0.36674630641937256,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.21563278138637543,0.16592276096343994,0.21354931592941284,0.31091248989105225
thus,0.40111956000328064,0.22773678600788116,0.16547654569149017,0.05755096301436424,0.258279025554657,0.16388079524040222,0.12092859297990799,0.18769288063049316
avoiding,0.3189665973186493,0.12828750908374786,0.03390328958630562,-0.027635494247078896,0.27859926223754883,0.11829881370067596,0.11365343630313873,0.2956450283527374
sparking,0.2885761857032776,0.17925819754600525,0.2143552452325821,-0.01460838783532381,0.31479182839393616,0.304219514131546,0.2211253046989441,0.16501721739768982
and,0.4716290831565857,0.3740963041782379,0.19560420513153076,0.06895173341035843,0.2706923186779022,0.20162664353847504,0.126961812376976,0.20544172823429108
the,0.5091903209686279,0.48711544275283813,0.1324402391910553,-0.01540423184633255,0.2686367630958557,0.26024484634399414,0.13766011595726013,0.22068053483963013
high,0.20577524602413177,0.19978567957878113,0.2007197141647339,-0.04658069461584091,0.19161301851272583,0.1983310580253601,0.09535101801156998,0.11137914657592773
maintenance,0.21796786785125732,0.1671823412179947,0.23929458856582642,-0.023766951635479927,0.248504638671875,0.20203682780265808,0.22138266265392303,0.2885645627975464
of,0.3757161796092987,0.4069072902202606,0.18837453424930573,-0.03817026689648628,0.2950780689716339,0.20839329063892365,0.140389084815979,0.1826142966747284
constantly,0.4552677273750305,0.15642154216766357,0.17759296298027039,0.042419299483299255,0.15628361701965332,0.19219788908958435,0.17304590344429016,0.191866934299469
servicing,0.25360167026519775,0.2247423529624939,0.22090621292591095,0.00919699389487505,0.2744031250476837,0.29050809144973755,0.22260499000549316,0.14838749170303345
and,0.4716290831565857,0.3740963041782379,0.19560420513153076,0.06895173341035843,0.2706923186779022,0.20162664353847504,0.126961812376976,0.20544172823429108
replacing,0.3271241784095764,0.23676848411560059,0.20277641713619232,-0.06730478256940842,0.2387523204088211,0.17758384346961975,0.19120536744594574,0.16467362642288208
mechanical,0.29049748182296753,0.21271365880966187,0.399202823638916,0.021431105211377144,0.35951003432273865,0.3587912917137146,0.38085776567459106,0.10079140216112137
brushes,0.31542593240737915,0.12875115871429443,0.12096476554870605,0.009840084239840508,0.24473066627979279,0.21503762900829315,0.20921336114406586,0.15455827116966248
.,0.475719153881073,0.40146201848983765,0.17949827015399933,-0.003708066651597619,0.22360022366046906,0.19128412008285522,0.21934163570404053,0.4130953550338745
