,where,is,cyclic,photophosphorylation,common,?
cyclic,0.22818635404109955,0.1999112069606781,1.0000001192092896,0.5050141215324402,0.26742592453956604,0.12302186340093613
photophosphorylation,0.23192566633224487,0.31340354681015015,0.5050141215324402,0.9999999403953552,0.24438415467739105,0.20330481231212616
is,0.3586711287498474,1.0,0.1999112069606781,0.31340354681015015,0.2952355444431305,0.22961433231830597
common,0.21611684560775757,0.2952355444431305,0.26742592453956604,0.24438415467739105,0.9999998807907104,0.20434872806072235
in,0.5344807505607605,0.5394441485404968,0.18731583654880524,0.25414398312568665,0.23149342834949493,0.20430970191955566
c4,-0.020556364208459854,-0.01748819462954998,-0.102543905377388,-0.05967437103390694,0.005303584039211273,-0.1533951610326767
plants,0.24032823741436005,0.2423158437013626,0.23931080102920532,0.423667311668396,0.24598020315170288,0.1473488062620163
",",0.3149496018886566,0.4691906273365021,0.10475599765777588,0.2528752386569977,0.2497023195028305,0.31091248989105225
which,0.5477990508079529,0.4457404911518097,0.3434334993362427,0.3996945917606354,0.3148902356624603,0.25814583897590637
need,0.32450658082962036,0.25332385301589966,0.2809528708457947,0.2975344657897949,0.26753294467926025,0.40413710474967957
more,0.29405033588409424,0.2946030795574188,0.2438136637210846,0.28733280301094055,0.25056302547454834,0.27894994616508484
atp,0.1829908937215805,0.1572589874267578,0.47716236114501953,0.48459669947624207,0.16579435765743256,0.17643076181411743
than,0.2726525366306305,0.2839990258216858,0.15741172432899475,0.2319880574941635,0.29095613956451416,0.24917294085025787
nadph,0.24776387214660645,0.23858213424682617,0.4970704913139343,0.65589439868927,0.21407142281532288,0.20744888484477997
.,0.41390106081962585,0.4569662809371948,0.1687408983707428,0.30228716135025024,0.21817955374717712,0.4130953550338745
