,though,trained,as,a,lawyer,",",what,profession,did,maududi,pursue,instead,?
trained,0.2574760317802429,1.0,0.2878322899341583,0.2291668951511383,0.2560471296310425,0.20766867697238922,0.20267696678638458,0.3955966532230377,0.3202816843986511,0.20444592833518982,0.2684918940067291,0.13734018802642822,0.14453530311584473
as,0.42865264415740967,0.2878322899341583,1.0,0.39550232887268066,0.24098654091358185,0.48816442489624023,0.31749409437179565,0.313067764043808,0.3596470057964325,0.2841644585132599,0.310337096452713,0.3822622001171112,0.27043893933296204
a,0.33230000734329224,0.2291668951511383,0.39550232887268066,1.0,0.29755905270576477,0.427140474319458,0.3320399522781372,0.3185056746006012,0.2552328109741211,0.28595849871635437,0.1907089501619339,0.3737732470035553,0.23916715383529663
lawyer,0.1702881157398224,0.2560471296310425,0.24098654091358185,0.29755905270576477,1.0,0.2853246331214905,0.20519520342350006,0.46251288056373596,0.20493638515472412,0.3768768310546875,0.2489745318889618,0.18097800016403198,0.23041324317455292
he,0.2840442955493927,0.3191278278827667,0.33787044882774353,0.4393508732318878,0.4172278642654419,0.40251094102859497,0.3114890456199646,0.3664275109767914,0.3292143940925598,0.3990713953971863,0.34466809034347534,0.2544998526573181,0.2089974731206894
chose,0.18315888941287994,0.20635481178760529,0.24650342762470245,0.20067369937896729,0.20991501212120056,0.2518025040626526,0.2544066309928894,0.14651109278202057,0.41616201400756836,0.21251484751701355,0.2358354926109314,0.309184730052948,0.2465825378894806
the,0.38776206970214844,0.19296632707118988,0.48381632566452026,0.5829201340675354,0.17304322123527527,0.4933079481124878,0.42745697498321533,0.17655403912067413,0.34736719727516174,0.30155912041664124,0.21766875684261322,0.3940567970275879,0.22068053483963013
profession,0.18247395753860474,0.3955966532230377,0.313067764043808,0.3185056746006012,0.46251288056373596,0.28053703904151917,0.23272503912448883,1.0000001192092896,0.15804319083690643,0.2507970929145813,0.3143308758735657,0.2052546739578247,0.13789935410022736
of,0.37307101488113403,0.17385481297969818,0.3886612355709076,0.5052502155303955,0.10836214572191238,0.4946078956127167,0.33290785551071167,0.248733788728714,0.2513895630836487,0.32255080342292786,0.17194563150405884,0.31208282709121704,0.1826142966747284
journalism,0.18991847336292267,0.1721164584159851,0.20327453315258026,0.21602219343185425,0.3492470979690552,0.25509756803512573,0.1981441229581833,0.3167251944541931,0.22505825757980347,0.34377655386924744,0.23951685428619385,0.1446649432182312,0.08406471461057663
",",0.42253127694129944,0.20766867697238922,0.48816442489624023,0.427140474319458,0.2853246331214905,1.0000001192092896,0.3087472915649414,0.28053703904151917,0.3015086054801941,0.3992340862751007,0.30089759826660156,0.32166025042533875,0.31091248989105225
and,0.4405979514122009,0.2759492099285126,0.49487000703811646,0.3739250600337982,0.19757121801376343,0.6633074283599854,0.31309178471565247,0.2738117277622223,0.34479495882987976,0.38321298360824585,0.33660218119621277,0.38524195551872253,0.20544172823429108
wrote,0.15711714327335358,0.1967984437942505,0.19762034714221954,0.232523575425148,0.2666042745113373,0.27225261926651,0.2664989233016968,0.2090936005115509,0.3485160768032074,0.3219781517982483,0.12957856059074402,0.16351096332073212,0.19322504103183746
about,0.3732649087905884,0.1803838461637497,0.2989700436592102,0.34171196818351746,0.16276206076145172,0.3877100944519043,0.47976887226104736,0.18948215246200562,0.28723078966140747,0.21510560810565948,0.22235001623630524,0.269829660654068,0.302409827709198
contemporary,0.2405867874622345,0.20370064675807953,0.2450105845928192,0.1928429901599884,0.14316922426223755,0.28917112946510315,0.20300830900669098,0.1870020180940628,0.21341855823993683,0.30357789993286133,0.20937342941761017,0.10576876997947693,0.09539991617202759
issues,0.30791082978248596,0.10885927826166153,0.2450667768716812,0.24391965568065643,0.23159486055374146,0.2560703754425049,0.33279702067375183,0.28675758838653564,0.22840259969234467,0.180537149310112,0.1840149462223053,0.29015517234802246,0.320565789937973
and,0.4405979514122009,0.2759492099285126,0.49487000703811646,0.3739250600337982,0.19757121801376343,0.6633074283599854,0.31309178471565247,0.2738117277622223,0.34479495882987976,0.38321298360824585,0.33660218119621277,0.38524195551872253,0.20544172823429108
most,0.4118613302707672,0.2114790976047516,0.3548237979412079,0.3508910834789276,0.15197530388832092,0.3636029064655304,0.3219912350177765,0.18227556347846985,0.2822507321834564,0.2891368269920349,0.1344950944185257,0.32016026973724365,0.2107497900724411
importantly,0.4938948452472687,0.21585065126419067,0.30575186014175415,0.25660860538482666,0.14567984640598297,0.3323071599006653,0.4460563659667969,0.29065319895744324,0.2958446741104126,0.1980830579996109,0.27554553747177124,0.3835703432559967,0.30639904737472534
about,0.3732649087905884,0.1803838461637497,0.2989700436592102,0.34171196818351746,0.16276206076145172,0.3877100944519043,0.47976887226104736,0.18948215246200562,0.28723078966140747,0.21510560810565948,0.22235001623630524,0.269829660654068,0.302409827709198
islam,0.22074498236179352,0.10620196908712387,0.2478460818529129,0.15636202692985535,0.13090747594833374,0.23459285497665405,0.23237212002277374,0.2430993616580963,0.19058109819889069,0.44002339243888855,0.1873074471950531,0.16011744737625122,0.18358638882637024
and,0.4405979514122009,0.2759492099285126,0.49487000703811646,0.3739250600337982,0.19757121801376343,0.6633074283599854,0.31309178471565247,0.2738117277622223,0.34479495882987976,0.38321298360824585,0.33660218119621277,0.38524195551872253,0.20544172823429108
islamic,0.15452395379543304,0.14382751286029816,0.20407888293266296,0.20177602767944336,0.20146900415420532,0.20175659656524658,0.2204568088054657,0.2612128257751465,0.17371372878551483,0.3724023997783661,0.18577638268470764,0.13285960257053375,0.1692383587360382
law,0.19908727705478668,0.15952280163764954,0.2346976399421692,0.2212858349084854,0.39192479848861694,0.24953721463680267,0.2145031988620758,0.3310980498790741,0.2238171398639679,0.28857576847076416,0.19753557443618774,0.1622241735458374,0.1528988480567932
.,0.4245467483997345,0.2017226666212082,0.515582263469696,0.50484299659729,0.23699504137039185,0.6812511086463928,0.3567904531955719,0.23688457906246185,0.35288307070732117,0.3790089786052704,0.23437190055847168,0.3707379400730133,0.4130953550338745
