,why,do,some,people,chose,to,go,to,jail,for,their,disobedience,?
howard,0.12621566653251648,0.08574041724205017,0.16536583006381989,0.08183575421571732,0.11942814290523529,0.11114994436502457,0.07771079242229462,0.11114994436502457,0.1423400640487671,0.21044890582561493,0.16933229565620422,0.21624082326889038,0.0705622211098671
zinn,0.18096983432769775,0.09229122847318649,0.1707686185836792,0.08901478350162506,0.044503353536129,0.0559074804186821,0.0794871523976326,0.0559074804186821,0.18864406645298004,0.08348105847835541,0.13259157538414001,0.21332736313343048,0.16728205978870392
writes,0.21533262729644775,0.164296492934227,0.24815583229064941,0.20716989040374756,0.22688451409339905,0.24121487140655518,0.11144105345010757,0.24121487140655518,0.21629159152507782,0.25173869729042053,0.2059856802225113,0.3484453856945038,0.17896029353141785
",",0.2827242314815521,0.3283645510673523,0.42400437593460083,0.36644625663757324,0.2518025040626526,0.44245919585227966,0.3043581247329712,0.44245919585227966,0.2607647180557251,0.4464869201183319,0.3045167922973633,0.2878543734550476,0.31091248989105225
``,0.05334433168172836,0.06628920882940292,0.06408426910638809,0.08962737023830414,0.043076515197753906,0.06720756739377975,-0.0746922492980957,0.06720756739377975,0.02422240749001503,0.01270448137074709,0.05465886741876602,0.06214885041117668,0.0685480609536171
there,0.41627052426338196,0.33227086067199707,0.5035935640335083,0.4820519685745239,0.1905575692653656,0.40669289231300354,0.313189834356308,0.40669289231300354,0.23753885924816132,0.3728419542312622,0.3165968358516693,0.23306922614574432,0.29405656456947327
may,0.25454580783843994,0.28230178356170654,0.35431578755378723,0.2590857446193695,0.2000231295824051,0.391582727432251,0.13726018369197845,0.391582727432251,0.2064858376979828,0.29255861043930054,0.2552892565727234,0.24693389236927032,0.2768254578113556
be,0.4042811989784241,0.36575672030448914,0.49956634640693665,0.2593584358692169,0.20633047819137573,0.4972836375236511,0.3084210157394409,0.4972836375236511,0.20116743445396423,0.3801851272583008,0.3200586438179016,0.2944406270980835,0.3324260413646698
many,0.38531482219696045,0.38738366961479187,0.7976660132408142,0.4171447455883026,0.19571933150291443,0.40243685245513916,0.2443365454673767,0.40243685245513916,0.23872247338294983,0.40972793102264404,0.4574248492717743,0.2810143232345581,0.2124512493610382
times,0.21185258030891418,0.14708955585956573,0.2114299237728119,0.18389396369457245,0.1251946985721588,0.32875269651412964,0.1565031111240387,0.32875269651412964,0.18798980116844177,0.2999500632286072,0.22920946776866913,0.14712707698345184,0.18880689144134521
when,0.46319615840911865,0.28572237491607666,0.386913925409317,0.260394424200058,0.2241392433643341,0.5423505902290344,0.27644458413124084,0.5423505902290344,0.23283123970031738,0.43402108550071716,0.3682888448238373,0.2761690020561218,0.22841128706932068
protesters,0.1400197297334671,0.1667681634426117,0.29358962178230286,0.3602190315723419,0.14036080241203308,0.26689815521240234,0.20197978615760803,0.26689815521240234,0.3967430591583252,0.2000344693660736,0.23873870074748993,0.4898046851158142,0.16273485124111176
choose,0.36234474182128906,0.37000808119773865,0.3382846713066101,0.26329439878463745,0.5344884395599365,0.38412243127822876,0.3958316743373871,0.38412243127822876,0.16384008526802063,0.3124878704547882,0.4128645062446594,0.22345413267612457,0.2863835394382477
to,0.4100138247013092,0.38876664638519287,0.4636894166469574,0.37275731563568115,0.33018890023231506,1.0,0.384844571352005,1.0,0.22650986909866333,0.4451248347759247,0.44619059562683105,0.30665844678878784,0.29463258385658264
go,0.29252713918685913,0.39727410674095154,0.30760103464126587,0.20556554198265076,0.2095678746700287,0.384844571352005,0.9999999403953552,0.384844571352005,0.2595185935497284,0.2588973641395569,0.25723445415496826,0.18234911561012268,0.25942572951316833
to,0.4100138247013092,0.38876664638519287,0.4636894166469574,0.37275731563568115,0.33018890023231506,1.0,0.384844571352005,1.0,0.22650986909866333,0.4451248347759247,0.44619059562683105,0.30665844678878784,0.29463258385658264
jail,0.135487899184227,0.16129279136657715,0.21564848721027374,0.2623855769634247,0.18717415630817413,0.22650986909866333,0.2595185935497284,0.22650986909866333,0.9999999403953552,0.2429259568452835,0.16749262809753418,0.37023699283599854,0.16329234838485718
",",0.2827242314815521,0.3283645510673523,0.42400437593460083,0.36644625663757324,0.2518025040626526,0.44245919585227966,0.3043581247329712,0.44245919585227966,0.2607647180557251,0.4464869201183319,0.3045167922973633,0.2878543734550476,0.31091248989105225
as,0.3103298544883728,0.38329678773880005,0.4293700158596039,0.15704652667045593,0.24650342762470245,0.42092081904411316,0.22090423107147217,0.42092081904411316,0.16920879483222961,0.44774648547172546,0.29218852519989014,0.25773370265960693,0.27043893933296204
a,0.2667238116264343,0.26237669587135315,0.34539633989334106,0.3483705520629883,0.20067369937896729,0.45503583550453186,0.24019409716129303,0.45503583550453186,0.20816455781459808,0.44038116931915283,0.29698723554611206,0.25352153182029724,0.23916715383529663
way,0.4614833891391754,0.3526575565338135,0.40999090671539307,0.3452141582965851,0.22482143342494965,0.4772548973560333,0.3457633852958679,0.4772548973560333,0.19468265771865845,0.384344220161438,0.34286630153656006,0.31525278091430664,0.31575819849967957
of,0.28464117646217346,0.26150479912757874,0.4300730526447296,0.3251037895679474,0.2676139771938324,0.41548454761505127,0.21881330013275146,0.41548454761505127,0.1333254873752594,0.4185989499092102,0.4329940676689148,0.31932318210601807,0.1826142966747284
continuing,0.25306397676467896,0.29146572947502136,0.3044401705265045,0.18330058455467224,0.16530440747737885,0.35663074254989624,0.25833311676979065,0.35663074254989624,0.17000265419483185,0.28343045711517334,0.283279687166214,0.3230172097682953,0.16484299302101135
their,0.2619993984699249,0.35424983501434326,0.5109887719154358,0.2901504337787628,0.32887932658195496,0.44619059562683105,0.25723445415496826,0.44619059562683105,0.16749262809753418,0.3406745493412018,1.0,0.31147265434265137,0.1898253709077835
protest,0.18201817572116852,0.1973678171634674,0.23116612434387207,0.29243555665016174,0.14758184552192688,0.22359536588191986,0.17390236258506775,0.22359536588191986,0.37792471051216125,0.24352872371673584,0.18885156512260437,0.5334797501564026,0.1878921240568161
",",0.2827242314815521,0.3283645510673523,0.42400437593460083,0.36644625663757324,0.2518025040626526,0.44245919585227966,0.3043581247329712,0.44245919585227966,0.2607647180557251,0.4464869201183319,0.3045167922973633,0.2878543734550476,0.31091248989105225
as,0.3103298544883728,0.38329678773880005,0.4293700158596039,0.15704652667045593,0.24650342762470245,0.42092081904411316,0.22090423107147217,0.42092081904411316,0.16920879483222961,0.44774648547172546,0.29218852519989014,0.25773370265960693,0.27043893933296204
a,0.2667238116264343,0.26237669587135315,0.34539633989334106,0.3483705520629883,0.20067369937896729,0.45503583550453186,0.24019409716129303,0.45503583550453186,0.20816455781459808,0.44038116931915283,0.29698723554611206,0.25352153182029724,0.23916715383529663
way,0.4614833891391754,0.3526575565338135,0.40999090671539307,0.3452141582965851,0.22482143342494965,0.4772548973560333,0.3457633852958679,0.4772548973560333,0.19468265771865845,0.384344220161438,0.34286630153656006,0.31525278091430664,0.31575819849967957
of,0.28464117646217346,0.26150479912757874,0.4300730526447296,0.3251037895679474,0.2676139771938324,0.41548454761505127,0.21881330013275146,0.41548454761505127,0.1333254873752594,0.4185989499092102,0.4329940676689148,0.31932318210601807,0.1826142966747284
reminding,0.399047315120697,0.3035237491130829,0.35903939604759216,0.19205200672149658,0.23992060124874115,0.3657016456127167,0.2614392638206482,0.3657016456127167,0.19157308340072632,0.3435855805873871,0.26619094610214233,0.33320924639701843,0.3254169821739197
their,0.2619993984699249,0.35424983501434326,0.5109887719154358,0.2901504337787628,0.32887932658195496,0.44619059562683105,0.25723445415496826,0.44619059562683105,0.16749262809753418,0.3406745493412018,1.0,0.31147265434265137,0.1898253709077835
countrymen,0.2001025676727295,0.2051803320646286,0.30319246649742126,0.35163888335227966,0.25379958748817444,0.29156258702278137,0.17369815707206726,0.29156258702278137,0.23404629528522491,0.2814849019050598,0.37043318152427673,0.41765955090522766,0.10862791538238525
of,0.28464117646217346,0.26150479912757874,0.4300730526447296,0.3251037895679474,0.2676139771938324,0.41548454761505127,0.21881330013275146,0.41548454761505127,0.1333254873752594,0.4185989499092102,0.4329940676689148,0.31932318210601807,0.1826142966747284
injustice,0.24526196718215942,0.1436183750629425,0.2500196695327759,0.2674969732761383,0.2197486013174057,0.27146053314208984,0.15538518130779266,0.27146053314208984,0.3833796977996826,0.2257256805896759,0.2809811234474182,0.5420457720756531,0.24520209431648254
.,0.32909876108169556,0.3613996207714081,0.40663889050483704,0.33118996024131775,0.2372245341539383,0.4645031690597534,0.3313661813735962,0.4645031690597534,0.2654972970485687,0.4726039469242096,0.34427863359451294,0.2603943943977356,0.4130953550338745
