,what,does,the,local,council,hope,will,help,cut,down,traffic,congestion,in,newcastle,?
as,0.31749409437179565,0.31202155351638794,0.48381632566452026,0.21087346971035004,0.18031510710716248,0.24941639602184296,0.3047071695327759,0.2739662528038025,0.22561363875865936,0.2080715298652649,0.20930306613445282,0.20084364712238312,0.3887844979763031,0.21526619791984558,0.27043893933296204
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.20668989419937134,0.2972237169742584,0.2194291651248932,0.2473582625389099,0.22745388746261597,0.26061776280403137,0.23279321193695068,0.19320246577262878,0.24150069057941437,0.5696388483047485,0.18781472742557526,0.1826142966747284
2012,0.2266836017370224,0.21990051865577698,0.46885523200035095,0.26833996176719666,0.2512308359146118,0.18727600574493408,0.2462512105703354,0.1586502343416214,0.17232373356819153,0.17162834107875824,0.20912815630435944,0.1261306256055832,0.3800647258758545,0.27238860726356506,0.18042556941509247
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.20673875510692596,0.23820561170578003,0.3157316744327545,0.29706671833992004,0.2855570912361145,0.23439376056194305,0.23362469673156738,0.23126161098480225,0.2679671347141266,0.5201468467712402,0.251589834690094,0.31091248989105225
the,0.42745697498321533,0.35928019881248474,1.0,0.2130540907382965,0.2829204201698303,0.2378109097480774,0.3635469079017639,0.30064165592193604,0.29221418499946594,0.3325848877429962,0.2208961844444275,0.27136102318763733,0.6662389636039734,0.2253497689962387,0.22068053483963013
local,0.18981902301311493,0.11821071803569794,0.2130540907382965,1.0,0.26075372099876404,0.07896201312541962,0.17673039436340332,0.20316147804260254,0.11723367869853973,0.06259186565876007,0.17999659478664398,0.11800583451986313,0.2223825752735138,0.22142958641052246,0.15022775530815125
council,0.16933071613311768,0.13735659420490265,0.2829204201698303,0.26075372099876404,1.0,0.13745537400245667,0.10684190690517426,0.14480163156986237,0.1442134827375412,0.08651874214410782,0.19656383991241455,0.18589989840984344,0.2689173221588135,0.19388608634471893,0.1160062924027443
social,0.22217629849910736,0.19126898050308228,0.21797899901866913,0.18310795724391937,0.19098195433616638,0.15418770909309387,0.17551368474960327,0.23372520506381989,0.06108995899558067,0.13135796785354614,0.1758595108985901,0.14384274184703827,0.23382627964019775,0.1707904189825058,0.1615191102027893
aims,0.22018413245677948,0.3482622504234314,0.28318876028060913,0.1798117309808731,0.23022158443927765,0.27102771401405334,0.31859245896339417,0.38493937253952026,0.11779731512069702,0.17611052095890045,0.16638046503067017,0.23312442004680634,0.20226864516735077,0.15642718970775604,0.17794713377952576
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.2468787580728531,0.25117602944374084,0.29339489340782166,0.35983073711395264,0.34926167130470276,0.2832682728767395,0.2760816216468811,0.28902262449264526,0.19437351822853088,0.4954058527946472,0.20204751193523407,0.20544172823429108
objectives,0.3126153349876404,0.26247772574424744,0.21808713674545288,0.17804895341396332,0.27560436725616455,0.276506245136261,0.2717684805393219,0.29503828287124634,0.12270641326904297,0.10211029648780823,0.2073812633752823,0.1819082349538803,0.20282575488090515,0.23985075950622559,0.24325615167617798
for,0.3017193675041199,0.35159170627593994,0.4739971458911896,0.23619583249092102,0.1601620316505432,0.2751930058002472,0.3647450804710388,0.33200904726982117,0.2519003450870514,0.22538931667804718,0.2560259699821472,0.23558475077152252,0.4322226941585541,0.2425866425037384,0.264628142118454
cycling,0.17575226724147797,0.13133637607097626,0.23055073618888855,0.20466211438179016,0.17038510739803314,0.07610902190208435,0.1857755035161972,0.12487131357192993,0.08378807455301285,0.15547502040863037,0.2669795751571655,0.2384442239999771,0.22398041188716888,0.11167410761117935,0.06800638884305954
include,0.1535889357328415,0.26005542278289795,0.2951717972755432,0.13217493891716003,0.1024094969034195,0.15619641542434692,0.16990959644317627,0.21990646421909332,0.1794053465127945,0.11256559938192368,0.0975329652428627,0.1668732613325119,0.28694382309913635,0.0805373415350914,0.14925788342952728
:,-0.12022944539785385,-0.11934193223714828,-0.03403344005346298,-0.1023949533700943,0.0255865678191185,-0.13160403072834015,-0.15166126191616058,-0.09580124169588089,-0.08697765320539474,-0.12895414233207703,-0.10266641527414322,-0.0682772845029831,0.020521078258752823,-0.07358825206756592,-0.07156077772378922
highlighting,0.2526554763317108,0.18908773362636566,0.27061110734939575,0.15881678462028503,0.2135496884584427,0.20456235110759735,0.19092869758605957,0.18838368356227875,0.15657588839530945,0.07905837148427963,0.2042403221130371,0.16043072938919067,0.29820501804351807,0.09399261325597763,0.16213589906692505
the,0.42745697498321533,0.35928019881248474,1.0,0.2130540907382965,0.2829204201698303,0.2378109097480774,0.3635469079017639,0.30064165592193604,0.29221418499946594,0.3325848877429962,0.2208961844444275,0.27136102318763733,0.6662389636039734,0.2253497689962387,0.22068053483963013
usage,0.27315184473991394,0.2558087706565857,0.23839639127254486,0.2012416571378708,0.11194073408842087,0.15738484263420105,0.22419840097427368,0.19350865483283997,0.17989732325077057,0.11355067044496536,0.2676600217819214,0.24433256685733795,0.22769588232040405,0.11568945646286011,0.20954200625419617
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.20668989419937134,0.2972237169742584,0.2194291651248932,0.2473582625389099,0.22745388746261597,0.26061776280403137,0.23279321193695068,0.19320246577262878,0.24150069057941437,0.5696388483047485,0.18781472742557526,0.1826142966747284
cycling,0.17575226724147797,0.13133637607097626,0.23055073618888855,0.20466211438179016,0.17038510739803314,0.07610902190208435,0.1857755035161972,0.12487131357192993,0.08378807455301285,0.15547502040863037,0.2669795751571655,0.2384442239999771,0.22398041188716888,0.11167410761117935,0.06800638884305954
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.2207600325345993,0.23829470574855804,0.28287798166275024,0.5091033577919006,0.46191298961639404,0.27572008967399597,0.33130598068237305,0.2721680998802185,0.2675175666809082,0.45010748505592346,0.23559264838695526,0.29463258385658264
cut,0.20727719366550446,0.16209566593170166,0.29221418499946594,0.11723367869853973,0.1442134827375412,0.1629958599805832,0.19130612909793854,0.2552865743637085,0.9999998807907104,0.3470499813556671,0.18982955813407898,0.23236039280891418,0.1650969684123993,0.09615091979503632,0.1403924524784088
city,0.17493832111358643,0.10004369169473648,0.35769423842430115,0.17444171011447906,0.29846927523612976,0.16363491117954254,0.11721272766590118,0.0759192556142807,0.16270528733730316,0.09834171831607819,0.2122090607881546,0.23188160359859467,0.3911624252796173,0.32860881090164185,0.13423943519592285
congestion,0.20774804055690765,0.19503647089004517,0.27136102318763733,0.11800583451986313,0.18589989840984344,0.2039281576871872,0.26660796999931335,0.26182055473327637,0.23236039280891418,0.2734628915786743,0.4790242612361908,1.0,0.27086102962493896,0.25636690855026245,0.23177677392959595
;,0.10986888408660889,0.0650511160492897,0.09152708947658539,0.030135320499539375,0.0617411732673645,-0.010785973630845547,0.026484351605176926,0.007316168863326311,0.01955031044781208,0.05124911293387413,-0.0064835879020392895,-0.001983655383810401,0.092739537358284,0.10598292201757431,0.10349778085947037
educating,0.2503001391887665,0.22131337225437164,0.2093149870634079,0.14015649259090424,0.22025485336780548,0.2602679133415222,0.2238510549068451,0.343469500541687,0.09388744086027145,0.1589769423007965,0.18966463208198547,0.1678757667541504,0.20857518911361694,0.09517484158277512,0.23716121912002563
that,0.6297725439071655,0.4764937460422516,0.5473989248275757,0.22915975749492645,0.18148750066757202,0.3177458643913269,0.4857470989227295,0.34615394473075867,0.28329476714134216,0.3273264467716217,0.20564274489879608,0.23644503951072693,0.435920387506485,0.18880853056907654,0.32716336846351624
cycling,0.17575226724147797,0.13133637607097626,0.23055073618888855,0.20466211438179016,0.17038510739803314,0.07610902190208435,0.1857755035161972,0.12487131357192993,0.08378807455301285,0.15547502040863037,0.2669795751571655,0.2384442239999771,0.22398041188716888,0.11167410761117935,0.06800638884305954
