,what,did,luther,call,the,mass,instead,of,sacrifice,?
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.2520289719104767,0.6662389636039734,0.1766357719898224,0.28091272711753845,0.5696388483047485,0.1377449631690979,0.20430970191955566
on,0.34226128458976746,0.2670976221561432,0.19090485572814941,0.14074347913265228,0.5107308030128479,0.18456357717514038,0.3444349467754364,0.3966929316520691,0.0896516889333725,0.2714994251728058
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.26640447974205017,1.0,0.2284930944442749,0.3940567970275879,0.733189046382904,0.1856338083744049,0.22068053483963013
abrogation,0.34328097105026245,0.27543574571609497,0.1885332316160202,0.22878848016262054,0.3400627374649048,0.3114246726036072,0.23380146920681,0.2804795503616333,0.29805415868759155,0.2527204155921936
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.2378445267677307,0.733189046382904,0.26915112137794495,0.31208282709121704,1.0,0.16815687716007233,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.26640447974205017,1.0,0.2284930944442749,0.3940567970275879,0.733189046382904,0.1856338083744049,0.22068053483963013
private,0.16778090596199036,0.1676381528377533,0.16110587120056152,0.11871977150440216,0.18291357159614563,0.1137222945690155,0.17639943957328796,0.18706899881362915,0.16775748133659363,0.14389030635356903
mass,0.23905135691165924,0.1598033756017685,0.14408515393733978,0.07148104161024094,0.2284930944442749,1.0000001192092896,0.20143714547157288,0.26915112137794495,0.14703847467899323,0.2076406031847
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2670435905456543,0.4933079481124878,0.2439754158258438,0.32166025042533875,0.4946078956127167,0.18557393550872803,0.31091248989105225
he,0.3114890456199646,0.3292143940925598,0.2454872578382492,0.15517276525497437,0.4571082592010498,0.1783510446548462,0.2544998526573181,0.38706058263778687,0.16239143908023834,0.2089974731206894
condemned,0.17074035108089447,0.2631458640098572,0.19332356750965118,0.12287131696939468,0.2100345343351364,0.19786600768566132,0.14569710195064545,0.22521376609802246,0.2265722155570984,0.18363839387893677
as,0.31749409437179565,0.3596470057964325,0.20242992043495178,0.2785561680793762,0.48381632566452026,0.20994383096694946,0.3822622001171112,0.3886612355709076,0.21857285499572754,0.27043893933296204
idolatry,0.3667272925376892,0.21174196898937225,0.24242182075977325,0.301988422870636,0.24577638506889343,0.27514687180519104,0.1725141853094101,0.27777987718582153,0.4392815828323364,0.2146892100572586
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.26640447974205017,1.0,0.2284930944442749,0.3940567970275879,0.733189046382904,0.1856338083744049,0.22068053483963013
idea,0.44512778520584106,0.3689729869365692,0.19878339767456055,0.23657003045082092,0.2839161455631256,0.2190360277891159,0.2872905135154724,0.2342950403690338,0.19017061591148376,0.2952161729335785
that,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.2914465367794037,0.5473989248275757,0.2827543616294861,0.43556153774261475,0.41498205065727234,0.27495360374450684,0.32716336846351624
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.26640447974205017,1.0,0.2284930944442749,0.3940567970275879,0.733189046382904,0.1856338083744049,0.22068053483963013
mass,0.23905135691165924,0.1598033756017685,0.14408515393733978,0.07148104161024094,0.2284930944442749,1.0000001192092896,0.20143714547157288,0.26915112137794495,0.14703847467899323,0.2076406031847
is,0.28837618231773376,0.19247472286224365,0.08282390236854553,0.2742006778717041,0.5823672413825989,0.21063528954982758,0.3180348575115204,0.4854315221309662,0.1419088989496231,0.22961433231830597
a,0.3320399522781372,0.2552328109741211,0.17967689037322998,0.2774817645549774,0.5829201340675354,0.21558082103729248,0.3737732470035553,0.5052502155303955,0.2224871963262558,0.23916715383529663
sacrifice,0.13651041686534882,0.16800463199615479,0.13578858971595764,0.17021577060222626,0.1856338083744049,0.14703847467899323,0.1720612645149231,0.16815687716007233,1.0000001192092896,0.16962945461273193
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2670435905456543,0.4933079481124878,0.2439754158258438,0.32166025042533875,0.4946078956127167,0.18557393550872803,0.31091248989105225
asserting,0.40997737646102905,0.26265397667884827,0.2623292803764343,0.2589983642101288,0.27079346776008606,0.21357835829257965,0.3012171685695648,0.29733842611312866,0.23513461649417877,0.3857629895210266
instead,0.4104403555393219,0.34208473563194275,0.20225876569747925,0.3035474717617035,0.3940567970275879,0.20143714547157288,0.9999998807907104,0.31208282709121704,0.1720612645149231,0.2942638397216797
that,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.2914465367794037,0.5473989248275757,0.2827543616294861,0.43556153774261475,0.41498205065727234,0.27495360374450684,0.32716336846351624
it,0.45803478360176086,0.2993364930152893,0.15365919470787048,0.21226534247398376,0.6251175999641418,0.2043604701757431,0.30331769585609436,0.38761502504348755,0.18121567368507385,0.25732165575027466
is,0.28837618231773376,0.19247472286224365,0.08282390236854553,0.2742006778717041,0.5823672413825989,0.21063528954982758,0.3180348575115204,0.4854315221309662,0.1419088989496231,0.22961433231830597
