,how,many,museums,are,in,warsaw,?
from,0.22939439117908478,0.33099696040153503,0.20176564157009125,0.2674213647842407,0.4274188280105591,0.2396499514579773,0.19969791173934937
among,0.24921207129955292,0.4631800651550293,0.2373085916042328,0.3811550438404083,0.3211768567562103,0.11167501658201218,0.14343059062957764
warsaw,0.13025455176830292,0.1653265357017517,0.26226547360420227,0.12567314505577087,0.22642600536346436,1.0,0.09769917279481888
's,-0.026164190843701363,0.01698932610452175,-0.033785928040742874,-0.008927806280553341,-0.037580832839012146,0.02839025668799877,-0.023395681753754616
60,0.12259688228368759,0.0015101747121661901,-0.010685584507882595,-0.01117884274572134,0.008437495678663254,-0.0626445934176445,0.06999651342630386
museums,0.13651123642921448,0.34076806902885437,0.9999999403953552,0.27460694313049316,0.2833188474178314,0.26226547360420227,0.1374243199825287
",",0.22659391164779663,0.40610817074775696,0.24402767419815063,0.4062570035457611,0.5201468467712402,0.25300899147987366,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.2721219062805176,0.40399202704429626,0.6662389636039734,0.23137180507183075,0.22068053483963013
most,0.311336874961853,0.6236066222190857,0.2530010938644409,0.48698675632476807,0.41416558623313904,0.06817606836557388,0.2107497900724411
prestigious,0.11939395219087601,0.2753010094165802,0.309131383895874,0.18687523901462555,0.2960125505924225,0.15904684364795685,0.050204768776893616
ones,0.30060696601867676,0.4674617350101471,0.28999561071395874,0.557454526424408,0.232247456908226,0.10867823660373688,0.28155767917633057
are,0.311818927526474,0.5655534863471985,0.27460694313049316,1.0,0.3841303884983063,0.12567314505577087,0.24591213464736938
national,0.13248363137245178,0.21160955727100372,0.29845130443573,0.17082279920578003,0.28915393352508545,0.19670157134532928,0.15643028914928436
museum,0.08534817397594452,0.16926175355911255,0.766154408454895,0.12469582259654999,0.2407650351524353,0.24001078307628632,0.14128351211547852
with,0.3525622487068176,0.35744401812553406,0.12174906581640244,0.38996943831443787,0.4080928862094879,0.15415489673614502,0.2433311939239502
a,0.29312583804130554,0.2872205972671509,0.12684829533100128,0.265255331993103,0.539380669593811,0.19591784477233887,0.23916715383529663
collection,0.11592676490545273,0.24966391921043396,0.38679808378219604,0.22862131893634796,0.23004686832427979,0.12622085213661194,0.20069393515586853
of,0.2480744868516922,0.37253960967063904,0.2631984055042267,0.39081433415412903,0.5696388483047485,0.19253842532634735,0.1826142966747284
works,0.28242939710617065,0.31669676303863525,0.3246794044971466,0.2733730971813202,0.2656683027744293,0.16889216005802155,0.19597402215003967
whose,0.2626471519470215,0.340341180562973,0.1037372350692749,0.2854825556278229,0.23496666550636292,0.17702950537204742,0.16990536451339722
origin,0.1764616072177887,0.2379787713289261,0.13686437904834747,0.19181038439273834,0.25708678364753723,0.08409714698791504,0.12716172635555267
ranges,0.14414890110492706,0.22908641397953033,0.16983987390995026,0.31295692920684814,0.19038642942905426,0.07477326691150665,0.10840721428394318
in,0.2601168751716614,0.41474202275276184,0.2833188474178314,0.3841303884983063,1.0,0.22642600536346436,0.20430970191955566
time,0.35346719622612,0.3523001968860626,0.13406535983085632,0.24188680946826935,0.3431483507156372,0.1637357622385025,0.27391523122787476
from,0.22939439117908478,0.33099696040153503,0.20176564157009125,0.2674213647842407,0.4274188280105591,0.2396499514579773,0.19969791173934937
antiquity,0.16018763184547424,0.28521478176116943,0.29989591240882874,0.1822924166917801,0.24686646461486816,0.19076476991176605,0.16758611798286438
till,0.16624368727207184,0.16266028583049774,0.09438270330429077,0.08830222487449646,0.16940172016620636,0.14896471798419952,0.1827678382396698
the,0.33890387415885925,0.4335206151008606,0.2721219062805176,0.40399202704429626,0.6662389636039734,0.23137180507183075,0.22068053483963013
present,0.17780441045761108,0.14346416294574738,0.14088961482048035,0.20985287427902222,0.23905439674854279,0.06736642867326736,0.21759982407093048
epoch,0.20699267089366913,0.17520691454410553,0.11830155551433563,0.10317330062389374,0.23223625123500824,0.09468439221382141,0.17884482443332672
as,0.33782753348350525,0.4070141911506653,0.20654547214508057,0.3826591968536377,0.3887844979763031,0.14492812752723694,0.27043893933296204
well,0.410734087228775,0.5438802242279053,0.29688164591789246,0.44987359642982483,0.36612698435783386,0.13796460628509521,0.24815571308135986
as,0.33782753348350525,0.4070141911506653,0.20654547214508057,0.3826591968536377,0.3887844979763031,0.14492812752723694,0.27043893933296204
one,0.3213292360305786,0.4223630726337433,0.27118855714797974,0.42537835240364075,0.4129433035850525,0.13329707086086273,0.2673267424106598
of,0.2480744868516922,0.37253960967063904,0.2631984055042267,0.39081433415412903,0.5696388483047485,0.19253842532634735,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.2721219062805176,0.40399202704429626,0.6662389636039734,0.23137180507183075,0.22068053483963013
best,0.25441184639930725,0.2589998245239258,0.17283624410629272,0.20069833099842072,0.2813531160354614,0.06704753637313843,0.2799045741558075
collections,0.1600850522518158,0.3478132486343384,0.49563995003700256,0.3220110833644867,0.2719179093837738,0.1679878830909729,0.1873358190059662
of,0.2480744868516922,0.37253960967063904,0.2631984055042267,0.39081433415412903,0.5696388483047485,0.19253842532634735,0.1826142966747284
paintings,0.19760052859783173,0.3093363344669342,0.4465797543525696,0.2476382851600647,0.2264205515384674,0.16261500120162964,0.1866389960050583
in,0.2601168751716614,0.41474202275276184,0.2833188474178314,0.3841303884983063,1.0,0.22642600536346436,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.2721219062805176,0.40399202704429626,0.6662389636039734,0.23137180507183075,0.22068053483963013
country,0.17206698656082153,0.26946935057640076,0.24013234674930573,0.1952878087759018,0.3040012717247009,0.14886943995952606,0.12647280097007751
including,0.20270724594593048,0.6119236350059509,0.33485934138298035,0.45025435090065,0.35857823491096497,0.11240771412849426,0.1633303165435791
some,0.4180530905723572,0.7976660132408142,0.29785117506980896,0.6331475377082825,0.4010399878025055,0.1486753523349762,0.2562315762042999
paintings,0.19760052859783173,0.3093363344669342,0.4465797543525696,0.2476382851600647,0.2264205515384674,0.16261500120162964,0.1866389960050583
from,0.22939439117908478,0.33099696040153503,0.20176564157009125,0.2674213647842407,0.4274188280105591,0.2396499514579773,0.19969791173934937
adolf,0.1464148759841919,0.1764657348394394,0.02829132229089737,0.11518039554357529,0.24436426162719727,0.34558016061782837,0.16571351885795593
hitler,0.18314285576343536,0.20514266192913055,0.07045722752809525,0.1437477469444275,0.2101086527109146,0.3572941720485687,0.22639022767543793
's,-0.026164190843701363,0.01698932610452175,-0.033785928040742874,-0.008927806280553341,-0.037580832839012146,0.02839025668799877,-0.023395681753754616
private,0.08935344964265823,0.2148355096578598,0.28417453169822693,0.1694057136774063,0.21135757863521576,0.14208947122097015,0.14389030635356903
collection,0.11592676490545273,0.24966391921043396,0.38679808378219604,0.22862131893634796,0.23004686832427979,0.12622085213661194,0.20069393515586853
",",0.22659391164779663,0.40610817074775696,0.24402767419815063,0.4062570035457611,0.5201468467712402,0.25300899147987366,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.3102967441082001,0.48576638102531433,0.4954058527946472,0.2083624005317688,0.20544172823429108
museum,0.08534817397594452,0.16926175355911255,0.766154408454895,0.12469582259654999,0.2407650351524353,0.24001078307628632,0.14128351211547852
of,0.2480744868516922,0.37253960967063904,0.2631984055042267,0.39081433415412903,0.5696388483047485,0.19253842532634735,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.2721219062805176,0.40399202704429626,0.6662389636039734,0.23137180507183075,0.22068053483963013
polish,0.12688754498958588,0.20127539336681366,0.1598508507013321,0.10059056431055069,0.1896398365497589,0.6311136484146118,0.14012759923934937
army,0.13502483069896698,0.1930745244026184,0.19116826355457306,0.13149341940879822,0.25258398056030273,0.2348434329032898,0.180583193898201
whose,0.2626471519470215,0.340341180562973,0.1037372350692749,0.2854825556278229,0.23496666550636292,0.17702950537204742,0.16990536451339722
set,0.2561637759208679,0.23547255992889404,0.186210036277771,0.2029329091310501,0.2663729190826416,0.08846039324998856,0.1698019951581955
portrays,0.23208284378051758,0.24810874462127686,0.16990065574645996,0.2225474715232849,0.20557060837745667,0.09024740755558014,0.13466791808605194
the,0.33890387415885925,0.4335206151008606,0.2721219062805176,0.40399202704429626,0.6662389636039734,0.23137180507183075,0.22068053483963013
history,0.28613850474357605,0.2746841311454773,0.3271060883998871,0.15434955060482025,0.29215577244758606,0.14789769053459167,0.2501974403858185
of,0.2480744868516922,0.37253960967063904,0.2631984055042267,0.39081433415412903,0.5696388483047485,0.19253842532634735,0.1826142966747284
arms,0.1623915582895279,0.16378596425056458,0.23037181794643402,0.18254666030406952,0.2064935863018036,0.060409724712371826,0.1243237629532814
.,0.3287222981452942,0.3974229395389557,0.2693258821964264,0.3452940285205841,0.5591574311256409,0.26825499534606934,0.4130953550338745
