,what,percentage,of,money,raised,was,earmarked,for,causes,in,the,san,francisco,area,?
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.2699695825576782,0.2089216411113739,0.48711544275283813,0.31106603145599365,0.4739971458911896,0.2518732249736786,0.6662389636039734,1.0,0.2858080565929413,0.25086042284965515,0.37834644317626953,0.22068053483963013
super,0.13651713728904724,0.1839606761932373,0.14718765020370483,0.16830426454544067,0.12616728246212006,0.21420986950397491,0.1190531998872757,0.22938419878482819,0.09205693006515503,0.18576006591320038,0.21959073841571808,0.15279507637023926,0.1658499836921692,0.09147491306066513,0.166326642036438
bowl,0.15942467749118805,0.20793026685714722,0.2243070751428604,0.15875811874866486,0.14146828651428223,0.21915455162525177,0.20356693863868713,0.24430087208747864,0.12077608704566956,0.17236235737800598,0.21576224267482758,0.18508543074131012,0.20152677595615387,0.19680163264274597,0.21118052303791046
50,-0.04124141484498978,0.02164030633866787,0.006577443331480026,0.053980231285095215,0.023246165364980698,-0.0011744623770937324,0.03554728627204895,0.029183456674218178,0.07143232971429825,0.021892361342906952,0.03602437674999237,0.02022494748234749,-0.012375159189105034,0.004881815519183874,0.030512850731611252
host,0.12779991328716278,0.07964858412742615,0.1709926575422287,0.14202766120433807,0.16368018090724945,0.16720354557037354,0.14848695695400238,0.2458597868680954,0.22873517870903015,0.21661671996116638,0.26909032464027405,0.16593219339847565,0.14032593369483948,0.1311485767364502,0.1021634042263031
committee,0.18195343017578125,0.1583431512117386,0.2920650243759155,0.20520848035812378,0.09630504995584488,0.25449851155281067,0.13578391075134277,0.29222947359085083,0.09374245256185532,0.2107008546590805,0.24322165548801422,0.15474724769592285,0.14500316977500916,0.19817416369915009,0.12144632637500763
has,0.20338068902492523,0.21051472425460815,0.3909035325050354,0.19487136602401733,0.2152225524187088,0.40313825011253357,0.22117304801940918,0.450642853975296,0.21773695945739746,0.4173259735107422,0.4177538752555847,0.18902096152305603,0.1327187716960907,0.3084876537322998,0.15994466841220856
vowed,0.1351824551820755,0.18487724661827087,0.2083924561738968,0.32276207208633423,0.24958832561969757,0.28876301646232605,0.253696084022522,0.17753905057907104,0.08112191408872604,0.1979874223470688,0.27705755829811096,0.07389138638973236,0.05690997838973999,0.08941309154033661,0.14173133671283722
to,0.455847829580307,0.25744274258613586,0.41548454761505127,0.3124290704727173,0.18795548379421234,0.3636345863342285,0.1908448040485382,0.4451248347759247,0.2537674903869629,0.45010748505592346,0.535392165184021,0.21651452779769897,0.21318043768405914,0.2797197997570038,0.29463258385658264
be,0.3929833769798279,0.28804606199264526,0.33904364705085754,0.23008064925670624,0.12405911833047867,0.42228707671165466,0.26340094208717346,0.3801851272583008,0.23375074565410614,0.3481820821762085,0.4248143136501312,0.10896842181682587,0.10807634890079498,0.20397496223449707,0.3324260413646698
``,0.008517155423760414,0.17982427775859833,0.06780257821083069,0.030175037682056427,0.0657515749335289,-0.012679691426455975,0.01820070669054985,0.01270448137074709,0.07334253937005997,0.04765888676047325,0.029072100296616554,-0.013664762489497662,-0.016306333243846893,0.1034754067659378,0.0685480609536171
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.2699695825576782,0.2089216411113739,0.48711544275283813,0.31106603145599365,0.4739971458911896,0.2518732249736786,0.6662389636039734,1.0,0.2858080565929413,0.25086042284965515,0.37834644317626953,0.22068053483963013
most,0.3219912350177765,0.31981152296066284,0.4178851246833801,0.2340925633907318,0.1331494152545929,0.29933857917785645,0.2535604238510132,0.3906237483024597,0.25081974267959595,0.41416558623313904,0.47635307908058167,0.19508418440818787,0.16286443173885345,0.2143535614013672,0.2107497900724411
giving,0.28628480434417725,0.2653310000896454,0.3440891206264496,0.3109433948993683,0.1997489184141159,0.2248714715242386,0.13527905941009521,0.39347827434539795,0.17990750074386597,0.24607835710048676,0.3626074492931366,0.13705335557460785,0.1155874952673912,0.1677725464105606,0.2052922248840332
super,0.13651713728904724,0.1839606761932373,0.14718765020370483,0.16830426454544067,0.12616728246212006,0.21420986950397491,0.1190531998872757,0.22938419878482819,0.09205693006515503,0.18576006591320038,0.21959073841571808,0.15279507637023926,0.1658499836921692,0.09147491306066513,0.166326642036438
bowl,0.15942467749118805,0.20793026685714722,0.2243070751428604,0.15875811874866486,0.14146828651428223,0.21915455162525177,0.20356693863868713,0.24430087208747864,0.12077608704566956,0.17236235737800598,0.21576224267482758,0.18508543074131012,0.20152677595615387,0.19680163264274597,0.21118052303791046
ever,0.3486426770687103,0.25359976291656494,0.22901833057403564,0.2513715922832489,0.16283802688121796,0.3744584918022156,0.09603139758110046,0.3162844479084015,0.13662615418434143,0.31014615297317505,0.3474041819572449,0.18614521622657776,0.12108264118432999,0.1199692115187645,0.3358461856842041
'',0.08143015950918198,-0.03317117318511009,0.13035868108272552,0.05662612244486809,0.032682228833436966,0.04456103965640068,0.12127454578876495,-0.04479556903243065,0.01131901890039444,0.07432962208986282,0.041273195296525955,0.10309749841690063,0.04776419699192047,-0.02050521783530712,0.018684765323996544
",",0.3087472915649414,0.21945469081401825,0.4946078956127167,0.24156853556632996,0.33604082465171814,0.45456063747406006,0.30198484659194946,0.4464869201183319,0.3057606518268585,0.5201468467712402,0.4933079481124878,0.25561806559562683,0.22144022583961487,0.2664283812046051,0.31091248989105225
and,0.31309178471565247,0.24926191568374634,0.5116966962814331,0.3070235550403595,0.23542729020118713,0.3740963041782379,0.2785843312740326,0.5064792633056641,0.2964467406272888,0.4954058527946472,0.5171257257461548,0.23541347682476044,0.2290353924036026,0.3044000566005707,0.20544172823429108
will,0.3510494530200958,0.2692832052707672,0.2473582625389099,0.2271013706922531,0.1251358985900879,0.22588570415973663,0.21833476424217224,0.3647450804710388,0.35433992743492126,0.2580665349960327,0.3635469079017639,0.12740331888198853,0.14120645821094513,0.14508239924907684,0.35046905279159546
dedicate,0.21782833337783813,0.11091975122690201,0.2261621206998825,0.21096616983413696,0.15276391804218292,0.17947609722614288,0.1458912044763565,0.24846838414669037,0.1315036416053772,0.1620335727930069,0.19143693149089813,0.13333703577518463,0.14371638000011444,0.10612082481384277,0.20456856489181519
25,0.12916474044322968,0.16917291283607483,0.13541533052921295,0.09642976522445679,0.037700116634368896,0.15615400671958923,0.20737457275390625,0.16109365224838257,-0.019751587882637978,0.14793018996715546,0.1671934723854065,0.04026952013373375,-0.0012385665904730558,0.14301922917366028,0.09614268690347672
percent,0.2506202459335327,0.7300876379013062,0.3004763424396515,0.24075281620025635,0.16695250570774078,0.15081442892551422,0.26182594895362854,0.23493695259094238,0.26338085532188416,0.24886950850486755,0.277066707611084,0.14628292620182037,0.11362450569868088,0.3048859238624573,0.14671556651592255
of,0.33290785551071167,0.24724560976028442,1.0,0.23114095628261566,0.21491092443466187,0.4069072902202606,0.3070109784603119,0.4185989499092102,0.2544642984867096,0.5696388483047485,0.733189046382904,0.25237205624580383,0.19117538630962372,0.3409860134124756,0.1826142966747284
all,0.41981086134910583,0.37048232555389404,0.42798417806625366,0.28202763199806213,0.12391993403434753,0.23179835081100464,0.2561393082141876,0.41144001483917236,0.14416009187698364,0.3335905969142914,0.4860881567001343,0.16775812208652496,0.1585932821035385,0.19650433957576752,0.29575422406196594
money,0.2704482674598694,0.2923174202442169,0.23114095628261566,0.9999998807907104,0.2289493829011917,0.26597723364830017,0.26524651050567627,0.3105318546295166,0.13710561394691467,0.2393328845500946,0.2699695825576782,0.185432568192482,0.17525018751621246,0.10955126583576202,0.2069680541753769
it,0.45803478360176086,0.26621147990226746,0.38761502504348755,0.23443938791751862,0.14188890159130096,0.4577186405658722,0.23498933017253876,0.32171204686164856,0.18735122680664062,0.5130809545516968,0.6251175999641418,0.1953807920217514,0.16692332923412323,0.34513235092163086,0.25732165575027466
raises,0.22388479113578796,0.25307798385620117,0.23968493938446045,0.3204943835735321,0.5900841355323792,0.12083401530981064,0.1603706032037735,0.25240424275398254,0.33744874596595764,0.1709977686405182,0.2387484610080719,0.014827669598162174,0.049438536167144775,0.05602748692035675,0.20082814991474152
for,0.3017193675041199,0.2764090597629547,0.4185989499092102,0.3105318546295166,0.21450461447238922,0.3863949179649353,0.2786151170730591,0.9999999403953552,0.2272706925868988,0.4322226941585541,0.4739971458911896,0.21004900336265564,0.2142373025417328,0.20941852033138275,0.264628142118454
philanthropic,0.1870797723531723,0.23002839088439941,0.20743587613105774,0.36293742060661316,0.24126620590686798,0.23140208423137665,0.14161010086536407,0.2323717176914215,0.20703202486038208,0.16097392141819,0.17239925265312195,0.11956334859132767,0.17166702449321747,0.20041623711585999,0.17462901771068573
causes,0.1426164209842682,0.20045173168182373,0.2544642984867096,0.13710561394691467,0.2632937729358673,0.2045060247182846,0.16606402397155762,0.2272706925868988,0.9999998807907104,0.2674790024757385,0.2518732249736786,0.10625942796468735,0.08684813976287842,0.19071711599826813,0.19991323351860046
in,0.30808621644973755,0.18874377012252808,0.5696388483047485,0.2393328845500946,0.27927297353744507,0.45514053106307983,0.30210909247398376,0.4322226941585541,0.2674790024757385,1.0,0.6662389636039734,0.2617562413215637,0.21278683841228485,0.33632898330688477,0.20430970191955566
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.2699695825576782,0.2089216411113739,0.48711544275283813,0.31106603145599365,0.4739971458911896,0.2518732249736786,0.6662389636039734,1.0,0.2858080565929413,0.25086042284965515,0.37834644317626953,0.22068053483963013
bay,0.20251236855983734,0.1206558421254158,0.20480380952358246,0.08605985343456268,0.08291182667016983,0.18626409769058228,0.2537069022655487,0.16755102574825287,0.10284654796123505,0.1926257163286209,0.2441686987876892,0.38444605469703674,0.3707815408706665,0.32755857706069946,0.10773546993732452
area,0.21965408325195312,0.2946845591068268,0.3409860134124756,0.10955126583576202,0.13575220108032227,0.24981513619422913,0.2764054536819458,0.20941852033138275,0.19071711599826813,0.33632898330688477,0.37834644317626953,0.22260162234306335,0.2213580310344696,1.0,0.12640461325645447
.,0.3567904531955719,0.28866735100746155,0.5352458953857422,0.2570818066596985,0.28283676505088806,0.40146201848983765,0.2800811529159546,0.4726039469242096,0.26090872287750244,0.5591574311256409,0.5934505462646484,0.24563752114772797,0.2233876734972,0.2760866582393646,0.4130953550338745
