,an,important,shaman,was,alleged,to,be,trying,to,distance,genghis,khan,from,which,of,his,brothers,?
these,0.16632772982120514,0.3669404983520508,0.2010922133922577,0.19784674048423767,0.21736645698547363,0.46852558851242065,0.4507283866405487,0.28295281529426575,0.46852558851242065,0.18247129023075104,0.1986008733510971,0.11746466159820557,0.2928802967071533,0.5959210991859436,0.42684608697891235,0.2947653532028198,0.20752252638339996,0.2571668326854706
include,0.14737801253795624,0.3635503947734833,0.14048530161380768,0.10680413991212845,0.13474498689174652,0.1820748895406723,0.29535481333732605,0.05056649073958397,0.1820748895406723,0.1299392729997635,0.08401016891002655,0.09747014194726944,0.2679238021373749,0.33084139227867126,0.37431180477142334,0.15775534510612488,0.13838350772857666,0.14925788342952728
rifts,0.12657800316810608,0.17431004345417023,0.2409825176000595,0.12610918283462524,0.1716005504131317,0.2008621245622635,0.21046414971351624,0.21954457461833954,0.2008621245622635,0.26473143696784973,0.26039132475852966,0.1811836212873459,0.22366417944431305,0.3623788058757782,0.27259203791618347,0.2334398478269577,0.17837391793727875,0.11086469143629074
with,0.2730048894882202,0.2211170494556427,0.19408468902111053,0.27411898970603943,0.1500861942768097,0.4239959120750427,0.36101722717285156,0.2584823668003082,0.4239959120750427,0.1966303139925003,0.18149495124816895,0.12498863786458969,0.26272761821746826,0.46403205394744873,0.41827285289764404,0.33836179971694946,0.2425897866487503,0.2433311939239502
his,0.24025635421276093,0.198139950633049,0.23496276140213013,0.4405253231525421,0.2757827043533325,0.3715193271636963,0.21738691627979279,0.3376191258430481,0.3715193271636963,0.1318657100200653,0.3744826912879944,0.26570460200309753,0.3195365369319916,0.32283493876457214,0.38364991545677185,0.9999998807907104,0.36579272150993347,0.18075084686279297
early,0.21947315335273743,0.3426573574542999,0.16825349628925323,0.4148794412612915,0.18625743687152863,0.24557004868984222,0.2155047357082367,0.21831989288330078,0.24557004868984222,0.16322433948516846,0.28915494680404663,0.18470795452594757,0.2746177613735199,0.29240089654922485,0.30937549471855164,0.30639806389808655,0.22042721509933472,0.15272949635982513
allies,0.10909479111433029,0.22296945750713348,0.1516525149345398,0.28652453422546387,0.21899530291557312,0.2693256437778473,0.19631922245025635,0.28114548325538635,0.2693256437778473,0.19376268982887268,0.36516889929771423,0.1994665563106537,0.1812838613986969,0.23140683770179749,0.21651434898376465,0.2479422688484192,0.24045516550540924,0.16798950731754303
such,0.2025681436061859,0.333929181098938,0.22488737106323242,0.12487147748470306,0.15892651677131653,0.2871878743171692,0.5239806771278381,0.20875930786132812,0.2871878743171692,0.16928011178970337,0.14482241868972778,0.14670294523239136,0.24813218414783478,0.406057745218277,0.3209529519081116,0.1748584806919098,0.155039981007576,0.17851735651493073
as,0.37218472361564636,0.2693694233894348,0.20473800599575043,0.3677520453929901,0.1777445524930954,0.42092081904411316,0.5230465531349182,0.23801979422569275,0.42092081904411316,0.21944503486156464,0.17543354630470276,0.22500167787075043,0.3251767158508301,0.41006597876548767,0.3886612355709076,0.3146366477012634,0.17149995267391205,0.27043893933296204
jamukha,0.19807317852973938,0.24523910880088806,0.4387202560901642,0.25800472497940063,0.17565412819385529,0.17626526951789856,0.19902904331684113,0.1310737580060959,0.17626526951789856,0.09626153856515884,0.5128103494644165,0.6142362356185913,0.1774546205997467,0.2822272479534149,0.2439788281917572,0.2645959258079529,0.1677204817533493,0.20055611431598663
(,0.286407470703125,0.21277278661727905,0.13481968641281128,0.2980341613292694,0.1011490598320961,0.30882009863853455,0.2349044382572174,0.15712308883666992,0.30882009863853455,0.1953849345445633,0.2257842868566513,0.1773909628391266,0.25806233286857605,0.2589828372001648,0.35032153129577637,0.16098198294639587,0.13563506305217743,0.40561532974243164
who,0.2848317325115204,0.23735733330249786,0.3194306492805481,0.3318818509578705,0.2710895836353302,0.42656609416007996,0.3371641933917999,0.4113895297050476,0.42656609416007996,0.1422014683485031,0.3018350303173065,0.2616176903247833,0.27839982509613037,0.3688730001449585,0.2827862501144409,0.44966956973075867,0.31422024965286255,0.26220351457595825
also,0.36835694313049316,0.4314649701118469,0.2987799644470215,0.4032125174999237,0.25006240606307983,0.5348826050758362,0.48342031240463257,0.2856321632862091,0.5348826050758362,0.1928965002298355,0.2539297640323639,0.21398134529590607,0.33783096075057983,0.6566565632820129,0.4924938678741455,0.38173818588256836,0.24117900431156158,0.21848613023757935
wanted,0.204255148768425,0.2785585820674896,0.1837066113948822,0.44138115644454956,0.24165475368499756,0.47293567657470703,0.254121869802475,0.5615205764770508,0.47293567657470703,0.13105542957782745,0.16609327495098114,0.11072467267513275,0.20767495036125183,0.21280324459075928,0.28092440962791443,0.3366564214229584,0.21969349682331085,0.24342651665210724
to,0.3138085603713989,0.30913278460502625,0.19475963711738586,0.3636345863342285,0.19183480739593506,1.0,0.4972836375236511,0.5021223425865173,1.0,0.26426711678504944,0.2294713407754898,0.18221943080425262,0.4069952368736267,0.5345056653022766,0.41548454761505127,0.3715193271636963,0.2244100421667099,0.29463258385658264
be,0.33041056990623474,0.2492702454328537,0.18423709273338318,0.42228707671165466,0.2152601033449173,0.4972836375236511,1.0,0.2223741114139557,0.4972836375236511,0.22311455011367798,0.16810378432273865,0.19255778193473816,0.3107333183288574,0.476310670375824,0.33904364705085754,0.21738691627979279,0.10910821706056595,0.3324260413646698
a,0.44552403688430786,0.2963852882385254,0.1928129345178604,0.4508470594882965,0.19702473282814026,0.45503583550453186,0.39883795380592346,0.3045077919960022,0.45503583550453186,0.27685120701789856,0.194350928068161,0.1743650734424591,0.322764128446579,0.56894451379776,0.5052502155303955,0.3497250974178314,0.19716104865074158,0.23916715383529663
ruler,0.1405840516090393,0.1536577194929123,0.3083747625350952,0.24177265167236328,0.14001226425170898,0.18837414681911469,0.1842915117740631,0.1588486135005951,0.18837414681911469,0.19711048901081085,0.49594876170158386,0.37283483147621155,0.12577174603939056,0.157684326171875,0.28001952171325684,0.22902530431747437,0.18551352620124817,0.14533701539039612
of,0.32280945777893066,0.43301743268966675,0.15333613753318787,0.4069072902202606,0.24758745729923248,0.41548454761505127,0.33904364705085754,0.21177013218402863,0.41548454761505127,0.20277999341487885,0.2938849925994873,0.17124508321285248,0.4249346852302551,0.5011631846427917,1.0,0.38364991545677185,0.1853860318660736,0.1826142966747284
mongol,0.09708178043365479,0.13405485451221466,0.33676284551620483,0.17204789817333221,0.14968539774417877,0.2125127911567688,0.09597765654325485,0.17567768692970276,0.2125127911567688,0.20231099426746368,0.6244974732398987,0.5576101541519165,0.2123146951198578,0.22227831184864044,0.22712039947509766,0.22059163451194763,0.17089779675006866,0.12849251925945282
tribes,0.100333571434021,0.17697137594223022,0.29158148169517517,0.16813719272613525,0.11095746606588364,0.23350952565670013,0.1665801852941513,0.22035261988639832,0.23350952565670013,0.11685062199831009,0.4128517806529999,0.2990405559539795,0.12463679164648056,0.17691141366958618,0.21502000093460083,0.13524490594863892,0.22372527420520782,0.08824794739484787
),0.2873353958129883,0.22956669330596924,0.14727617800235748,0.3267642855644226,0.10932712256908417,0.31236231327056885,0.24578070640563965,0.15966197848320007,0.31236231327056885,0.1987295299768448,0.24887141585350037,0.2105041742324829,0.2672361731529236,0.2758678197860718,0.3680361211299896,0.18606403470039368,0.1457313746213913,0.42300865054130554
and,0.2838519215583801,0.37549954652786255,0.19367744028568268,0.3740963041782379,0.1831645369529724,0.48971283435821533,0.41766801476478577,0.2888859510421753,0.48971283435821533,0.25180765986442566,0.26551535725593567,0.22885166108608246,0.3601827025413513,0.506277859210968,0.5116966962814331,0.4234102666378021,0.28383347392082214,0.20544172823429108
wang,0.1326131671667099,0.148163303732872,0.3370116055011749,0.2320348173379898,0.15966251492500305,0.13714289665222168,0.14177174866199493,0.13367734849452972,0.13714289665222168,0.06426648050546646,0.3548300564289093,0.3138030767440796,0.11241226643323898,0.1685521900653839,0.16835421323776245,0.2069566249847412,0.13586732745170593,0.17497806251049042
