,how,many,teams,did,los,angeles,used,to,have,?
from,0.22939439117908478,0.33099696040153503,0.20888039469718933,0.20248863101005554,0.22446542978286743,0.21691568195819855,0.25821518898010254,0.4069952368736267,0.30702701210975647,0.19969791173934937
2005,0.03437461704015732,0.10787120461463928,0.028143465518951416,0.11135691404342651,-0.014202496968209743,-0.013955434784293175,-0.009098339825868607,0.018235651776194572,-0.03018493391573429,0.10709824413061142
to,0.44169697165489197,0.40243685245513916,0.2634691894054413,0.4452643394470215,0.19904789328575134,0.20994949340820312,0.40058770775794983,1.0,0.4544740617275238,0.29463258385658264
2014,0.06244484707713127,-0.02496628649532795,-0.05728425458073616,-0.002547524170950055,0.025242162868380547,0.042938608676195145,-0.007408102974295616,0.016496146097779274,-0.018927626311779022,0.058127544820308685
",",0.22659391164779663,0.40610817074775696,0.22220629453659058,0.3015086054801941,0.242568701505661,0.23721925914287567,0.3120402991771698,0.44245919585227966,0.3541618287563324,0.31091248989105225
there,0.3328511416912079,0.4993700683116913,0.2347501516342163,0.29736605286598206,0.18061605095863342,0.15765273571014404,0.3545510172843933,0.40669289231300354,0.5194604992866516,0.29405656456947327
were,0.2082374095916748,0.4804460406303406,0.28874582052230835,0.4162326455116272,0.16787578165531158,0.15541541576385498,0.27636459469795227,0.31913647055625916,0.5193349123001099,0.17890112102031708
two,0.2499001920223236,0.5147606730461121,0.29386359453201294,0.2755576968193054,0.2009507119655609,0.2017005980014801,0.226744145154953,0.3343428373336792,0.4498785734176636,0.19645625352859497
major,0.12500809133052826,0.2907782793045044,0.16824941337108612,0.20997437834739685,0.16908401250839233,0.17935548722743988,0.16234950721263885,0.19240309298038483,0.2512233257293701,0.19788557291030884
league,0.04579940438270569,0.15746146440505981,0.5732301473617554,0.17557655274868011,0.19256800413131714,0.22688227891921997,0.14554552733898163,0.18720030784606934,0.19458895921707153,0.15941482782363892
soccer,0.15231256186962128,0.11887695640325546,0.4462805986404419,0.11089974641799927,0.2071855217218399,0.213662251830101,0.1501353681087494,0.1366727501153946,0.15414099395275116,0.10359424352645874
teams,0.11085164546966553,0.1992911547422409,1.0,0.18786492943763733,0.22085128724575043,0.22802701592445374,0.18909646570682526,0.2634691894054413,0.27656877040863037,0.11150168627500534
in,0.2601168751716614,0.41474202275276184,0.2639528214931488,0.2593238651752472,0.2795681953430176,0.23927895724773407,0.3090210556983948,0.45010748505592346,0.36843645572662354,0.20430970191955566
los,0.1389930248260498,0.23644691705703735,0.22085128724575043,0.14636720716953278,1.0,0.9408739805221558,0.09731575101613998,0.19904789328575134,0.15787723660469055,0.15495611727237701
angeles,0.15835323929786682,0.2358880192041397,0.22802701592445374,0.14749552309513092,0.9408739805221558,0.9999999403953552,0.11363112926483154,0.20994949340820312,0.17562218010425568,0.16139166057109833
—,0.06700973957777023,0.03826156631112099,0.12859666347503662,0.11271154880523682,0.06709176301956177,0.05210737884044647,0.14701911807060242,0.17907623946666718,0.12473703920841217,0.23527392745018005
the,0.33890387415885925,0.4335206151008606,0.3164927661418915,0.34736719727516174,0.2502395510673523,0.24588194489479065,0.3718377649784088,0.535392165184021,0.40389683842658997,0.22068053483963013
la,0.15648114681243896,0.156143456697464,0.13141117990016937,0.0889313668012619,0.2939456105232239,0.2285812497138977,0.15210145711898804,0.15626297891139984,0.11134853214025497,0.16701938211917877
galaxy,0.22348682582378387,0.1395970731973648,0.17495350539684296,0.13752563297748566,0.25569695234298706,0.25469815731048584,0.11653675138950348,0.17287476360797882,0.20954257249832153,0.2027440369129181
and,0.33647966384887695,0.5296266674995422,0.2197335660457611,0.34479495882987976,0.22504177689552307,0.2403915673494339,0.3150506615638733,0.48971283435821533,0.4711785912513733,0.20544172823429108
chivas,0.1344807744026184,0.20207595825195312,0.3374957740306854,0.1249581053853035,0.3396790325641632,0.3036766052246094,0.19179993867874146,0.1645473688840866,0.13779021799564362,0.16370920836925507
usa,0.19711075723171234,0.21718819439411163,0.17809779942035675,0.17620059847831726,0.23326677083969116,0.25222155451774597,0.18627025187015533,0.16385670006275177,0.15813879668712616,0.18464894592761993
—,0.06700973957777023,0.03826156631112099,0.12859666347503662,0.11271154880523682,0.06709176301956177,0.05210737884044647,0.14701911807060242,0.17907623946666718,0.12473703920841217,0.23527392745018005
that,0.557814359664917,0.5391656160354614,0.22682182490825653,0.47518548369407654,0.18935614824295044,0.1830451935529709,0.37621384859085083,0.5436353087425232,0.6182622313499451,0.32716336846351624
both,0.3017238676548004,0.5466644167900085,0.25199511647224426,0.34255191683769226,0.12841852009296417,0.14673450589179993,0.3154800534248352,0.3897709250450134,0.43702858686447144,0.19455738365650177
played,0.11035697907209396,0.18853145837783813,0.39578181505203247,0.19653649628162384,0.20969194173812866,0.22931799292564392,0.240168496966362,0.14824016392230988,0.16157019138336182,0.14096300303936005
at,0.2154216170310974,0.2716965675354004,0.25427719950675964,0.28390252590179443,0.19191814959049225,0.19420960545539856,0.22295412421226501,0.36524343490600586,0.29004791378974915,0.21978627145290375
the,0.33890387415885925,0.4335206151008606,0.3164927661418915,0.34736719727516174,0.2502395510673523,0.24588194489479065,0.3718377649784088,0.535392165184021,0.40389683842658997,0.22068053483963013
stubhub,0.21099700033664703,0.24713966250419617,0.21058344841003418,0.1974024474620819,0.19029133021831512,0.19472141563892365,0.26146844029426575,0.3280823826789856,0.3302435576915741,0.4566129446029663
center,0.12502175569534302,0.1288990080356598,0.1594773381948471,0.14647023379802704,0.22451025247573853,0.2310287207365036,0.1282791942358017,0.17764393985271454,0.18899105489253998,0.12538520991802216
and,0.33647966384887695,0.5296266674995422,0.2197335660457611,0.34479495882987976,0.22504177689552307,0.2403915673494339,0.3150506615638733,0.48971283435821533,0.4711785912513733,0.20544172823429108
were,0.2082374095916748,0.4804460406303406,0.28874582052230835,0.4162326455116272,0.16787578165531158,0.15541541576385498,0.27636459469795227,0.31913647055625916,0.5193349123001099,0.17890112102031708
local,0.1895620971918106,0.24487940967082977,0.136668860912323,0.1319427639245987,0.10385163128376007,0.11033160984516144,0.13996946811676025,0.2207600325345993,0.21113677322864532,0.15022775530815125
rivals,0.0962282046675682,0.19765375554561615,0.3674739599227905,0.15594114363193512,0.12516511976718903,0.1503772884607315,0.12571103870868683,0.19842348992824554,0.22874510288238525,0.10840261727571487
.,0.3287222981452942,0.3974229395389557,0.23459066450595856,0.35288307070732117,0.2471826672554016,0.26720499992370605,0.33111312985420227,0.4645031690597534,0.41614407300949097,0.4130953550338745
