,what,did,dfds,cite,as,the,reasons,it,terminated,operations,?
the,0.42745697498321533,0.34736719727516174,0.34959444403648376,0.1981896162033081,0.48381632566452026,1.0,0.2951921820640564,0.6251175999641418,0.2870122194290161,0.2928410470485687,0.22068053483963013
dfds,0.30505937337875366,0.26871174573898315,0.9999999403953552,0.31760185956954956,0.33865222334861755,0.34959444403648376,0.3959256410598755,0.3250023424625397,0.2794070541858673,0.3104340136051178,0.36004528403282166
ferry,0.16865432262420654,0.10035678744316101,0.21836510300636292,0.1550152599811554,0.16363508999347687,0.20100507140159607,0.16057372093200684,0.21118900179862976,0.2349737137556076,0.2700839638710022,0.11376336216926575
service,0.16857224702835083,0.14130860567092896,0.2548087239265442,0.17246848344802856,0.21829554438591003,0.22661015391349792,0.15710662305355072,0.22391626238822937,0.24119932949543,0.3669959604740143,0.1676298975944519
to,0.455847829580307,0.4452643394470215,0.3211943805217743,0.2678207755088806,0.42092081904411316,0.535392165184021,0.32146772742271423,0.513711154460907,0.24623741209506989,0.2544249892234802,0.29463258385658264
gothenburg,0.15811003744602203,0.14423108100891113,0.29445141553878784,0.10528455674648285,0.1910151094198227,0.2399870902299881,0.10169349610805511,0.2403540015220642,0.14601871371269226,0.19376952946186066,0.13408420979976654
",",0.3087472915649414,0.3015086054801941,0.40807899832725525,0.23117691278457642,0.48816442489624023,0.4933079481124878,0.31034985184669495,0.48329564929008484,0.26245471835136414,0.28440970182418823,0.31091248989105225
sweden,0.12934117019176483,0.14059685170650482,0.24154555797576904,0.06200509890913963,0.16112519800662994,0.20170342922210693,0.13334642350673676,0.20874887704849243,0.0677860751748085,0.12767437100410461,0.1268482208251953
",",0.3087472915649414,0.3015086054801941,0.40807899832725525,0.23117691278457642,0.48816442489624023,0.4933079481124878,0.31034985184669495,0.48329564929008484,0.26245471835136414,0.28440970182418823,0.31091248989105225
ceased,0.23302510380744934,0.2881433069705963,0.26045462489128113,0.1704055517911911,0.24475720524787903,0.30325502157211304,0.24228616058826447,0.20897988975048065,0.36974722146987915,0.29569464921951294,0.17789196968078613
at,0.2838611304759979,0.28390252590179443,0.26351240277290344,0.17667919397354126,0.28092536330223083,0.457212895154953,0.2379845529794693,0.36473900079727173,0.15420354902744293,0.20260471105575562,0.21978627145290375
the,0.42745697498321533,0.34736719727516174,0.34959444403648376,0.1981896162033081,0.48381632566452026,1.0,0.2951921820640564,0.6251175999641418,0.2870122194290161,0.2928410470485687,0.22068053483963013
end,0.29234179854393005,0.18808481097221375,0.23333491384983063,0.17684073746204376,0.23417671024799347,0.39658910036087036,0.2026916742324829,0.277616024017334,0.3282194435596466,0.17492535710334778,0.12543344497680664
of,0.33290785551071167,0.2513895630836487,0.24451112747192383,0.16765056550502777,0.3886612355709076,0.733189046382904,0.28044363856315613,0.38761502504348755,0.1440669596195221,0.28191348910331726,0.1826142966747284
october,0.24927909672260284,0.2746104896068573,0.31508857011795044,0.1582230031490326,0.25472286343574524,0.2621108889579773,0.15621057152748108,0.2629043757915497,0.15860219299793243,0.21868863701820374,0.29706719517707825
2006,-0.0008085015579126775,-0.07636451721191406,-0.011633471585810184,-0.06864283233880997,0.06796624511480331,0.11294147372245789,0.11686308681964874,0.03824596479535103,0.16771522164344788,0.06384368985891342,-0.1194092258810997
–,0.13008765876293182,0.2259434312582016,0.27516117691993713,0.10276605188846588,0.23975129425525665,0.2607575058937073,0.04854529723525047,0.12404299527406693,0.0736423209309578,0.15958356857299805,0.2714554965496063
the,0.42745697498321533,0.34736719727516174,0.34959444403648376,0.1981896162033081,0.48381632566452026,1.0,0.2951921820640564,0.6251175999641418,0.2870122194290161,0.2928410470485687,0.22068053483963013
company,0.2333769053220749,0.16800642013549805,0.27388209104537964,0.10911323875188828,0.18860384821891785,0.26591673493385315,0.13020683825016022,0.3082790970802307,0.17134852707386017,0.30543649196624756,0.12195809185504913
cited,0.28291428089141846,0.2331319898366928,0.2445409893989563,0.6810277104377747,0.2698792815208435,0.2582094371318817,0.2812763750553131,0.17632468044757843,0.18656758964061737,0.1784311830997467,0.32995760440826416
high,0.20466077327728271,0.15957149863243103,0.2554221749305725,0.08755574375391006,0.23253053426742554,0.28034812211990356,0.15397535264492035,0.22461844980716705,0.13524353504180908,0.11334291845560074,0.11137914657592773
fuel,0.1848171502351761,0.15623702108860016,0.29478681087493896,0.22057412564754486,0.18854616582393646,0.18534968793392181,0.20045602321624756,0.24427908658981323,0.20804636180400848,0.27239975333213806,0.10583324730396271
prices,0.23893781006336212,0.22555270791053772,0.33511972427368164,0.14992564916610718,0.24518172442913055,0.24549299478530884,0.2515524625778198,0.2712022662162781,0.12278813868761063,0.29454049468040466,0.14604969322681427
and,0.31309178471565247,0.34479495882987976,0.3905474543571472,0.19283846020698547,0.49487000703811646,0.5171257257461548,0.31014180183410645,0.40957894921302795,0.25586509704589844,0.283679723739624,0.20544172823429108
new,0.2130378633737564,0.227974995970726,0.22484222054481506,0.2390248328447342,0.24585270881652832,0.3845241069793701,0.13091763854026794,0.23156195878982544,0.11928010731935501,0.1758096069097519,0.14782847464084625
competition,0.18313148617744446,0.1774688959121704,0.28054559230804443,0.17438016831874847,0.22892597317695618,0.257230669260025,0.15744121372699738,0.22347235679626465,0.14326073229312897,0.182148277759552,0.1394461691379547
from,0.2737620174884796,0.20248863101005554,0.21170225739479065,0.16330966353416443,0.3251767158508301,0.40150508284568787,0.22220219671726227,0.325604110956192,0.19361259043216705,0.13436345756053925,0.19969791173934937
low-cost,0.2647297978401184,0.25805407762527466,0.43169865012168884,0.1994807869195938,0.3098127245903015,0.38418474793434143,0.2798391580581665,0.3356260061264038,0.22071126103401184,0.2463373839855194,0.2411753386259079
air,0.10361403971910477,0.12297173589468002,0.27762722969055176,0.180327907204628,0.17459522187709808,0.2877824306488037,0.1335785686969757,0.26871708035469055,0.1513155698776245,0.306960791349411,0.1491677612066269
services,0.16048473119735718,0.14472568035125732,0.29071518778800964,0.13046355545520782,0.2673030495643616,0.2381475418806076,0.23656584322452545,0.22879035770893097,0.2803756296634674,0.4279515743255615,0.1328447163105011
as,0.31749409437179565,0.3596470057964325,0.33865222334861755,0.15764158964157104,1.0,0.48381632566452026,0.3391221761703491,0.4461488723754883,0.3040626645088196,0.22380192577838898,0.27043893933296204
the,0.42745697498321533,0.34736719727516174,0.34959444403648376,0.1981896162033081,0.48381632566452026,1.0,0.2951921820640564,0.6251175999641418,0.2870122194290161,0.2928410470485687,0.22068053483963013
cause,0.24883218109607697,0.2225308120250702,0.3162354826927185,0.2484617382287979,0.22159208357334137,0.2551237642765045,0.42879945039749146,0.26461511850357056,0.24175094068050385,0.21211040019989014,0.240532785654068
–,0.13008765876293182,0.2259434312582016,0.27516117691993713,0.10276605188846588,0.23975129425525665,0.2607575058937073,0.04854529723525047,0.12404299527406693,0.0736423209309578,0.15958356857299805,0.2714554965496063
and,0.31309178471565247,0.34479495882987976,0.3905474543571472,0.19283846020698547,0.49487000703811646,0.5171257257461548,0.31014180183410645,0.40957894921302795,0.25586509704589844,0.283679723739624,0.20544172823429108
their,0.35142919421195984,0.38078752160072327,0.3403138518333435,0.15900473296642303,0.29218852519989014,0.516537070274353,0.3618636429309845,0.3067983090877533,0.19463056325912476,0.2518654465675354,0.1898253709077835
service,0.16857224702835083,0.14130860567092896,0.2548087239265442,0.17246848344802856,0.21829554438591003,0.22661015391349792,0.15710662305355072,0.22391626238822937,0.24119932949543,0.3669959604740143,0.1676298975944519
to,0.455847829580307,0.4452643394470215,0.3211943805217743,0.2678207755088806,0.42092081904411316,0.535392165184021,0.32146772742271423,0.513711154460907,0.24623741209506989,0.2544249892234802,0.29463258385658264
bergen,0.12828904390335083,0.08058269321918488,0.2547747492790222,0.1757708191871643,0.1401737928390503,0.2114899754524231,0.04817374423146248,0.1586761325597763,0.11203475296497345,0.1579493284225464,0.14942072331905365
and,0.31309178471565247,0.34479495882987976,0.3905474543571472,0.19283846020698547,0.49487000703811646,0.5171257257461548,0.31014180183410645,0.40957894921302795,0.25586509704589844,0.283679723739624,0.20544172823429108
stavanger,0.17619457840919495,0.14990727603435516,0.2115808129310608,0.06110193207859993,0.2064158320426941,0.28078800439834595,0.1512174755334854,0.20494773983955383,0.07990340143442154,0.23092128336429596,0.12790870666503906
",",0.3087472915649414,0.3015086054801941,0.40807899832725525,0.23117691278457642,0.48816442489624023,0.4933079481124878,0.31034985184669495,0.48329564929008484,0.26245471835136414,0.28440970182418823,0.31091248989105225
norway,0.13499143719673157,0.13200347125530243,0.2515466809272766,0.07594314962625504,0.13745038211345673,0.20952337980270386,0.1473047137260437,0.19163154065608978,0.06463475525379181,0.1845540851354599,0.12105534970760345
was,0.22111038863658905,0.41399896144866943,0.23956122994422913,0.12729601562023163,0.3677520453929901,0.48711544275283813,0.3114069104194641,0.4577186405658722,0.17829450964927673,0.17603980004787445,0.18412111699581146
terminated,0.1677820235490799,0.23496682941913605,0.2794070541858673,0.14962296187877655,0.3040626645088196,0.2870122194290161,0.22731095552444458,0.2253880649805069,1.0000001192092896,0.2843320369720459,0.10472823679447174
late,0.1576872020959854,0.27609187364578247,0.23706352710723877,0.13454864919185638,0.2612197697162628,0.31481194496154785,0.17161057889461517,0.28720298409461975,0.18147581815719604,0.17912694811820984,0.11339222639799118
2008,-0.19703538715839386,-0.07680223137140274,0.024525297805666924,-0.07386695593595505,-0.05947152525186539,-0.06530369818210602,-0.07926680892705917,-0.17123371362686157,-0.04990832880139351,-0.05272779241204262,-0.09852470457553864
.,0.3567904531955719,0.35288307070732117,0.39279916882514954,0.2586493194103241,0.515582263469696,0.5934505462646484,0.298481822013855,0.5593622326850891,0.23358453810214996,0.25470927357673645,0.4130953550338745
