,in,which,year,did,the,royal,college,of,art,gained,full,independence,from,the,v,&,a,?
this,0.45205554366111755,0.6719430088996887,0.24877788126468658,0.3609912693500519,0.6274310946464539,0.20395520329475403,0.1553061455488205,0.45148900151252747,0.23056387901306152,0.28125128149986267,0.3258472681045532,0.20731134712696075,0.3469814360141754,0.6274310946464539,0.20022960007190704,0.10073830187320709,0.5422310829162598,0.3155723512172699
led,0.2990247309207916,0.21040768921375275,0.1989809274673462,0.3213953971862793,0.3267505168914795,0.15173938870429993,0.14203858375549316,0.32918456196784973,0.08264289796352386,0.3042299151420593,0.09209739416837692,0.21081535518169403,0.2455430030822754,0.3267505168914795,0.11147885024547577,0.12308948487043381,0.19072435796260834,0.09273858368396759
to,0.45010748505592346,0.5345056653022766,0.23523004353046417,0.4452643394470215,0.535392165184021,0.20404569804668427,0.21170179545879364,0.41548454761505127,0.22068513929843903,0.22058042883872986,0.2671089768409729,0.1964111477136612,0.4069952368736267,0.535392165184021,0.2109750658273697,0.1254875510931015,0.45503583550453186,0.29463258385658264
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.2997032403945923,0.19751401245594025,0.733189046382904,0.20297785103321075,0.29543522000312805,0.2988807260990143,0.2836182415485382,0.40150508284568787,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.22068053483963013
transfer,0.23500178754329681,0.33174312114715576,0.16654689610004425,0.10172300040721893,0.2638886570930481,0.11675026267766953,0.1633056402206421,0.2704789340496063,0.2022053599357605,0.2011118233203888,0.2806655168533325,0.22890201210975647,0.28388476371765137,0.2638886570930481,0.1347418874502182,0.1393018513917923,0.27985772490501404,0.13552898168563843
to,0.45010748505592346,0.5345056653022766,0.23523004353046417,0.4452643394470215,0.535392165184021,0.20404569804668427,0.21170179545879364,0.41548454761505127,0.22068513929843903,0.22058042883872986,0.2671089768409729,0.1964111477136612,0.4069952368736267,0.535392165184021,0.2109750658273697,0.1254875510931015,0.45503583550453186,0.29463258385658264
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.2997032403945923,0.19751401245594025,0.733189046382904,0.20297785103321075,0.29543522000312805,0.2988807260990143,0.2836182415485382,0.40150508284568787,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.22068053483963013
museum,0.2407650351524353,0.22731433808803558,0.1009267270565033,0.14870306849479675,0.24861779808998108,0.2835387885570526,0.2051955759525299,0.23314370214939117,0.5128974318504333,0.18830803036689758,0.0829385295510292,0.16025030612945557,0.20791949331760406,0.24861779808998108,0.07561434060335159,0.18110838532447815,0.14725451171398163,0.14128351211547852
of,0.5696388483047485,0.5011631846427917,0.2578314542770386,0.2513895630836487,0.733189046382904,0.3112924098968506,0.2384195327758789,1.0,0.22648051381111145,0.29895761609077454,0.3238043189048767,0.2965129017829895,0.4249346852302551,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.1826142966747284
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.2997032403945923,0.19751401245594025,0.733189046382904,0.20297785103321075,0.29543522000312805,0.2988807260990143,0.2836182415485382,0.40150508284568787,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.22068053483963013
school,0.26157811284065247,0.19108018279075623,0.2321801781654358,0.19696208834648132,0.22953221201896667,0.17144063115119934,0.569277286529541,0.2391800880432129,0.25411027669906616,0.10331225395202637,0.11254773288965225,0.16595305502414703,0.1915854513645172,0.22953221201896667,0.09949786216020584,0.18246440589427948,0.2245093584060669,0.15091250836849213
of,0.5696388483047485,0.5011631846427917,0.2578314542770386,0.2513895630836487,0.733189046382904,0.3112924098968506,0.2384195327758789,1.0,0.22648051381111145,0.29895761609077454,0.3238043189048767,0.2965129017829895,0.4249346852302551,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.1826142966747284
design,0.21856798231601715,0.302594393491745,0.14728954434394836,0.23409053683280945,0.27913451194763184,0.15229392051696777,0.23355846107006073,0.2522938847541809,0.31024113297462463,0.09661886841058731,0.21660031378269196,0.1058894619345665,0.10586436837911606,0.27913451194763184,0.20191225409507751,0.146415576338768,0.25211480259895325,0.16351860761642456
that,0.435920387506485,0.6894589066505432,0.2826407253742218,0.47518548369407654,0.5473989248275757,0.13512937724590302,0.1788395792245865,0.41498205065727234,0.22609536349773407,0.18878613412380219,0.29961732029914856,0.18637023866176605,0.3477667272090912,0.5473989248275757,0.14623945951461792,0.13811425864696503,0.47537946701049805,0.32716336846351624
had,0.385026752948761,0.3188965916633606,0.29678046703338623,0.540525496006012,0.3875846862792969,0.2253422886133194,0.16593050956726074,0.37755560874938965,0.16517585515975952,0.377902626991272,0.19671596586704254,0.19219879806041718,0.3075238764286041,0.3875846862792969,0.1252606064081192,0.15368397533893585,0.34897568821907043,0.20728366076946259
been,0.3515113592147827,0.36993977427482605,0.2560553550720215,0.2835664749145508,0.3563927710056305,0.17399176955223083,0.11876677721738815,0.31685134768486023,0.1646641194820404,0.2888655662536621,0.16321226954460144,0.1633746474981308,0.27624839544296265,0.3563927710056305,0.06977773457765579,0.09559250622987747,0.3315402865409851,0.24354910850524902
founded,0.24877111613750458,0.2052733600139618,0.19139066338539124,0.15014135837554932,0.2840350568294525,0.22610867023468018,0.30741626024246216,0.24571022391319275,0.15061673521995544,0.24251028895378113,0.07788783311843872,0.2863623797893524,0.1587110161781311,0.2840350568294525,0.108897365629673,0.16781343519687653,0.1686933934688568,0.09119737893342972
in,1.0,0.4840516746044159,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.22172321379184723,0.2160365730524063,0.5696388483047485,0.2282189577817917,0.2935055196285248,0.20023053884506226,0.25996696949005127,0.4274188280105591,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.20430970191955566
1837,-0.045662105083465576,0.13510192930698395,-0.1260545700788498,0.013490937650203705,-0.04265937954187393,-0.19336417317390442,-0.15012535452842712,-0.06801442056894302,-0.15661874413490295,0.005876539740711451,-0.07851743698120117,-0.13281738758087158,-0.01067180372774601,-0.04265937954187393,-0.02807396836578846,-0.16510458290576935,0.062352973967790604,0.020591329783201218
at,0.4374977946281433,0.3286694884300232,0.3146436810493469,0.28390252590179443,0.457212895154953,0.23294612765312195,0.2688989043235779,0.42558613419532776,0.17421728372573853,0.19665458798408508,0.22890213131904602,0.11280494183301926,0.3447161316871643,0.457212895154953,0.16234125196933746,0.12151119112968445,0.3095070421695709,0.21978627145290375
somerset,0.26422318816185,0.22250953316688538,0.19220827519893646,0.15419329702854156,0.2696875333786011,0.26427385210990906,0.24523577094078064,0.2519650161266327,0.10937803983688354,0.16451427340507507,0.09457511454820633,0.1789802461862564,0.2214014083147049,0.2696875333786011,0.10940147191286087,0.13708442449569702,0.24356843531131744,0.1172361969947815
house,0.20026938617229462,0.20384521782398224,0.15221194922924042,0.19979237020015717,0.2847244441509247,0.25361010432243347,0.18751861155033112,0.285114049911499,0.17181812226772308,0.1317891925573349,0.1415707916021347,0.17806053161621094,0.21994347870349884,0.2847244441509247,0.15695612132549286,0.1367931067943573,0.26758551597595215,0.13736455142498016
