,what,percentage,of,oxygen,will,a,zeolite,sieve,produce,?
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.20428593456745148,0.3635469079017639,0.5829201340675354,0.27273494005203247,0.236739844083786,0.23457570374011993,0.22068053483963013
other,0.341873437166214,0.3094887435436249,0.38583824038505554,0.2354368269443512,0.3551507890224457,0.2806335389614105,0.22743459045886993,0.2752222716808319,0.2801341712474823,0.24682199954986572
major,0.21026742458343506,0.17855136096477509,0.2641255557537079,0.1290738582611084,0.1409427672624588,0.22990699112415314,0.15941695868968964,0.07214703410863876,0.10990552604198456,0.19788557291030884
method,0.25476205348968506,0.26944056153297424,0.22896558046340942,0.2175072282552719,0.17542722821235657,0.2613512873649597,0.2298080176115036,0.2319515198469162,0.2719898521900177,0.2194802314043045
of,0.33290785551071167,0.24724560976028442,1.0,0.16848602890968323,0.2473582625389099,0.5052502155303955,0.25105878710746765,0.2222577929496765,0.19541172683238983,0.1826142966747284
producing,0.1989585906267166,0.21208131313323975,0.22011449933052063,0.23167835175991058,0.26489076018333435,0.2861628234386444,0.2666688859462738,0.21987693011760712,0.7094037532806396,0.1406429558992386
o,0.1489914506673813,0.043976038694381714,0.16054381430149078,0.2476140707731247,0.18392929434776306,0.18840523064136505,0.1905783712863922,0.15941840410232544,0.1246316209435463,0.23868927359580994
2,-0.049862053245306015,-0.09529469162225723,-0.013777675107121468,0.04063820466399193,-0.016808977350592613,-0.05323360115289688,-0.09944453090429306,0.020329704508185387,0.017157679423689842,0.001977203879505396
gas,0.20887799561023712,0.24714140594005585,0.21246914565563202,0.45564013719558716,0.22929875552654266,0.26485589146614075,0.25297921895980835,0.25538620352745056,0.27898111939430237,0.1582372784614563
involves,0.2138185203075409,0.20039592683315277,0.32495999336242676,0.23221907019615173,0.24507944285869598,0.35207560658454895,0.2791317105293274,0.20478184521198273,0.19893060624599457,0.14038428664207458
passing,0.2581939399242401,0.29081881046295166,0.24086934328079224,0.0897073894739151,0.23440837860107422,0.26634570956230164,0.14945675432682037,0.22612755000591278,0.15536095201969147,0.10353918373584747
a,0.3320399522781372,0.25336048007011414,0.5052502155303955,0.21662019193172455,0.3401327431201935,1.0,0.3082660436630249,0.211503267288208,0.2757846415042877,0.23916715383529663
stream,0.15652818977832794,0.13741852343082428,0.1779453009366989,0.20111678540706635,0.21971915662288666,0.28687193989753723,0.20212234556674957,0.29892832040786743,0.22045697271823883,0.11238504201173782
of,0.33290785551071167,0.24724560976028442,1.0,0.16848602890968323,0.2473582625389099,0.5052502155303955,0.25105878710746765,0.2222577929496765,0.19541172683238983,0.1826142966747284
clean,0.2535739839076996,0.18376891314983368,0.1512346863746643,0.266299843788147,0.3127201795578003,0.18515191972255707,0.24826183915138245,0.17393526434898376,0.2564479410648346,0.2847605347633362
",",0.3087472915649414,0.21945469081401825,0.4946078956127167,0.21812842786312103,0.29706671833992004,0.427140474319458,0.26299089193344116,0.17480798065662384,0.19927625358104706,0.31091248989105225
dry,0.18359600007534027,0.1385837197303772,0.202105313539505,0.316355437040329,0.19077278673648834,0.2334417849779129,0.37375515699386597,0.23049135506153107,0.27225548028945923,0.13395056128501892
air,0.10361403971910477,0.14977052807807922,0.24196814000606537,0.3506372570991516,0.20513471961021423,0.23199330270290375,0.15339411795139313,0.15707185864448547,0.2584091126918793,0.1491677612066269
through,0.23167094588279724,0.17666268348693848,0.3647414743900299,0.2961564362049103,0.2466084361076355,0.3399752974510193,0.17538951337337494,0.3196345865726471,0.2263251394033432,0.16913433372974396
one,0.376489520072937,0.27172431349754333,0.4999135136604309,0.2436513900756836,0.3305911421775818,0.4910551905632019,0.28950828313827515,0.2463643103837967,0.20605838298797607,0.2673267424106598
bed,0.2236354798078537,0.1126025840640068,0.14428026974201202,0.248932883143425,0.19436176121234894,0.21754467487335205,0.2615695595741272,0.25884583592414856,0.18162520229816437,0.21065229177474976
of,0.33290785551071167,0.24724560976028442,1.0,0.16848602890968323,0.2473582625389099,0.5052502155303955,0.25105878710746765,0.2222577929496765,0.19541172683238983,0.1826142966747284
a,0.3320399522781372,0.25336048007011414,0.5052502155303955,0.21662019193172455,0.3401327431201935,1.0,0.3082660436630249,0.211503267288208,0.2757846415042877,0.23916715383529663
pair,0.1797199696302414,0.16472502052783966,0.19449220597743988,0.2780035138130188,0.25415125489234924,0.3077886998653412,0.14641901850700378,0.30008259415626526,0.26670920848846436,0.11695868521928787
of,0.33290785551071167,0.24724560976028442,1.0,0.16848602890968323,0.2473582625389099,0.5052502155303955,0.25105878710746765,0.2222577929496765,0.19541172683238983,0.1826142966747284
identical,0.23528943955898285,0.2199568748474121,0.2682236433029175,0.17473308742046356,0.22450768947601318,0.25109246373176575,0.2637656629085541,0.18175987899303436,0.27970758080482483,0.17817780375480652
zeolite,0.34414294362068176,0.17668533325195312,0.25105878710746765,0.3921942710876465,0.27797871828079224,0.3082660436630249,0.9999999403953552,0.29263249039649963,0.28694167733192444,0.24997054040431976
molecular,0.20577901601791382,0.18124045431613922,0.28562790155410767,0.4132167398929596,0.20214316248893738,0.2225467711687088,0.302759051322937,0.24696257710456848,0.208359032869339,0.1327144205570221
sieves,0.22748714685440063,0.15340584516525269,0.24791304767131805,0.24549874663352966,0.2985803484916687,0.283311665058136,0.21876825392246246,0.6714688539505005,0.2060113549232483,0.13088558614253998
",",0.3087472915649414,0.21945469081401825,0.4946078956127167,0.21812842786312103,0.29706671833992004,0.427140474319458,0.26299089193344116,0.17480798065662384,0.19927625358104706,0.31091248989105225
which,0.5261979103088379,0.28743335604667664,0.5011631846427917,0.3166238069534302,0.3827246427536011,0.56894451379776,0.33901283144950867,0.34031030535697937,0.44459521770477295,0.25814583897590637
absorbs,0.25239095091819763,0.2759210765361786,0.2537328600883484,0.5060590505599976,0.29488295316696167,0.25061121582984924,0.37840503454208374,0.3874841332435608,0.437051385641098,0.17056214809417725
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.20428593456745148,0.3635469079017639,0.5829201340675354,0.27273494005203247,0.236739844083786,0.23457570374011993,0.22068053483963013
nitrogen,0.1626630574464798,0.2425420880317688,0.2008858025074005,0.680616557598114,0.26687711477279663,0.20339743793010712,0.3892993628978729,0.32896286249160767,0.30401545763015747,0.10228226333856583
and,0.31309178471565247,0.24926191568374634,0.5116966962814331,0.22261030972003937,0.35983073711395264,0.3739250600337982,0.27740925550460815,0.25018563866615295,0.2701570689678192,0.20544172823429108
delivers,0.16364304721355438,0.16702842712402344,0.2217014580965042,0.2047998160123825,0.26380419731140137,0.2617884874343872,0.14912903308868408,0.18699318170547485,0.2759763300418854,0.15122883021831512
a,0.3320399522781372,0.25336048007011414,0.5052502155303955,0.21662019193172455,0.3401327431201935,1.0,0.3082660436630249,0.211503267288208,0.2757846415042877,0.23916715383529663
gas,0.20887799561023712,0.24714140594005585,0.21246914565563202,0.45564013719558716,0.22929875552654266,0.26485589146614075,0.25297921895980835,0.25538620352745056,0.27898111939430237,0.1582372784614563
stream,0.15652818977832794,0.13741852343082428,0.1779453009366989,0.20111678540706635,0.21971915662288666,0.28687193989753723,0.20212234556674957,0.29892832040786743,0.22045697271823883,0.11238504201173782
that,0.6297725439071655,0.3343636393547058,0.41498205065727234,0.2717767655849457,0.4857470989227295,0.47537946701049805,0.37756192684173584,0.297914981842041,0.3393034040927887,0.32716336846351624
is,0.28837618231773376,0.23538601398468018,0.4854315221309662,0.21825239062309265,0.3723262846469879,0.658733606338501,0.3470287621021271,0.23733966052532196,0.26456785202026367,0.22961433231830597
90,-0.03224492445588112,-0.14301125705242157,-0.06715171784162521,-0.2021351456642151,-0.14096638560295105,-0.022219151258468628,-0.07676400244235992,-0.07149345427751541,-0.20656976103782654,-0.0034062080085277557
%,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.25139331817626953,0.19490711390972137,0.17798779904842377,0.14590904116630554,0.14944329857826233,0.17460432648658752,0.21441808342933655
to,0.455847829580307,0.25744274258613586,0.41548454761505127,0.24193501472473145,0.5091033577919006,0.45503583550453186,0.32286348938941956,0.301832914352417,0.30018290877342224,0.29463258385658264
93,-0.0073916371911764145,-0.01866854541003704,0.05736638233065605,-0.08280916512012482,-0.014972473494708538,0.015379488468170166,-0.08945100754499435,-0.07671260833740234,-0.020008042454719543,0.022992875427007675
%,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.25139331817626953,0.19490711390972137,0.17798779904842377,0.14590904116630554,0.14944329857826233,0.17460432648658752,0.21441808342933655
o,0.1489914506673813,0.043976038694381714,0.16054381430149078,0.2476140707731247,0.18392929434776306,0.18840523064136505,0.1905783712863922,0.15941840410232544,0.1246316209435463,0.23868927359580994
2,-0.049862053245306015,-0.09529469162225723,-0.013777675107121468,0.04063820466399193,-0.016808977350592613,-0.05323360115289688,-0.09944453090429306,0.020329704508185387,0.017157679423689842,0.001977203879505396
.,0.3567904531955719,0.28866735100746155,0.5352458953857422,0.2554275095462799,0.33682769536972046,0.50484299659729,0.24004080891609192,0.19560560584068298,0.2587496340274811,0.4130953550338745
