,in,what,calcium,containing,body,part,is,oxygen,a,part,?
oxygen,0.1672476977109909,0.16781960427761078,0.5606456995010376,0.3438732624053955,0.3428889811038971,0.17520982027053833,0.21825239062309265,0.9999999403953552,0.21662019193172455,0.17520982027053833,0.16786395013332367
also,0.5073733329772949,0.42747777700424194,0.2931723892688751,0.2673756778240204,0.24245138466358185,0.3594053089618683,0.5012649297714233,0.22828444838523865,0.5149940252304077,0.3594053089618683,0.21848613023757935
occurs,0.3241814076900482,0.18880343437194824,0.2112002968788147,0.23400481045246124,0.22666297852993011,0.2543625235557556,0.3398558497428894,0.24230067431926727,0.30202820897102356,0.2543625235557556,0.15104985237121582
in,1.0,0.30808621644973755,0.12238237261772156,0.2999787926673889,0.2549867033958435,0.4499994218349457,0.5394441485404968,0.1672476977109909,0.539380669593811,0.4499994218349457,0.20430970191955566
phosphate,0.18087062239646912,0.16602231562137604,0.6418166756629944,0.3291743993759155,0.25933700799942017,0.20649337768554688,0.25508397817611694,0.5070440769195557,0.21081574261188507,0.20649337768554688,0.12327505648136139
(,0.3087427020072937,0.2411840260028839,0.19250857830047607,0.21088090538978577,0.1610826849937439,0.2208257019519806,0.35393038392066956,0.189798504114151,0.3206180930137634,0.2208257019519806,0.40561532974243164
po3−,0.1873106062412262,0.12860962748527527,0.16831210255622864,0.13296857476234436,0.06566011160612106,0.12868759036064148,0.17805558443069458,0.06227688491344452,0.207443967461586,0.12868759036064148,0.1877843290567398
4,0.08310048282146454,-0.04324747622013092,-0.029876423999667168,-0.0050124116241931915,-0.08791568130254745,0.1201947033405304,0.025936461985111237,-0.03788960352540016,0.08102071285247803,0.1201947033405304,0.010515431873500347
),0.3326910734176636,0.26259949803352356,0.19911764562129974,0.20782148838043213,0.15783365070819855,0.24734117090702057,0.37732169032096863,0.19541971385478973,0.3640355169773102,0.24734117090702057,0.42300865054130554
groups,0.22620722651481628,0.23137421905994415,0.19850146770477295,0.18660935759544373,0.12586389482021332,0.25546470284461975,0.19906288385391235,0.13399522006511688,0.2068004310131073,0.25546470284461975,0.14349548518657684
in,1.0,0.30808621644973755,0.12238237261772156,0.2999787926673889,0.2549867033958435,0.4499994218349457,0.5394441485404968,0.1672476977109909,0.539380669593811,0.4499994218349457,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.18268926441669464,0.268460214138031,0.31682634353637695,0.527681291103363,0.5823672413825989,0.20428593456745148,0.5829201340675354,0.527681291103363,0.22068053483963013
biologically,0.23598645627498627,0.25719156861305237,0.3020302355289459,0.31175556778907776,0.26419880986213684,0.23126909136772156,0.3162413239479065,0.32460224628448486,0.25714242458343506,0.23126909136772156,0.1510418951511383
important,0.3796374499797821,0.31164905428886414,0.25744354724884033,0.24162507057189941,0.2032236009836197,0.39585626125335693,0.350485235452652,0.19456547498703003,0.2963852882385254,0.39585626125335693,0.17812499403953552
energy-carrying,0.2635945975780487,0.24286708235740662,0.3420685827732086,0.2955104410648346,0.3643883168697357,0.2301662117242813,0.25757482647895813,0.4729466140270233,0.34669065475463867,0.2301662117242813,0.20204459130764008
molecules,0.2197362184524536,0.2143162339925766,0.45393481850624084,0.36751317977905273,0.3708445727825165,0.16964176297187805,0.20481984317302704,0.5126039981842041,0.23147501051425934,0.16964176297187805,0.17409995198249817
atp,0.17889440059661865,0.1845729500055313,0.37637564539909363,0.2948971688747406,0.24131523072719574,0.2113521546125412,0.1572589874267578,0.4408588707447052,0.14521044492721558,0.2113521546125412,0.17643076181411743
and,0.4954058527946472,0.31309178471565247,0.25337979197502136,0.2863690257072449,0.2872275710105896,0.35301485657691956,0.3859752118587494,0.22261030972003937,0.3739250600337982,0.35301485657691956,0.20544172823429108
adp,0.1443149596452713,0.19727587699890137,0.5161200761795044,0.3169698119163513,0.29265159368515015,0.2180122584104538,0.23392702639102936,0.4535074234008789,0.20059914886951447,0.2180122584104538,0.20391899347305298
",",0.5201468467712402,0.3087472915649414,0.1784115433692932,0.24371451139450073,0.22437527775764465,0.3376222252845764,0.4691906273365021,0.21812842786312103,0.427140474319458,0.3376222252845764,0.31091248989105225
in,1.0,0.30808621644973755,0.12238237261772156,0.2999787926673889,0.2549867033958435,0.4499994218349457,0.5394441485404968,0.1672476977109909,0.539380669593811,0.4499994218349457,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.18268926441669464,0.268460214138031,0.31682634353637695,0.527681291103363,0.5823672413825989,0.20428593456745148,0.5829201340675354,0.527681291103363,0.22068053483963013
backbone,0.2334928661584854,0.19907666742801666,0.3759162127971649,0.27989253401756287,0.3267289698123932,0.3376689851284027,0.2676117420196533,0.3534219563007355,0.3281188905239105,0.3376689851284027,0.06819033622741699
and,0.4954058527946472,0.31309178471565247,0.25337979197502136,0.2863690257072449,0.2872275710105896,0.35301485657691956,0.3859752118587494,0.22261030972003937,0.3739250600337982,0.35301485657691956,0.20544172823429108
the,0.6662389636039734,0.42745697498321533,0.18268926441669464,0.268460214138031,0.31682634353637695,0.527681291103363,0.5823672413825989,0.20428593456745148,0.5829201340675354,0.527681291103363,0.22068053483963013
purines,0.2493225783109665,0.15296390652656555,0.46355921030044556,0.3421001732349396,0.34991779923439026,0.1714140921831131,0.15809188783168793,0.36212393641471863,0.1701502948999405,0.1714140921831131,0.06978095322847366
(,0.3087427020072937,0.2411840260028839,0.19250857830047607,0.21088090538978577,0.1610826849937439,0.2208257019519806,0.35393038392066956,0.189798504114151,0.3206180930137634,0.2208257019519806,0.40561532974243164
except,0.22713249921798706,0.2278055101633072,0.1719786524772644,0.21574673056602478,0.19822703301906586,0.3128002882003784,0.2821842133998871,0.13397662341594696,0.18728198111057281,0.3128002882003784,0.16405975818634033
adenine,0.22341610491275787,0.23663774132728577,0.4904717803001404,0.31728482246398926,0.297137975692749,0.27330514788627625,0.2981295883655548,0.44458433985710144,0.2873441278934479,0.27330514788627625,0.20121222734451294
),0.3326910734176636,0.26259949803352356,0.19911764562129974,0.20782148838043213,0.15783365070819855,0.24734117090702057,0.37732169032096863,0.19541971385478973,0.3640355169773102,0.24734117090702057,0.42300865054130554
and,0.4954058527946472,0.31309178471565247,0.25337979197502136,0.2863690257072449,0.2872275710105896,0.35301485657691956,0.3859752118587494,0.22261030972003937,0.3739250600337982,0.35301485657691956,0.20544172823429108
pyrimidines,0.2730664014816284,0.1692804992198944,0.502457857131958,0.40783098340034485,0.3504598140716553,0.2548910975456238,0.34367430210113525,0.411710649728775,0.3037835955619812,0.2548910975456238,0.15844720602035522
