,if,a,detention,requires,a,pupil,to,just,sit,there,",",how,are,they,required,to,sit,?
during,0.2040780633687973,0.30341604351997375,0.29178091883659363,0.15685902535915375,0.30341604351997375,0.09615803509950638,0.2828781306743622,0.1884097307920456,0.09276381134986877,0.31077060103416443,0.3225448727607727,0.26830652356147766,0.2297976016998291,0.31528279185295105,0.21146009862422943,0.2828781306743622,0.09276381134986877,0.1325719803571701
detention,0.2565058767795563,0.27227821946144104,1.0,0.26404646039009094,0.27227821946144104,0.0641997680068016,0.3404255509376526,0.24627044796943665,0.1317848414182663,0.24230732023715973,0.24436593055725098,0.17276756465435028,0.18997123837471008,0.2646333873271942,0.26980239152908325,0.3404255509376526,0.1317848414182663,0.16637463867664337
",",0.257730096578598,0.427140474319458,0.24436593055725098,0.199883371591568,0.427140474319458,0.18298979103565216,0.44245919585227966,0.43425118923187256,0.15586790442466736,0.4587128460407257,1.0000001192092896,0.22659391164779663,0.4062570035457611,0.390799880027771,0.22653338313102722,0.44245919585227966,0.15586790442466736,0.31091248989105225
students,0.17794249951839447,0.2676560878753662,0.25119927525520325,0.1732158362865448,0.2676560878753662,0.3540336489677429,0.2905822694301605,0.28852394223213196,0.24479776620864868,0.2911071479320526,0.26501646637916565,0.25370386242866516,0.2835792899131775,0.2993403673171997,0.24882182478904724,0.2905822694301605,0.24479776620864868,0.18017297983169556
normally,0.4828679859638214,0.37473243474960327,0.17854130268096924,0.37318485975265503,0.37473243474960327,0.19741462171077728,0.3993734121322632,0.39176082611083984,0.2857952415943146,0.2955966591835022,0.28092333674430847,0.3486819565296173,0.5100492835044861,0.4328289031982422,0.41527292132377625,0.3993734121322632,0.2857952415943146,0.20675471425056458
have,0.48852935433387756,0.338716596364975,0.24804887175559998,0.3433389663696289,0.338716596364975,0.1596740037202835,0.4544740617275238,0.45864632725715637,0.29074615240097046,0.5194604992866516,0.3541618287563324,0.4370637536048889,0.6577680706977844,0.6542890071868896,0.3672355115413666,0.4544740617275238,0.29074615240097046,0.32991164922714233
to,0.4559597074985504,0.45503583550453186,0.3404255509376526,0.2967781126499176,0.45503583550453186,0.18600249290466309,1.0,0.5153104066848755,0.21244771778583527,0.40669289231300354,0.44245919585227966,0.44169697165489197,0.3504326641559601,0.5452046394348145,0.3613971471786499,1.0,0.21244771778583527,0.29463258385658264
sit,0.23511181771755219,0.17888593673706055,0.1317848414182663,0.14836174249649048,0.17888593673706055,0.12162212282419205,0.21244771778583527,0.23145584762096405,1.0,0.18942953646183014,0.15586790442466736,0.20654363930225372,0.23661266267299652,0.2934642732143402,0.21825028955936432,0.21244771778583527,1.0,0.19120019674301147
in,0.2589588761329651,0.539380669593811,0.2981238067150116,0.16126661002635956,0.539380669593811,0.14566738903522491,0.45010748505592346,0.3910168707370758,0.11977019160985947,0.5361666083335876,0.5201468467712402,0.2601168751716614,0.3841303884983063,0.4330179989337921,0.20162324607372284,0.45010748505592346,0.11977019160985947,0.20430970191955566
a,0.41272827982902527,1.0,0.27227821946144104,0.322436660528183,1.0,0.19603300094604492,0.45503583550453186,0.47693389654159546,0.17888593673706055,0.4214206337928772,0.427140474319458,0.29312583804130554,0.265255331993103,0.3528250455856323,0.2891559302806854,0.45503583550453186,0.17888593673706055,0.23916715383529663
classroom,0.2157466560602188,0.24022886157035828,0.2489117980003357,0.2920466363430023,0.24022886157035828,0.2590786814689636,0.2640056908130646,0.2678750455379486,0.169672429561615,0.24307240545749664,0.19432392716407776,0.25533923506736755,0.2517373561859131,0.22045190632343292,0.2530517876148224,0.2640056908130646,0.169672429561615,0.23190370202064514
and,0.3498523235321045,0.3739250600337982,0.2764769494533539,0.2666866183280945,0.3739250600337982,0.245352640748024,0.48971283435821533,0.3842737674713135,0.16847562789916992,0.4242868423461914,0.6633074283599854,0.33647966384887695,0.48576638102531433,0.5073080658912659,0.25104308128356934,0.48971283435821533,0.16847562789916992,0.20544172823429108
do,0.4196736514568329,0.26237669587135315,0.11734329909086227,0.3773176074028015,0.26237669587135315,0.12900279462337494,0.38876664638519287,0.42837050557136536,0.3135092854499817,0.33227086067199707,0.3283645510673523,0.40287578105926514,0.41111594438552856,0.4667694866657257,0.3894413411617279,0.38876664638519287,0.3135092854499817,0.4093979299068451
work,0.3051113784313202,0.266241192817688,0.21772970259189606,0.2508397400379181,0.266241192817688,0.2380082607269287,0.3482864499092102,0.3131750226020813,0.2501574158668518,0.235924631357193,0.3283594250679016,0.38187548518180847,0.26678818464279175,0.2948459982872009,0.3204748034477234,0.3482864499092102,0.2501574158668518,0.2621155381202698
",",0.257730096578598,0.427140474319458,0.24436593055725098,0.199883371591568,0.427140474319458,0.18298979103565216,0.44245919585227966,0.43425118923187256,0.15586790442466736,0.4587128460407257,1.0000001192092896,0.22659391164779663,0.4062570035457611,0.390799880027771,0.22653338313102722,0.44245919585227966,0.15586790442466736,0.31091248989105225
write,0.35500824451446533,0.29025161266326904,0.11567998677492142,0.16368404030799866,0.29025161266326904,0.2620135545730591,0.4184085726737976,0.3785930275917053,0.24863412976264954,0.23932121694087982,0.24658997356891632,0.35886260867118835,0.2052805870771408,0.28765052556991577,0.19465786218643188,0.4184085726737976,0.24863412976264954,0.3189060389995575
lines,0.21475845575332642,0.23604188859462738,0.11271388083696365,0.14218451082706451,0.23604188859462738,0.10481967031955719,0.26990512013435364,0.28428342938423157,0.1192365437746048,0.22433263063430786,0.23323656618595123,0.20665870606899261,0.25913113355636597,0.2821621298789978,0.17941218614578247,0.26990512013435364,0.1192365437746048,0.18324026465415955
or,0.508355975151062,0.48853766918182373,0.21027059853076935,0.40871360898017883,0.48853766918182373,0.1016232892870903,0.38921234011650085,0.4843778610229492,0.26146188378334045,0.4594070315361023,0.3769497275352478,0.3378981947898865,0.5374364256858826,0.4633304476737976,0.41671398282051086,0.38921234011650085,0.26146188378334045,0.32389625906944275
a,0.41272827982902527,1.0,0.27227821946144104,0.322436660528183,1.0,0.19603300094604492,0.45503583550453186,0.47693389654159546,0.17888593673706055,0.4214206337928772,0.427140474319458,0.29312583804130554,0.265255331993103,0.3528250455856323,0.2891559302806854,0.45503583550453186,0.17888593673706055,0.23916715383529663
punishment,0.29907169938087463,0.1934642344713211,0.45940136909484863,0.16489991545677185,0.1934642344713211,0.08349893242120743,0.208286851644516,0.2624053955078125,0.12175726145505905,0.1996726095676422,0.2216428816318512,0.2668728828430176,0.2139361947774887,0.2663463056087494,0.24581366777420044,0.208286851644516,0.12175726145505905,0.23842233419418335
essay,0.2030608355998993,0.1959872990846634,0.21803325414657593,0.19842378795146942,0.1959872990846634,0.19704943895339966,0.20905281603336334,0.32047414779663086,0.20553570985794067,0.18061062693595886,0.21124224364757538,0.22350862622261047,0.12203196436166763,0.12168289721012115,0.19161921739578247,0.20905281603336334,0.20553570985794067,0.28484269976615906
",",0.257730096578598,0.427140474319458,0.24436593055725098,0.199883371591568,0.427140474319458,0.18298979103565216,0.44245919585227966,0.43425118923187256,0.15586790442466736,0.4587128460407257,1.0000001192092896,0.22659391164779663,0.4062570035457611,0.390799880027771,0.22653338313102722,0.44245919585227966,0.15586790442466736,0.31091248989105225
or,0.508355975151062,0.48853766918182373,0.21027059853076935,0.40871360898017883,0.48853766918182373,0.1016232892870903,0.38921234011650085,0.4843778610229492,0.26146188378334045,0.4594070315361023,0.3769497275352478,0.3378981947898865,0.5374364256858826,0.4633304476737976,0.41671398282051086,0.38921234011650085,0.26146188378334045,0.32389625906944275
sit,0.23511181771755219,0.17888593673706055,0.1317848414182663,0.14836174249649048,0.17888593673706055,0.12162212282419205,0.21244771778583527,0.23145584762096405,1.0,0.18942953646183014,0.15586790442466736,0.20654363930225372,0.23661266267299652,0.2934642732143402,0.21825028955936432,0.21244771778583527,1.0,0.19120019674301147
quietly,0.3160764276981354,0.23469477891921997,0.2497936487197876,0.11033596098423004,0.23469477891921997,0.2278902232646942,0.35751476883888245,0.3552296757698059,0.29615145921707153,0.1941022276878357,0.22060486674308777,0.3039875626564026,0.18559791147708893,0.34947487711906433,0.1306014508008957,0.35751476883888245,0.29615145921707153,0.23372985422611237
.,0.421799898147583,0.50484299659729,0.23249125480651855,0.22641335427761078,0.50484299659729,0.16979475319385529,0.4645031690597534,0.3966372609138489,0.21094650030136108,0.43897318840026855,0.6812511086463928,0.3287222981452942,0.3452940285205841,0.4510921239852905,0.2724599838256836,0.4645031690597534,0.21094650030136108,0.4130953550338745
