,scientists,disagree,with,how,the,amazon,rainforest,changed,over,time,with,some,arguing,that,it,was,reduced,to,isolated,refugia,seperated,by,what,?
some,0.38937023282051086,0.40526214241981506,0.3924338221549988,0.4180530905723572,0.4566698372364044,0.19491901993751526,0.2555103302001953,0.29411453008651733,0.41344934701919556,0.3440689742565155,0.3924338221549988,0.9999999403953552,0.274784654378891,0.6049469113349915,0.4438856542110443,0.21528802812099457,0.29630836844444275,0.4636894166469574,0.2685147821903229,0.22736680507659912,0.2902529835700989,0.306446373462677,0.4491020441055298,0.2562315762042999
scientists,0.9999999403953552,0.23313671350479126,0.1702168732881546,0.3038296401500702,0.25988271832466125,0.08412733674049377,0.25935688614845276,0.1685703694820404,0.18895350396633148,0.23771023750305176,0.1702168732881546,0.38937023282051086,0.13300149142742157,0.3470602035522461,0.27276167273521423,0.21144776046276093,0.16463248431682587,0.27814680337905884,0.25416991114616394,0.15751056373119354,0.08457621932029724,0.22483672201633453,0.30003565549850464,0.16597221791744232
argue,0.23715995252132416,0.5414425134658813,0.23957526683807373,0.35433515906333923,0.20374833047389984,0.22907845675945282,0.1917201578617096,0.23812279105186462,0.22854925692081451,0.274334192276001,0.23957526683807373,0.353171706199646,0.575926661491394,0.403499037027359,0.24518045783042908,0.11208320409059525,0.22673127055168152,0.27746978402137756,0.2014167457818985,0.26082611083984375,0.22076676785945892,0.21607817709445953,0.41590559482574463,0.32235559821128845
that,0.3470602035522461,0.4534648060798645,0.4154358208179474,0.557814359664917,0.5473989248275757,0.2228476107120514,0.22076080739498138,0.3627825379371643,0.3882925808429718,0.388528436422348,0.4154358208179474,0.6049469113349915,0.36448192596435547,1.0,0.5921133160591125,0.33670201897621155,0.2702723443508148,0.5436353087425232,0.26072749495506287,0.24930374324321747,0.36420124769210815,0.37496164441108704,0.6297725439071655,0.32716336846351624
the,0.25988271832466125,0.23200152814388275,0.4223487675189972,0.33890387415885925,1.0,0.260541707277298,0.2571161389350891,0.351829469203949,0.39856547117233276,0.43061500787734985,0.4223487675189972,0.4566698372364044,0.2737332284450531,0.5473989248275757,0.6251175999641418,0.48711544275283813,0.2897622883319855,0.535392165184021,0.28042563796043396,0.2579706311225891,0.24030059576034546,0.4408751428127289,0.42745697498321533,0.22068053483963013
rainforest,0.25935688614845276,0.18949554860591888,0.19804547727108002,0.15943723917007446,0.2571161389350891,0.48046615719795227,1.0,0.13576775789260864,0.216535285115242,0.1914059817790985,0.19804547727108002,0.2555103302001953,0.1627267450094223,0.22076080739498138,0.2913419008255005,0.13883572816848755,0.15299464762210846,0.23412610590457916,0.3325713574886322,0.3023185729980469,0.13416284322738647,0.16387821733951569,0.22127854824066162,0.1917492002248764
was,0.21144776046276093,0.18639878928661346,0.27411898970603943,0.16678167879581451,0.48711544275283813,0.14616160094738007,0.13883572816848755,0.3462000787258148,0.24486446380615234,0.3641340136528015,0.27411898970603943,0.21528802812099457,0.20140673220157623,0.33670201897621155,0.4577186405658722,1.0000001192092896,0.1765998750925064,0.3636345863342285,0.15065668523311615,0.19052058458328247,0.24039962887763977,0.4752357602119446,0.22111038863658905,0.18412111699581146
reduced,0.16463248431682587,0.1496138721704483,0.2744283378124237,0.17844697833061218,0.2897622883319855,0.1122642531991005,0.15299464762210846,0.3297417163848877,0.30839404463768005,0.24495935440063477,0.2744283378124237,0.29630836844444275,0.1204644963145256,0.2702723443508148,0.22335362434387207,0.1765998750925064,1.0,0.23179234564304352,0.3267265856266022,0.2520753741264343,0.16712449491024017,0.2828289866447449,0.11519023776054382,0.10234767943620682
to,0.27814680337905884,0.3070574402809143,0.4239959120750427,0.44169697165489197,0.535392165184021,0.17033490538597107,0.23412610590457916,0.2968057096004486,0.38635820150375366,0.3679993152618408,0.4239959120750427,0.4636894166469574,0.2889373004436493,0.5436353087425232,0.513711154460907,0.3636345863342285,0.23179234564304352,1.0,0.21428942680358887,0.2680818736553192,0.2463793158531189,0.33534231781959534,0.455847829580307,0.29463258385658264
small,0.2349669486284256,0.18948373198509216,0.28140774369239807,0.18460747599601746,0.39655908942222595,0.13732504844665527,0.2626093029975891,0.20155496895313263,0.2413855940103531,0.1967482715845108,0.28140774369239807,0.39604613184928894,0.10161531716585159,0.351526141166687,0.2971538305282593,0.16572418808937073,0.30314207077026367,0.3054737150669098,0.3443431556224823,0.2336609661579132,0.1846795678138733,0.19286847114562988,0.2504110634326935,0.13914890587329865
