,along,with,muslims,",",jews,and,protestant,christians,",",what,religious,group,notably,operates,private,schools,?
other,0.3091159760951996,0.44086363911628723,0.24129003286361694,0.4446498453617096,0.20792315900325775,0.5504306554794312,0.213605597615242,0.25253307819366455,0.4446498453617096,0.341873437166214,0.258376806974411,0.3767421245574951,0.3324079215526581,0.1857559233903885,0.2100534588098526,0.24327325820922852,0.24682199954986572
religious,0.1579800248146057,0.16567319631576538,0.506039023399353,0.2753547728061676,0.41674068570137024,0.30280056595802307,0.5647444128990173,0.5276294350624084,0.2753547728061676,0.26794421672821045,0.9999998807907104,0.19478711485862732,0.15751388669013977,0.08259781450033188,0.2632821798324585,0.3179125487804413,0.15727058053016663
groups,0.1700378954410553,0.22698035836219788,0.2520863115787506,0.2671695053577423,0.3452742099761963,0.29783302545547485,0.29130470752716064,0.29745280742645264,0.2671695053577423,0.23137421905994415,0.23779352009296417,0.6639418005943298,0.21695104241371155,0.2543109357357025,0.1768459528684616,0.2776908278465271,0.14349548518657684
represented,0.23576651513576508,0.25838202238082886,0.142780140042305,0.3088570833206177,0.12646029889583588,0.2506123185157776,0.17183654010295868,0.19571179151535034,0.3088570833206177,0.139044851064682,0.15508867800235748,0.17460723221302032,0.28984513878822327,0.1866178661584854,0.11675114184617996,0.12886294722557068,0.11276352405548096
in,0.3603311777114868,0.4080928862094879,0.18662098050117493,0.5201468467712402,0.2334136962890625,0.4954058527946472,0.2637297511100769,0.19406449794769287,0.5201468467712402,0.30808621644973755,0.24099457263946533,0.2304753065109253,0.395790159702301,0.28906163573265076,0.21135757863521576,0.2632134258747101,0.20430970191955566
the,0.39495137333869934,0.4223487675189972,0.2657718360424042,0.4933079481124878,0.24901628494262695,0.5171257257461548,0.2679212689399719,0.24734680354595184,0.4933079481124878,0.42745697498321533,0.22950971126556396,0.30795547366142273,0.33497244119644165,0.2663705050945282,0.18291357159614563,0.22905772924423218,0.22068053483963013
k-12,0.1483595371246338,0.23411260545253754,0.23269109427928925,0.2925536036491394,0.1604585349559784,0.2801118791103363,0.15392321348190308,0.18315067887306213,0.2925536036491394,0.33679550886154175,0.14276474714279175,0.178535595536232,0.08537699282169342,0.23968200385570526,0.14157851040363312,0.19639074802398682,0.31244829297065735
private,0.13822825253009796,0.20792533457279205,0.18932706117630005,0.1899166703224182,0.14742688834667206,0.2557651102542877,0.19604024291038513,0.18862375617027283,0.1899166703224182,0.16778090596199036,0.2632821798324585,0.22237253189086914,0.1437090039253235,0.2775810658931732,1.0,0.4158569872379303,0.14389030635356903
education,0.11758220195770264,0.11138669401407242,0.22999081015586853,0.2718683183193207,0.2311168909072876,0.308173805475235,0.24982993304729462,0.20960204303264618,0.2718683183193207,0.19940856099128723,0.3433997929096222,0.17066524922847748,0.1043895035982132,0.21021471917629242,0.34071704745292664,0.6035618185997009,0.18067774176597595
sector,0.179794043302536,0.18060123920440674,0.20057378709316254,0.23930709064006805,0.1882982850074768,0.3108142912387848,0.2131558507680893,0.15994219481945038,0.23930709064006805,0.18244388699531555,0.2032381296157837,0.2574220299720764,0.1342891901731491,0.3303157091140747,0.3251519203186035,0.31846946477890015,0.06294605135917664
