,how,many,buildings,were,razed,by,the,jacksonville,fire,?
in,0.2601168751716614,0.41474202275276184,0.3479180932044983,0.3815755248069763,0.2546861171722412,0.370934396982193,0.6662389636039734,0.22147351503372192,0.2514701783657074,0.20430970191955566
just,0.41178324818611145,0.3534678518772125,0.2471972405910492,0.2839916944503784,0.22294743359088898,0.2508312165737152,0.40061673521995544,0.297748327255249,0.1801222413778305,0.4144178032875061
eight,0.222213014960289,0.348200261592865,0.14812475442886353,0.34618258476257324,0.14410017430782318,0.3041055202484131,0.34254369139671326,0.2850860357284546,0.18887177109718323,0.11634626984596252
hours,0.20131175220012665,0.18217699229717255,0.14671339094638824,0.1828146129846573,0.16960115730762482,0.19614313542842865,0.18919475376605988,0.2670647203922272,0.20552942156791687,0.21755769848823547
",",0.22659391164779663,0.40610817074775696,0.272444486618042,0.36755475401878357,0.22340840101242065,0.3680937886238098,0.4933079481124878,0.2837527096271515,0.24915234744548798,0.31091248989105225
it,0.36714982986450195,0.39615920186042786,0.2711029052734375,0.25487732887268066,0.1656331866979599,0.40926623344421387,0.6251175999641418,0.17523133754730225,0.2717095613479614,0.25732165575027466
swept,0.08459942787885666,0.26334425806999207,0.24990075826644897,0.3630610704421997,0.3837282955646515,0.18104533851146698,0.2662806808948517,0.20252704620361328,0.2825792729854584,0.13157999515533447
through,0.2704794108867645,0.28384116291999817,0.17352664470672607,0.20187680423259735,0.189076766371727,0.3433202803134918,0.44071322679519653,0.1499394029378891,0.1757255345582962,0.16913433372974396
146,0.042936425656080246,0.14300844073295593,-0.008963721804320812,0.17253610491752625,0.10295319557189941,0.1362154185771942,0.12765483558177948,0.016635527834296227,-0.007344007026404142,-0.12611933052539825
city,0.12024712562561035,0.21416836977005005,0.3523944616317749,0.20383071899414062,0.2308090627193451,0.21020644903182983,0.35769423842430115,0.3285287022590637,0.18914584815502167,0.13423943519592285
blocks,0.28424468636512756,0.25391313433647156,0.3147689402103424,0.17575344443321228,0.2152688354253769,0.1580435335636139,0.20953036844730377,0.14653275907039642,0.21261177957057953,0.2199520617723465
",",0.22659391164779663,0.40610817074775696,0.272444486618042,0.36755475401878357,0.22340840101242065,0.3680937886238098,0.4933079481124878,0.2837527096271515,0.24915234744548798,0.31091248989105225
destroyed,0.17034441232681274,0.25586727261543274,0.4451591968536377,0.3411653935909271,0.4729365110397339,0.3162408173084259,0.3403017520904541,0.11476346850395203,0.40991494059562683,0.10318030416965485
over,0.31446483731269836,0.47131630778312683,0.2251361459493637,0.30589473247528076,0.2525022625923157,0.29360154271125793,0.39856547117233276,0.19329054653644562,0.11368730664253235,0.25742942094802856
"2,000",-0.008793028071522713,0.004640443250536919,-0.035475995391607285,-0.03289300575852394,-0.10968420654535294,0.0711565762758255,0.06475643068552017,0.10915324836969376,-0.11210941523313522,-0.01396813802421093
buildings,0.15449079871177673,0.323274701833725,1.0,0.29042333364486694,0.3379421532154083,0.22986018657684326,0.25566717982292175,0.18369410932064056,0.25899243354797363,0.11192528158426285
",",0.22659391164779663,0.40610817074775696,0.272444486618042,0.36755475401878357,0.22340840101242065,0.3680937886238098,0.4933079481124878,0.2837527096271515,0.24915234744548798,0.31091248989105225
left,0.186065211892128,0.15492984652519226,0.17801587283611298,0.2213863730430603,0.22038447856903076,0.2067900449037552,0.33113980293273926,0.14120382070541382,0.14958398044109344,0.13251960277557373
about,0.44264400005340576,0.3800397515296936,0.17246459424495697,0.29814305901527405,0.16607825458049774,0.30091190338134766,0.37995871901512146,0.22591634094715118,0.11979687958955765,0.302409827709198
"10,000",-0.08011393249034882,-0.13516037166118622,-0.1731773018836975,-0.13171876966953278,-0.05422673374414444,-0.02715039998292923,-0.07657112926244736,0.035953182727098465,-0.07738193869590759,0.10342991352081299
homeless,0.25632214546203613,0.2918914258480072,0.3504226803779602,0.27759239077568054,0.29566457867622375,0.1938856989145279,0.22855409979820251,0.23637525737285614,0.2748101055622101,0.17883339524269104
and,0.33647966384887695,0.5296266674995422,0.3477250337600708,0.42175528407096863,0.28769221901893616,0.4289871156215668,0.5171257257461548,0.2603762745857239,0.2478165328502655,0.20544172823429108
killed,0.1255389302968979,0.1783437877893448,0.19287286698818207,0.3441145420074463,0.4571729004383087,0.27886173129081726,0.23115427792072296,0.18021410703659058,0.29567381739616394,0.17928971350193024
7,-0.2171877920627594,-0.167693629860878,-0.0657442957162857,-0.05149832367897034,-0.07577704638242722,-0.09676564484834671,-0.1142377033829689,0.2072097212076187,-0.11610367149114609,-0.15092156827449799
residents,0.1510731428861618,0.28597086668014526,0.45213600993156433,0.3149697780609131,0.23976048827171326,0.18912309408187866,0.28274044394493103,0.2859777510166168,0.07870928198099136,0.09602975845336914
.,0.3287222981452942,0.3974229395389557,0.2799520492553711,0.3378238379955292,0.22132718563079834,0.3936232924461365,0.5934505462646484,0.2843366861343384,0.2511917054653168,0.4130953550338745
