,who,did,tesla,think,would,run,the,world,of,the,future,?
in,0.2792111933231354,0.2593238651752472,0.17097744345664978,0.23837615549564362,0.30461156368255615,0.26368704438209534,0.6662389636039734,0.3038199245929718,0.5696388483047485,0.6662389636039734,0.15554536879062653,0.20430970191955566
1926,0.1347510814666748,0.0369836650788784,0.0502513125538826,-0.04511714354157448,0.06228386610746384,0.0564793162047863,0.12028034776449203,0.14294901490211487,0.13514624536037445,0.12028034776449203,0.06356529891490936,-0.04186006262898445
",",0.3365725874900818,0.3015086054801941,0.20599327981472015,0.3095206320285797,0.32586824893951416,0.2309936285018921,0.4933079481124878,0.26091980934143066,0.4946078956127167,0.4933079481124878,0.2609160840511322,0.31091248989105225
tesla,0.1520961970090866,0.09757418930530548,0.9999999403953552,0.1975572109222412,0.14290116727352142,0.17299385368824005,0.1324402391910553,0.15619845688343048,0.18837453424930573,0.1324402391910553,0.12120185047388077,0.10250775516033173
commented,0.29806527495384216,0.3255138397216797,0.09071741253137589,0.4969243109226227,0.3471551239490509,0.17693327367305756,0.2167261391878128,0.19018889963626862,0.17910577356815338,0.2167261391878128,0.21692028641700745,0.3367394208908081
on,0.2340552806854248,0.2670976221561432,0.16159376502037048,0.2772510051727295,0.35589995980262756,0.2348233312368393,0.5107308030128479,0.22789059579372406,0.3966929316520691,0.5107308030128479,0.15693047642707825,0.2714994251728058
the,0.3733934462070465,0.34736719727516174,0.1324402391910553,0.3102172613143921,0.4133751392364502,0.27883726358413696,1.0,0.33604270219802856,0.733189046382904,1.0,0.2337762415409088,0.22068053483963013
ills,0.22976496815681458,0.1686141937971115,0.10801919549703598,0.22513042390346527,0.2695430517196655,0.14525645971298218,0.19747516512870789,0.16728706657886505,0.22532570362091064,0.19747516512870789,0.16251347959041595,0.14956198632717133
of,0.2827862501144409,0.2513895630836487,0.18837453424930573,0.2625778615474701,0.3353942930698395,0.2272813767194748,0.733189046382904,0.2828933000564575,1.0,0.733189046382904,0.25455814599990845,0.1826142966747284
the,0.3733934462070465,0.34736719727516174,0.1324402391910553,0.3102172613143921,0.4133751392364502,0.27883726358413696,1.0,0.33604270219802856,0.733189046382904,1.0,0.2337762415409088,0.22068053483963013
social,0.26409217715263367,0.1977856606245041,0.15858037769794464,0.2055123895406723,0.17745959758758545,0.15454326570034027,0.21797899901866913,0.19697116315364838,0.2605111300945282,0.21797899901866913,0.1765306293964386,0.1615191102027893
subservience,0.29071009159088135,0.29430466890335083,0.2372986376285553,0.4500761032104492,0.40014004707336426,0.1912195384502411,0.3339984714984894,0.31406083703041077,0.34633868932724,0.3339984714984894,0.3196718692779541,0.32067832350730896
of,0.2827862501144409,0.2513895630836487,0.18837453424930573,0.2625778615474701,0.3353942930698395,0.2272813767194748,0.733189046382904,0.2828933000564575,1.0,0.733189046382904,0.25455814599990845,0.1826142966747284
women,0.3193221390247345,0.24222777783870697,0.09748174995183945,0.20346705615520477,0.20863938331604004,0.1401965469121933,0.279754102230072,0.2750636041164398,0.22431409358978271,0.279754102230072,0.10995982587337494,0.1616753786802292
and,0.41279885172843933,0.34479495882987976,0.19560420513153076,0.30740439891815186,0.34921059012413025,0.2711782455444336,0.5171257257461548,0.3246132433414459,0.5116966962814331,0.5171257257461548,0.28619977831840515,0.20544172823429108
the,0.3733934462070465,0.34736719727516174,0.1324402391910553,0.3102172613143921,0.4133751392364502,0.27883726358413696,1.0,0.33604270219802856,0.733189046382904,1.0,0.2337762415409088,0.22068053483963013
struggle,0.2996172606945038,0.21746955811977386,0.18975730240345,0.25142937898635864,0.24444971978664398,0.14775602519512177,0.22927843034267426,0.23760944604873657,0.25674882531166077,0.22927843034267426,0.2151004523038864,0.1330908089876175
of,0.2827862501144409,0.2513895630836487,0.18837453424930573,0.2625778615474701,0.3353942930698395,0.2272813767194748,0.733189046382904,0.2828933000564575,1.0,0.733189046382904,0.25455814599990845,0.1826142966747284
women,0.3193221390247345,0.24222777783870697,0.09748174995183945,0.20346705615520477,0.20863938331604004,0.1401965469121933,0.279754102230072,0.2750636041164398,0.22431409358978271,0.279754102230072,0.10995982587337494,0.1616753786802292
toward,0.16129182279109955,0.1586475372314453,0.0843176618218422,0.2275741547346115,0.2571980655193329,0.19145745038986206,0.3341628313064575,0.16225221753120422,0.25209522247314453,0.3341628313064575,0.15092654526233673,0.09989774227142334
gender,0.3237629532814026,0.1813037395477295,0.18101604282855988,0.31754422187805176,0.2248656153678894,0.10048907995223999,0.24119289219379425,0.17096196115016937,0.20023681223392487,0.24119289219379425,0.15076124668121338,0.22791960835456848
equality,0.2319289892911911,0.20039963722229004,0.24063414335250854,0.281646728515625,0.2380695343017578,0.13030549883842468,0.2277037352323532,0.22263436019420624,0.26455768942832947,0.2277037352323532,0.25744685530662537,0.19821703433990479
",",0.3365725874900818,0.3015086054801941,0.20599327981472015,0.3095206320285797,0.32586824893951416,0.2309936285018921,0.4933079481124878,0.26091980934143066,0.4946078956127167,0.4933079481124878,0.2609160840511322,0.31091248989105225
and,0.41279885172843933,0.34479495882987976,0.19560420513153076,0.30740439891815186,0.34921059012413025,0.2711782455444336,0.5171257257461548,0.3246132433414459,0.5116966962814331,0.5171257257461548,0.28619977831840515,0.20544172823429108
indicated,0.1947280317544937,0.21650709211826324,0.19950975477695465,0.27535709738731384,0.27474236488342285,0.20194609463214874,0.2715122699737549,0.12307430058717728,0.26488006114959717,0.2715122699737549,0.13768143951892853,0.20115208625793457
that,0.45444270968437195,0.47518548369407654,0.22102725505828857,0.5798900723457336,0.5895259380340576,0.32061445713043213,0.5473989248275757,0.2972288429737091,0.41498205065727234,0.5473989248275757,0.31481194496154785,0.32716336846351624
humanity,0.2752798795700073,0.17672929167747498,0.1566413938999176,0.3212767243385315,0.2721709609031677,0.16190721094608307,0.2643643915653229,0.3165706396102905,0.25635257363319397,0.2643643915653229,0.2788849174976349,0.2241877019405365
's,0.05599616840481758,0.05069678649306297,0.06449045985937119,0.015562640503048897,0.036968596279621124,0.017889494076371193,-0.01540423184633255,0.11877062171697617,-0.03817026689648628,-0.01540423184633255,-0.04464564472436905,-0.023395681753754616
future,0.2509129047393799,0.23607341945171356,0.12120185047388077,0.25705304741859436,0.3937055170536041,0.24176478385925293,0.2337762415409088,0.19884157180786133,0.25455814599990845,0.2337762415409088,0.9999999403953552,0.3367180824279785
would,0.3632977604866028,0.6268245577812195,0.14290116727352142,0.5148938894271851,1.0000001192092896,0.2883352041244507,0.4133751392364502,0.22606314718723297,0.3353942930698395,0.4133751392364502,0.3937055170536041,0.37178951501846313
be,0.3371641933917999,0.22657383978366852,0.15180771052837372,0.4904957115650177,0.5202695727348328,0.2707693874835968,0.4248143136501312,0.2187124341726303,0.33904364705085754,0.4248143136501312,0.32757890224456787,0.3324260413646698
run,0.2372417002916336,0.2303875833749771,0.17299385368824005,0.18542787432670593,0.2883352041244507,1.0,0.27883726358413696,0.2039691060781479,0.2272813767194748,0.27883726358413696,0.24176478385925293,0.17904110252857208
