,where,is,genghis,khan,'s,presumed,to,have,been,delivered,?
after,0.31753596663475037,0.2835143506526947,0.24102559685707092,0.1264270693063736,-0.055672239512205124,0.23598171770572662,0.37890323996543884,0.2838422358036041,0.2954521179199219,0.22696062922477722,0.16608688235282898
he,0.3705328106880188,0.36230841279029846,0.28288567066192627,0.24136358499526978,0.024063590914011,0.14975476264953613,0.385390967130661,0.3020331561565399,0.387533038854599,0.19245223701000214,0.2089974731206894
died,0.14638052880764008,0.1729084998369217,0.28730252385139465,0.1835235059261322,-0.023391123861074448,0.15669003129005432,0.15773509442806244,0.10756956785917282,0.20203723013401031,0.17024153470993042,0.15254227817058563
",",0.3149496018886566,0.4691906273365021,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.21024323999881744,0.44245919585227966,0.3541618287563324,0.34873589873313904,0.17977340519428253,0.31091248989105225
his,0.29880598187446594,0.24372583627700806,0.3744826912879944,0.26570460200309753,0.047556519508361816,0.23645104467868805,0.3715193271636963,0.25689181685447693,0.2785126268863678,0.2412818819284439,0.18075084686279297
body,0.21554996073246002,0.2790417969226837,0.15716145932674408,0.07258021086454391,0.003652067156508565,0.2210790514945984,0.307265043258667,0.27852192521095276,0.19744087755680084,0.2850037217140198,0.20136451721191406
was,0.20731619000434875,0.5810302495956421,0.3037589192390442,0.23483267426490784,0.008974763564765453,0.2018340528011322,0.3636345863342285,0.2863433063030243,0.518218457698822,0.2562667727470398,0.18412111699581146
returned,0.33513087034225464,0.18192875385284424,0.14648209512233734,0.10561105608940125,-0.04012485593557358,0.22639039158821106,0.30012887716293335,0.19268153607845306,0.3357822299003601,0.25986140966415405,0.07695316523313522
to,0.47735077142715454,0.42745086550712585,0.2294713407754898,0.18221943080425262,0.03782717138528824,0.2889922857284546,1.0,0.4544740617275238,0.34945759177207947,0.24276024103164673,0.29463258385658264
mongolia,0.2137911468744278,0.19608411192893982,0.4294305145740509,0.37883228063583374,-0.018711648881435394,0.17472206056118011,0.1695680171251297,0.29267171025276184,0.2603208124637604,0.13058485090732574,0.12165829539299011
and,0.43859338760375977,0.3859752118587494,0.26551535725593567,0.22885166108608246,0.06895173341035843,0.22967109084129333,0.48971283435821533,0.4711785912513733,0.3424558639526367,0.17662553489208221,0.20544172823429108
presumably,0.37266895174980164,0.308910995721817,0.21467351913452148,0.09399865567684174,-0.028311697766184807,0.5908028483390808,0.37992385029792786,0.40102308988571167,0.3215087056159973,0.23665302991867065,0.2772786617279053
to,0.47735077142715454,0.42745086550712585,0.2294713407754898,0.18221943080425262,0.03782717138528824,0.2889922857284546,1.0,0.4544740617275238,0.34945759177207947,0.24276024103164673,0.29463258385658264
his,0.29880598187446594,0.24372583627700806,0.3744826912879944,0.26570460200309753,0.047556519508361816,0.23645104467868805,0.3715193271636963,0.25689181685447693,0.2785126268863678,0.2412818819284439,0.18075084686279297
birthplace,0.25826460123062134,0.2960118055343628,0.22238415479660034,0.13287800550460815,-0.057574838399887085,0.15603560209274292,0.202181875705719,0.10025440901517868,0.21376283466815948,0.1471187174320221,0.08009099215269089
in,0.5344807505607605,0.5394441485404968,0.224680557847023,0.1527150720357895,-0.037580832839012146,0.18546858429908752,0.45010748505592346,0.36843645572662354,0.3515113592147827,0.17497003078460693,0.20430970191955566
khentii,0.2481546252965927,0.28025904297828674,0.6079114675521851,0.543266236782074,0.08388768136501312,0.2851475477218628,0.24836626648902893,0.29922330379486084,0.2993123233318329,0.16446739435195923,0.22497324645519257
aimag,0.20593911409378052,0.28415992856025696,0.2988908588886261,0.1716255396604538,0.08317997306585312,0.16565090417861938,0.23619814217090607,0.2111542969942093,0.08211318403482437,0.061504021286964417,0.22216902673244476
",",0.3149496018886566,0.4691906273365021,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.21024323999881744,0.44245919585227966,0.3541618287563324,0.34873589873313904,0.17977340519428253,0.31091248989105225
where,0.9999999403953552,0.3586711287498474,0.1839626133441925,0.1568954735994339,0.0007701900321990252,0.25409364700317383,0.47735077142715454,0.412650465965271,0.24669882655143738,0.16671401262283325,0.24793872237205505
many,0.4338301420211792,0.2649032473564148,0.2155562937259674,0.15215526521205902,0.01698932610452175,0.19821009039878845,0.40243685245513916,0.5841760635375977,0.4963826537132263,0.1826973855495453,0.2124512493610382
assume,0.24523726105690002,0.26546353101730347,0.16026708483695984,0.14041215181350708,0.012398024089634418,0.33465537428855896,0.3377750515937805,0.4170057773590088,0.2327416092157364,0.17969752848148346,0.39130663871765137
he,0.3705328106880188,0.36230841279029846,0.28288567066192627,0.24136358499526978,0.024063590914011,0.14975476264953613,0.385390967130661,0.3020331561565399,0.387533038854599,0.19245223701000214,0.2089974731206894
is,0.3586711287498474,1.0,0.1866190880537033,0.20103248953819275,0.02396530658006668,0.18123510479927063,0.42745086550712585,0.3613572418689728,0.39566612243652344,0.15442995727062225,0.22961433231830597
buried,0.2863103151321411,0.1858135163784027,0.25133416056632996,0.0911133736371994,-0.04317710921168327,0.15542563796043396,0.1880287528038025,0.15176910161972046,0.18572892248630524,0.2275754064321518,0.18487362563610077
somewhere,0.47130653262138367,0.2927536070346832,0.17061902582645416,0.09823989123106003,0.032775308936834335,0.26764652132987976,0.3829862177371979,0.37143421173095703,0.29787677526474,0.13184724748134613,0.4073143005371094
close,0.2642509639263153,0.26769399642944336,0.17252258956432343,0.1606511026620865,0.07968296110630035,0.18798044323921204,0.33802270889282227,0.2633917033672333,0.15140651166439056,0.0842827633023262,0.1908312737941742
to,0.47735077142715454,0.42745086550712585,0.2294713407754898,0.18221943080425262,0.03782717138528824,0.2889922857284546,1.0,0.4544740617275238,0.34945759177207947,0.24276024103164673,0.29463258385658264
the,0.5003893971443176,0.5823672413825989,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.2385174036026001,0.535392165184021,0.40389683842658997,0.3563927710056305,0.24479162693023682,0.22068053483963013
onon,0.21950851380825043,0.2648090124130249,0.41509193181991577,0.3260955214500427,-0.024072716012597084,0.19173599779605865,0.1714196652173996,0.15386414527893066,0.15814252197742462,0.12627074122428894,0.16103661060333252
river,0.1886204034090042,0.20670881867408752,0.29427242279052734,0.16848056018352509,-0.03599277883768082,0.17629322409629822,0.13636653125286102,0.11765187978744507,0.1514108031988144,0.053458072245121,0.15390869975090027
and,0.43859338760375977,0.3859752118587494,0.26551535725593567,0.22885166108608246,0.06895173341035843,0.22967109084129333,0.48971283435821533,0.4711785912513733,0.3424558639526367,0.17662553489208221,0.20544172823429108
the,0.5003893971443176,0.5823672413825989,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.2385174036026001,0.535392165184021,0.40389683842658997,0.3563927710056305,0.24479162693023682,0.22068053483963013
burkhan,0.2741181254386902,0.23729921877384186,0.49505355954170227,0.6663304567337036,0.1172867938876152,0.10580411553382874,0.21015669405460358,0.16250158846378326,0.15028218924999237,0.11144156754016876,0.15091314911842346
khaldun,0.21924839913845062,0.23129290342330933,0.5847230553627014,0.6202942728996277,0.02633058652281761,0.17159503698349,0.23617082834243774,0.23922663927078247,0.2099912315607071,0.10908744484186172,0.20904235541820526
mountain,0.21142426133155823,0.24294321238994598,0.2656402587890625,0.15298856794834137,-0.006494900677353144,0.03987886756658554,0.21757690608501434,0.15897205471992493,0.09796306490898132,0.0667639896273613,0.10710091888904572
(,0.1970011591911316,0.35393038392066956,0.2257842868566513,0.1773909628391266,0.0012731997994706035,0.18066604435443878,0.30882009863853455,0.23072676360607147,0.1755061000585556,0.1400030255317688,0.40561532974243164
part,0.3328706920146942,0.4582172930240631,0.1747124046087265,0.15835325419902802,0.007562864106148481,0.08002869784832001,0.2875264883041382,0.25547030568122864,0.21233350038528442,0.11192642897367477,0.08557961881160736
of,0.38066378235816956,0.4854315221309662,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.19809751212596893,0.41548454761505127,0.3802283704280853,0.31685134768486023,0.17907582223415375,0.1826142966747284
the,0.5003893971443176,0.5823672413825989,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.2385174036026001,0.535392165184021,0.40389683842658997,0.3563927710056305,0.24479162693023682,0.22068053483963013
kentii,0.3128868341445923,0.24462606012821198,0.3416534960269928,0.2387966513633728,-0.048323094844818115,0.30865800380706787,0.25331467390060425,0.1918518841266632,0.27382051944732666,0.233526349067688,0.23190197348594666
mountain,0.21142426133155823,0.24294321238994598,0.2656402587890625,0.15298856794834137,-0.006494900677353144,0.03987886756658554,0.21757690608501434,0.15897205471992493,0.09796306490898132,0.0667639896273613,0.10710091888904572
