,what,is,name,of,the,function,used,for,the,largest,integer,not,greater,than,the,number,in,question,?
are,0.29724663496017456,0.5330929756164551,0.17349179089069366,0.39081433415412903,0.40399202704429626,0.22522267699241638,0.3322218656539917,0.3895993232727051,0.40399202704429626,0.23992078006267548,0.25369736552238464,0.46186959743499756,0.19981995224952698,0.39206281304359436,0.40399202704429626,0.3537501394748688,0.3841303884983063,0.2366771250963211,0.24591213464736938
prime,0.15586113929748535,0.16680827736854553,0.15097270905971527,0.23935265839099884,0.19960100948810577,0.18293221294879913,0.1468653529882431,0.17833133041858673,0.19960100948810577,0.16202932596206665,0.35712799429893494,0.12917746603488922,0.1424732804298401,0.1307777762413025,0.19960100948810577,0.2556258738040924,0.18097394704818726,0.1637619584798813,0.11276303976774216
for,0.3017193675041199,0.43268078565597534,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.22728246450424194,0.4236139953136444,0.9999999403953552,0.4739971458911896,0.13215672969818115,0.13336773216724396,0.39280617237091064,0.184608593583107,0.30793827772140503,0.4739971458911896,0.2861633002758026,0.4322226941585541,0.28556302189826965,0.264628142118454
any,0.43670421838760376,0.35691767930984497,0.1708046793937683,0.3769088089466095,0.4525727927684784,0.329176127910614,0.3731808662414551,0.3944643437862396,0.4525727927684784,0.20072484016418457,0.304497092962265,0.5995424389839172,0.3009572923183441,0.4801669418811798,0.4525727927684784,0.350625604391098,0.3135753571987152,0.44853806495666504,0.4113408327102661
natural,0.15666867792606354,0.24589021503925323,0.13195578753948212,0.2963479459285736,0.2291368842124939,0.14835573732852936,0.16191783547401428,0.20802545547485352,0.2291368842124939,0.20721407234668732,0.24773554503917694,0.15110014379024506,0.29630008339881897,0.20237292349338531,0.2291368842124939,0.1901969313621521,0.32136213779449463,0.15515905618667603,0.16155436635017395
number,0.23046229779720306,0.22390379011631012,0.2084028571844101,0.2778518795967102,0.35145696997642517,0.2177034616470337,0.23600076138973236,0.2861633002758026,0.35145696997642517,0.2101866453886032,0.46157369017601013,0.30033785104751587,0.2183322310447693,0.2816639244556427,0.35145696997642517,1.0,0.3024539053440094,0.1996951848268509,0.19256845116615295
n.,0.07859472185373306,-0.09285721182823181,-0.09768478572368622,-0.1781664937734604,-0.17575061321258545,-0.05033174157142639,-0.026783064007759094,-0.0757552981376648,-0.17575061321258545,-0.244267538189888,-0.07236941903829575,0.012659183703362942,-0.2264898121356964,-0.07221844792366028,-0.17575061321258545,-0.15586800873279572,-0.15498630702495575,0.05774124339222908,0.04318316653370857
here,0.5220553874969482,0.3368209898471832,0.22922948002815247,0.29118096828460693,0.37885698676109314,0.26405033469200134,0.25181272625923157,0.3840431272983551,0.37885698676109314,0.16315387189388275,0.31741830706596375,0.4914715886116028,0.2132241427898407,0.30457305908203125,0.37885698676109314,0.28642112016677856,0.3649226427078247,0.4628065526485443,0.5686008334159851
represents,0.18834242224693298,0.3905610740184784,0.21248814463615417,0.3967677056789398,0.3328246772289276,0.23085027933120728,0.27031973004341125,0.26218849420547485,0.3328246772289276,0.19954486191272736,0.204983189702034,0.2363947629928589,0.23385903239250183,0.23555448651313782,0.3328246772289276,0.26961445808410645,0.28071391582489014,0.2166774421930313,0.1586666852235794
the,0.42745697498321533,0.5823672413825989,0.3171212375164032,0.733189046382904,1.0,0.2037137746810913,0.3718377649784088,0.4739971458911896,1.0,0.3757036626338959,0.14182277023792267,0.4310511648654938,0.2814446687698364,0.3227543234825134,1.0,0.35145696997642517,0.6662389636039734,0.28031662106513977,0.22068053483963013
floor,0.1553560197353363,0.1439603567123413,0.07233212143182755,0.19539874792099,0.25987908244132996,0.25486692786216736,0.17032451927661896,0.16775822639465332,0.25987908244132996,0.20120574533939362,0.2609591484069824,0.1640617996454239,0.13375481963157654,0.18640875816345215,0.25987908244132996,0.3114461600780487,0.21428263187408447,0.1212712898850441,0.20457154512405396
function,0.22155974805355072,0.17586156725883484,0.09683264791965485,0.16667552292346954,0.2037137746810913,1.0,0.26872196793556213,0.22728246450424194,0.2037137746810913,0.10501237958669662,0.44515174627304077,0.2716670334339142,0.16486458480358124,0.22723710536956787,0.2037137746810913,0.2177034616470337,0.1448659598827362,0.28063639998435974,0.20672395825386047
",",0.3087472915649414,0.4691906273365021,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.18487244844436646,0.3120402991771698,0.4464869201183319,0.4933079481124878,0.26626327633857727,0.20468677580356598,0.3769696354866028,0.25035545229911804,0.3371901512145996,0.4933079481124878,0.2535701394081116,0.5201468467712402,0.2616102993488312,0.31091248989105225
i.e.,0.012638997286558151,0.005189675372093916,-0.0034696566872298717,0.04800353944301605,0.0029698489233851433,0.07553153485059738,0.05876632407307625,-0.022798972204327583,0.0029698489233851433,-0.02387194149196148,0.06529969722032547,-0.031477686017751694,0.010883846320211887,-0.02442476898431778,0.0029698489233851433,-0.12052586674690247,0.08286412060260773,0.019041743129491806,-0.022609230130910873
",",0.3087472915649414,0.4691906273365021,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.18487244844436646,0.3120402991771698,0.4464869201183319,0.4933079481124878,0.26626327633857727,0.20468677580356598,0.3769696354866028,0.25035545229911804,0.3371901512145996,0.4933079481124878,0.2535701394081116,0.5201468467712402,0.2616102993488312,0.31091248989105225
largest,0.13463157415390015,0.3413417339324951,0.14345738291740417,0.36650770902633667,0.3757036626338959,0.10501237958669662,0.1791476011276245,0.13215672969818115,0.3757036626338959,0.9999999403953552,0.1639040857553482,0.14868555963039398,0.3442215025424957,0.2178453952074051,0.3757036626338959,0.2101866453886032,0.3017216920852661,0.11066180467605591,0.12401245534420013
integer,0.23293888568878174,0.2086324691772461,0.14683988690376282,0.158325657248497,0.14182277023792267,0.44515174627304077,0.14687076210975647,0.13336773216724396,0.14182277023792267,0.1639040857553482,1.0,0.26823049783706665,0.271879106760025,0.2785238027572632,0.14182277023792267,0.46157369017601013,0.14432935416698456,0.2844068706035614,0.2503974437713623
not,0.5449194312095642,0.3776007890701294,0.2188112437725067,0.3307090103626251,0.4310511648654938,0.2716670334339142,0.358921617269516,0.39280617237091064,0.4310511648654938,0.14868555963039398,0.26823049783706665,0.9999999403953552,0.2004067748785019,0.3858577013015747,0.4310511648654938,0.30033785104751587,0.3403114080429077,0.40132758021354675,0.41942933201789856
greater,0.1946859508752823,0.21338969469070435,0.11110681295394897,0.34470728039741516,0.2814446687698364,0.16486458480358124,0.12233273684978485,0.184608593583107,0.2814446687698364,0.3442215025424957,0.271879106760025,0.2004067748785019,1.0000001192092896,0.4072994291782379,0.2814446687698364,0.2183322310447693,0.26627716422080994,0.15919183194637299,0.09723397344350815
than,0.29388150572776794,0.2839990258216858,0.13796374201774597,0.33036211133003235,0.3227543234825134,0.22723710536956787,0.28633373975753784,0.30793827772140503,0.3227543234825134,0.2178453952074051,0.2785238027572632,0.3858577013015747,0.4072994291782379,1.0,0.3227543234825134,0.2816639244556427,0.3270052373409271,0.2330462634563446,0.24917294085025787
the,0.42745697498321533,0.5823672413825989,0.3171212375164032,0.733189046382904,1.0,0.2037137746810913,0.3718377649784088,0.4739971458911896,1.0,0.3757036626338959,0.14182277023792267,0.4310511648654938,0.2814446687698364,0.3227543234825134,1.0,0.35145696997642517,0.6662389636039734,0.28031662106513977,0.22068053483963013
