,where,does,the,cold,and,warm,water,meet,the,warm,water,?
but,0.49101024866104126,0.4353378415107727,0.4859698414802551,0.248947411775589,0.5762497186660767,0.31049466133117676,0.26752299070358276,0.3530866205692291,0.4859698414802551,0.31049466133117676,0.26752299070358276,0.27921953797340393
then,0.5403340458869934,0.2951544523239136,0.4297412931919098,0.17619028687477112,0.4372139573097229,0.2019103318452835,0.2063850462436676,0.22514022886753082,0.4297412931919098,0.2019103318452835,0.2063850462436676,0.2884598970413208
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.2868689298629761,0.6633074283599854,0.24420368671417236,0.26706066727638245,0.31995680928230286,0.4933079481124878,0.24420368671417236,0.26706066727638245,0.31091248989105225
at,0.4402937591075897,0.17465277016162872,0.457212895154953,0.19373497366905212,0.3571503460407257,0.14534932374954224,0.14569826424121857,0.2383149415254593,0.457212895154953,0.14534932374954224,0.14569826424121857,0.21978627145290375
the,0.5003893971443176,0.35928019881248474,1.0,0.2897129952907562,0.5171257257461548,0.2764509320259094,0.297396719455719,0.312436044216156,1.0,0.2764509320259094,0.297396719455719,0.22068053483963013
so-called,0.39831599593162537,0.2787417471408844,0.48567995429039,0.27007433772087097,0.35612040758132935,0.2996149957180023,0.3573017716407776,0.23892197012901306,0.48567995429039,0.2996149957180023,0.3573017716407776,0.28986620903015137
rheinbrech,0.24390925467014313,0.20402543246746063,0.3351653516292572,0.1949339210987091,0.30296751856803894,0.14708231389522552,0.2303754687309265,0.18947185575962067,0.3351653516292572,0.14708231389522552,0.2303754687309265,0.262052446603775
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.2868689298629761,0.6633074283599854,0.24420368671417236,0.26706066727638245,0.31995680928230286,0.4933079481124878,0.24420368671417236,0.26706066727638245,0.31091248989105225
the,0.5003893971443176,0.35928019881248474,1.0,0.2897129952907562,0.5171257257461548,0.2764509320259094,0.297396719455719,0.312436044216156,1.0,0.2764509320259094,0.297396719455719,0.22068053483963013
rhine,0.2007746696472168,0.13532963395118713,0.30735138058662415,0.12640050053596497,0.22029656171798706,0.09133460372686386,0.18943050503730774,0.245091050863266,0.30735138058662415,0.09133460372686386,0.18943050503730774,0.13754533231258392
water,0.2081080675125122,0.29202038049697876,0.297396719455719,0.3195118308067322,0.3054247498512268,0.4289765954017639,0.9999998807907104,0.12401474267244339,0.297396719455719,0.4289765954017639,0.9999998807907104,0.14731885492801666
abruptly,0.2960572838783264,0.20811566710472107,0.3869345784187317,0.2969506084918976,0.27672702074050903,0.2570454478263855,0.20469950139522552,0.2380198836326599,0.3869345784187317,0.2570454478263855,0.20469950139522552,0.13784849643707275
falls,0.26647865772247314,0.3261214792728424,0.2708098292350769,0.2252635657787323,0.23301942646503448,0.14771594107151031,0.2378469556570053,0.23047201335430145,0.2708098292350769,0.14771594107151031,0.2378469556570053,0.15918700397014618
into,0.335035502910614,0.22312942147254944,0.39493247866630554,0.20739319920539856,0.36597734689712524,0.1409987509250641,0.2901814877986908,0.17981092631816864,0.39493247866630554,0.1409987509250641,0.2901814877986908,0.15662476420402527
the,0.5003893971443176,0.35928019881248474,1.0,0.2897129952907562,0.5171257257461548,0.2764509320259094,0.297396719455719,0.312436044216156,1.0,0.2764509320259094,0.297396719455719,0.22068053483963013
depths,0.2945379614830017,0.20574545860290527,0.23700039088726044,0.27869343757629395,0.3026125133037567,0.37281346321105957,0.4140015244483948,0.22769251465797424,0.23700039088726044,0.37281346321105957,0.4140015244483948,0.21987856924533844
because,0.46146172285079956,0.4424310624599457,0.44596394896507263,0.2774897813796997,0.5069696307182312,0.3128577470779419,0.312398225069046,0.2799839973449707,0.44596394896507263,0.3128577470779419,0.312398225069046,0.2528740465641022
of,0.38066378235816956,0.3119818866252899,0.733189046382904,0.22852186858654022,0.5116966962814331,0.21449124813079834,0.2741255462169647,0.25706547498703003,0.733189046382904,0.21449124813079834,0.2741255462169647,0.1826142966747284
the,0.5003893971443176,0.35928019881248474,1.0,0.2897129952907562,0.5171257257461548,0.2764509320259094,0.297396719455719,0.312436044216156,1.0,0.2764509320259094,0.297396719455719,0.22068053483963013
greater,0.16651363670825958,0.20582076907157898,0.2814446687698364,0.10733310133218765,0.26711440086364746,0.15209512412548065,0.30313700437545776,0.15724068880081177,0.2814446687698364,0.15209512412548065,0.30313700437545776,0.09723397344350815
density,0.16603511571884155,0.1485164910554886,0.2451544851064682,0.18782344460487366,0.2028898298740387,0.28442999720573425,0.3195847272872925,0.13300609588623047,0.2451544851064682,0.28442999720573425,0.3195847272872925,0.1457761973142624
of,0.38066378235816956,0.3119818866252899,0.733189046382904,0.22852186858654022,0.5116966962814331,0.21449124813079834,0.2741255462169647,0.25706547498703003,0.733189046382904,0.21449124813079834,0.2741255462169647,0.1826142966747284
cold,0.25313600897789,0.19566471874713898,0.2897129952907562,1.0,0.25512415170669556,0.6036729216575623,0.3195118308067322,0.17466935515403748,0.2897129952907562,0.6036729216575623,0.3195118308067322,0.12272877991199493
water,0.2081080675125122,0.29202038049697876,0.297396719455719,0.3195118308067322,0.3054247498512268,0.4289765954017639,0.9999998807907104,0.12401474267244339,0.297396719455719,0.4289765954017639,0.9999998807907104,0.14731885492801666
.,0.41390106081962585,0.3022993505001068,0.5934505462646484,0.253801554441452,0.588965117931366,0.27272140979766846,0.26634910702705383,0.26616400480270386,0.5934505462646484,0.27272140979766846,0.26634910702705383,0.4130953550338745
,where,does,the,cold,and,warm,water,meet,the,warm,water,?
the,0.5003893971443176,0.35928019881248474,1.0,0.2897129952907562,0.5171257257461548,0.2764509320259094,0.297396719455719,0.312436044216156,1.0,0.2764509320259094,0.297396719455719,0.22068053483963013
cold,0.25313600897789,0.19566471874713898,0.2897129952907562,1.0,0.25512415170669556,0.6036729216575623,0.3195118308067322,0.17466935515403748,0.2897129952907562,0.6036729216575623,0.3195118308067322,0.12272877991199493
water,0.2081080675125122,0.29202038049697876,0.297396719455719,0.3195118308067322,0.3054247498512268,0.4289765954017639,0.9999998807907104,0.12401474267244339,0.297396719455719,0.4289765954017639,0.9999998807907104,0.14731885492801666
flows,0.23452386260032654,0.23165354132652283,0.32405155897140503,0.2185160219669342,0.2396772801876068,0.23938672244548798,0.39950031042099,0.25460371375083923,0.32405155897140503,0.23938672244548798,0.39950031042099,0.11636040359735489
near,0.4188554286956787,0.11424306035041809,0.2879819869995117,0.1733075976371765,0.25046437978744507,0.2103417068719864,0.22301539778709412,0.23297923803329468,0.2879819869995117,0.2103417068719864,0.22301539778709412,0.10734958201646805
the,0.5003893971443176,0.35928019881248474,1.0,0.2897129952907562,0.5171257257461548,0.2764509320259094,0.297396719455719,0.312436044216156,1.0,0.2764509320259094,0.297396719455719,0.22068053483963013
surface,0.2541312277317047,0.22910720109939575,0.2555135488510132,0.27472445368766785,0.2626544237136841,0.32468488812446594,0.5213322043418884,0.12126997858285904,0.2555135488510132,0.32468488812446594,0.5213322043418884,0.14613434672355652
and,0.43859338760375977,0.3461615741252899,0.5171257257461548,0.25512415170669556,1.0,0.277122437953949,0.3054247498512268,0.31950852274894714,0.5171257257461548,0.277122437953949,0.3054247498512268,0.20544172823429108
at,0.4402937591075897,0.17465277016162872,0.457212895154953,0.19373497366905212,0.3571503460407257,0.14534932374954224,0.14569826424121857,0.2383149415254593,0.457212895154953,0.14534932374954224,0.14569826424121857,0.21978627145290375
first,0.3238157331943512,0.2198687642812729,0.49448907375335693,0.13419881463050842,0.3167642652988434,0.1696300506591797,0.1719202995300293,0.2163393348455429,0.49448907375335693,0.1696300506591797,0.1719202995300293,0.18701928853988647
does,0.2965966761112213,1.0,0.35928019881248474,0.19566471874713898,0.3461615741252899,0.20650042593479156,0.29202038049697876,0.33494460582733154,0.35928019881248474,0.20650042593479156,0.29202038049697876,0.338003009557724
n't,-0.13775071501731873,-0.049544673413038254,-0.11449059844017029,-0.019117821007966995,-0.0602874718606472,-0.019789880141615868,-0.09677833318710327,-0.055618129670619965,-0.11449059844017029,-0.019789880141615868,-0.09677833318710327,0.07068326324224472
mix,0.17924004793167114,0.13980242609977722,0.15310801565647125,0.15874052047729492,0.27283304929733276,0.21027062833309174,0.27419203519821167,0.14679156243801117,0.15310801565647125,0.21027062833309174,0.27419203519821167,0.11501310765743256
with,0.4142743945121765,0.26186925172805786,0.4223487675189972,0.23475629091262817,0.5477725267410278,0.27545735239982605,0.20542247593402863,0.26756221055984497,0.4223487675189972,0.27545735239982605,0.20542247593402863,0.2433311939239502
the,0.5003893971443176,0.35928019881248474,1.0,0.2897129952907562,0.5171257257461548,0.2764509320259094,0.297396719455719,0.312436044216156,1.0,0.2764509320259094,0.297396719455719,0.22068053483963013
warmer,0.27790263295173645,0.2843279540538788,0.3131127953529358,0.5360778570175171,0.3217853307723999,0.708328902721405,0.4516546130180359,0.1599949598312378,0.3131127953529358,0.708328902721405,0.4516546130180359,0.16600611805915833
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.2868689298629761,0.6633074283599854,0.24420368671417236,0.26706066727638245,0.31995680928230286,0.4933079481124878,0.24420368671417236,0.26706066727638245,0.31091248989105225
green,0.17025288939476013,0.19180789589881897,0.24099771678447723,0.19912263751029968,0.24945476651191711,0.19193655252456665,0.23062999546527863,0.10991186648607254,0.24099771678447723,0.19193655252456665,0.23062999546527863,0.11409882456064224
waters,0.1724209189414978,0.17399492859840393,0.2699524164199829,0.32192569971084595,0.3092135488986969,0.40688103437423706,0.574002742767334,0.17792393267154694,0.2699524164199829,0.40688103437423706,0.574002742767334,0.135763481259346
of,0.38066378235816956,0.3119818866252899,0.733189046382904,0.22852186858654022,0.5116966962814331,0.21449124813079834,0.2741255462169647,0.25706547498703003,0.733189046382904,0.21449124813079834,0.2741255462169647,0.1826142966747284
upper,0.23894330859184265,0.12086480855941772,0.35289278626441956,0.16966573894023895,0.2172592729330063,0.22451072931289673,0.2032264620065689,0.14050303399562836,0.35289278626441956,0.22451072931289673,0.2032264620065689,0.051342256367206573
lake,0.17913374304771423,0.10660015791654587,0.24325428903102875,0.1970924288034439,0.234501451253891,0.23228728771209717,0.40283486247062683,0.07694550603628159,0.24325428903102875,0.23228728771209717,0.40283486247062683,0.07226386666297913
.,0.41390106081962585,0.3022993505001068,0.5934505462646484,0.253801554441452,0.588965117931366,0.27272140979766846,0.26634910702705383,0.26616400480270386,0.5934505462646484,0.27272140979766846,0.26634910702705383,0.4130953550338745
