,when,was,the,cabinet-level,energy,department,created,?
development,0.19914807379245758,0.2344081997871399,0.3362044394016266,0.27424898743629456,0.29130297899246216,0.28479528427124023,0.24492959678173065,0.1211358830332756
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.296880841255188,0.26257598400115967,0.3181971311569214,0.32043445110321045,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.2986210584640503,0.26756542921066284,0.32582083344459534,0.3539263904094696,0.22068053483963013
strategic,0.13682791590690613,0.2105885148048401,0.2726963460445404,0.3130551874637604,0.16796337068080902,0.25220242142677307,0.15264256298542023,0.13147149980068207
petroleum,0.2224719226360321,0.1568356454372406,0.2209315299987793,0.20461176335811615,0.3700886368751526,0.24425435066223145,0.1538875252008438,0.1417868286371231
reserve,0.17288056015968323,0.17957507073879242,0.22129039466381073,0.21787284314632416,0.23047485947608948,0.24034170806407928,0.174021914601326,0.0967758372426033
began,0.25673019886016846,0.4683617055416107,0.3059147596359253,0.17331981658935547,0.1637861132621765,0.1583223044872284,0.22350148856639862,0.1370266228914261
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.27771106362342834,0.17693158984184265,0.3254720866680145,0.2843434810638428,0.20430970191955566
1975,0.2846478223800659,0.25630512833595276,0.3418796956539154,0.14978241920471191,0.15537743270397186,0.40853360295295715,0.21611328423023224,0.19593262672424316
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.27748653292655945,0.21156731247901917,0.2484075129032135,0.2755771577358246,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.2868514060974121,0.23934243619441986,0.27163735032081604,0.2873832881450653,0.20544172823429108
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.27771106362342834,0.17693158984184265,0.3254720866680145,0.2843434810638428,0.20430970191955566
1977,0.018014030531048775,0.047073230147361755,0.06613131612539291,-0.029451318085193634,-0.017288073897361755,-0.022022448480129242,-0.00376757956109941,-0.059247612953186035
the,0.5091903209686279,0.48711544275283813,1.0,0.2986210584640503,0.26756542921066284,0.32582083344459534,0.3539263904094696,0.22068053483963013
cabinet-level,0.2379920333623886,0.2093188315629959,0.2986210584640503,1.0000001192092896,0.2819465100765228,0.35240116715431213,0.22173547744750977,0.24144597351551056
department,0.21487829089164734,0.22511546313762665,0.32582083344459534,0.35240116715431213,0.26106321811676025,0.9999998807907104,0.2722926735877991,0.1343645304441452
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.296880841255188,0.26257598400115967,0.3181971311569214,0.32043445110321045,0.1826142966747284
energy,0.24666637182235718,0.15364649891853333,0.26756542921066284,0.2819465100765228,1.0000001192092896,0.26106321811676025,0.18346628546714783,0.14860127866268158
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.2093188315629959,0.15364649891853333,0.22511546313762665,0.3592788577079773,0.18412111699581146
created,0.2840147316455841,0.3592788577079773,0.3539263904094696,0.22173547744750977,0.18346628546714783,0.2722926735877991,1.0,0.21177415549755096
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.27748653292655945,0.21156731247901917,0.2484075129032135,0.2755771577358246,0.31091248989105225
followed,0.2927686870098114,0.2845839560031891,0.3567860722541809,0.11358199268579483,0.11303979903459549,0.0798330157995224,0.2563159465789795,0.20567169785499573
by,0.4376842677593231,0.4752357602119446,0.4408751428127289,0.15102513134479523,0.1721600890159607,0.20612254738807678,0.3492257595062256,0.17966607213020325
the,0.5091903209686279,0.48711544275283813,1.0,0.2986210584640503,0.26756542921066284,0.32582083344459534,0.3539263904094696,0.22068053483963013
national,0.1649656444787979,0.2433898150920868,0.32739606499671936,0.25564783811569214,0.1289648413658142,0.25634080171585083,0.22686803340911865,0.15643028914928436
energy,0.24666637182235718,0.15364649891853333,0.26756542921066284,0.2819465100765228,1.0000001192092896,0.26106321811676025,0.18346628546714783,0.14860127866268158
act,0.22280360758304596,0.1887621134519577,0.28682878613471985,0.23571109771728516,0.15546506643295288,0.1931498646736145,0.18169532716274261,0.1482519507408142
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.296880841255188,0.26257598400115967,0.3181971311569214,0.32043445110321045,0.1826142966747284
1978,0.07017435133457184,0.08774974942207336,0.1314823180437088,0.04267711564898491,-0.012257244437932968,0.03106490895152092,0.09746917337179184,0.06364871561527252
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.31669968366622925,0.22292809188365936,0.2694511413574219,0.3230568766593933,0.4130953550338745
