,which,religion,did,kublai,prefer,?
instead,0.4252457022666931,0.183643639087677,0.34208473563194275,0.214757040143013,0.3814614713191986,0.2942638397216797
",",0.3658004403114319,0.2679629921913147,0.3015086054801941,0.2569756805896759,0.23049421608448029,0.31091248989105225
kublai,0.2277727872133255,0.2135244905948639,0.2875992953777313,0.9999999403953552,0.07673294097185135,0.14562560617923737
khan,0.19211235642433167,0.13570506870746613,0.155345618724823,0.5925762057304382,0.058443617075681686,0.12862591445446014
",",0.3658004403114319,0.2679629921913147,0.3015086054801941,0.2569756805896759,0.23049421608448029,0.31091248989105225
the,0.6521818041801453,0.2757669985294342,0.34736719727516174,0.32886171340942383,0.17780214548110962,0.22068053483963013
founder,0.16760480403900146,0.25321298837661743,0.15347148478031158,0.18920332193374634,0.021836886182427406,0.13665783405303955
of,0.5011631846427917,0.30360451340675354,0.2513895630836487,0.231930211186409,0.17049390077590942,0.1826142966747284
the,0.6521818041801453,0.2757669985294342,0.34736719727516174,0.32886171340942383,0.17780214548110962,0.22068053483963013
yuan,0.2094680368900299,0.14205212891101837,0.1467057168483734,0.5195493102073669,0.1343323439359665,0.12871281802654266
dynasty,0.1794537752866745,0.3150293529033661,0.19201454520225525,0.44820716977119446,0.06750968843698502,0.15884074568748474
",",0.3658004403114319,0.2679629921913147,0.3015086054801941,0.2569756805896759,0.23049421608448029,0.31091248989105225
favored,0.274293452501297,0.25394055247306824,0.27823537588119507,0.21808338165283203,0.29862311482429504,0.13614626228809357
buddhism,0.20902051031589508,0.5844928026199341,0.10964566469192505,0.32514360547065735,0.1214415654540062,0.18768428266048431
",",0.3658004403114319,0.2679629921913147,0.3015086054801941,0.2569756805896759,0.23049421608448029,0.31091248989105225
especially,0.4690455496311188,0.21550698578357697,0.26305219531059265,0.18331564962863922,0.3768925070762634,0.19751401245594025
the,0.6521818041801453,0.2757669985294342,0.34736719727516174,0.32886171340942383,0.17780214548110962,0.22068053483963013
tibetan,0.1925758719444275,0.28017687797546387,0.11004411429166794,0.339009165763855,0.1423313021659851,0.14673879742622375
variants,0.28334882855415344,0.15868709981441498,0.14840494096279144,0.0782361701130867,0.23434779047966003,0.19235283136367798
.,0.45942068099975586,0.28897368907928467,0.35288307070732117,0.2311694622039795,0.25715282559394836,0.4130953550338745
